Year,Causes of death,Age at time of death,Sex,Value
2016,Atherosclerosis,75 to 79 years,Males,4.0
2016,Aortic aneurysm and dissection,75 to 79 years,Males,25.5
2016,Chronic lower respiratory diseases,75 to 79 years,Males,200.8
2016,Pneumoconioses and chemical effects,75 to 79 years,Males,2.7
2016,Pneumonitis due to solids and liquids,75 to 79 years,Males,19.0
2016,Malignant neoplasms,75 to 79 years,Females,886.2
2016,Diabetes mellitus,75 to 79 years,Females,68.9
2016,Diseases of heart,75 to 79 years,Females,387.3
2016,Essential hypertension and hypertensive renal disease,75 to 79 years,Females,10.3
2016,Cerebrovascular diseases,75 to 79 years,Females,133.9
2016,Atherosclerosis,75 to 79 years,Females,4.5
2016,Aortic aneurysm and dissection,75 to 79 years,Females,12.5
2016,Chronic lower respiratory diseases,75 to 79 years,Females,163.1
2016,Pneumoconioses and chemical effects,75 to 79 years,Females,0.4
2016,Pneumonitis due to solids and liquids,75 to 79 years,Females,8.4
2016,Malignant neoplasms,80 to 84 years,Both sexes,1490.6
2016,Diabetes mellitus,80 to 84 years,Both sexes,139.3
2016,Diseases of heart,80 to 84 years,Both sexes,990.0
2016,Essential hypertension and hypertensive renal disease,80 to 84 years,Both sexes,30.4
2016,Cerebrovascular diseases,80 to 84 years,Both sexes,288.3
2016,Atherosclerosis,80 to 84 years,Both sexes,7.4
2016,Aortic aneurysm and dissection,80 to 84 years,Both sexes,30.6
2016,Chronic lower respiratory diseases,80 to 84 years,Both sexes,298.3
2016,Pneumoconioses and chemical effects,80 to 84 years,Both sexes,4.0
2016,Pneumonitis due to solids and liquids,80 to 84 years,Both sexes,28.3
2016,Malignant neoplasms,80 to 84 years,Males,1876.8
2016,Diabetes mellitus,80 to 84 years,Males,170.1
2016,Diseases of heart,80 to 84 years,Males,1270.7
2016,Essential hypertension and hypertensive renal disease,80 to 84 years,Males,32.5
2016,Cerebrovascular diseases,80 to 84 years,Males,309.2
2016,Atherosclerosis,80 to 84 years,Males,7.7
2016,Aortic aneurysm and dissection,80 to 84 years,Males,40.5
2016,Chronic lower respiratory diseases,80 to 84 years,Males,345.5
2016,Pneumoconioses and chemical effects,80 to 84 years,Males,8.6
2016,Pneumonitis due to solids and liquids,80 to 84 years,Males,37.5
2016,Malignant neoplasms,80 to 84 years,Females,1196.9
2016,Diabetes mellitus,80 to 84 years,Females,115.8
2016,Diseases of heart,80 to 84 years,Females,776.5
2016,Essential hypertension and hypertensive renal disease,80 to 84 years,Females,28.7
2016,Cerebrovascular diseases,80 to 84 years,Females,272.3
2016,Atherosclerosis,80 to 84 years,Females,7.2
2016,Aortic aneurysm and dissection,80 to 84 years,Females,23.1
2016,Chronic lower respiratory diseases,80 to 84 years,Females,262.5
2016,Pneumoconioses and chemical effects,80 to 84 years,Females,0.5
2016,Pneumonitis due to solids and liquids,80 to 84 years,Females,21.3
2016,Malignant neoplasms,85 and over,Both sexes,2066.4
2016,Diabetes mellitus,85 and over,Both sexes,278.0
2016,Diseases of heart,85 and over,Both sexes,2892.0
2016,Essential hypertension and hypertensive renal disease,85 and over,Both sexes,112.3
2016,Cerebrovascular diseases,85 and over,Both sexes,869.1
2016,Atherosclerosis,85 and over,Both sexes,45.6
2016,Aortic aneurysm and dissection,85 and over,Both sexes,62.0
2016,Chronic lower respiratory diseases,85 and over,Both sexes,557.8
2016,Pneumoconioses and chemical effects,85 and over,Both sexes,4.5
2016,Pneumonitis due to solids and liquids,85 and over,Both sexes,103.4
2016,Malignant neoplasms,85 and over,Males,2856.5
2016,Diabetes mellitus,85 and over,Males,320.0
2016,Diseases of heart,85 and over,Males,3262.6
2016,Essential hypertension and hypertensive renal disease,85 and over,Males,100.7
2016,Cerebrovascular diseases,85 and over,Males,795.0
2016,Atherosclerosis,85 and over,Males,48.3
2016,Aortic aneurysm and dissection,85 and over,Males,87.9
2016,Chronic lower respiratory diseases,85 and over,Males,750.3
2016,Pneumoconioses and chemical effects,85 and over,Males,12.1
2016,Pneumonitis due to solids and liquids,85 and over,Males,149.8
2016,Malignant neoplasms,85 and over,Females,1645.3
2016,Diabetes mellitus,85 and over,Females,255.6
2016,Diseases of heart,85 and over,Females,2694.4
2016,Essential hypertension and hypertensive renal disease,85 and over,Females,118.4
2016,Cerebrovascular diseases,85 and over,Females,908.6
2016,Atherosclerosis,85 and over,Females,44.1
2016,Aortic aneurysm and dissection,85 and over,Females,48.2
2016,Chronic lower respiratory diseases,85 and over,Females,455.2
2016,Pneumoconioses and chemical effects,85 and over,Females,0.4
2016,Pneumonitis due to solids and liquids,85 and over,Females,78.6
2016,Malignant neoplasms,85 to 89 years,Both sexes,1920.3
2016,Diabetes mellitus,85 to 89 years,Both sexes,223.6
2016,Diseases of heart,85 to 89 years,Both sexes,1884.9
2016,Essential hypertension and hypertensive renal disease,85 to 89 years,Both sexes,58.3
2016,Cerebrovascular diseases,85 to 89 years,Both sexes,602.3
2016,Atherosclerosis,85 to 89 years,Both sexes,24.6
2016,Aortic aneurysm and dissection,85 to 89 years,Both sexes,56.3
2016,Chronic lower respiratory diseases,85 to 89 years,Both sexes,457.9
2016,Pneumoconioses and chemical effects,85 to 89 years,Both sexes,4.5
2016,Pneumonitis due to solids and liquids,85 to 89 years,Both sexes,67.0
2016,Malignant neoplasms,85 to 89 years,Males,2615.0
2016,Diabetes mellitus,85 to 89 years,Males,270.5
2016,Diseases of heart,85 to 89 years,Males,2347.7
2016,Essential hypertension and hypertensive renal disease,85 to 89 years,Males,60.5
2016,Cerebrovascular diseases,85 to 89 years,Males,605.6
2016,Atherosclerosis,85 to 89 years,Males,29.7
2016,Aortic aneurysm and dissection,85 to 89 years,Males,73.2
2016,Chronic lower respiratory diseases,85 to 89 years,Males,588.7
2016,Pneumoconioses and chemical effects,85 to 89 years,Males,11.7
2016,Pneumonitis due to solids and liquids,85 to 89 years,Males,102.9
2016,Malignant neoplasms,85 to 89 years,Females,1489.1
2016,Diabetes mellitus,85 to 89 years,Females,194.5
2016,Diseases of heart,85 to 89 years,Females,1597.7
2016,Essential hypertension and hypertensive renal disease,85 to 89 years,Females,56.9
2016,Cerebrovascular diseases,85 to 89 years,Females,600.3
2016,Atherosclerosis,85 to 89 years,Females,21.4
2016,Aortic aneurysm and dissection,85 to 89 years,Females,45.7
2016,Chronic lower respiratory diseases,85 to 89 years,Females,376.8
2016,Pneumoconioses and chemical effects,85 to 89 years,Females,0.0
2016,Pneumonitis due to solids and liquids,85 to 89 years,Females,44.8
2016,Malignant neoplasms,90 years and over,Both sexes,2311.8
2016,Diabetes mellitus,90 years and over,Both sexes,369.4
2016,Diseases of heart,90 years and over,Both sexes,4583.3
2016,Essential hypertension and hypertensive renal disease,90 years and over,Both sexes,202.9
2016,Cerebrovascular diseases,90 years and over,Both sexes,1317.2
2016,Atherosclerosis,90 years and over,Both sexes,80.8
2016,Aortic aneurysm and dissection,90 years and over,Both sexes,71.6
2016,Chronic lower respiratory diseases,90 years and over,Both sexes,725.5
2016,Pneumoconioses and chemical effects,90 years and over,Both sexes,4.4
2016,Pneumonitis due to solids and liquids,90 years and over,Both sexes,164.4
2016,Malignant neoplasms,90 years and over,Males,3395.4
2016,Diabetes mellitus,90 years and over,Males,430.6
2016,Diseases of heart,90 years and over,Males,5303.7
2016,Essential hypertension and hypertensive renal disease,90 years and over,Males,190.5
2016,Cerebrovascular diseases,90 years and over,Males,1217.4
2016,Atherosclerosis,90 years and over,Males,89.9
2016,Aortic aneurysm and dissection,90 years and over,Males,120.7
2016,Chronic lower respiratory diseases,90 years and over,Males,1110.9
2016,Pneumoconioses and chemical effects,90 years and over,Males,13.0
2016,Pneumonitis due to solids and liquids,90 years and over,Males,254.4
2016,Malignant neoplasms,90 years and over,Females,1872.8
2016,Diabetes mellitus,90 years and over,Females,344.6
2016,Diseases of heart,90 years and over,Females,4291.5
2016,Essential hypertension and hypertensive renal disease,90 years and over,Females,208.0
2016,Cerebrovascular diseases,90 years and over,Females,1357.7
2016,Atherosclerosis,90 years and over,Females,77.2
2016,Aortic aneurysm and dissection,90 years and over,Females,51.8
2016,Chronic lower respiratory diseases,90 years and over,Females,569.3
2016,Pneumoconioses and chemical effects,90 years and over,Females,1.0
2016,Pneumonitis due to solids and liquids,90 years and over,Females,128.0
2017,Malignant neoplasms,All ages,Both sexes,219.2
2017,Diabetes mellitus,All ages,Both sexes,19.0
2017,Diseases of heart,All ages,Both sexes,146.5
2017,Essential hypertension and hypertensive renal disease,All ages,Both sexes,3.9
2017,Cerebrovascular diseases,All ages,Both sexes,38.2
2017,Atherosclerosis,All ages,Both sexes,1.7
2017,Aortic aneurysm and dissection,All ages,Both sexes,4.2
2017,Chronic lower respiratory diseases,All ages,Both sexes,35.3
2017,Pneumoconioses and chemical effects,All ages,Both sexes,0.3
2017,Pneumonitis due to solids and liquids,All ages,Both sexes,4.2
2017,Malignant neoplasms,All ages,Males,233.2
2017,Diabetes mellitus,All ages,Males,21.7
2017,Diseases of heart,All ages,Males,159.6
2017,Essential hypertension and hypertensive renal disease,All ages,Males,3.2
2017,Cerebrovascular diseases,All ages,Males,33.3
2017,Atherosclerosis,All ages,Males,1.5
2017,Aortic aneurysm and dissection,All ages,Males,5.2
2017,Chronic lower respiratory diseases,All ages,Males,34.9
2017,Pneumoconioses and chemical effects,All ages,Males,0.6
2017,Pneumonitis due to solids and liquids,All ages,Males,4.7
2017,Malignant neoplasms,All ages,Females,205.3
2017,Diabetes mellitus,All ages,Females,16.4
2017,Diseases of heart,All ages,Females,133.6
2017,Essential hypertension and hypertensive renal disease,All ages,Females,4.7
2017,Cerebrovascular diseases,All ages,Females,42.9
2017,Atherosclerosis,All ages,Females,1.8
2017,Aortic aneurysm and dissection,All ages,Females,3.1
2017,Chronic lower respiratory diseases,All ages,Females,35.8
2017,Pneumoconioses and chemical effects,All ages,Females,0.0
2017,Pneumonitis due to solids and liquids,All ages,Females,3.7
2017,Malignant neoplasms,1 to 14 years,Both sexes,1.9
2017,Diabetes mellitus,1 to 14 years,Both sexes,0.0
2017,Diseases of heart,1 to 14 years,Both sexes,0.4
2017,Essential hypertension and hypertensive renal disease,1 to 14 years,Both sexes,0.1
2017,Cerebrovascular diseases,1 to 14 years,Both sexes,0.1
2017,Atherosclerosis,1 to 14 years,Both sexes,0.0
2017,Aortic aneurysm and dissection,1 to 14 years,Both sexes,0.1
2017,Chronic lower respiratory diseases,1 to 14 years,Both sexes,0.1
2017,Pneumoconioses and chemical effects,1 to 14 years,Both sexes,0.0
2017,Pneumonitis due to solids and liquids,1 to 14 years,Both sexes,0.1
2017,Malignant neoplasms,1 to 14 years,Males,2.4
2017,Diabetes mellitus,1 to 14 years,Males,0.0
2017,Diseases of heart,1 to 14 years,Males,0.5
2017,Essential hypertension and hypertensive renal disease,1 to 14 years,Males,0.1
2017,Cerebrovascular diseases,1 to 14 years,Males,0.2
2017,Atherosclerosis,1 to 14 years,Males,0.0
2017,Aortic aneurysm and dissection,1 to 14 years,Males,0.1
2017,Chronic lower respiratory diseases,1 to 14 years,Males,0.1
2017,Pneumoconioses and chemical effects,1 to 14 years,Males,0.0
2017,Pneumonitis due to solids and liquids,1 to 14 years,Males,0.1
2017,Malignant neoplasms,1 to 14 years,Females,1.4
2017,Diabetes mellitus,1 to 14 years,Females,0.0
2017,Diseases of heart,1 to 14 years,Females,0.3
2017,Essential hypertension and hypertensive renal disease,1 to 14 years,Females,0.0
2017,Cerebrovascular diseases,1 to 14 years,Females,0.1
2017,Atherosclerosis,1 to 14 years,Females,0.0
2017,Aortic aneurysm and dissection,1 to 14 years,Females,0.0
2017,Chronic lower respiratory diseases,1 to 14 years,Females,0.2
2017,Pneumoconioses and chemical effects,1 to 14 years,Females,0.0
2017,Pneumonitis due to solids and liquids,1 to 14 years,Females,0.0
2017,Malignant neoplasms,1 to 4 years,Both sexes,2.2
2017,Diabetes mellitus,1 to 4 years,Both sexes,0.0
2017,Diseases of heart,1 to 4 years,Both sexes,0.5
2017,Essential hypertension and hypertensive renal disease,1 to 4 years,Both sexes,0.1
2017,Cerebrovascular diseases,1 to 4 years,Both sexes,0.1
2017,Atherosclerosis,1 to 4 years,Both sexes,0.0
2017,Aortic aneurysm and dissection,1 to 4 years,Both sexes,0.0
2017,Chronic lower respiratory diseases,1 to 4 years,Both sexes,0.1
2017,Pneumoconioses and chemical effects,1 to 4 years,Both sexes,0.0
2017,Pneumonitis due to solids and liquids,1 to 4 years,Both sexes,0.1
2017,Malignant neoplasms,1 to 4 years,Males,2.7
2017,Diabetes mellitus,1 to 4 years,Males,0.0
2017,Diseases of heart,1 to 4 years,Males,0.6
2017,Essential hypertension and hypertensive renal disease,1 to 4 years,Males,0.1
2017,Cerebrovascular diseases,1 to 4 years,Males,0.1
2017,Atherosclerosis,1 to 4 years,Males,0.0
2017,Aortic aneurysm and dissection,1 to 4 years,Males,0.0
2017,Chronic lower respiratory diseases,1 to 4 years,Males,0.0
2017,Pneumoconioses and chemical effects,1 to 4 years,Males,0.0
2017,Pneumonitis due to solids and liquids,1 to 4 years,Males,0.1
2017,Malignant neoplasms,1 to 4 years,Females,1.6
2017,Diabetes mellitus,1 to 4 years,Females,0.0
2017,Diseases of heart,1 to 4 years,Females,0.4
2017,Essential hypertension and hypertensive renal disease,1 to 4 years,Females,0.0
2017,Cerebrovascular diseases,1 to 4 years,Females,0.0
2017,Atherosclerosis,1 to 4 years,Females,0.0
2017,Aortic aneurysm and dissection,1 to 4 years,Females,0.0
2017,Chronic lower respiratory diseases,1 to 4 years,Females,0.1
2017,Pneumoconioses and chemical effects,1 to 4 years,Females,0.0
2017,Pneumonitis due to solids and liquids,1 to 4 years,Females,0.0
2017,Malignant neoplasms,5 to 9 years,Both sexes,2.1
2017,Diabetes mellitus,5 to 9 years,Both sexes,0.0
2017,Diseases of heart,5 to 9 years,Both sexes,0.3
2017,Essential hypertension and hypertensive renal disease,5 to 9 years,Both sexes,0.0
2017,Cerebrovascular diseases,5 to 9 years,Both sexes,0.0
2017,Atherosclerosis,5 to 9 years,Both sexes,0.0
2017,Aortic aneurysm and dissection,5 to 9 years,Both sexes,0.0
2017,Chronic lower respiratory diseases,5 to 9 years,Both sexes,0.0
2017,Pneumoconioses and chemical effects,5 to 9 years,Both sexes,0.0
2017,Pneumonitis due to solids and liquids,5 to 9 years,Both sexes,0.0
2017,Malignant neoplasms,5 to 9 years,Males,2.4
2017,Diabetes mellitus,5 to 9 years,Males,0.0
2017,Diseases of heart,5 to 9 years,Males,0.5
2017,Essential hypertension and hypertensive renal disease,5 to 9 years,Males,0.0
2017,Cerebrovascular diseases,5 to 9 years,Males,0.1
2017,Atherosclerosis,5 to 9 years,Males,0.0
2017,Aortic aneurysm and dissection,5 to 9 years,Males,0.0
2017,Chronic lower respiratory diseases,5 to 9 years,Males,0.0
2017,Pneumoconioses and chemical effects,5 to 9 years,Males,0.0
2017,Pneumonitis due to solids and liquids,5 to 9 years,Males,0.0
2017,Malignant neoplasms,5 to 9 years,Females,1.8
2017,Diabetes mellitus,5 to 9 years,Females,0.0
2017,Diseases of heart,5 to 9 years,Females,0.2
2017,Essential hypertension and hypertensive renal disease,5 to 9 years,Females,0.0
2017,Cerebrovascular diseases,5 to 9 years,Females,0.0
2017,Atherosclerosis,5 to 9 years,Females,0.0
2017,Aortic aneurysm and dissection,5 to 9 years,Females,0.0
2017,Chronic lower respiratory diseases,5 to 9 years,Females,0.0
2017,Pneumoconioses and chemical effects,5 to 9 years,Females,0.0
2017,Pneumonitis due to solids and liquids,5 to 9 years,Females,0.0
2017,Malignant neoplasms,10 to 14 years,Both sexes,1.5
2017,Diabetes mellitus,10 to 14 years,Both sexes,0.0
2017,Diseases of heart,10 to 14 years,Both sexes,0.4
2017,Essential hypertension and hypertensive renal disease,10 to 14 years,Both sexes,0.0
2017,Cerebrovascular diseases,10 to 14 years,Both sexes,0.2
2017,Atherosclerosis,10 to 14 years,Both sexes,0.0
2017,Aortic aneurysm and dissection,10 to 14 years,Both sexes,0.1
2017,Chronic lower respiratory diseases,10 to 14 years,Both sexes,0.2
2017,Pneumoconioses and chemical effects,10 to 14 years,Both sexes,0.0
2017,Pneumonitis due to solids and liquids,10 to 14 years,Both sexes,0.1
2017,Malignant neoplasms,10 to 14 years,Males,2.1
2017,Diabetes mellitus,10 to 14 years,Males,0.0
2017,Diseases of heart,10 to 14 years,Males,0.4
2017,Essential hypertension and hypertensive renal disease,10 to 14 years,Males,0.0
2017,Cerebrovascular diseases,10 to 14 years,Males,0.3
2017,Atherosclerosis,10 to 14 years,Males,0.0
2017,Aortic aneurysm and dissection,10 to 14 years,Males,0.1
2017,Chronic lower respiratory diseases,10 to 14 years,Males,0.1
2017,Pneumoconioses and chemical effects,10 to 14 years,Males,0.0
2017,Pneumonitis due to solids and liquids,10 to 14 years,Males,0.1
2017,Malignant neoplasms,10 to 14 years,Females,0.8
2017,Diabetes mellitus,10 to 14 years,Females,0.0
2017,Diseases of heart,10 to 14 years,Females,0.4
2017,Essential hypertension and hypertensive renal disease,10 to 14 years,Females,0.0
2017,Cerebrovascular diseases,10 to 14 years,Females,0.1
2017,Atherosclerosis,10 to 14 years,Females,0.0
2017,Aortic aneurysm and dissection,10 to 14 years,Females,0.0
2017,Chronic lower respiratory diseases,10 to 14 years,Females,0.3
2017,Pneumoconioses and chemical effects,10 to 14 years,Females,0.0
2017,Pneumonitis due to solids and liquids,10 to 14 years,Females,0.0
2017,Malignant neoplasms,15 to 24,Both sexes,3.2
2017,Diabetes mellitus,15 to 24,Both sexes,0.3
2017,Diseases of heart,15 to 24,Both sexes,1.2
2017,Essential hypertension and hypertensive renal disease,15 to 24,Both sexes,0.0
2017,Cerebrovascular diseases,15 to 24,Both sexes,0.3
2017,Atherosclerosis,15 to 24,Both sexes,0.0
2017,Aortic aneurysm and dissection,15 to 24,Both sexes,0.0
2017,Chronic lower respiratory diseases,15 to 24,Both sexes,0.3
2017,Pneumoconioses and chemical effects,15 to 24,Both sexes,0.0
2017,Pneumonitis due to solids and liquids,15 to 24,Both sexes,0.1
2017,Malignant neoplasms,15 to 24,Males,4.0
2017,Diabetes mellitus,15 to 24,Males,0.3
2017,Diseases of heart,15 to 24,Males,1.6
2017,Essential hypertension and hypertensive renal disease,15 to 24,Males,0.0
2017,Cerebrovascular diseases,15 to 24,Males,0.3
2017,Atherosclerosis,15 to 24,Males,0.0
2017,Aortic aneurysm and dissection,15 to 24,Males,0.1
2017,Chronic lower respiratory diseases,15 to 24,Males,0.2
2017,Pneumoconioses and chemical effects,15 to 24,Males,0.0
2017,Pneumonitis due to solids and liquids,15 to 24,Males,0.1
2017,Malignant neoplasms,15 to 24,Females,2.3
2017,Diabetes mellitus,15 to 24,Females,0.4
2017,Diseases of heart,15 to 24,Females,0.8
2017,Essential hypertension and hypertensive renal disease,15 to 24,Females,0.0
2017,Cerebrovascular diseases,15 to 24,Females,0.5
2017,Atherosclerosis,15 to 24,Females,0.0
2017,Aortic aneurysm and dissection,15 to 24,Females,0.1
2017,Chronic lower respiratory diseases,15 to 24,Females,0.3
2017,Pneumoconioses and chemical effects,15 to 24,Females,0.0
2017,Pneumonitis due to solids and liquids,15 to 24,Females,0.1
2017,Malignant neoplasms,15 to 19 years,Both sexes,2.4
2017,Diabetes mellitus,15 to 19 years,Both sexes,0.3
2017,Diseases of heart,15 to 19 years,Both sexes,0.5
2017,Essential hypertension and hypertensive renal disease,15 to 19 years,Both sexes,0.0
2017,Cerebrovascular diseases,15 to 19 years,Both sexes,0.5
2017,Atherosclerosis,15 to 19 years,Both sexes,0.0
2017,Aortic aneurysm and dissection,15 to 19 years,Both sexes,0.0
2017,Chronic lower respiratory diseases,15 to 19 years,Both sexes,0.3
2017,Pneumoconioses and chemical effects,15 to 19 years,Both sexes,0.0
2017,Pneumonitis due to solids and liquids,15 to 19 years,Both sexes,0.0
2017,Malignant neoplasms,15 to 19 years,Males,3.2
2017,Diabetes mellitus,15 to 19 years,Males,0.4
2017,Diseases of heart,15 to 19 years,Males,0.6
2017,Essential hypertension and hypertensive renal disease,15 to 19 years,Males,0.0
2017,Cerebrovascular diseases,15 to 19 years,Males,0.5
2017,Atherosclerosis,15 to 19 years,Males,0.0
2017,Aortic aneurysm and dissection,15 to 19 years,Males,0.0
2017,Chronic lower respiratory diseases,15 to 19 years,Males,0.2
2017,Pneumoconioses and chemical effects,15 to 19 years,Males,0.0
2017,Pneumonitis due to solids and liquids,15 to 19 years,Males,0.0
2017,Malignant neoplasms,15 to 19 years,Females,1.6
2017,Diabetes mellitus,15 to 19 years,Females,0.2
2017,Diseases of heart,15 to 19 years,Females,0.5
2017,Essential hypertension and hypertensive renal disease,15 to 19 years,Females,0.0
2017,Cerebrovascular diseases,15 to 19 years,Females,0.5
2017,Atherosclerosis,15 to 19 years,Females,0.0
2017,Aortic aneurysm and dissection,15 to 19 years,Females,0.1
2017,Chronic lower respiratory diseases,15 to 19 years,Females,0.4
2017,Pneumoconioses and chemical effects,15 to 19 years,Females,0.0
2017,Pneumonitis due to solids and liquids,15 to 19 years,Females,0.1
2017,Malignant neoplasms,20 to 24 years,Both sexes,3.9
2017,Diabetes mellitus,20 to 24 years,Both sexes,0.4
2017,Diseases of heart,20 to 24 years,Both sexes,1.8
2017,Essential hypertension and hypertensive renal disease,20 to 24 years,Both sexes,0.0
2017,Cerebrovascular diseases,20 to 24 years,Both sexes,0.1
2017,Atherosclerosis,20 to 24 years,Both sexes,0.0
2017,Aortic aneurysm and dissection,20 to 24 years,Both sexes,0.0
2017,Chronic lower respiratory diseases,20 to 24 years,Both sexes,0.2
2017,Pneumoconioses and chemical effects,20 to 24 years,Both sexes,0.0
2017,Pneumonitis due to solids and liquids,20 to 24 years,Both sexes,0.1
2017,Malignant neoplasms,20 to 24 years,Males,4.7
2017,Diabetes mellitus,20 to 24 years,Males,0.2
2017,Diseases of heart,20 to 24 years,Males,2.5
2017,Essential hypertension and hypertensive renal disease,20 to 24 years,Males,0.0
2017,Cerebrovascular diseases,20 to 24 years,Males,0.2
2017,Atherosclerosis,20 to 24 years,Males,0.0
2017,Aortic aneurysm and dissection,20 to 24 years,Males,0.1
2017,Chronic lower respiratory diseases,20 to 24 years,Males,0.2
2017,Pneumoconioses and chemical effects,20 to 24 years,Males,0.0
2017,Pneumonitis due to solids and liquids,20 to 24 years,Males,0.1
2017,Malignant neoplasms,20 to 24 years,Females,3.0
2017,Diabetes mellitus,20 to 24 years,Females,0.5
2017,Diseases of heart,20 to 24 years,Females,1.1
2017,Essential hypertension and hypertensive renal disease,20 to 24 years,Females,0.0
2017,Cerebrovascular diseases,20 to 24 years,Females,0.0
2017,Atherosclerosis,20 to 24 years,Females,0.0
2017,Aortic aneurysm and dissection,20 to 24 years,Females,0.0
2017,Chronic lower respiratory diseases,20 to 24 years,Females,0.3
2017,Pneumoconioses and chemical effects,20 to 24 years,Females,0.0
2017,Pneumonitis due to solids and liquids,20 to 24 years,Females,0.1
2017,Malignant neoplasms,25 to 34 years,Both sexes,7.4
2017,Diabetes mellitus,25 to 34 years,Both sexes,1.0
2017,Diseases of heart,25 to 34 years,Both sexes,3.4
2017,Essential hypertension and hypertensive renal disease,25 to 34 years,Both sexes,0.0
2017,Cerebrovascular diseases,25 to 34 years,Both sexes,0.6
2017,Atherosclerosis,25 to 34 years,Both sexes,0.0
2017,Aortic aneurysm and dissection,25 to 34 years,Both sexes,0.2
2017,Chronic lower respiratory diseases,25 to 34 years,Both sexes,0.2
2017,Pneumoconioses and chemical effects,25 to 34 years,Both sexes,0.0
2017,Pneumonitis due to solids and liquids,25 to 34 years,Both sexes,0.1
2017,Malignant neoplasms,25 to 34 years,Males,7.4
2017,Diabetes mellitus,25 to 34 years,Males,1.1
2017,Diseases of heart,25 to 34 years,Males,4.3
2017,Essential hypertension and hypertensive renal disease,25 to 34 years,Males,0.0
2017,Cerebrovascular diseases,25 to 34 years,Males,0.7
2017,Atherosclerosis,25 to 34 years,Males,0.0
2017,Aortic aneurysm and dissection,25 to 34 years,Males,0.4
2017,Chronic lower respiratory diseases,25 to 34 years,Males,0.3
2017,Pneumoconioses and chemical effects,25 to 34 years,Males,0.0
2017,Pneumonitis due to solids and liquids,25 to 34 years,Males,0.2
2017,Malignant neoplasms,25 to 34 years,Females,7.3
2017,Diabetes mellitus,25 to 34 years,Females,0.8
2017,Diseases of heart,25 to 34 years,Females,2.5
2017,Essential hypertension and hypertensive renal disease,25 to 34 years,Females,0.0
2017,Cerebrovascular diseases,25 to 34 years,Females,0.6
2017,Atherosclerosis,25 to 34 years,Females,0.0
2017,Aortic aneurysm and dissection,25 to 34 years,Females,0.1
2017,Chronic lower respiratory diseases,25 to 34 years,Females,0.3
2017,Pneumoconioses and chemical effects,25 to 34 years,Females,0.0
2017,Pneumonitis due to solids and liquids,25 to 34 years,Females,0.1
2017,Malignant neoplasms,25 to 29 years,Both sexes,5.9
2017,Diabetes mellitus,25 to 29 years,Both sexes,0.5
2017,Diseases of heart,25 to 29 years,Both sexes,2.7
2017,Essential hypertension and hypertensive renal disease,25 to 29 years,Both sexes,0.0
2017,Cerebrovascular diseases,25 to 29 years,Both sexes,0.6
2017,Atherosclerosis,25 to 29 years,Both sexes,0.0
2017,Aortic aneurysm and dissection,25 to 29 years,Both sexes,0.1
2017,Chronic lower respiratory diseases,25 to 29 years,Both sexes,0.1
2017,Pneumoconioses and chemical effects,25 to 29 years,Both sexes,0.0
2017,Pneumonitis due to solids and liquids,25 to 29 years,Both sexes,0.1
2017,Malignant neoplasms,25 to 29 years,Males,6.3
2017,Diabetes mellitus,25 to 29 years,Males,0.6
2017,Diseases of heart,25 to 29 years,Males,3.2
2017,Essential hypertension and hypertensive renal disease,25 to 29 years,Males,0.0
2017,Cerebrovascular diseases,25 to 29 years,Males,0.6
2017,Atherosclerosis,25 to 29 years,Males,0.0
2017,Aortic aneurysm and dissection,25 to 29 years,Males,0.2
2017,Chronic lower respiratory diseases,25 to 29 years,Males,0.0
2017,Pneumoconioses and chemical effects,25 to 29 years,Males,0.0
2017,Pneumonitis due to solids and liquids,25 to 29 years,Males,0.2
2017,Malignant neoplasms,25 to 29 years,Females,5.4
2017,Diabetes mellitus,25 to 29 years,Females,0.4
2017,Diseases of heart,25 to 29 years,Females,2.1
2017,Essential hypertension and hypertensive renal disease,25 to 29 years,Females,0.0
2017,Cerebrovascular diseases,25 to 29 years,Females,0.5
2017,Atherosclerosis,25 to 29 years,Females,0.0
2017,Aortic aneurysm and dissection,25 to 29 years,Females,0.1
2017,Chronic lower respiratory diseases,25 to 29 years,Females,0.2
2017,Pneumoconioses and chemical effects,25 to 29 years,Females,0.0
2017,Pneumonitis due to solids and liquids,25 to 29 years,Females,0.0
2017,Malignant neoplasms,30 to 34 years,Both sexes,8.9
2017,Diabetes mellitus,30 to 34 years,Both sexes,1.4
2017,Diseases of heart,30 to 34 years,Both sexes,4.2
2017,Essential hypertension and hypertensive renal disease,30 to 34 years,Both sexes,0.0
2017,Cerebrovascular diseases,30 to 34 years,Both sexes,0.7
2017,Atherosclerosis,30 to 34 years,Both sexes,0.0
2017,Aortic aneurysm and dissection,30 to 34 years,Both sexes,0.3
2017,Chronic lower respiratory diseases,30 to 34 years,Both sexes,0.4
2017,Pneumoconioses and chemical effects,30 to 34 years,Both sexes,0.0
2017,Pneumonitis due to solids and liquids,30 to 34 years,Both sexes,0.0
2017,Malignant neoplasms,30 to 34 years,Males,8.5
2017,Diabetes mellitus,30 to 34 years,Males,1.5
2017,Diseases of heart,30 to 34 years,Males,5.4
2017,Essential hypertension and hypertensive renal disease,30 to 34 years,Males,0.0
2017,Cerebrovascular diseases,30 to 34 years,Males,0.8
2017,Atherosclerosis,30 to 34 years,Males,0.0
2017,Aortic aneurysm and dissection,30 to 34 years,Males,0.6
