Year,Causes of death,Age at time of death,Sex,Value
2015,Malignant neoplasms,All ages,Both sexes,215.0
2015,Diabetes mellitus,All ages,Both sexes,20.0
2015,Diseases of heart,All ages,Both sexes,143.8
2015,Essential hypertension and hypertensive renal disease,All ages,Both sexes,4.2
2015,Cerebrovascular diseases,All ages,Both sexes,38.5
2015,Atherosclerosis,All ages,Both sexes,1.6
2015,Aortic aneurysm and dissection,All ages,Both sexes,4.1
2015,Chronic lower respiratory diseases,All ages,Both sexes,35.1
2015,Pneumoconioses and chemical effects,All ages,Both sexes,0.3
2015,Pneumonitis due to solids and liquids,All ages,Both sexes,3.5
2015,Malignant neoplasms,All ages,Males,227.4
2015,Diabetes mellitus,All ages,Males,22.2
2015,Diseases of heart,All ages,Males,153.6
2015,Essential hypertension and hypertensive renal disease,All ages,Males,3.2
2015,Cerebrovascular diseases,All ages,Males,32.4
2015,Atherosclerosis,All ages,Males,1.4
2015,Aortic aneurysm and dissection,All ages,Males,5.0
2015,Chronic lower respiratory diseases,All ages,Males,35.1
2015,Pneumoconioses and chemical effects,All ages,Males,0.6
2015,Pneumonitis due to solids and liquids,All ages,Males,4.0
2015,Malignant neoplasms,All ages,Females,202.8
2015,Diabetes mellitus,All ages,Females,17.8
2015,Diseases of heart,All ages,Females,134.2
2015,Essential hypertension and hypertensive renal disease,All ages,Females,5.1
2015,Cerebrovascular diseases,All ages,Females,44.5
2015,Atherosclerosis,All ages,Females,1.7
2015,Aortic aneurysm and dissection,All ages,Females,3.3
2015,Chronic lower respiratory diseases,All ages,Females,35.1
2015,Pneumoconioses and chemical effects,All ages,Females,0.0
2015,Pneumonitis due to solids and liquids,All ages,Females,3.1
2015,Malignant neoplasms,1 to 14 years,Both sexes,2.4
2015,Diabetes mellitus,1 to 14 years,Both sexes,0.0
2015,Diseases of heart,1 to 14 years,Both sexes,0.3
2015,Essential hypertension and hypertensive renal disease,1 to 14 years,Both sexes,0.0
2015,Cerebrovascular diseases,1 to 14 years,Both sexes,0.2
2015,Atherosclerosis,1 to 14 years,Both sexes,0.0
2015,Aortic aneurysm and dissection,1 to 14 years,Both sexes,0.0
2015,Chronic lower respiratory diseases,1 to 14 years,Both sexes,0.1
2015,Pneumoconioses and chemical effects,1 to 14 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,1 to 14 years,Both sexes,0.0
2015,Malignant neoplasms,1 to 14 years,Males,2.5
2015,Diabetes mellitus,1 to 14 years,Males,0.0
2015,Diseases of heart,1 to 14 years,Males,0.3
2015,Essential hypertension and hypertensive renal disease,1 to 14 years,Males,0.0
2015,Cerebrovascular diseases,1 to 14 years,Males,0.2
2015,Atherosclerosis,1 to 14 years,Males,0.0
2015,Aortic aneurysm and dissection,1 to 14 years,Males,0.0
2015,Chronic lower respiratory diseases,1 to 14 years,Males,0.1
2015,Pneumoconioses and chemical effects,1 to 14 years,Males,0.0
2015,Pneumonitis due to solids and liquids,1 to 14 years,Males,0.0
2015,Malignant neoplasms,1 to 14 years,Females,2.4
2015,Diabetes mellitus,1 to 14 years,Females,0.0
2015,Diseases of heart,1 to 14 years,Females,0.2
2015,Essential hypertension and hypertensive renal disease,1 to 14 years,Females,0.0
2015,Cerebrovascular diseases,1 to 14 years,Females,0.2
2015,Atherosclerosis,1 to 14 years,Females,0.0
2015,Aortic aneurysm and dissection,1 to 14 years,Females,0.0
2015,Chronic lower respiratory diseases,1 to 14 years,Females,0.2
2015,Pneumoconioses and chemical effects,1 to 14 years,Females,0.0
2015,Pneumonitis due to solids and liquids,1 to 14 years,Females,0.0
2015,Malignant neoplasms,1 to 4 years,Both sexes,2.1
2015,Diabetes mellitus,1 to 4 years,Both sexes,0.0
2015,Diseases of heart,1 to 4 years,Both sexes,0.6
2015,Essential hypertension and hypertensive renal disease,1 to 4 years,Both sexes,0.0
2015,Cerebrovascular diseases,1 to 4 years,Both sexes,0.1
2015,Atherosclerosis,1 to 4 years,Both sexes,0.0
2015,Aortic aneurysm and dissection,1 to 4 years,Both sexes,0.0
2015,Chronic lower respiratory diseases,1 to 4 years,Both sexes,0.0
2015,Pneumoconioses and chemical effects,1 to 4 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,1 to 4 years,Both sexes,0.1
2015,Malignant neoplasms,1 to 4 years,Males,2.2
2015,Diabetes mellitus,1 to 4 years,Males,0.0
2015,Diseases of heart,1 to 4 years,Males,0.9
2015,Essential hypertension and hypertensive renal disease,1 to 4 years,Males,0.0
2015,Cerebrovascular diseases,1 to 4 years,Males,0.3
2015,Atherosclerosis,1 to 4 years,Males,0.0
2015,Aortic aneurysm and dissection,1 to 4 years,Males,0.0
2015,Chronic lower respiratory diseases,1 to 4 years,Males,0.0
2015,Pneumoconioses and chemical effects,1 to 4 years,Males,0.0
2015,Pneumonitis due to solids and liquids,1 to 4 years,Males,0.1
2015,Malignant neoplasms,1 to 4 years,Females,2.0
2015,Diabetes mellitus,1 to 4 years,Females,0.0
2015,Diseases of heart,1 to 4 years,Females,0.4
2015,Essential hypertension and hypertensive renal disease,1 to 4 years,Females,0.0
2015,Cerebrovascular diseases,1 to 4 years,Females,0.0
2015,Atherosclerosis,1 to 4 years,Females,0.0
2015,Aortic aneurysm and dissection,1 to 4 years,Females,0.0
2015,Chronic lower respiratory diseases,1 to 4 years,Females,0.0
2015,Pneumoconioses and chemical effects,1 to 4 years,Females,0.0
2015,Pneumonitis due to solids and liquids,1 to 4 years,Females,0.0
2015,Malignant neoplasms,5 to 9 years,Both sexes,2.8
2015,Diabetes mellitus,5 to 9 years,Both sexes,0.0
2015,Diseases of heart,5 to 9 years,Both sexes,0.1
2015,Essential hypertension and hypertensive renal disease,5 to 9 years,Both sexes,0.0
2015,Cerebrovascular diseases,5 to 9 years,Both sexes,0.3
2015,Atherosclerosis,5 to 9 years,Both sexes,0.0
2015,Aortic aneurysm and dissection,5 to 9 years,Both sexes,0.0
2015,Chronic lower respiratory diseases,5 to 9 years,Both sexes,0.2
2015,Pneumoconioses and chemical effects,5 to 9 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,5 to 9 years,Both sexes,0.0
2015,Malignant neoplasms,5 to 9 years,Males,2.9
2015,Diabetes mellitus,5 to 9 years,Males,0.0
2015,Diseases of heart,5 to 9 years,Males,0.0
2015,Essential hypertension and hypertensive renal disease,5 to 9 years,Males,0.0
2015,Cerebrovascular diseases,5 to 9 years,Males,0.3
2015,Atherosclerosis,5 to 9 years,Males,0.0
2015,Aortic aneurysm and dissection,5 to 9 years,Males,0.0
2015,Chronic lower respiratory diseases,5 to 9 years,Males,0.1
2015,Pneumoconioses and chemical effects,5 to 9 years,Males,0.0
2015,Pneumonitis due to solids and liquids,5 to 9 years,Males,0.0
2015,Malignant neoplasms,5 to 9 years,Females,2.6
2015,Diabetes mellitus,5 to 9 years,Females,0.0
2015,Diseases of heart,5 to 9 years,Females,0.1
2015,Essential hypertension and hypertensive renal disease,5 to 9 years,Females,0.0
2015,Cerebrovascular diseases,5 to 9 years,Females,0.3
2015,Atherosclerosis,5 to 9 years,Females,0.0
2015,Aortic aneurysm and dissection,5 to 9 years,Females,0.0
2015,Chronic lower respiratory diseases,5 to 9 years,Females,0.2
2015,Pneumoconioses and chemical effects,5 to 9 years,Females,0.0
2015,Pneumonitis due to solids and liquids,5 to 9 years,Females,0.0
2015,Malignant neoplasms,10 to 14 years,Both sexes,2.4
2015,Diabetes mellitus,10 to 14 years,Both sexes,0.1
2015,Diseases of heart,10 to 14 years,Both sexes,0.2
2015,Essential hypertension and hypertensive renal disease,10 to 14 years,Both sexes,0.0
2015,Cerebrovascular diseases,10 to 14 years,Both sexes,0.1
2015,Atherosclerosis,10 to 14 years,Both sexes,0.0
2015,Aortic aneurysm and dissection,10 to 14 years,Both sexes,0.0
2015,Chronic lower respiratory diseases,10 to 14 years,Both sexes,0.3
2015,Pneumoconioses and chemical effects,10 to 14 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,10 to 14 years,Both sexes,0.0
2015,Malignant neoplasms,10 to 14 years,Males,2.4
2015,Diabetes mellitus,10 to 14 years,Males,0.1
2015,Diseases of heart,10 to 14 years,Males,0.2
2015,Essential hypertension and hypertensive renal disease,10 to 14 years,Males,0.0
2015,Cerebrovascular diseases,10 to 14 years,Males,0.0
2015,Atherosclerosis,10 to 14 years,Males,0.0
2015,Aortic aneurysm and dissection,10 to 14 years,Males,0.0
2015,Chronic lower respiratory diseases,10 to 14 years,Males,0.3
2015,Pneumoconioses and chemical effects,10 to 14 years,Males,0.0
2015,Pneumonitis due to solids and liquids,10 to 14 years,Males,0.0
2015,Malignant neoplasms,10 to 14 years,Females,2.4
2015,Diabetes mellitus,10 to 14 years,Females,0.0
2015,Diseases of heart,10 to 14 years,Females,0.1
2015,Essential hypertension and hypertensive renal disease,10 to 14 years,Females,0.0
2015,Cerebrovascular diseases,10 to 14 years,Females,0.1
2015,Atherosclerosis,10 to 14 years,Females,0.0
2015,Aortic aneurysm and dissection,10 to 14 years,Females,0.0
2015,Chronic lower respiratory diseases,10 to 14 years,Females,0.2
2015,Pneumoconioses and chemical effects,10 to 14 years,Females,0.0
2015,Pneumonitis due to solids and liquids,10 to 14 years,Females,0.0
2015,Malignant neoplasms,15 to 24,Both sexes,3.3
2015,Diabetes mellitus,15 to 24,Both sexes,0.2
2015,Diseases of heart,15 to 24,Both sexes,0.9
2015,Essential hypertension and hypertensive renal disease,15 to 24,Both sexes,0.0
2015,Cerebrovascular diseases,15 to 24,Both sexes,0.2
2015,Atherosclerosis,15 to 24,Both sexes,0.0
2015,Aortic aneurysm and dissection,15 to 24,Both sexes,0.0
2015,Chronic lower respiratory diseases,15 to 24,Both sexes,0.1
2015,Pneumoconioses and chemical effects,15 to 24,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,15 to 24,Both sexes,0.1
2015,Malignant neoplasms,15 to 24,Males,4.1
2015,Diabetes mellitus,15 to 24,Males,0.3
2015,Diseases of heart,15 to 24,Males,1.1
2015,Essential hypertension and hypertensive renal disease,15 to 24,Males,0.0
2015,Cerebrovascular diseases,15 to 24,Males,0.0
2015,Atherosclerosis,15 to 24,Males,0.0
2015,Aortic aneurysm and dissection,15 to 24,Males,0.1
2015,Chronic lower respiratory diseases,15 to 24,Males,0.1
2015,Pneumoconioses and chemical effects,15 to 24,Males,0.0
2015,Pneumonitis due to solids and liquids,15 to 24,Males,0.1
2015,Malignant neoplasms,15 to 24,Females,2.5
2015,Diabetes mellitus,15 to 24,Females,0.1
2015,Diseases of heart,15 to 24,Females,0.8
2015,Essential hypertension and hypertensive renal disease,15 to 24,Females,0.0
2015,Cerebrovascular diseases,15 to 24,Females,0.3
2015,Atherosclerosis,15 to 24,Females,0.0
2015,Aortic aneurysm and dissection,15 to 24,Females,0.0
2015,Chronic lower respiratory diseases,15 to 24,Females,0.2
2015,Pneumoconioses and chemical effects,15 to 24,Females,0.0
2015,Pneumonitis due to solids and liquids,15 to 24,Females,0.0
2015,Malignant neoplasms,15 to 19 years,Both sexes,2.8
2015,Diabetes mellitus,15 to 19 years,Both sexes,0.1
2015,Diseases of heart,15 to 19 years,Both sexes,0.4
2015,Essential hypertension and hypertensive renal disease,15 to 19 years,Both sexes,0.0
2015,Cerebrovascular diseases,15 to 19 years,Both sexes,0.1
2015,Atherosclerosis,15 to 19 years,Both sexes,0.0
2015,Aortic aneurysm and dissection,15 to 19 years,Both sexes,0.0
2015,Chronic lower respiratory diseases,15 to 19 years,Both sexes,0.1
2015,Pneumoconioses and chemical effects,15 to 19 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,15 to 19 years,Both sexes,0.0
2015,Malignant neoplasms,15 to 19 years,Males,3.2
2015,Diabetes mellitus,15 to 19 years,Males,0.2
2015,Diseases of heart,15 to 19 years,Males,0.3
2015,Essential hypertension and hypertensive renal disease,15 to 19 years,Males,0.0
2015,Cerebrovascular diseases,15 to 19 years,Males,0.0
2015,Atherosclerosis,15 to 19 years,Males,0.0
2015,Aortic aneurysm and dissection,15 to 19 years,Males,0.1
2015,Chronic lower respiratory diseases,15 to 19 years,Males,0.0
2015,Pneumoconioses and chemical effects,15 to 19 years,Males,0.0
2015,Pneumonitis due to solids and liquids,15 to 19 years,Males,0.1
2015,Malignant neoplasms,15 to 19 years,Females,2.4
2015,Diabetes mellitus,15 to 19 years,Females,0.1
2015,Diseases of heart,15 to 19 years,Females,0.5
2015,Essential hypertension and hypertensive renal disease,15 to 19 years,Females,0.0
2015,Cerebrovascular diseases,15 to 19 years,Females,0.2
2015,Atherosclerosis,15 to 19 years,Females,0.0
2015,Aortic aneurysm and dissection,15 to 19 years,Females,0.0
2015,Chronic lower respiratory diseases,15 to 19 years,Females,0.3
2015,Pneumoconioses and chemical effects,15 to 19 years,Females,0.0
2015,Pneumonitis due to solids and liquids,15 to 19 years,Females,0.0
2015,Malignant neoplasms,20 to 24 years,Both sexes,3.7
2015,Diabetes mellitus,20 to 24 years,Both sexes,0.3
2015,Diseases of heart,20 to 24 years,Both sexes,1.4
2015,Essential hypertension and hypertensive renal disease,20 to 24 years,Both sexes,0.0
2015,Cerebrovascular diseases,20 to 24 years,Both sexes,0.2
2015,Atherosclerosis,20 to 24 years,Both sexes,0.0
2015,Aortic aneurysm and dissection,20 to 24 years,Both sexes,0.0
2015,Chronic lower respiratory diseases,20 to 24 years,Both sexes,0.1
2015,Pneumoconioses and chemical effects,20 to 24 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,20 to 24 years,Both sexes,0.1
2015,Malignant neoplasms,20 to 24 years,Males,4.8
2015,Diabetes mellitus,20 to 24 years,Males,0.4
2015,Diseases of heart,20 to 24 years,Males,1.7
2015,Essential hypertension and hypertensive renal disease,20 to 24 years,Males,0.0
2015,Cerebrovascular diseases,20 to 24 years,Males,0.1
2015,Atherosclerosis,20 to 24 years,Males,0.0
2015,Aortic aneurysm and dissection,20 to 24 years,Males,0.1
2015,Chronic lower respiratory diseases,20 to 24 years,Males,0.2
2015,Pneumoconioses and chemical effects,20 to 24 years,Males,0.0
2015,Pneumonitis due to solids and liquids,20 to 24 years,Males,0.1
2015,Malignant neoplasms,20 to 24 years,Females,2.6
2015,Diabetes mellitus,20 to 24 years,Females,0.2
2015,Diseases of heart,20 to 24 years,Females,1.1
2015,Essential hypertension and hypertensive renal disease,20 to 24 years,Females,0.0
2015,Cerebrovascular diseases,20 to 24 years,Females,0.4
2015,Atherosclerosis,20 to 24 years,Females,0.0
2015,Aortic aneurysm and dissection,20 to 24 years,Females,0.0
2015,Chronic lower respiratory diseases,20 to 24 years,Females,0.1
2015,Pneumoconioses and chemical effects,20 to 24 years,Females,0.0
2015,Pneumonitis due to solids and liquids,20 to 24 years,Females,0.1
2015,Malignant neoplasms,25 to 34 years,Both sexes,8.2
2015,Diabetes mellitus,25 to 34 years,Both sexes,1.0
2015,Diseases of heart,25 to 34 years,Both sexes,3.0
2015,Essential hypertension and hypertensive renal disease,25 to 34 years,Both sexes,0.0
2015,Cerebrovascular diseases,25 to 34 years,Both sexes,0.7
2015,Atherosclerosis,25 to 34 years,Both sexes,0.0
2015,Aortic aneurysm and dissection,25 to 34 years,Both sexes,0.2
2015,Chronic lower respiratory diseases,25 to 34 years,Both sexes,0.2
2015,Pneumoconioses and chemical effects,25 to 34 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,25 to 34 years,Both sexes,0.1
2015,Malignant neoplasms,25 to 34 years,Males,7.4
2015,Diabetes mellitus,25 to 34 years,Males,1.4
2015,Diseases of heart,25 to 34 years,Males,3.9
2015,Essential hypertension and hypertensive renal disease,25 to 34 years,Males,0.0
2015,Cerebrovascular diseases,25 to 34 years,Males,0.8
2015,Atherosclerosis,25 to 34 years,Males,0.0
2015,Aortic aneurysm and dissection,25 to 34 years,Males,0.3
2015,Chronic lower respiratory diseases,25 to 34 years,Males,0.2
2015,Pneumoconioses and chemical effects,25 to 34 years,Males,0.0
2015,Pneumonitis due to solids and liquids,25 to 34 years,Males,0.1
2015,Malignant neoplasms,25 to 34 years,Females,9.0
2015,Diabetes mellitus,25 to 34 years,Females,0.7
2015,Diseases of heart,25 to 34 years,Females,2.1
2015,Essential hypertension and hypertensive renal disease,25 to 34 years,Females,0.1
2015,Cerebrovascular diseases,25 to 34 years,Females,0.6
2015,Atherosclerosis,25 to 34 years,Females,0.0
2015,Aortic aneurysm and dissection,25 to 34 years,Females,0.1
2015,Chronic lower respiratory diseases,25 to 34 years,Females,0.2
2015,Pneumoconioses and chemical effects,25 to 34 years,Females,0.0
2015,Pneumonitis due to solids and liquids,25 to 34 years,Females,0.0
2015,Malignant neoplasms,25 to 29 years,Both sexes,5.4
2015,Diabetes mellitus,25 to 29 years,Both sexes,1.3
2015,Diseases of heart,25 to 29 years,Both sexes,2.5
2015,Essential hypertension and hypertensive renal disease,25 to 29 years,Both sexes,0.0
2015,Cerebrovascular diseases,25 to 29 years,Both sexes,0.5
2015,Atherosclerosis,25 to 29 years,Both sexes,0.0
2015,Aortic aneurysm and dissection,25 to 29 years,Both sexes,0.1
2015,Chronic lower respiratory diseases,25 to 29 years,Both sexes,0.3
2015,Pneumoconioses and chemical effects,25 to 29 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,25 to 29 years,Both sexes,0.2
2015,Malignant neoplasms,25 to 29 years,Males,4.7
2015,Diabetes mellitus,25 to 29 years,Males,1.8
2015,Diseases of heart,25 to 29 years,Males,3.2
2015,Essential hypertension and hypertensive renal disease,25 to 29 years,Males,0.0
2015,Cerebrovascular diseases,25 to 29 years,Males,0.4
2015,Atherosclerosis,25 to 29 years,Males,0.0
2015,Aortic aneurysm and dissection,25 to 29 years,Males,0.2
2015,Chronic lower respiratory diseases,25 to 29 years,Males,0.4
2015,Pneumoconioses and chemical effects,25 to 29 years,Males,0.0
2015,Pneumonitis due to solids and liquids,25 to 29 years,Males,0.2
2015,Malignant neoplasms,25 to 29 years,Females,6.2
2015,Diabetes mellitus,25 to 29 years,Females,0.8
2015,Diseases of heart,25 to 29 years,Females,1.9
2015,Essential hypertension and hypertensive renal disease,25 to 29 years,Females,0.1
2015,Cerebrovascular diseases,25 to 29 years,Females,0.6
2015,Atherosclerosis,25 to 29 years,Females,0.0
2015,Aortic aneurysm and dissection,25 to 29 years,Females,0.0
2015,Chronic lower respiratory diseases,25 to 29 years,Females,0.2
2015,Pneumoconioses and chemical effects,25 to 29 years,Females,0.0
2015,Pneumonitis due to solids and liquids,25 to 29 years,Females,0.1
2015,Malignant neoplasms,30 to 34 years,Both sexes,11.0
2015,Diabetes mellitus,30 to 34 years,Both sexes,0.8
2015,Diseases of heart,30 to 34 years,Both sexes,3.5
2015,Essential hypertension and hypertensive renal disease,30 to 34 years,Both sexes,0.0
2015,Cerebrovascular diseases,30 to 34 years,Both sexes,0.9
2015,Atherosclerosis,30 to 34 years,Both sexes,0.0
2015,Aortic aneurysm and dissection,30 to 34 years,Both sexes,0.2
2015,Chronic lower respiratory diseases,30 to 34 years,Both sexes,0.1
2015,Pneumoconioses and chemical effects,30 to 34 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,30 to 34 years,Both sexes,0.0
2015,Malignant neoplasms,30 to 34 years,Males,10.1
2015,Diabetes mellitus,30 to 34 years,Males,1.0
2015,Diseases of heart,30 to 34 years,Males,4.7
2015,Essential hypertension and hypertensive renal disease,30 to 34 years,Males,0.0
2015,Cerebrovascular diseases,30 to 34 years,Males,1.1
2015,Atherosclerosis,30 to 34 years,Males,0.0
2015,Aortic aneurysm and dissection,30 to 34 years,Males,0.3
2015,Chronic lower respiratory diseases,30 to 34 years,Males,0.0
2015,Pneumoconioses and chemical effects,30 to 34 years,Males,0.0
2015,Pneumonitis due to solids and liquids,30 to 34 years,Males,0.0
2015,Malignant neoplasms,30 to 34 years,Females,11.8
2015,Diabetes mellitus,30 to 34 years,Females,0.6
2015,Diseases of heart,30 to 34 years,Females,2.2
2015,Essential hypertension and hypertensive renal disease,30 to 34 years,Females,0.1
2015,Cerebrovascular diseases,30 to 34 years,Females,0.7
2015,Atherosclerosis,30 to 34 years,Females,0.0
2015,Aortic aneurysm and dissection,30 to 34 years,Females,0.2
2015,Chronic lower respiratory diseases,30 to 34 years,Females,0.2
2015,Pneumoconioses and chemical effects,30 to 34 years,Females,0.0
2015,Pneumonitis due to solids and liquids,30 to 34 years,Females,0.0
2015,Malignant neoplasms,35 to 44 years,Both sexes,23.6
2015,Diabetes mellitus,35 to 44 years,Both sexes,2.2
2015,Diseases of heart,35 to 44 years,Both sexes,9.7
2015,Essential hypertension and hypertensive renal disease,35 to 44 years,Both sexes,0.1
2015,Cerebrovascular diseases,35 to 44 years,Both sexes,2.2
2015,Atherosclerosis,35 to 44 years,Both sexes,0.0
2015,Aortic aneurysm and dissection,35 to 44 years,Both sexes,0.5
2015,Chronic lower respiratory diseases,35 to 44 years,Both sexes,0.6
2015,Pneumoconioses and chemical effects,35 to 44 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,35 to 44 years,Both sexes,0.1
2015,Malignant neoplasms,35 to 44 years,Males,19.7
2015,Diabetes mellitus,35 to 44 years,Males,3.1
2015,Diseases of heart,35 to 44 years,Males,14.1
2015,Essential hypertension and hypertensive renal disease,35 to 44 years,Males,0.1
2015,Cerebrovascular diseases,35 to 44 years,Males,2.5
2015,Atherosclerosis,35 to 44 years,Males,0.0
2015,Aortic aneurysm and dissection,35 to 44 years,Males,0.9
2015,Chronic lower respiratory diseases,35 to 44 years,Males,0.4
2015,Pneumoconioses and chemical effects,35 to 44 years,Males,0.0
2015,Pneumonitis due to solids and liquids,35 to 44 years,Males,0.1
2015,Malignant neoplasms,35 to 44 years,Females,27.4
2015,Diabetes mellitus,35 to 44 years,Females,1.3
2015,Diseases of heart,35 to 44 years,Females,5.3
2015,Essential hypertension and hypertensive renal disease,35 to 44 years,Females,0.1
2015,Cerebrovascular diseases,35 to 44 years,Females,1.9
2015,Atherosclerosis,35 to 44 years,Females,0.0
2015,Aortic aneurysm and dissection,35 to 44 years,Females,0.2
2015,Chronic lower respiratory diseases,35 to 44 years,Females,0.8
2015,Pneumoconioses and chemical effects,35 to 44 years,Females,0.0
2015,Pneumonitis due to solids and liquids,35 to 44 years,Females,0.1
2015,Malignant neoplasms,35 to 39 years,Both sexes,17.0
2015,Diabetes mellitus,35 to 39 years,Both sexes,1.6
2015,Diseases of heart,35 to 39 years,Both sexes,6.2
2015,Essential hypertension and hypertensive renal disease,35 to 39 years,Both sexes,0.1
2015,Cerebrovascular diseases,35 to 39 years,Both sexes,1.3
2015,Atherosclerosis,35 to 39 years,Both sexes,0.0
2015,Aortic aneurysm and dissection,35 to 39 years,Both sexes,0.2
2015,Chronic lower respiratory diseases,35 to 39 years,Both sexes,0.7
2015,Pneumoconioses and chemical effects,35 to 39 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,35 to 39 years,Both sexes,0.1
2015,Malignant neoplasms,35 to 39 years,Males,14.7
2015,Diabetes mellitus,35 to 39 years,Males,2.1
2015,Diseases of heart,35 to 39 years,Males,9.2
2015,Essential hypertension and hypertensive renal disease,35 to 39 years,Males,0.1
2015,Cerebrovascular diseases,35 to 39 years,Males,1.5
2015,Atherosclerosis,35 to 39 years,Males,0.0
2015,Aortic aneurysm and dissection,35 to 39 years,Males,0.5
2015,Chronic lower respiratory diseases,35 to 39 years,Males,0.4
2015,Pneumoconioses and chemical effects,35 to 39 years,Males,0.0
2015,Pneumonitis due to solids and liquids,35 to 39 years,Males,0.2
2015,Malignant neoplasms,35 to 39 years,Females,19.3
2015,Diabetes mellitus,35 to 39 years,Females,1.1
2015,Diseases of heart,35 to 39 years,Females,3.2
2015,Essential hypertension and hypertensive renal disease,35 to 39 years,Females,0.2
2015,Cerebrovascular diseases,35 to 39 years,Females,1.2
2015,Atherosclerosis,35 to 39 years,Females,0.0
2015,Aortic aneurysm and dissection,35 to 39 years,Females,0.0
2015,Chronic lower respiratory diseases,35 to 39 years,Females,0.9
2015,Pneumoconioses and chemical effects,35 to 39 years,Females,0.0
2015,Pneumonitis due to solids and liquids,35 to 39 years,Females,0.0
2015,Malignant neoplasms,40 to 44 years,Both sexes,30.3
2015,Diabetes mellitus,40 to 44 years,Both sexes,2.8
2015,Diseases of heart,40 to 44 years,Both sexes,13.3
2015,Essential hypertension and hypertensive renal disease,40 to 44 years,Both sexes,0.1
2015,Cerebrovascular diseases,40 to 44 years,Both sexes,3.1
2015,Atherosclerosis,40 to 44 years,Both sexes,0.1
2015,Aortic aneurysm and dissection,40 to 44 years,Both sexes,0.9
2015,Chronic lower respiratory diseases,40 to 44 years,Both sexes,0.6
2015,Pneumoconioses and chemical effects,40 to 44 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,40 to 44 years,Both sexes,0.1
2015,Malignant neoplasms,40 to 44 years,Males,24.8
2015,Diabetes mellitus,40 to 44 years,Males,4.1
2015,Diseases of heart,40 to 44 years,Males,19.2
2015,Essential hypertension and hypertensive renal disease,40 to 44 years,Males,0.2
2015,Cerebrovascular diseases,40 to 44 years,Males,3.6
2015,Atherosclerosis,40 to 44 years,Males,0.1
2015,Aortic aneurysm and dissection,40 to 44 years,Males,1.3
2015,Chronic lower respiratory diseases,40 to 44 years,Males,0.4
2015,Pneumoconioses and chemical effects,40 to 44 years,Males,0.1
2015,Pneumonitis due to solids and liquids,40 to 44 years,Males,0.0
2015,Malignant neoplasms,40 to 44 years,Females,35.8
2015,Diabetes mellitus,40 to 44 years,Females,1.5
2015,Diseases of heart,40 to 44 years,Females,7.5
2015,Essential hypertension and hypertensive renal disease,40 to 44 years,Females,0.1
2015,Cerebrovascular diseases,40 to 44 years,Females,2.7
2015,Atherosclerosis,40 to 44 years,Females,0.1
2015,Aortic aneurysm and dissection,40 to 44 years,Females,0.4
2015,Chronic lower respiratory diseases,40 to 44 years,Females,0.7
2015,Pneumoconioses and chemical effects,40 to 44 years,Females,0.0
2015,Pneumonitis due to solids and liquids,40 to 44 years,Females,0.3
2015,Malignant neoplasms,45 to 54 years,Both sexes,86.9
2015,Diabetes mellitus,45 to 54 years,Both sexes,6.3
2015,Diseases of heart,45 to 54 years,Both sexes,35.9
2015,Essential hypertension and hypertensive renal disease,45 to 54 years,Both sexes,0.5
2015,Cerebrovascular diseases,45 to 54 years,Both sexes,6.4
2015,Atherosclerosis,45 to 54 years,Both sexes,0.1
2015,Aortic aneurysm and dissection,45 to 54 years,Both sexes,1.1
2015,Chronic lower respiratory diseases,45 to 54 years,Both sexes,3.9
2015,Pneumoconioses and chemical effects,45 to 54 years,Both sexes,0.0
2015,Pneumonitis due to solids and liquids,45 to 54 years,Both sexes,0.4
2015,Malignant neoplasms,45 to 54 years,Males,80.2
2015,Diabetes mellitus,45 to 54 years,Males,8.4
2015,Diseases of heart,45 to 54 years,Males,55.0
2015,Essential hypertension and hypertensive renal disease,45 to 54 years,Males,0.8
2015,Cerebrovascular diseases,45 to 54 years,Males,6.8
2015,Atherosclerosis,45 to 54 years,Males,0.2
2015,Aortic aneurysm and dissection,45 to 54 years,Males,2.0
2015,Chronic lower respiratory diseases,45 to 54 years,Males,4.0
2015,Pneumoconioses and chemical effects,45 to 54 years,Males,0.0
2015,Pneumonitis due to solids and liquids,45 to 54 years,Males,0.6
2015,Malignant neoplasms,45 to 54 years,Females,93.6
2015,Diabetes mellitus,45 to 54 years,Females,4.1
2015,Diseases of heart,45 to 54 years,Females,16.8
2015,Essential hypertension and hypertensive renal disease,45 to 54 years,Females,0.2
2015,Cerebrovascular diseases,45 to 54 years,Females,5.9
2015,Atherosclerosis,45 to 54 years,Females,0.1
2015,Aortic aneurysm and dissection,45 to 54 years,Females,0.2
2015,Chronic lower respiratory diseases,45 to 54 years,Females,3.9
