Value,en,fr,Disaggregation combinations using this value,Number of indicators
Dentists,Dentists,Dentistes,14,1
Medical doctors,Medical doctors,Médecins,42,1
Nursing and midwifery personnel,Nursing and midwifery personnel,Personnel infirmier et sages-femmes,42,1
Pharmacists,Pharmacists,Pharmaciens,14,1
