Value,en,fr,Disaggregation combinations using this value,Number of indicators
1000 metres from high-capacity public transit stops only,1000 metres from high-capacity public transit stops only,1000 mètres des arrêts de transport en commun à grande capacité uniquement,3078,1
500 metres from all public transit stops,500 metres from all public transit stops,500 mètres de tous les arrêts de transport en commun,3078,1
500 metres from low-capacity public transit stops only,500 metres from low-capacity public transit stops only,500 mètres des arrêts de transport en commun à faible capacité uniquement,3078,1
