Value,en,fr,Disaggregation combinations using this value,Number of indicators
Physical assault,Physical assault,Agression physique,2,1
Sexual assault,Sexual assault,Agression sexuelle,2,1
Unwanted or inappropriate behaviour in public,Unwanted or inappropriate behaviour in public,Comportements non désirés ou inappropriés en public,2,1
Unwanted or inappropriate behaviour in the workplace,Unwanted or inappropriate behaviour in the workplace,Comportements non désirés ou inappropriés dans le milieu de travail,2,1
Unwanted or inappropriate behaviour online,Unwanted or inappropriate behaviour online,Comportements non désirés ou inappropriés en ligne,2,1
