Value,en,fr,Disaggregation combinations using this value,Number of indicators
LGBTQ2+ people,LGBTQ2+ people,Personnes LGBTQ2+,60,2
Non-LGBTQ2+ people,Non-LGBTQ2+ people,Personnes qui ne sont pas LGBTQ2+,60,2
"Total, LGBTQ2+ and non-LGBTQ2+ people","Total, LGBTQ2+ and non-LGBTQ2+ people","Total, personnes LGBTQ2+ et qui ne sont pas LGBTQ2+",40,2
