Value,en,fr,Disaggregation combinations using this value,Number of indicators
All methods,All methods,Toutes les méthodes,15,1
Electronic methods,Electronic methods,Méthodes électroniques,16,1
Non-electronic methods,Non-electronic methods,Méthodes traditionnelles,16,1
