Value,en,fr,Disaggregation combinations using this value,Number of indicators
Adjusted household after-tax income in bottom 40%,Adjusted household after-tax income in bottom 40%,Revenu après impôt ajusté du ménage dans la tranche inférieure de 40 %,2,1
Adjusted household after-tax income in top 60%,Adjusted household after-tax income in top 60%,Revenu après impôt rajusté du ménage dans la tranche supérieure de 60 %,2,1
Aged 18 to 64 years,Aged 18 to 64 years,De 18 à 64 ans,2,1
Aged 65 years or older,Aged 65 years or older,Âgé de 65 ans et plus,2,1
Aged below 18 years,Aged below 18 years,Moins de 18 ans,2,1
Female,Female,Femme,2,1
Male,Male,Homme,2,1
