Value,en,fr,Disaggregation combinations using this value,Number of indicators
Crustaceans,Crustaceans,Crustacés,1,1
Groundfish,Groundfish,Poissons de fond,1,1
Large pelagics,Large pelagics,Grands poissons pélagiques,1,1
Marine mammals,Marine mammals,Mammifères marins,1,1
Molluscs,Molluscs,Mollusques,1,1
Others,Others,Autres,1,1
Salmonids,Salmonids,Salmonidés,1,1
Small pelagics,Small pelagics,Petits poissons pélagiques,1,1
