Value,en,fr,Disaggregation combinations using this value,Number of indicators
0 to 14 years,0 to 14 years,0 to 14 years,1539,1
15 to 19 years,15 to 19 years,15 à 19 ans,1539,1
15 to 64 years,15 to 64 years,15 à 64 ans,1539,1
20 to 24 years,20 to 24 years,20 à 24 ans,1539,1
65 years and over,65 years and over,65 ans et plus,1539,1
Total - Age groups of the population - 100% data,Total - Age groups of the population - 100% data,Total - Groupes d'âge de la population - Données intégrales (100 %),1539,1
