Value,en,fr,Disaggregation combinations using this value,Number of indicators
"Agriculture, forestry and fishing","Agriculture, forestry and fishing","Agriculture, sylviculture et pêche",3,2
Industry,Industry,Industrie,3,2
Services,Services,Services,3,2
