Value,en,fr,Disaggregation combinations using this value,Number of indicators
Butter,Butter,Beurre,1,1
Cheese,Cheese,Fromage,1,1
Incorporated Products,Incorporated Products,Produits incorporés,1,1
Other Milk Products,Other Milk Products,Autres produits laitiers,1,1
Skim Milk Powder,Skim Milk Powder,Lait écrémé en poudre,1,1
