Value,en,fr,Disaggregation combinations using this value,Number of indicators
Pillar 1 - Data Use,Pillar 1: Data Use,Pilier 1: utilisation de données,1,1
Pillar 2 - Data Services,Pillar 2: Data Services,Pilier 2: services de données,1,1
Pillar 3 - Data Products,Pillar 3: Data Products,Pilier 3: produits de données,1,1
Pillar 4 - Data Sources,Pillar 4: Data Sources,Pilier 4: sources de données,1,1
Pillar 5 - Data Infrastructure,Pillar 5: Data Infrastructure,Pilier 5: infrastructure de données,1,1
