Value,en,fr,Disaggregation combinations using this value,Number of indicators
All quintiles,All quintiles,Tous les quintiles,11,1
Lowest quintile,Lowest quintile,Quintile inférieur,11,1
Second quintile,Second quintile,Deuxième quintile,11,1
