Value,en,fr,Disaggregation combinations using this value,Number of indicators
Domain 1. Migrant rights,Domain 1. Migrant rights,Domaine 1. Droits des migrants,1,1
Domain 2. Whole-of-government/evidence-based policies,Domain 2. Whole-of-government/evidence-based policies,Domaine 2. Politiques pangouvernementales fondées sur des données probantes,1,1
Domain 3. Cooperation and partnerships,Domain 3. Cooperation and partnerships,Domaine 3. Coopération et partenariats,1,1
Domain 4. Socioeconomic well-being,Domain 4. Socioeconomic well-being,Domaine 4. Bien-être socio-économique,1,1
Domain 5. Mobility dimensions of crises,Domain 5. Mobility dimensions of crises,Domaine 5. Dimensions de mobilité des crises,1,1
"Domain 6. Safe, orderly and regular migration","Domain 6. Safe, orderly and regular migration","Domaine 6. Migration sûre, ordonnée et régulière",1,1
