Value,en,fr,Disaggregation combinations using this value,Number of indicators
Diphtheria,Diphtheria,Diphtérie,14,1
Pertussis (whooping cough),Pertussis (whooping cough),Coqueluche,14,1
Tetanus,Tetanus,Tétanos,14,1
