Value,en,fr,Disaggregation combinations using this value,Number of indicators
Freshwater Key Biodiversity Areas,Freshwater Key Biodiversity Areas,Sites importants pour la biodiversité des eaux douces,1,1
Terrestrial Key Biodiversity Areas,Terrestrial Key Biodiversity Areas,Sites importants pour la biodiversité terrestre,1,1
