Value,en,fr,Disaggregation combinations using this value,Number of indicators
First Nations,First Nations,Premières Nations,1,1
Indigenous person,Indigenous person,Personne autochtone,2,1
Inuit,Inuit,Inuit,1,1
Métis,Métis,Métis,1,1
Non-Indigenous person,Non-Indigenous person,Personne non autochtone,2,1
