Value,en,fr,Disaggregation combinations using this value,Number of indicators
Agriculture,Agriculture,Agriculture,18,1
Forestry,Forestry,Foresterie,18,1
Mining,Mining,Exploitation minière,18,1
Mixed pressures,Mixed pressures,Pressions mixtes,18,1
Populated,Populated,Peuplé,18,1
Total,Total,Total,17,1
Undeveloped,Undeveloped,Non aménagés,18,1
