Year,Geography,GeoCode,Value
2021,,,97.7
2021,Newfoundland and Labrador,10,96.1
2021,Prince Edward Island,11,99.9
2021,Nova Scotia,12,97.7
2021,New Brunswick,13,97.1
2021,Quebec,24,98.0
2021,Ontario,35,98.8
2021,Manitoba,46,97.2
2021,Saskatchewan,47,98.2
2021,Alberta,48,98.0
2021,British Columbia,59,95.0
2021,Yukon,60,88.2
2021,Northwest Territories,61,91.8
2021,Nunavut,62,82.2
