Year,Value,Units,Series
2017-2019,127505,Nombre,Accessions de ressources phytogénétiques dans les établissements de conservation
2019-2021,115000,Nombre,Accessions de ressources phytogénétiques dans les établissements de conservation
2017-2019,11,Nombre,Variétés et races locales conservées dans la banque de gènes
2019-2021,14,Nombre,Variétés et races locales conservées dans la banque de gènes
