Year,Value,Series
2020,7.3,"Taux de demande, marge de crédit"
2020,4.8,"Taux de demande, prêt à terme"
2020,83.1,"Taux général d’approbation, marge de crédit"
2020,89.0,"Taux général d’approbation, prêt à terme"
