Year,Value,Units
2015,84.157767,"Dollar américain, millions, prix constants de 2023"
2016,50.158799,"Dollar américain, millions, prix constants de 2023"
2017,56.720795,"Dollar américain, millions, prix constants de 2023"
2018,58.360999,"Dollar américain, millions, prix constants de 2023"
2019,46.037311,"Dollar américain, millions, prix constants de 2023"
2020,44.611565,"Dollar américain, millions, prix constants de 2023"
2021,67.907717,"Dollar américain, millions, prix constants de 2023"
2022,41.153962,"Dollar américain, millions, prix constants de 2023"
2023,31.975212,"Dollar américain, millions, prix constants de 2023"
