Year,Value
2002,0.07968
2003,0.07859
2000,0.08152
2001,0.08062
2006,0.07453
2007,0.0731
2004,0.07734
2005,0.07592
2019,0.04935
2020,0.04262
2016,0.05264
2017,0.05313
2018,0.05354
2021,0.04532
2022,0.04804
2010,0.06264
2011,0.05705
2008,0.07159
2009,0.06812
2014,0.05194
2015,0.05233
2012,0.05412
2013,0.05144
