Year,Proficiency level,Skill,Geography,Gender,Age group,GeoCode,Value
2012,2 or below,Numeracy,Quebec,Total,Total,24,56.1
2012,3 or above,Numeracy,Quebec,Total,Total,24,43.9
2012,2 or below,Literacy,Quebec,Total,16 to 24 years,24,48.7
2012,3 or above,Literacy,Quebec,Total,16 to 24 years,24,51.3
2012,2 or below,Numeracy,Quebec,Total,16 to 24 years,24,50.0
2012,3 or above,Numeracy,Quebec,Total,16 to 24 years,24,50.0
2012,2 or below,Literacy,Quebec,Total,25 to 34 years,24,39.7
2012,3 or above,Literacy,Quebec,Total,25 to 34 years,24,60.3
2012,2 or below,Numeracy,Quebec,Total,25 to 34 years,24,43.5
2012,3 or above,Numeracy,Quebec,Total,25 to 34 years,24,56.5
2012,2 or below,Literacy,Quebec,Total,35 to 44 years,24,44.7
2012,3 or above,Literacy,Quebec,Total,35 to 44 years,24,55.3
2012,2 or below,Numeracy,Quebec,Total,35 to 44 years,24,49.3
2012,3 or above,Numeracy,Quebec,Total,35 to 44 years,24,50.7
2012,2 or below,Literacy,Quebec,Total,45 to 54 years,24,59.9
2012,3 or above,Literacy,Quebec,Total,45 to 54 years,24,40.1
2012,2 or below,Numeracy,Quebec,Total,45 to 54 years,24,61.7
2012,3 or above,Numeracy,Quebec,Total,45 to 54 years,24,38.3
2012,2 or below,Literacy,Quebec,Total,55 to 65 years,24,69.3
2012,3 or above,Literacy,Quebec,Total,55 to 65 years,24,30.7
2012,2 or below,Numeracy,Quebec,Total,55 to 65 years,24,72.2
2012,3 or above,Numeracy,Quebec,Total,55 to 65 years,24,27.8
2012,2 or below,Literacy,Quebec,Men+,Total,24,52.3
2012,3 or above,Literacy,Quebec,Men+,Total,24,47.7
2012,2 or below,Numeracy,Quebec,Men+,Total,24,51.4
2012,3 or above,Numeracy,Quebec,Men+,Total,24,48.6
2012,2 or below,Literacy,Quebec,Men+,16 to 24 years,24,52.3
2012,3 or above,Literacy,Quebec,Men+,16 to 24 years,24,47.7
2012,2 or below,Numeracy,Quebec,Men+,16 to 24 years,24,50.5
2012,3 or above,Numeracy,Quebec,Men+,16 to 24 years,24,49.5
2012,2 or below,Literacy,Quebec,Men+,25 to 34 years,24,40.5
2012,3 or above,Literacy,Quebec,Men+,25 to 34 years,24,59.5
2012,2 or below,Numeracy,Quebec,Men+,25 to 34 years,24,40.0
2012,3 or above,Numeracy,Quebec,Men+,25 to 34 years,24,60.0
2012,2 or below,Literacy,Quebec,Men+,35 to 44 years,24,43.2
2012,3 or above,Literacy,Quebec,Men+,35 to 44 years,24,56.8
2012,2 or below,Numeracy,Quebec,Men+,35 to 44 years,24,44.3
2012,3 or above,Numeracy,Quebec,Men+,35 to 44 years,24,55.7
2012,2 or below,Literacy,Quebec,Men+,45 to 54 years,24,57.2
2012,3 or above,Literacy,Quebec,Men+,45 to 54 years,24,42.8
2012,2 or below,Numeracy,Quebec,Men+,45 to 54 years,24,54.9
2012,3 or above,Numeracy,Quebec,Men+,45 to 54 years,24,45.1
2012,2 or below,Literacy,Quebec,Men+,55 to 65 years,24,66.4
2012,3 or above,Literacy,Quebec,Men+,55 to 65 years,24,33.6
2012,2 or below,Numeracy,Quebec,Men+,55 to 65 years,24,65.5
2012,3 or above,Numeracy,Quebec,Men+,55 to 65 years,24,34.5
2012,2 or below,Literacy,Quebec,Women+,Total,24,54.1
2012,3 or above,Literacy,Quebec,Women+,Total,24,45.9
2012,2 or below,Numeracy,Quebec,Women+,Total,24,60.9
2012,3 or above,Numeracy,Quebec,Women+,Total,24,39.1
2012,2 or below,Literacy,Quebec,Women+,16 to 24 years,24,44.9
2012,3 or above,Literacy,Quebec,Women+,16 to 24 years,24,55.1
2012,2 or below,Numeracy,Quebec,Women+,16 to 24 years,24,49.5
2012,3 or above,Numeracy,Quebec,Women+,16 to 24 years,24,50.5
2012,2 or below,Literacy,Quebec,Women+,25 to 34 years,24,38.7
2012,3 or above,Literacy,Quebec,Women+,25 to 34 years,24,61.3
2012,2 or below,Numeracy,Quebec,Women+,25 to 34 years,24,47.1
2012,3 or above,Numeracy,Quebec,Women+,25 to 34 years,24,52.9
2012,2 or below,Literacy,Quebec,Women+,35 to 44 years,24,46.1
2012,3 or above,Literacy,Quebec,Women+,35 to 44 years,24,53.9
2012,2 or below,Numeracy,Quebec,Women+,35 to 44 years,24,54.5
2012,3 or above,Numeracy,Quebec,Women+,35 to 44 years,24,45.5
2012,2 or below,Literacy,Quebec,Women+,45 to 54 years,24,62.7
2012,3 or above,Literacy,Quebec,Women+,45 to 54 years,24,37.3
2012,2 or below,Numeracy,Quebec,Women+,45 to 54 years,24,68.7
2012,3 or above,Numeracy,Quebec,Women+,45 to 54 years,24,31.3
2012,2 or below,Literacy,Quebec,Women+,55 to 65 years,24,72.0
2012,3 or above,Literacy,Quebec,Women+,55 to 65 years,24,28.0
2012,2 or below,Numeracy,Quebec,Women+,55 to 65 years,24,78.7
2012,3 or above,Numeracy,Quebec,Women+,55 to 65 years,24,21.3
2012,2 or below,Literacy,Ontario,Total,Total,35,46.8
2012,3 or above,Literacy,Ontario,Total,Total,35,53.2
2012,2 or below,Numeracy,Ontario,Total,Total,35,53.8
2012,3 or above,Numeracy,Ontario,Total,Total,35,46.2
2012,2 or below,Literacy,Ontario,Total,16 to 24 years,35,44.2
2012,3 or above,Literacy,Ontario,Total,16 to 24 years,35,55.8
2012,2 or below,Numeracy,Ontario,Total,16 to 24 years,35,53.3
2012,3 or above,Numeracy,Ontario,Total,16 to 24 years,35,46.7
2012,2 or below,Literacy,Ontario,Total,25 to 34 years,35,41.1
2012,3 or above,Literacy,Ontario,Total,25 to 34 years,35,58.9
2012,2 or below,Numeracy,Ontario,Total,25 to 34 years,35,48.2
2012,3 or above,Numeracy,Ontario,Total,25 to 34 years,35,51.8
2012,2 or below,Literacy,Ontario,Total,35 to 44 years,35,41.7
2012,3 or above,Literacy,Ontario,Total,35 to 44 years,35,58.3
2012,2 or below,Numeracy,Ontario,Total,35 to 44 years,35,48.7
2012,3 or above,Numeracy,Ontario,Total,35 to 44 years,35,51.3
2012,2 or below,Literacy,Ontario,Total,45 to 54 years,35,49.9
2012,3 or above,Literacy,Ontario,Total,45 to 54 years,35,50.1
2012,2 or below,Numeracy,Ontario,Total,45 to 54 years,35,54.5
2012,3 or above,Numeracy,Ontario,Total,45 to 54 years,35,45.5
2012,2 or below,Literacy,Ontario,Total,55 to 65 years,35,56.5
2012,3 or above,Literacy,Ontario,Total,55 to 65 years,35,43.5
2012,2 or below,Numeracy,Ontario,Total,55 to 65 years,35,64.5
2012,3 or above,Numeracy,Ontario,Total,55 to 65 years,35,35.5
2012,2 or below,Literacy,Ontario,Men+,Total,35,45.7
2012,3 or above,Literacy,Ontario,Men+,Total,35,54.3
2012,2 or below,Numeracy,Ontario,Men+,Total,35,47.1
2012,3 or above,Numeracy,Ontario,Men+,Total,35,52.9
2012,2 or below,Literacy,Ontario,Men+,16 to 24 years,35,43.9
2012,3 or above,Literacy,Ontario,Men+,16 to 24 years,35,56.1
2012,2 or below,Numeracy,Ontario,Men+,16 to 24 years,35,47.5
2012,3 or above,Numeracy,Ontario,Men+,16 to 24 years,35,52.5
2012,2 or below,Literacy,Ontario,Men+,25 to 34 years,35,40.3
2012,3 or above,Literacy,Ontario,Men+,25 to 34 years,35,59.7
2012,2 or below,Numeracy,Ontario,Men+,25 to 34 years,35,42.7
2012,3 or above,Numeracy,Ontario,Men+,25 to 34 years,35,57.3
2012,2 or below,Literacy,Ontario,Men+,35 to 44 years,35,40.0
2012,3 or above,Literacy,Ontario,Men+,35 to 44 years,35,60.0
2012,2 or below,Numeracy,Ontario,Men+,35 to 44 years,35,39.9
2012,3 or above,Numeracy,Ontario,Men+,35 to 44 years,35,60.1
2012,2 or below,Literacy,Ontario,Men+,45 to 54 years,35,47.9
2012,3 or above,Literacy,Ontario,Men+,45 to 54 years,35,52.1
2012,2 or below,Numeracy,Ontario,Men+,45 to 54 years,35,47.4
2012,3 or above,Numeracy,Ontario,Men+,45 to 54 years,35,52.6
2012,2 or below,Literacy,Ontario,Men+,55 to 65 years,35,56.0
2012,3 or above,Literacy,Ontario,Men+,55 to 65 years,35,44.0
2012,2 or below,Numeracy,Ontario,Men+,55 to 65 years,35,57.9
2012,3 or above,Numeracy,Ontario,Men+,55 to 65 years,35,42.1
2012,2 or below,Literacy,Ontario,Women+,Total,35,47.9
2012,3 or above,Literacy,Ontario,Women+,Total,35,52.1
2012,2 or below,Numeracy,Ontario,Women+,Total,35,60.5
2012,3 or above,Numeracy,Ontario,Women+,Total,35,39.5
2012,2 or below,Literacy,Ontario,Women+,16 to 24 years,35,44.5
2012,3 or above,Literacy,Ontario,Women+,16 to 24 years,35,55.5
2012,2 or below,Numeracy,Ontario,Women+,16 to 24 years,35,59.2
2012,3 or above,Numeracy,Ontario,Women+,16 to 24 years,35,40.8
2012,2 or below,Literacy,Ontario,Women+,25 to 34 years,35,41.8
2012,3 or above,Literacy,Ontario,Women+,25 to 34 years,35,58.2
2012,2 or below,Numeracy,Ontario,Women+,25 to 34 years,35,53.5
2012,3 or above,Numeracy,Ontario,Women+,25 to 34 years,35,46.5
2012,2 or below,Literacy,Ontario,Women+,35 to 44 years,35,43.3
2012,3 or above,Literacy,Ontario,Women+,35 to 44 years,35,56.7
2012,2 or below,Numeracy,Ontario,Women+,35 to 44 years,35,57.2
2012,3 or above,Numeracy,Ontario,Women+,35 to 44 years,35,42.8
2012,2 or below,Literacy,Ontario,Women+,45 to 54 years,35,52.0
2012,3 or above,Literacy,Ontario,Women+,45 to 54 years,35,48.0
2012,2 or below,Numeracy,Ontario,Women+,45 to 54 years,35,61.8
2012,3 or above,Numeracy,Ontario,Women+,45 to 54 years,35,38.2
2012,2 or below,Literacy,Ontario,Women+,55 to 65 years,35,57.0
2012,3 or above,Literacy,Ontario,Women+,55 to 65 years,35,43.0
2012,2 or below,Numeracy,Ontario,Women+,55 to 65 years,35,70.8
2012,3 or above,Numeracy,Ontario,Women+,55 to 65 years,35,29.2
2012,2 or below,Literacy,Manitoba,Total,Total,46,48.3
2012,3 or above,Literacy,Manitoba,Total,Total,46,51.7
2012,2 or below,Numeracy,Manitoba,Total,Total,46,54.8
2012,3 or above,Numeracy,Manitoba,Total,Total,46,45.2
2012,2 or below,Literacy,Manitoba,Total,16 to 24 years,46,49.5
2012,3 or above,Literacy,Manitoba,Total,16 to 24 years,46,50.5
2012,2 or below,Numeracy,Manitoba,Total,16 to 24 years,46,55.1
2012,3 or above,Numeracy,Manitoba,Total,16 to 24 years,46,44.9
2012,2 or below,Literacy,Manitoba,Total,25 to 34 years,46,40.6
2012,3 or above,Literacy,Manitoba,Total,25 to 34 years,46,59.4
2012,2 or below,Numeracy,Manitoba,Total,25 to 34 years,46,48.0
2012,3 or above,Numeracy,Manitoba,Total,25 to 34 years,46,52.0
2012,2 or below,Literacy,Manitoba,Total,35 to 44 years,46,45.0
2012,3 or above,Literacy,Manitoba,Total,35 to 44 years,46,55.0
2012,2 or below,Numeracy,Manitoba,Total,35 to 44 years,46,49.7
2012,3 or above,Numeracy,Manitoba,Total,35 to 44 years,46,50.3
2012,2 or below,Literacy,Manitoba,Total,45 to 54 years,46,50.7
2012,3 or above,Literacy,Manitoba,Total,45 to 54 years,46,49.3
2012,2 or below,Numeracy,Manitoba,Total,45 to 54 years,46,55.7
2012,3 or above,Numeracy,Manitoba,Total,45 to 54 years,46,44.3
2012,2 or below,Literacy,Manitoba,Total,55 to 65 years,46,55.3
2012,3 or above,Literacy,Manitoba,Total,55 to 65 years,46,44.7
2012,2 or below,Numeracy,Manitoba,Total,55 to 65 years,46,65.0
2012,3 or above,Numeracy,Manitoba,Total,55 to 65 years,46,35.0
2012,2 or below,Literacy,Manitoba,Men+,Total,46,50.5
2012,3 or above,Literacy,Manitoba,Men+,Total,46,49.5
2012,2 or below,Numeracy,Manitoba,Men+,Total,46,52.0
2012,3 or above,Numeracy,Manitoba,Men+,Total,46,48.0
2012,2 or below,Literacy,Manitoba,Men+,16 to 24 years,46,50.9
2012,3 or above,Literacy,Manitoba,Men+,16 to 24 years,46,49.1
2012,2 or below,Numeracy,Manitoba,Men+,16 to 24 years,46,51.3
2012,3 or above,Numeracy,Manitoba,Men+,16 to 24 years,46,48.7
2012,2 or below,Literacy,Manitoba,Men+,25 to 34 years,46,48.8
2012,3 or above,Literacy,Manitoba,Men+,25 to 34 years,46,51.2
2012,2 or below,Numeracy,Manitoba,Men+,25 to 34 years,46,46.5
2012,3 or above,Numeracy,Manitoba,Men+,25 to 34 years,46,53.5
2012,2 or below,Literacy,Manitoba,Men+,35 to 44 years,46,44.9
2012,3 or above,Literacy,Manitoba,Men+,35 to 44 years,46,55.1
2012,2 or below,Numeracy,Manitoba,Men+,35 to 44 years,46,46.0
2012,3 or above,Numeracy,Manitoba,Men+,35 to 44 years,46,54.0
2012,2 or below,Literacy,Manitoba,Men+,45 to 54 years,46,54.1
2012,3 or above,Literacy,Manitoba,Men+,45 to 54 years,46,45.9
2012,2 or below,Numeracy,Manitoba,Men+,45 to 54 years,46,55.5
2012,3 or above,Numeracy,Manitoba,Men+,45 to 54 years,46,44.5
2012,2 or below,Literacy,Manitoba,Men+,55 to 65 years,46,53.1
2012,3 or above,Literacy,Manitoba,Men+,55 to 65 years,46,46.9
2012,2 or below,Numeracy,Manitoba,Men+,55 to 65 years,46,60.2
2012,3 or above,Numeracy,Manitoba,Men+,55 to 65 years,46,39.8
2012,2 or below,Literacy,Manitoba,Women+,Total,46,46.1
2012,3 or above,Literacy,Manitoba,Women+,Total,46,53.9
2012,2 or below,Numeracy,Manitoba,Women+,Total,46,57.5
2012,3 or above,Numeracy,Manitoba,Women+,Total,46,42.5
2012,2 or below,Literacy,Manitoba,Women+,16 to 24 years,46,48.1
2012,3 or above,Literacy,Manitoba,Women+,16 to 24 years,46,51.9
2012,2 or below,Numeracy,Manitoba,Women+,16 to 24 years,46,59.1
2012,3 or above,Numeracy,Manitoba,Women+,16 to 24 years,46,40.9
2012,2 or below,Literacy,Manitoba,Women+,25 to 34 years,46,32.3
2012,3 or above,Literacy,Manitoba,Women+,25 to 34 years,46,67.7
2012,2 or below,Numeracy,Manitoba,Women+,25 to 34 years,46,49.4
2012,3 or above,Numeracy,Manitoba,Women+,25 to 34 years,46,50.6
2012,2 or below,Literacy,Manitoba,Women+,35 to 44 years,46,45.1
2012,3 or above,Literacy,Manitoba,Women+,35 to 44 years,46,54.9
2012,2 or below,Numeracy,Manitoba,Women+,35 to 44 years,46,53.4
2012,3 or above,Numeracy,Manitoba,Women+,35 to 44 years,46,46.6
2012,2 or below,Literacy,Manitoba,Women+,45 to 54 years,46,47.4
2012,3 or above,Literacy,Manitoba,Women+,45 to 54 years,46,52.6
2012,2 or below,Numeracy,Manitoba,Women+,45 to 54 years,46,55.8
2012,3 or above,Numeracy,Manitoba,Women+,45 to 54 years,46,44.2
2012,2 or below,Literacy,Manitoba,Women+,55 to 65 years,46,57.5
2012,3 or above,Literacy,Manitoba,Women+,55 to 65 years,46,42.5
2012,2 or below,Numeracy,Manitoba,Women+,55 to 65 years,46,69.7
2012,3 or above,Numeracy,Manitoba,Women+,55 to 65 years,46,30.3
2012,2 or below,Literacy,Saskatchewan,Total,Total,47,49.9
2012,3 or above,Literacy,Saskatchewan,Total,Total,47,50.1
2012,2 or below,Numeracy,Saskatchewan,Total,Total,47,56.5
2012,3 or above,Numeracy,Saskatchewan,Total,Total,47,43.5
2012,2 or below,Literacy,Saskatchewan,Total,16 to 24 years,47,54.0
2012,3 or above,Literacy,Saskatchewan,Total,16 to 24 years,47,46.0
2012,2 or below,Numeracy,Saskatchewan,Total,16 to 24 years,47,62.0
2012,3 or above,Numeracy,Saskatchewan,Total,16 to 24 years,47,38.0
2012,2 or below,Literacy,Saskatchewan,Total,25 to 34 years,47,45.1
2012,3 or above,Literacy,Saskatchewan,Total,25 to 34 years,47,54.9
2012,2 or below,Numeracy,Saskatchewan,Total,25 to 34 years,47,50.8
2012,3 or above,Numeracy,Saskatchewan,Total,25 to 34 years,47,49.2
2012,2 or below,Literacy,Saskatchewan,Total,35 to 44 years,47,43.3
2012,3 or above,Literacy,Saskatchewan,Total,35 to 44 years,47,56.7
2012,2 or below,Numeracy,Saskatchewan,Total,35 to 44 years,47,47.3
2012,3 or above,Numeracy,Saskatchewan,Total,35 to 44 years,47,52.7
2012,2 or below,Literacy,Saskatchewan,Total,45 to 54 years,47,50.2
2012,3 or above,Literacy,Saskatchewan,Total,45 to 54 years,47,49.8
2012,2 or below,Numeracy,Saskatchewan,Total,45 to 54 years,47,56.5
2012,3 or above,Numeracy,Saskatchewan,Total,45 to 54 years,47,43.5
2012,2 or below,Literacy,Saskatchewan,Total,55 to 65 years,47,56.4
2012,3 or above,Literacy,Saskatchewan,Total,55 to 65 years,47,43.6
2012,2 or below,Numeracy,Saskatchewan,Total,55 to 65 years,47,65.5
2012,3 or above,Numeracy,Saskatchewan,Total,55 to 65 years,47,34.5
2012,2 or below,Literacy,Saskatchewan,Men+,Total,47,51.6
2012,3 or above,Literacy,Saskatchewan,Men+,Total,47,48.4
2012,2 or below,Numeracy,Saskatchewan,Men+,Total,47,52.0
2012,3 or above,Numeracy,Saskatchewan,Men+,Total,47,48.0
2012,2 or below,Literacy,Saskatchewan,Men+,16 to 24 years,47,55.2
2012,3 or above,Literacy,Saskatchewan,Men+,16 to 24 years,47,44.8
2012,2 or below,Numeracy,Saskatchewan,Men+,16 to 24 years,47,57.3
2012,3 or above,Numeracy,Saskatchewan,Men+,16 to 24 years,47,42.7
2012,2 or below,Literacy,Saskatchewan,Men+,25 to 34 years,47,47.2
2012,3 or above,Literacy,Saskatchewan,Men+,25 to 34 years,47,52.8
2012,2 or below,Numeracy,Saskatchewan,Men+,25 to 34 years,47,46.9
2012,3 or above,Numeracy,Saskatchewan,Men+,25 to 34 years,47,53.1
2012,2 or below,Literacy,Saskatchewan,Men+,35 to 44 years,47,46.6
2012,3 or above,Literacy,Saskatchewan,Men+,35 to 44 years,47,53.4
2012,2 or below,Numeracy,Saskatchewan,Men+,35 to 44 years,47,41.9
2012,3 or above,Numeracy,Saskatchewan,Men+,35 to 44 years,47,58.1
2012,2 or below,Literacy,Saskatchewan,Men+,45 to 54 years,47,50.1
2012,3 or above,Literacy,Saskatchewan,Men+,45 to 54 years,47,49.9
2012,2 or below,Numeracy,Saskatchewan,Men+,45 to 54 years,47,52.7
2012,3 or above,Numeracy,Saskatchewan,Men+,45 to 54 years,47,47.3
2012,2 or below,Literacy,Saskatchewan,Men+,55 to 65 years,47,58.9
2012,3 or above,Literacy,Saskatchewan,Men+,55 to 65 years,47,41.1
2012,2 or below,Numeracy,Saskatchewan,Men+,55 to 65 years,47,60.5
2012,3 or above,Numeracy,Saskatchewan,Men+,55 to 65 years,47,39.5
2012,2 or below,Literacy,Saskatchewan,Women+,Total,47,48.1
2012,3 or above,Literacy,Saskatchewan,Women+,Total,47,51.9
2012,2 or below,Numeracy,Saskatchewan,Women+,Total,47,61.1
2012,3 or above,Numeracy,Saskatchewan,Women+,Total,47,38.9
2012,2 or below,Literacy,Saskatchewan,Women+,16 to 24 years,47,52.6
2012,3 or above,Literacy,Saskatchewan,Women+,16 to 24 years,47,47.4
2012,2 or below,Numeracy,Saskatchewan,Women+,16 to 24 years,47,67.0
2012,3 or above,Numeracy,Saskatchewan,Women+,16 to 24 years,47,33.0
2012,2 or below,Literacy,Saskatchewan,Women+,25 to 34 years,47,42.9
2012,3 or above,Literacy,Saskatchewan,Women+,25 to 34 years,47,57.1
2012,2 or below,Numeracy,Saskatchewan,Women+,25 to 34 years,47,54.7
2012,3 or above,Numeracy,Saskatchewan,Women+,25 to 34 years,47,45.3
2012,2 or below,Literacy,Saskatchewan,Women+,35 to 44 years,47,39.9
2012,3 or above,Literacy,Saskatchewan,Women+,35 to 44 years,47,60.1
2012,2 or below,Numeracy,Saskatchewan,Women+,35 to 44 years,47,52.7
2012,3 or above,Numeracy,Saskatchewan,Women+,35 to 44 years,47,47.3
2012,2 or below,Literacy,Saskatchewan,Women+,45 to 54 years,47,50.4
2012,3 or above,Literacy,Saskatchewan,Women+,45 to 54 years,47,49.6
2012,2 or below,Numeracy,Saskatchewan,Women+,45 to 54 years,47,60.4
2012,3 or above,Numeracy,Saskatchewan,Women+,45 to 54 years,47,39.6
2012,2 or below,Literacy,Saskatchewan,Women+,55 to 65 years,47,54.1
2012,3 or above,Literacy,Saskatchewan,Women+,55 to 65 years,47,45.9
2012,2 or below,Numeracy,Saskatchewan,Women+,55 to 65 years,47,70.5
2012,3 or above,Numeracy,Saskatchewan,Women+,55 to 65 years,47,29.5
2012,2 or below,Literacy,Alberta,Total,Total,48,44.9
2012,3 or above,Literacy,Alberta,Total,Total,48,55.1
2012,2 or below,Numeracy,Alberta,Total,Total,48,52.7
2012,3 or above,Numeracy,Alberta,Total,Total,48,47.3
2012,2 or below,Literacy,Alberta,Total,16 to 24 years,48,44.7
2012,3 or above,Literacy,Alberta,Total,16 to 24 years,48,55.3
2012,2 or below,Numeracy,Alberta,Total,16 to 24 years,48,53.4
2012,3 or above,Numeracy,Alberta,Total,16 to 24 years,48,46.6
2012,2 or below,Literacy,Alberta,Total,25 to 34 years,48,36.5
2012,3 or above,Literacy,Alberta,Total,25 to 34 years,48,63.5
2012,2 or below,Numeracy,Alberta,Total,25 to 34 years,48,46.3
2012,3 or above,Numeracy,Alberta,Total,25 to 34 years,48,53.7
2012,2 or below,Literacy,Alberta,Total,35 to 44 years,48,40.7
2012,3 or above,Literacy,Alberta,Total,35 to 44 years,48,59.3
2012,2 or below,Numeracy,Alberta,Total,35 to 44 years,48,50.1
2012,3 or above,Numeracy,Alberta,Total,35 to 44 years,48,49.9
2012,2 or below,Literacy,Alberta,Total,45 to 54 years,48,48.3
2012,3 or above,Literacy,Alberta,Total,45 to 54 years,48,51.7
2012,2 or below,Numeracy,Alberta,Total,45 to 54 years,48,53.0
2012,3 or above,Numeracy,Alberta,Total,45 to 54 years,48,47.0
2012,2 or below,Literacy,Alberta,Total,55 to 65 years,48,56.9
2012,3 or above,Literacy,Alberta,Total,55 to 65 years,48,43.1
2012,2 or below,Numeracy,Alberta,Total,55 to 65 years,48,62.9
2012,3 or above,Numeracy,Alberta,Total,55 to 65 years,48,37.1
2012,2 or below,Literacy,Alberta,Men+,Total,48,43.4
2012,3 or above,Literacy,Alberta,Men+,Total,48,56.6
2012,2 or below,Numeracy,Alberta,Men+,Total,48,46.3
2012,3 or above,Numeracy,Alberta,Men+,Total,48,53.7
2012,2 or below,Literacy,Alberta,Men+,16 to 24 years,48,43.6
2012,3 or above,Literacy,Alberta,Men+,16 to 24 years,48,56.4
2012,2 or below,Numeracy,Alberta,Men+,16 to 24 years,48,49.1
2012,3 or above,Numeracy,Alberta,Men+,16 to 24 years,48,50.9
2012,2 or below,Literacy,Alberta,Men+,25 to 34 years,48,35.2
2012,3 or above,Literacy,Alberta,Men+,25 to 34 years,48,64.8
2012,2 or below,Numeracy,Alberta,Men+,25 to 34 years,48,41.4
2012,3 or above,Numeracy,Alberta,Men+,25 to 34 years,48,58.6
2012,2 or below,Literacy,Alberta,Men+,35 to 44 years,48,41.8
2012,3 or above,Literacy,Alberta,Men+,35 to 44 years,48,58.2
2012,2 or below,Numeracy,Alberta,Men+,35 to 44 years,48,46.7
2012,3 or above,Numeracy,Alberta,Men+,35 to 44 years,48,53.3
2012,2 or below,Literacy,Alberta,Men+,45 to 54 years,48,45.7
2012,3 or above,Literacy,Alberta,Men+,45 to 54 years,48,54.3
2012,2 or below,Numeracy,Alberta,Men+,45 to 54 years,48,43.8
2012,3 or above,Numeracy,Alberta,Men+,45 to 54 years,48,56.2
2012,2 or below,Literacy,Alberta,Men+,55 to 65 years,48,53.6
2012,3 or above,Literacy,Alberta,Men+,55 to 65 years,48,46.4
2012,2 or below,Numeracy,Alberta,Men+,55 to 65 years,48,52.8
2012,3 or above,Numeracy,Alberta,Men+,55 to 65 years,48,47.2
2012,2 or below,Literacy,Alberta,Women+,Total,48,46.5
2012,3 or above,Literacy,Alberta,Women+,Total,48,53.5
2012,2 or below,Numeracy,Alberta,Women+,Total,48,59.4
2012,3 or above,Numeracy,Alberta,Women+,Total,48,40.6
2012,2 or below,Literacy,Alberta,Women+,16 to 24 years,48,45.8
2012,3 or above,Literacy,Alberta,Women+,16 to 24 years,48,54.2
2012,2 or below,Numeracy,Alberta,Women+,16 to 24 years,48,58.1
2012,3 or above,Numeracy,Alberta,Women+,16 to 24 years,48,41.9
2012,2 or below,Literacy,Alberta,Women+,25 to 34 years,48,38.1
2012,3 or above,Literacy,Alberta,Women+,25 to 34 years,48,61.9
2012,2 or below,Numeracy,Alberta,Women+,25 to 34 years,48,51.5
2012,3 or above,Numeracy,Alberta,Women+,25 to 34 years,48,48.5
2012,2 or below,Literacy,Alberta,Women+,35 to 44 years,48,39.5
2012,3 or above,Literacy,Alberta,Women+,35 to 44 years,48,60.5
2012,2 or below,Numeracy,Alberta,Women+,35 to 44 years,48,53.7
2012,3 or above,Numeracy,Alberta,Women+,35 to 44 years,48,46.3
2012,2 or below,Literacy,Alberta,Women+,45 to 54 years,48,51.1
2012,3 or above,Literacy,Alberta,Women+,45 to 54 years,48,48.9
2012,2 or below,Numeracy,Alberta,Women+,45 to 54 years,48,62.7
2012,3 or above,Numeracy,Alberta,Women+,45 to 54 years,48,37.3
2012,2 or below,Literacy,Alberta,Women+,55 to 65 years,48,60.2
2012,3 or above,Literacy,Alberta,Women+,55 to 65 years,48,39.8
2012,2 or below,Numeracy,Alberta,Women+,55 to 65 years,48,73.1
2012,3 or above,Numeracy,Alberta,Women+,55 to 65 years,48,26.9
2012,2 or below,Literacy,British Columbia,Total,Total,59,45.9
2012,3 or above,Literacy,British Columbia,Total,Total,59,54.1
2012,2 or below,Numeracy,British Columbia,Total,Total,59,52.3
2012,3 or above,Numeracy,British Columbia,Total,Total,59,47.7
2012,2 or below,Literacy,British Columbia,Total,16 to 24 years,59,43.2
2012,3 or above,Literacy,British Columbia,Total,16 to 24 years,59,56.8
2012,2 or below,Numeracy,British Columbia,Total,16 to 24 years,59,52.3
2012,3 or above,Numeracy,British Columbia,Total,16 to 24 years,59,47.7
2012,2 or below,Literacy,British Columbia,Total,25 to 34 years,59,39.1
2012,3 or above,Literacy,British Columbia,Total,25 to 34 years,59,60.9
2012,2 or below,Numeracy,British Columbia,Total,25 to 34 years,59,45.2
2012,3 or above,Numeracy,British Columbia,Total,25 to 34 years,59,54.8
2012,2 or below,Literacy,British Columbia,Total,35 to 44 years,59,40.7
2012,3 or above,Literacy,British Columbia,Total,35 to 44 years,59,59.3
2012,2 or below,Numeracy,British Columbia,Total,35 to 44 years,59,46.3
2012,3 or above,Numeracy,British Columbia,Total,35 to 44 years,59,53.7
2012,2 or below,Literacy,British Columbia,Total,45 to 54 years,59,52.2
2012,3 or above,Literacy,British Columbia,Total,45 to 54 years,59,47.8
2012,2 or below,Numeracy,British Columbia,Total,45 to 54 years,59,60.0
2012,3 or above,Numeracy,British Columbia,Total,45 to 54 years,59,40.0
2012,2 or below,Literacy,British Columbia,Total,55 to 65 years,59,52.2
2012,3 or above,Literacy,British Columbia,Total,55 to 65 years,59,47.8
2012,2 or below,Numeracy,British Columbia,Total,55 to 65 years,59,56.2
2012,3 or above,Numeracy,British Columbia,Total,55 to 65 years,59,43.8
2012,2 or below,Literacy,British Columbia,Men+,Total,59,44.2
2012,3 or above,Literacy,British Columbia,Men+,Total,59,55.8
2012,2 or below,Numeracy,British Columbia,Men+,Total,59,47.0
2012,3 or above,Numeracy,British Columbia,Men+,Total,59,53.0
