Year,Proficiency level,Skill,Geography,Gender,Age group,GeoCode,Value
2012,2 or below,Literacy,British Columbia,Men+,16 to 24 years,59,44.1
2012,3 or above,Literacy,British Columbia,Men+,16 to 24 years,59,55.9
2012,2 or below,Numeracy,British Columbia,Men+,16 to 24 years,59,50.2
2012,3 or above,Numeracy,British Columbia,Men+,16 to 24 years,59,49.8
2012,2 or below,Literacy,British Columbia,Men+,25 to 34 years,59,42.2
2012,3 or above,Literacy,British Columbia,Men+,25 to 34 years,59,57.8
2012,2 or below,Numeracy,British Columbia,Men+,25 to 34 years,59,43.6
2012,3 or above,Numeracy,British Columbia,Men+,25 to 34 years,59,56.4
2012,2 or below,Literacy,British Columbia,Men+,35 to 44 years,59,44.1
2012,3 or above,Literacy,British Columbia,Men+,35 to 44 years,59,55.9
2012,2 or below,Numeracy,British Columbia,Men+,35 to 44 years,59,43.6
2012,3 or above,Numeracy,British Columbia,Men+,35 to 44 years,59,56.4
2012,2 or below,Literacy,British Columbia,Men+,45 to 54 years,59,45.9
2012,3 or above,Literacy,British Columbia,Men+,45 to 54 years,59,54.1
2012,2 or below,Numeracy,British Columbia,Men+,45 to 54 years,59,52.4
2012,3 or above,Numeracy,British Columbia,Men+,45 to 54 years,59,47.6
2012,2 or below,Literacy,British Columbia,Men+,55 to 65 years,59,44.4
2012,3 or above,Literacy,British Columbia,Men+,55 to 65 years,59,55.6
2012,2 or below,Numeracy,British Columbia,Men+,55 to 65 years,59,44.6
2012,3 or above,Numeracy,British Columbia,Men+,55 to 65 years,59,55.4
2012,2 or below,Literacy,British Columbia,Women+,Total,59,47.5
2012,3 or above,Literacy,British Columbia,Women+,Total,59,52.5
2012,2 or below,Numeracy,British Columbia,Women+,Total,59,57.7
2012,3 or above,Numeracy,British Columbia,Women+,Total,59,42.3
2012,2 or below,Literacy,British Columbia,Women+,16 to 24 years,59,42.4
2012,3 or above,Literacy,British Columbia,Women+,16 to 24 years,59,57.6
2012,2 or below,Numeracy,British Columbia,Women+,16 to 24 years,59,54.5
2012,3 or above,Numeracy,British Columbia,Women+,16 to 24 years,59,45.5
2012,2 or below,Literacy,British Columbia,Women+,25 to 34 years,59,35.9
2012,3 or above,Literacy,British Columbia,Women+,25 to 34 years,59,64.1
2012,2 or below,Numeracy,British Columbia,Women+,25 to 34 years,59,46.9
2012,3 or above,Numeracy,British Columbia,Women+,25 to 34 years,59,53.1
2012,2 or below,Literacy,British Columbia,Women+,35 to 44 years,59,37.4
2012,3 or above,Literacy,British Columbia,Women+,35 to 44 years,59,62.6
2012,2 or below,Numeracy,British Columbia,Women+,35 to 44 years,59,49.0
2012,3 or above,Numeracy,British Columbia,Women+,35 to 44 years,59,51.0
2012,2 or below,Literacy,British Columbia,Women+,45 to 54 years,59,58.3
2012,3 or above,Literacy,British Columbia,Women+,45 to 54 years,59,41.7
2012,2 or below,Numeracy,British Columbia,Women+,45 to 54 years,59,67.4
2012,3 or above,Numeracy,British Columbia,Women+,45 to 54 years,59,32.6
2012,2 or below,Literacy,British Columbia,Women+,55 to 65 years,59,59.8
2012,3 or above,Literacy,British Columbia,Women+,55 to 65 years,59,40.2
2012,2 or below,Numeracy,British Columbia,Women+,55 to 65 years,59,67.4
2012,3 or above,Numeracy,British Columbia,Women+,55 to 65 years,59,32.6
2012,2 or below,Literacy,Yukon,Total,Total,60,44.3
2012,3 or above,Literacy,Yukon,Total,Total,60,55.7
2012,2 or below,Numeracy,Yukon,Total,Total,60,55.8
2012,3 or above,Numeracy,Yukon,Total,Total,60,44.2
2012,2 or below,Literacy,Yukon,Total,16 to 24 years,60,57.6
2012,3 or above,Literacy,Yukon,Total,16 to 24 years,60,42.4
2012,2 or below,Numeracy,Yukon,Total,16 to 24 years,60,64.9
2012,3 or above,Numeracy,Yukon,Total,16 to 24 years,60,35.1
2012,2 or below,Literacy,Yukon,Total,25 to 34 years,60,43.6
2012,3 or above,Literacy,Yukon,Total,25 to 34 years,60,56.4
2012,2 or below,Numeracy,Yukon,Total,25 to 34 years,60,62.0
2012,3 or above,Numeracy,Yukon,Total,25 to 34 years,60,38.0
2012,2 or below,Literacy,Yukon,Total,35 to 44 years,60,42.1
2012,3 or above,Literacy,Yukon,Total,35 to 44 years,60,57.9
2012,2 or below,Numeracy,Yukon,Total,35 to 44 years,60,49.6
2012,3 or above,Numeracy,Yukon,Total,35 to 44 years,60,50.4
2012,2 or below,Literacy,Yukon,Total,45 to 54 years,60,35.7
2012,3 or above,Literacy,Yukon,Total,45 to 54 years,60,64.3
2012,2 or below,Numeracy,Yukon,Total,45 to 54 years,60,48.4
2012,3 or above,Numeracy,Yukon,Total,45 to 54 years,60,51.6
2012,2 or below,Literacy,Yukon,Total,55 to 65 years,60,47.0
2012,3 or above,Literacy,Yukon,Total,55 to 65 years,60,53.0
2012,2 or below,Numeracy,Yukon,Total,55 to 65 years,60,57.9
2012,3 or above,Numeracy,Yukon,Total,55 to 65 years,60,42.1
2012,2 or below,Literacy,Yukon,Men+,Total,60,45.0
2012,3 or above,Literacy,Yukon,Men+,Total,60,55.0
2012,2 or below,Numeracy,Yukon,Men+,Total,60,51.8
2012,3 or above,Numeracy,Yukon,Men+,Total,60,48.2
2012,2 or below,Literacy,Yukon,Men+,16 to 24 years,60,48.3
2012,3 or above,Literacy,Yukon,Men+,16 to 24 years,60,51.7
2012,2 or below,Numeracy,Yukon,Men+,16 to 24 years,60,58.6
2012,3 or above,Numeracy,Yukon,Men+,16 to 24 years,60,41.4
2012,2 or below,Literacy,Yukon,Men+,25 to 34 years,60,53.8
2012,3 or above,Literacy,Yukon,Men+,25 to 34 years,60,46.2
2012,2 or below,Numeracy,Yukon,Men+,25 to 34 years,60,65.8
2012,3 or above,Numeracy,Yukon,Men+,25 to 34 years,60,34.2
2012,2 or below,Literacy,Yukon,Men+,35 to 44 years,60,38.3
2012,3 or above,Literacy,Yukon,Men+,35 to 44 years,60,61.7
2012,2 or below,Numeracy,Yukon,Men+,35 to 44 years,60,41.8
2012,3 or above,Numeracy,Yukon,Men+,35 to 44 years,60,58.2
2012,2 or below,Literacy,Yukon,Men+,45 to 54 years,60,38.1
2012,3 or above,Literacy,Yukon,Men+,45 to 54 years,60,61.9
2012,2 or below,Numeracy,Yukon,Men+,45 to 54 years,60,41.3
2012,3 or above,Numeracy,Yukon,Men+,45 to 54 years,60,58.7
2012,2 or below,Literacy,Yukon,Men+,55 to 65 years,60,48.4
2012,3 or above,Literacy,Yukon,Men+,55 to 65 years,60,51.6
2012,2 or below,Numeracy,Yukon,Men+,55 to 65 years,60,55.0
2012,3 or above,Numeracy,Yukon,Men+,55 to 65 years,60,45.0
2012,2 or below,Literacy,Yukon,Women+,Total,60,43.7
2012,3 or above,Literacy,Yukon,Women+,Total,60,56.3
2012,2 or below,Numeracy,Yukon,Women+,Total,60,59.8
2012,3 or above,Numeracy,Yukon,Women+,Total,60,40.2
2012,2 or below,Literacy,Yukon,Women+,16 to 24 years,60,67.4
2012,3 or above,Literacy,Yukon,Women+,16 to 24 years,60,32.6
2012,2 or below,Numeracy,Yukon,Women+,16 to 24 years,60,71.5
2012,3 or above,Numeracy,Yukon,Women+,16 to 24 years,60,28.5
2012,2 or below,Literacy,Yukon,Women+,25 to 34 years,60,33.3
2012,3 or above,Literacy,Yukon,Women+,25 to 34 years,60,66.7
2012,2 or below,Numeracy,Yukon,Women+,25 to 34 years,60,58.2
2012,3 or above,Numeracy,Yukon,Women+,25 to 34 years,60,41.8
2012,2 or below,Literacy,Yukon,Women+,35 to 44 years,60,45.3
2012,3 or above,Literacy,Yukon,Women+,35 to 44 years,60,54.7
2012,2 or below,Numeracy,Yukon,Women+,35 to 44 years,60,56.3
2012,3 or above,Numeracy,Yukon,Women+,35 to 44 years,60,43.7
2012,2 or below,Literacy,Yukon,Women+,45 to 54 years,60,33.3
2012,3 or above,Literacy,Yukon,Women+,45 to 54 years,60,66.7
2012,2 or below,Numeracy,Yukon,Women+,45 to 54 years,60,55.6
2012,3 or above,Numeracy,Yukon,Women+,45 to 54 years,60,44.4
2012,2 or below,Literacy,Yukon,Women+,55 to 65 years,60,45.4
2012,3 or above,Literacy,Yukon,Women+,55 to 65 years,60,54.6
2012,2 or below,Numeracy,Yukon,Women+,55 to 65 years,60,61.1
2012,3 or above,Numeracy,Yukon,Women+,55 to 65 years,60,38.9
2012,2 or below,Literacy,Northwest Territories,Total,Total,61,63.9
2012,3 or above,Literacy,Northwest Territories,Total,Total,61,36.1
2012,2 or below,Numeracy,Northwest Territories,Total,Total,61,69.7
2012,3 or above,Numeracy,Northwest Territories,Total,Total,61,30.3
2012,2 or below,Literacy,Northwest Territories,Total,16 to 24 years,61,68.5
2012,3 or above,Literacy,Northwest Territories,Total,16 to 24 years,61,31.5
2012,2 or below,Numeracy,Northwest Territories,Total,16 to 24 years,61,73.2
2012,3 or above,Numeracy,Northwest Territories,Total,16 to 24 years,61,26.8
2012,2 or below,Literacy,Northwest Territories,Total,25 to 34 years,61,54.7
2012,3 or above,Literacy,Northwest Territories,Total,25 to 34 years,61,45.3
2012,2 or below,Numeracy,Northwest Territories,Total,25 to 34 years,61,62.2
2012,3 or above,Numeracy,Northwest Territories,Total,25 to 34 years,61,37.8
2012,2 or below,Literacy,Northwest Territories,Total,35 to 44 years,61,57.7
2012,3 or above,Literacy,Northwest Territories,Total,35 to 44 years,61,42.3
2012,2 or below,Numeracy,Northwest Territories,Total,35 to 44 years,61,65.8
2012,3 or above,Numeracy,Northwest Territories,Total,35 to 44 years,61,34.2
2012,2 or below,Literacy,Northwest Territories,Total,45 to 54 years,61,71.0
2012,3 or above,Literacy,Northwest Territories,Total,45 to 54 years,61,29.0
2012,2 or below,Numeracy,Northwest Territories,Total,45 to 54 years,61,75.9
2012,3 or above,Numeracy,Northwest Territories,Total,45 to 54 years,61,24.1
2012,2 or below,Literacy,Northwest Territories,Total,55 to 65 years,61,70.0
2012,3 or above,Literacy,Northwest Territories,Total,55 to 65 years,61,30.0
2012,2 or below,Numeracy,Northwest Territories,Total,55 to 65 years,61,73.5
2012,3 or above,Numeracy,Northwest Territories,Total,55 to 65 years,61,26.5
2012,2 or below,Literacy,Northwest Territories,Men+,Total,61,63.0
2012,3 or above,Literacy,Northwest Territories,Men+,Total,61,37.0
2012,2 or below,Numeracy,Northwest Territories,Men+,Total,61,66.1
2012,3 or above,Numeracy,Northwest Territories,Men+,Total,61,33.9
2012,2 or below,Literacy,Northwest Territories,Men+,16 to 24 years,61,69.0
2012,3 or above,Literacy,Northwest Territories,Men+,16 to 24 years,61,31.0
2012,2 or below,Numeracy,Northwest Territories,Men+,16 to 24 years,61,70.2
2012,3 or above,Numeracy,Northwest Territories,Men+,16 to 24 years,61,29.8
2012,2 or below,Literacy,Northwest Territories,Men+,25 to 34 years,61,55.7
2012,3 or above,Literacy,Northwest Territories,Men+,25 to 34 years,61,44.3
2012,2 or below,Numeracy,Northwest Territories,Men+,25 to 34 years,61,60.0
2012,3 or above,Numeracy,Northwest Territories,Men+,25 to 34 years,61,40.0
2012,2 or below,Literacy,Northwest Territories,Men+,35 to 44 years,61,53.9
2012,3 or above,Literacy,Northwest Territories,Men+,35 to 44 years,61,46.1
2012,2 or below,Numeracy,Northwest Territories,Men+,35 to 44 years,61,60.7
2012,3 or above,Numeracy,Northwest Territories,Men+,35 to 44 years,61,39.3
2012,2 or below,Literacy,Northwest Territories,Men+,45 to 54 years,61,68.4
2012,3 or above,Literacy,Northwest Territories,Men+,45 to 54 years,61,31.6
2012,2 or below,Numeracy,Northwest Territories,Men+,45 to 54 years,61,71.1
2012,3 or above,Numeracy,Northwest Territories,Men+,45 to 54 years,61,28.9
2012,2 or below,Literacy,Northwest Territories,Men+,55 to 65 years,61,69.7
2012,3 or above,Literacy,Northwest Territories,Men+,55 to 65 years,61,30.3
2012,2 or below,Numeracy,Northwest Territories,Men+,55 to 65 years,61,69.5
2012,3 or above,Numeracy,Northwest Territories,Men+,55 to 65 years,61,30.5
2012,2 or below,Literacy,Northwest Territories,Women+,Total,61,64.7
2012,3 or above,Literacy,Northwest Territories,Women+,Total,61,35.3
2012,2 or below,Numeracy,Northwest Territories,Women+,Total,61,73.6
2012,3 or above,Numeracy,Northwest Territories,Women+,Total,61,26.4
2012,2 or below,Literacy,Northwest Territories,Women+,16 to 24 years,61,68.0
2012,3 or above,Literacy,Northwest Territories,Women+,16 to 24 years,61,32.0
2012,2 or below,Numeracy,Northwest Territories,Women+,16 to 24 years,61,76.6
2012,3 or above,Numeracy,Northwest Territories,Women+,16 to 24 years,61,23.4
2012,2 or below,Literacy,Northwest Territories,Women+,25 to 34 years,61,53.7
2012,3 or above,Literacy,Northwest Territories,Women+,25 to 34 years,61,46.3
2012,2 or below,Numeracy,Northwest Territories,Women+,25 to 34 years,61,64.2
2012,3 or above,Numeracy,Northwest Territories,Women+,25 to 34 years,61,35.8
2012,2 or below,Literacy,Northwest Territories,Women+,35 to 44 years,61,62.0
2012,3 or above,Literacy,Northwest Territories,Women+,35 to 44 years,61,38.0
2012,2 or below,Numeracy,Northwest Territories,Women+,35 to 44 years,61,71.7
2012,3 or above,Numeracy,Northwest Territories,Women+,35 to 44 years,61,28.3
2012,2 or below,Literacy,Northwest Territories,Women+,45 to 54 years,61,73.6
2012,3 or above,Literacy,Northwest Territories,Women+,45 to 54 years,61,26.4
2012,2 or below,Numeracy,Northwest Territories,Women+,45 to 54 years,61,80.5
2012,3 or above,Numeracy,Northwest Territories,Women+,45 to 54 years,61,19.5
2012,2 or below,Literacy,Northwest Territories,Women+,55 to 65 years,61,70.3
2012,3 or above,Literacy,Northwest Territories,Women+,55 to 65 years,61,29.7
2012,2 or below,Numeracy,Northwest Territories,Women+,55 to 65 years,61,78.5
2012,3 or above,Numeracy,Northwest Territories,Women+,55 to 65 years,61,21.5
2012,2 or below,Literacy,Nunavut,Total,Total,62,83.1
2012,3 or above,Literacy,Nunavut,Total,Total,62,16.9
2012,2 or below,Numeracy,Nunavut,Total,Total,62,87.3
2012,3 or above,Numeracy,Nunavut,Total,Total,62,12.7
2012,2 or below,Literacy,Nunavut,Total,16 to 24 years,62,90.7
2012,3 or above,Literacy,Nunavut,Total,16 to 24 years,62,9.3
2012,2 or below,Numeracy,Nunavut,Total,16 to 24 years,62,93.2
2012,3 or above,Numeracy,Nunavut,Total,16 to 24 years,62,6.8
2012,2 or below,Literacy,Nunavut,Total,25 to 34 years,62,79.1
2012,3 or above,Literacy,Nunavut,Total,25 to 34 years,62,20.9
2012,2 or below,Numeracy,Nunavut,Total,25 to 34 years,62,84.4
2012,3 or above,Numeracy,Nunavut,Total,25 to 34 years,62,15.6
2012,2 or below,Literacy,Nunavut,Total,35 to 44 years,62,80.2
2012,3 or above,Literacy,Nunavut,Total,35 to 44 years,62,19.8
2012,2 or below,Numeracy,Nunavut,Total,35 to 44 years,62,84.3
2012,3 or above,Numeracy,Nunavut,Total,35 to 44 years,62,15.7
2012,2 or below,Literacy,Nunavut,Total,45 to 54 years,62,81.9
2012,3 or above,Literacy,Nunavut,Total,45 to 54 years,62,18.1
2012,2 or below,Numeracy,Nunavut,Total,45 to 54 years,62,87.1
2012,3 or above,Numeracy,Nunavut,Total,45 to 54 years,62,12.9
2012,2 or below,Literacy,Nunavut,Total,55 to 65 years,62,81.7
2012,3 or above,Literacy,Nunavut,Total,55 to 65 years,62,18.3
2012,2 or below,Numeracy,Nunavut,Total,55 to 65 years,62,85.5
2012,3 or above,Numeracy,Nunavut,Total,55 to 65 years,62,14.5
2012,2 or below,Literacy,Nunavut,Men+,Total,62,83.1
2012,3 or above,Literacy,Nunavut,Men+,Total,62,16.9
2012,2 or below,Numeracy,Nunavut,Men+,Total,62,84.7
2012,3 or above,Numeracy,Nunavut,Men+,Total,62,15.3
2012,2 or below,Literacy,Nunavut,Men+,16 to 24 years,62,91.1
2012,3 or above,Literacy,Nunavut,Men+,16 to 24 years,62,8.9
2012,2 or below,Numeracy,Nunavut,Men+,16 to 24 years,62,91.5
2012,3 or above,Numeracy,Nunavut,Men+,16 to 24 years,62,8.5
2012,2 or below,Literacy,Nunavut,Men+,25 to 34 years,62,77.3
2012,3 or above,Literacy,Nunavut,Men+,25 to 34 years,62,22.7
2012,2 or below,Numeracy,Nunavut,Men+,25 to 34 years,62,79.2
2012,3 or above,Numeracy,Nunavut,Men+,25 to 34 years,62,20.8
2012,2 or below,Literacy,Nunavut,Men+,35 to 44 years,62,81.1
2012,3 or above,Literacy,Nunavut,Men+,35 to 44 years,62,18.9
2012,2 or below,Numeracy,Nunavut,Men+,35 to 44 years,62,81.5
2012,3 or above,Numeracy,Nunavut,Men+,35 to 44 years,62,18.5
2012,2 or below,Literacy,Nunavut,Men+,45 to 54 years,62,84.0
2012,3 or above,Literacy,Nunavut,Men+,45 to 54 years,62,16.0
2012,2 or below,Numeracy,Nunavut,Men+,45 to 54 years,62,86.4
2012,3 or above,Numeracy,Nunavut,Men+,45 to 54 years,62,13.6
2012,2 or below,Literacy,Nunavut,Men+,55 to 65 years,62,78.4
2012,3 or above,Literacy,Nunavut,Men+,55 to 65 years,62,21.6
2012,2 or below,Numeracy,Nunavut,Men+,55 to 65 years,62,82.6
2012,3 or above,Numeracy,Nunavut,Men+,55 to 65 years,62,17.4
2012,2 or below,Literacy,Nunavut,Women+,Total,62,83.2
2012,3 or above,Literacy,Nunavut,Women+,Total,62,16.8
2012,2 or below,Numeracy,Nunavut,Women+,Total,62,90.0
2012,3 or above,Numeracy,Nunavut,Women+,Total,62,10.0
2012,2 or below,Literacy,Nunavut,Women+,16 to 24 years,62,90.2
2012,3 or above,Literacy,Nunavut,Women+,16 to 24 years,62,9.8
2012,2 or below,Numeracy,Nunavut,Women+,16 to 24 years,62,95.0
2012,2 or below,Literacy,Nunavut,Women+,25 to 34 years,62,80.8
2012,3 or above,Literacy,Nunavut,Women+,25 to 34 years,62,19.2
2012,2 or below,Numeracy,Nunavut,Women+,25 to 34 years,62,89.5
2012,3 or above,Numeracy,Nunavut,Women+,25 to 34 years,62,10.5
2012,2 or below,Literacy,Nunavut,Women+,35 to 44 years,62,79.4
2012,3 or above,Literacy,Nunavut,Women+,35 to 44 years,62,20.6
2012,2 or below,Numeracy,Nunavut,Women+,35 to 44 years,62,87.0
2012,3 or above,Numeracy,Nunavut,Women+,35 to 44 years,62,13.0
2012,2 or below,Literacy,Nunavut,Women+,45 to 54 years,62,79.5
2012,3 or above,Literacy,Nunavut,Women+,45 to 54 years,62,20.5
2012,2 or below,Numeracy,Nunavut,Women+,45 to 54 years,62,88.0
2012,3 or above,Numeracy,Nunavut,Women+,45 to 54 years,62,12.0
2012,2 or below,Literacy,Nunavut,Women+,55 to 65 years,62,85.2
2012,3 or above,Literacy,Nunavut,Women+,55 to 65 years,62,14.8
2012,2 or below,Numeracy,Nunavut,Women+,55 to 65 years,62,88.6
2012,3 or above,Numeracy,Nunavut,Women+,55 to 65 years,62,11.4
2022,2 or below,Literacy,Alberta,Men+,16 to 24 years,48,48.4
2022,2 or below,Numeracy,Alberta,Men+,16 to 24 years,48,50.2
2022,2 or below,Numeracy,Alberta,Men+,25 to 34 years,48,39.6
2022,2 or below,Literacy,Alberta,Men+,35 to 44 years,48,38.5
2022,2 or below,Numeracy,Alberta,Men+,35 to 44 years,48,43.6
2022,2 or below,Literacy,Alberta,Men+,45 to 54 years,48,49.8
2022,2 or below,Numeracy,Alberta,Men+,45 to 54 years,48,40.8
2022,2 or below,Literacy,Alberta,Men+,55 to 65 years,48,54.3
2022,2 or below,Numeracy,Alberta,Men+,55 to 65 years,48,52.8
2022,2 or below,Literacy,Alberta,Men+,Total,48,46.5
2022,2 or below,Numeracy,Alberta,Men+,Total,48,45.0
2022,2 or below,Literacy,Alberta,Total,16 to 24 years,48,44.8
2022,2 or below,Numeracy,Alberta,Total,16 to 24 years,48,59.3
2022,2 or below,Literacy,Alberta,Total,25 to 34 years,48,43.4
2022,2 or below,Numeracy,Alberta,Total,25 to 34 years,48,44.5
2022,2 or below,Literacy,Alberta,Total,35 to 44 years,48,42.3
2022,2 or below,Numeracy,Alberta,Total,35 to 44 years,48,51.0
2022,2 or below,Literacy,Alberta,Total,45 to 54 years,48,51.4
2022,2 or below,Numeracy,Alberta,Total,45 to 54 years,48,48.9
2022,2 or below,Literacy,Alberta,Total,55 to 65 years,48,56.4
2022,2 or below,Numeracy,Alberta,Total,55 to 65 years,48,62.3
2022,2 or below,Literacy,Alberta,Total,Total,48,47.5
2022,2 or below,Numeracy,Alberta,Total,Total,48,52.8
2022,2 or below,Numeracy,Alberta,Women+,16 to 24 years,48,68.9
2022,2 or below,Literacy,Alberta,Women+,25 to 34 years,48,42.5
2022,2 or below,Numeracy,Alberta,Women+,25 to 34 years,48,49.6
2022,2 or below,Literacy,Alberta,Women+,35 to 44 years,48,46.2
2022,2 or below,Numeracy,Alberta,Women+,35 to 44 years,48,58.7
2022,2 or below,Literacy,Alberta,Women+,45 to 54 years,48,53.0
2022,2 or below,Numeracy,Alberta,Women+,45 to 54 years,48,57.0
2022,2 or below,Literacy,Alberta,Women+,55 to 65 years,48,58.6
2022,2 or below,Numeracy,Alberta,Women+,55 to 65 years,48,71.7
2022,2 or below,Literacy,Alberta,Women+,Total,48,48.3
2022,2 or below,Numeracy,Alberta,Women+,Total,48,60.6
2022,2 or below,Literacy,British Columbia,Men+,25 to 34 years,59,34.7
2022,2 or below,Numeracy,British Columbia,Men+,25 to 34 years,59,30.2
2022,2 or below,Literacy,British Columbia,Men+,35 to 44 years,59,27.6
2022,2 or below,Numeracy,British Columbia,Men+,35 to 44 years,59,28.8
2022,2 or below,Literacy,British Columbia,Men+,45 to 54 years,59,42.3
2022,2 or below,Numeracy,British Columbia,Men+,45 to 54 years,59,37.6
2022,2 or below,Literacy,British Columbia,Men+,55 to 65 years,59,55.0
2022,2 or below,Numeracy,British Columbia,Men+,55 to 65 years,59,49.3
2022,2 or below,Literacy,British Columbia,Men+,Total,59,37.6
2022,2 or below,Numeracy,British Columbia,Men+,Total,59,35.1
2022,2 or below,Literacy,British Columbia,Total,16 to 24 years,59,39.8
2022,2 or below,Numeracy,British Columbia,Total,16 to 24 years,59,47.5
2022,2 or below,Literacy,British Columbia,Total,25 to 34 years,59,33.0
2022,2 or below,Numeracy,British Columbia,Total,25 to 34 years,59,31.3
2022,2 or below,Literacy,British Columbia,Total,35 to 44 years,59,33.1
2022,2 or below,Numeracy,British Columbia,Total,35 to 44 years,59,36.3
2022,2 or below,Literacy,British Columbia,Total,45 to 54 years,59,44.3
2022,2 or below,Numeracy,British Columbia,Total,45 to 54 years,59,47.4
2022,2 or below,Literacy,British Columbia,Total,55 to 65 years,59,54.9
2022,2 or below,Numeracy,British Columbia,Total,55 to 65 years,59,56.1
2022,2 or below,Literacy,British Columbia,Total,Total,59,41.2
2022,2 or below,Numeracy,British Columbia,Total,Total,59,43.6
2022,2 or below,Numeracy,British Columbia,Women+,16 to 24 years,59,68.2
2022,2 or below,Numeracy,British Columbia,Women+,25 to 34 years,59,32.5
2022,2 or below,Literacy,British Columbia,Women+,35 to 44 years,59,38.6
2022,2 or below,Numeracy,British Columbia,Women+,35 to 44 years,59,43.7
2022,2 or below,Literacy,British Columbia,Women+,45 to 54 years,59,46.0
2022,2 or below,Numeracy,British Columbia,Women+,45 to 54 years,59,56.3
2022,2 or below,Literacy,British Columbia,Women+,55 to 65 years,59,54.7
2022,2 or below,Numeracy,British Columbia,Women+,55 to 65 years,59,62.3
2022,2 or below,Literacy,British Columbia,Women+,Total,59,44.7
2022,2 or below,Numeracy,British Columbia,Women+,Total,59,51.9
2022,2 or below,Literacy,Canada,Men+,16 to 24 years,,43.7
2022,2 or below,Numeracy,Canada,Men+,16 to 24 years,,40.7
2022,2 or below,Literacy,Canada,Men+,25 to 34 years,,40.9
2022,2 or below,Numeracy,Canada,Men+,25 to 34 years,,35.2
2022,2 or below,Literacy,Canada,Men+,35 to 44 years,,41.5
2022,2 or below,Numeracy,Canada,Men+,35 to 44 years,,39.3
2022,2 or below,Literacy,Canada,Men+,45 to 54 years,,50.1
2022,2 or below,Numeracy,Canada,Men+,45 to 54 years,,43.7
2022,2 or below,Literacy,Canada,Men+,55 to 65 years,,66.1
2022,2 or below,Numeracy,Canada,Men+,55 to 65 years,,59.3
2022,2 or below,Literacy,Canada,Men+,Total,,48.8
2022,2 or below,Numeracy,Canada,Men+,Total,,43.8
2022,2 or below,Literacy,Canada,Total,16 to 24 years,,45.9
2022,2 or below,Numeracy,Canada,Total,16 to 24 years,,50.1
2022,2 or below,Literacy,Canada,Total,25 to 34 years,,38.5
2022,2 or below,Numeracy,Canada,Total,25 to 34 years,,39.2
2022,2 or below,Literacy,Canada,Total,35 to 44 years,,44.7
2022,2 or below,Numeracy,Canada,Total,35 to 44 years,,47.4
2022,2 or below,Literacy,Canada,Total,45 to 54 years,,50.7
2022,2 or below,Numeracy,Canada,Total,45 to 54 years,,50.7
2022,2 or below,Literacy,Canada,Total,55 to 65 years,,63.5
2022,2 or below,Numeracy,Canada,Total,55 to 65 years,,64.3
2022,2 or below,Literacy,Canada,Total,Total,,49.0
2022,2 or below,Numeracy,Canada,Total,Total,,50.5
2022,2 or below,Literacy,Canada,Women+,16 to 24 years,,48.2
2022,2 or below,Numeracy,Canada,Women+,16 to 24 years,,60.1
2022,2 or below,Literacy,Canada,Women+,25 to 34 years,,35.9
2022,2 or below,Numeracy,Canada,Women+,25 to 34 years,,43.5
2022,2 or below,Literacy,Canada,Women+,35 to 44 years,,47.9
2022,2 or below,Numeracy,Canada,Women+,35 to 44 years,,55.5
2022,2 or below,Literacy,Canada,Women+,45 to 54 years,,51.3
2022,2 or below,Numeracy,Canada,Women+,45 to 54 years,,57.4
2022,2 or below,Literacy,Canada,Women+,55 to 65 years,,61.1
2022,2 or below,Numeracy,Canada,Women+,55 to 65 years,,69.1
2022,2 or below,Literacy,Canada,Women+,Total,,49.1
2022,2 or below,Numeracy,Canada,Women+,Total,,57.2
2022,2 or below,Literacy,Manitoba,Men+,16 to 24 years,46,40.2
2022,2 or below,Numeracy,Manitoba,Men+,16 to 24 years,46,44.6
2022,2 or below,Literacy,Manitoba,Men+,25 to 34 years,46,49.2
2022,2 or below,Numeracy,Manitoba,Men+,25 to 34 years,46,42.3
2022,2 or below,Literacy,Manitoba,Men+,35 to 44 years,46,52.2
2022,2 or below,Numeracy,Manitoba,Men+,35 to 44 years,46,45.8
2022,2 or below,Literacy,Manitoba,Men+,45 to 54 years,46,50.8
2022,2 or below,Numeracy,Manitoba,Men+,45 to 54 years,46,49.4
2022,2 or below,Literacy,Manitoba,Men+,55 to 65 years,46,64.6
2022,2 or below,Numeracy,Manitoba,Men+,55 to 65 years,46,60.7
2022,2 or below,Literacy,Manitoba,Men+,Total,46,51.6
2022,2 or below,Numeracy,Manitoba,Men+,Total,46,48.6
2022,2 or below,Literacy,Manitoba,Total,16 to 24 years,46,38.6
2022,2 or below,Numeracy,Manitoba,Total,16 to 24 years,46,44.0
2022,2 or below,Literacy,Manitoba,Total,25 to 34 years,46,48.1
2022,2 or below,Numeracy,Manitoba,Total,25 to 34 years,46,48.5
2022,2 or below,Literacy,Manitoba,Total,35 to 44 years,46,50.7
2022,2 or below,Numeracy,Manitoba,Total,35 to 44 years,46,50.8
2022,2 or below,Literacy,Manitoba,Total,45 to 54 years,46,51.4
2022,2 or below,Numeracy,Manitoba,Total,45 to 54 years,46,54.0
2022,2 or below,Literacy,Manitoba,Total,55 to 65 years,46,62.1
2022,2 or below,Numeracy,Manitoba,Total,55 to 65 years,46,64.9
2022,2 or below,Literacy,Manitoba,Total,Total,46,50.4
2022,2 or below,Numeracy,Manitoba,Total,Total,46,52.6
