Year,Status,Geography,Sex,Age group,GeoCode,Value
2023,"Sub-total, not in employment, education or training (NEET)",British Columbia,Females,15 to 19 years,59,6
2023,"Sub-total, not in employment, education or training (NEET)",British Columbia,Both sexes,15 to 24 years,59,9
2023,"Sub-total, not in employment, education or training (NEET)",British Columbia,Males,15 to 24 years,59,10
2023,"Sub-total, not in employment, education or training (NEET)",British Columbia,Females,15 to 24 years,59,8
2023,"Sub-total, not in employment, education or training (NEET)",British Columbia,Both sexes,18 to 24 years,59,11
2023,"Sub-total, not in employment, education or training (NEET)",British Columbia,Males,18 to 24 years,59,12
2023,"Sub-total, not in employment, education or training (NEET)",British Columbia,Females,18 to 24 years,59,10
2023,"Sub-total, not in employment, education or training (NEET)",British Columbia,Both sexes,20 to 24 years,59,11
2023,"Sub-total, not in employment, education or training (NEET)",British Columbia,Males,20 to 24 years,59,10
2023,"Sub-total, not in employment, education or training (NEET)",British Columbia,Females,20 to 24 years,59,11
2023,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Both sexes,15 to 19 years,59,1
2023,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Males,15 to 19 years,59,2
2023,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Both sexes,15 to 24 years,59,3
2023,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Males,15 to 24 years,59,4
2023,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Females,15 to 24 years,59,3
2023,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Both sexes,18 to 24 years,59,4
2023,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Males,18 to 24 years,59,5
2023,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Females,18 to 24 years,59,4
2023,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Both sexes,20 to 24 years,59,5
2023,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Males,20 to 24 years,59,5
2023,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Females,20 to 24 years,59,4
2023,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Both sexes,15 to 19 years,59,6
2023,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Males,15 to 19 years,59,8
2023,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Both sexes,15 to 24 years,59,6
2023,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Males,15 to 24 years,59,6
2023,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Females,15 to 24 years,59,6
2023,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Both sexes,18 to 24 years,59,7
2023,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Males,18 to 24 years,59,7
2023,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Females,18 to 24 years,59,7
2023,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Both sexes,20 to 24 years,59,6
2023,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Males,20 to 24 years,59,5
2023,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Females,20 to 24 years,59,7
2023,"Sub-total, not in employment, education or training (NEET)",Yukon,Both sexes,15 to 24 years,60,10
2023,"Sub-total, not in employment, education or training (NEET)",Yukon,Males,15 to 24 years,60,15
2023,"Sub-total, not in employment, education or training (NEET)",Yukon,Both sexes,18 to 24 years,60,14
2023,"Sub-total, not in employment, education or training (NEET)",Yukon,Males,18 to 24 years,60,21
2023,"Sub-total, not in employment, education or training (NEET)",Yukon,Both sexes,20 to 24 years,60,17
2023,"Sub-total, not in employment, education or training (NEET)",Yukon,Males,20 to 24 years,60,25
2023,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Both sexes,15 to 24 years,61,15
2023,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Males,15 to 24 years,61,18
2023,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Females,15 to 24 years,61,13
2023,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Both sexes,18 to 24 years,61,19
2023,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Males,18 to 24 years,61,23
2023,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Females,18 to 24 years,61,16
2023,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Both sexes,20 to 24 years,61,20
2023,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Both sexes,15 to 24 years,61,7
2023,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Both sexes,18 to 24 years,61,9
2023,"Sub-total, not in employment, education or training (NEET)",Nunavut,Both sexes,15 to 19 years,62,25
2023,"Sub-total, not in employment, education or training (NEET)",Nunavut,Males,15 to 19 years,62,22
2023,"Sub-total, not in employment, education or training (NEET)",Nunavut,Both sexes,15 to 24 years,62,33
2023,"Sub-total, not in employment, education or training (NEET)",Nunavut,Males,15 to 24 years,62,31
2023,"Sub-total, not in employment, education or training (NEET)",Nunavut,Females,15 to 24 years,62,35
2023,"Sub-total, not in employment, education or training (NEET)",Nunavut,Both sexes,18 to 24 years,62,41
2023,"Sub-total, not in employment, education or training (NEET)",Nunavut,Males,18 to 24 years,62,36
2023,"Sub-total, not in employment, education or training (NEET)",Nunavut,Females,18 to 24 years,62,45
2023,"Sub-total, not in employment, education or training (NEET)",Nunavut,Both sexes,20 to 24 years,62,42
2023,"Sub-total, not in employment, education or training (NEET)",Nunavut,Males,20 to 24 years,62,41
2023,"Sub-total, not in employment, education or training (NEET)",Nunavut,Females,20 to 24 years,62,43
2023,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Both sexes,15 to 24 years,62,7
2023,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Males,15 to 24 years,62,8
2023,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Females,15 to 24 years,62,7
2023,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Both sexes,18 to 24 years,62,10
2023,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Males,18 to 24 years,62,11
2023,"Unemployed, Not in employment, education or training (NEET)",Nunavut,Both sexes,20 to 24 years,62,11
2023,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Females,15 to 19 years,62,23
2023,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Both sexes,15 to 24 years,62,25
2023,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Males,15 to 24 years,62,23
2023,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Females,15 to 24 years,62,28
2023,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Both sexes,18 to 24 years,62,30
2023,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Males,18 to 24 years,62,25
2023,"Not in the labour force, Not in employment, education or training (NEET)",Nunavut,Both sexes,20 to 24 years,62,31
2024,"Sub-total, not in employment, education or training (NEET)",Canada,Both sexes,15 to 19 years,,6
2024,"Sub-total, not in employment, education or training (NEET)",Canada,Males,15 to 19 years,,7
2024,"Sub-total, not in employment, education or training (NEET)",Canada,Females,15 to 19 years,,5
2024,,,,,,10
2024,"Sub-total, not in employment, education or training (NEET)",Canada,Males,15 to 24 years,,11
2024,"Sub-total, not in employment, education or training (NEET)",Canada,Females,15 to 24 years,,8
2024,"Sub-total, not in employment, education or training (NEET)",Canada,Both sexes,18 to 24 years,,12
2024,"Sub-total, not in employment, education or training (NEET)",Canada,Males,18 to 24 years,,14
2024,"Sub-total, not in employment, education or training (NEET)",Canada,Females,18 to 24 years,,10
2024,"Sub-total, not in employment, education or training (NEET)",Canada,Both sexes,20 to 24 years,,13
2024,"Sub-total, not in employment, education or training (NEET)",Canada,Males,20 to 24 years,,15
2024,"Sub-total, not in employment, education or training (NEET)",Canada,Females,20 to 24 years,,11
2024,"Unemployed, Not in employment, education or training (NEET)",Canada,Both sexes,15 to 19 years,,2
2024,"Unemployed, Not in employment, education or training (NEET)",Canada,Males,15 to 19 years,,3
2024,"Unemployed, Not in employment, education or training (NEET)",Canada,Females,15 to 19 years,,2
2024,"Unemployed, Not in employment, education or training (NEET)",Canada,Both sexes,15 to 24 years,,4
2024,"Unemployed, Not in employment, education or training (NEET)",Canada,Males,15 to 24 years,,5
2024,"Unemployed, Not in employment, education or training (NEET)",Canada,Females,15 to 24 years,,3
2024,"Unemployed, Not in employment, education or training (NEET)",Canada,Both sexes,18 to 24 years,,5
2024,"Unemployed, Not in employment, education or training (NEET)",Canada,Males,18 to 24 years,,7
2024,"Unemployed, Not in employment, education or training (NEET)",Canada,Females,18 to 24 years,,4
2024,"Unemployed, Not in employment, education or training (NEET)",Canada,Both sexes,20 to 24 years,,6
2024,"Unemployed, Not in employment, education or training (NEET)",Canada,Males,20 to 24 years,,7
2024,"Unemployed, Not in employment, education or training (NEET)",Canada,Females,20 to 24 years,,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Both sexes,15 to 19 years,,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Males,15 to 19 years,,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Females,15 to 19 years,,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Both sexes,15 to 24 years,,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Males,15 to 24 years,,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Females,15 to 24 years,,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Both sexes,18 to 24 years,,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Males,18 to 24 years,,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Females,18 to 24 years,,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Both sexes,20 to 24 years,,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Males,20 to 24 years,,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Canada,Females,20 to 24 years,,6
2024,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Both sexes,15 to 19 years,10,8
2024,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Males,15 to 19 years,10,11
2024,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Females,15 to 19 years,10,6
2024,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Both sexes,15 to 24 years,10,12
2024,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Males,15 to 24 years,10,14
2024,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Females,15 to 24 years,10,9
2024,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Both sexes,18 to 24 years,10,15
2024,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Males,18 to 24 years,10,19
2024,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Females,18 to 24 years,10,11
2024,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Both sexes,20 to 24 years,10,15
2024,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Males,20 to 24 years,10,18
2024,"Sub-total, not in employment, education or training (NEET)",Newfoundland and Labrador,Females,20 to 24 years,10,12
2024,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Both sexes,15 to 19 years,10,3
2024,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Both sexes,15 to 24 years,10,5
2024,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Males,15 to 24 years,10,7
2024,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Females,15 to 24 years,10,3
2024,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Both sexes,18 to 24 years,10,7
2024,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Males,18 to 24 years,10,10
2024,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Females,18 to 24 years,10,4
2024,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Both sexes,20 to 24 years,10,7
2024,"Unemployed, Not in employment, education or training (NEET)",Newfoundland and Labrador,Males,20 to 24 years,10,10
2024,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Both sexes,15 to 19 years,10,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Males,15 to 19 years,10,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Both sexes,15 to 24 years,10,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Males,15 to 24 years,10,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Females,15 to 24 years,10,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Both sexes,18 to 24 years,10,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Males,18 to 24 years,10,9
2024,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Females,18 to 24 years,10,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Both sexes,20 to 24 years,10,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Males,20 to 24 years,10,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Newfoundland and Labrador,Females,20 to 24 years,10,8
2024,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Both sexes,15 to 19 years,11,5
2024,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Both sexes,15 to 24 years,11,10
2024,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Males,15 to 24 years,11,12
2024,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Females,15 to 24 years,11,8
2024,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Both sexes,18 to 24 years,11,14
2024,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Males,18 to 24 years,11,16
2024,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Females,18 to 24 years,11,11
2024,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Both sexes,20 to 24 years,11,14
2024,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Males,20 to 24 years,11,16
2024,"Sub-total, not in employment, education or training (NEET)",Prince Edward Island,Females,20 to 24 years,11,12
2024,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Both sexes,15 to 24 years,11,4
2024,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Males,15 to 24 years,11,5
2024,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Both sexes,18 to 24 years,11,5
2024,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Males,18 to 24 years,11,6
2024,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Both sexes,20 to 24 years,11,6
2024,"Unemployed, Not in employment, education or training (NEET)",Prince Edward Island,Males,20 to 24 years,11,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Both sexes,15 to 19 years,11,3
2024,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Both sexes,15 to 24 years,11,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Males,15 to 24 years,11,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Females,15 to 24 years,11,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Both sexes,18 to 24 years,11,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Males,18 to 24 years,11,10
2024,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Females,18 to 24 years,11,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Both sexes,20 to 24 years,11,9
2024,"Not in the labour force, Not in employment, education or training (NEET)",Prince Edward Island,Males,20 to 24 years,11,10
2024,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Both sexes,15 to 19 years,12,6
2024,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Males,15 to 19 years,12,7
2024,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Females,15 to 19 years,12,5
2024,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Both sexes,15 to 24 years,12,10
2024,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Males,15 to 24 years,12,10
2024,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Females,15 to 24 years,12,10
2024,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Both sexes,18 to 24 years,12,13
2024,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Males,18 to 24 years,12,13
2024,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Females,18 to 24 years,12,13
2024,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Both sexes,20 to 24 years,12,13
2024,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Males,20 to 24 years,12,13
2024,"Sub-total, not in employment, education or training (NEET)",Nova Scotia,Females,20 to 24 years,12,15
2024,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Both sexes,15 to 19 years,12,3
2024,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Both sexes,15 to 24 years,12,4
2024,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Males,15 to 24 years,12,5
2024,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Females,15 to 24 years,12,4
2024,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Both sexes,18 to 24 years,12,6
2024,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Males,18 to 24 years,12,7
2024,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Females,18 to 24 years,12,5
2024,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Both sexes,20 to 24 years,12,6
2024,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Males,20 to 24 years,12,7
2024,"Unemployed, Not in employment, education or training (NEET)",Nova Scotia,Females,20 to 24 years,12,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Both sexes,15 to 19 years,12,3
2024,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Males,15 to 19 years,12,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Both sexes,15 to 24 years,12,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Males,15 to 24 years,12,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Females,15 to 24 years,12,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Both sexes,18 to 24 years,12,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Males,18 to 24 years,12,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Females,18 to 24 years,12,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Both sexes,20 to 24 years,12,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Males,20 to 24 years,12,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Females,20 to 24 years,12,10
2024,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Both sexes,15 to 19 years,13,9
2024,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Males,15 to 19 years,13,7
2024,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Females,15 to 19 years,13,10
2024,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Both sexes,15 to 24 years,13,12
2024,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Males,15 to 24 years,13,12
2024,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Females,15 to 24 years,13,12
2024,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Both sexes,18 to 24 years,13,15
2024,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Males,18 to 24 years,13,16
2024,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Females,18 to 24 years,13,14
2024,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Both sexes,20 to 24 years,13,16
2024,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Males,20 to 24 years,13,17
2024,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Females,20 to 24 years,13,14
2024,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Both sexes,15 to 19 years,13,4
2024,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Both sexes,15 to 24 years,13,5
2024,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Males,15 to 24 years,13,6
2024,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Females,15 to 24 years,13,5
2024,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Both sexes,18 to 24 years,13,7
2024,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Males,18 to 24 years,13,9
2024,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Females,18 to 24 years,13,6
2024,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Both sexes,20 to 24 years,13,7
2024,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Males,20 to 24 years,13,9
2024,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Females,20 to 24 years,13,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Both sexes,15 to 19 years,13,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Females,15 to 19 years,13,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Both sexes,15 to 24 years,13,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Males,15 to 24 years,13,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Females,15 to 24 years,13,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Both sexes,18 to 24 years,13,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Males,18 to 24 years,13,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Females,18 to 24 years,13,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Both sexes,20 to 24 years,13,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Males,20 to 24 years,13,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Females,20 to 24 years,13,9
2024,"Sub-total, not in employment, education or training (NEET)",Quebec,Both sexes,15 to 19 years,24,5
2024,"Sub-total, not in employment, education or training (NEET)",Quebec,Males,15 to 19 years,24,6
2024,"Sub-total, not in employment, education or training (NEET)",Quebec,Females,15 to 19 years,24,4
2024,"Sub-total, not in employment, education or training (NEET)",Quebec,Both sexes,15 to 24 years,24,9
2024,"Sub-total, not in employment, education or training (NEET)",Quebec,Males,15 to 24 years,24,10
2024,"Sub-total, not in employment, education or training (NEET)",Quebec,Females,15 to 24 years,24,8
2024,"Sub-total, not in employment, education or training (NEET)",Quebec,Both sexes,18 to 24 years,24,12
2024,"Sub-total, not in employment, education or training (NEET)",Quebec,Males,18 to 24 years,24,14
2024,"Sub-total, not in employment, education or training (NEET)",Quebec,Females,18 to 24 years,24,10
2024,"Sub-total, not in employment, education or training (NEET)",Quebec,Both sexes,20 to 24 years,24,13
2024,"Sub-total, not in employment, education or training (NEET)",Quebec,Males,20 to 24 years,24,15
2024,"Sub-total, not in employment, education or training (NEET)",Quebec,Females,20 to 24 years,24,11
2024,"Unemployed, Not in employment, education or training (NEET)",Quebec,Both sexes,15 to 19 years,24,2
2024,"Unemployed, Not in employment, education or training (NEET)",Quebec,Males,15 to 19 years,24,2
2024,"Unemployed, Not in employment, education or training (NEET)",Quebec,Females,15 to 19 years,24,1
2024,"Unemployed, Not in employment, education or training (NEET)",Quebec,Both sexes,15 to 24 years,24,3
2024,"Unemployed, Not in employment, education or training (NEET)",Quebec,Males,15 to 24 years,24,4
2024,"Unemployed, Not in employment, education or training (NEET)",Quebec,Females,15 to 24 years,24,3
2024,"Unemployed, Not in employment, education or training (NEET)",Quebec,Both sexes,18 to 24 years,24,5
2024,"Unemployed, Not in employment, education or training (NEET)",Quebec,Males,18 to 24 years,24,5
2024,"Unemployed, Not in employment, education or training (NEET)",Quebec,Females,18 to 24 years,24,4
2024,"Unemployed, Not in employment, education or training (NEET)",Quebec,Both sexes,20 to 24 years,24,5
2024,"Unemployed, Not in employment, education or training (NEET)",Quebec,Males,20 to 24 years,24,6
2024,"Unemployed, Not in employment, education or training (NEET)",Quebec,Females,20 to 24 years,24,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Both sexes,15 to 19 years,24,3
2024,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Males,15 to 19 years,24,4
2024,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Females,15 to 19 years,24,3
2024,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Both sexes,15 to 24 years,24,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Males,15 to 24 years,24,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Females,15 to 24 years,24,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Both sexes,18 to 24 years,24,7
2024,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Males,18 to 24 years,24,9
2024,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Females,18 to 24 years,24,6
2024,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Both sexes,20 to 24 years,24,8
2024,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Males,20 to 24 years,24,9
2024,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Females,20 to 24 years,24,7
2024,"Sub-total, not in employment, education or training (NEET)",Ontario,Both sexes,15 to 19 years,35,6
2024,"Sub-total, not in employment, education or training (NEET)",Ontario,Males,15 to 19 years,35,7
2024,"Sub-total, not in employment, education or training (NEET)",Ontario,Females,15 to 19 years,35,4
2024,"Sub-total, not in employment, education or training (NEET)",Ontario,Both sexes,15 to 24 years,35,10
2024,"Sub-total, not in employment, education or training (NEET)",Ontario,Males,15 to 24 years,35,11
2024,"Sub-total, not in employment, education or training (NEET)",Ontario,Females,15 to 24 years,35,8
2024,"Sub-total, not in employment, education or training (NEET)",Ontario,Both sexes,18 to 24 years,35,12
2024,"Sub-total, not in employment, education or training (NEET)",Ontario,Males,18 to 24 years,35,14
2024,"Sub-total, not in employment, education or training (NEET)",Ontario,Females,18 to 24 years,35,10
2024,"Sub-total, not in employment, education or training (NEET)",Ontario,Both sexes,20 to 24 years,35,13
2024,"Sub-total, not in employment, education or training (NEET)",Ontario,Males,20 to 24 years,35,15
2024,"Sub-total, not in employment, education or training (NEET)",Ontario,Females,20 to 24 years,35,11
2024,"Unemployed, Not in employment, education or training (NEET)",Ontario,Both sexes,15 to 19 years,35,2
2024,"Unemployed, Not in employment, education or training (NEET)",Ontario,Males,15 to 19 years,35,3
2024,"Unemployed, Not in employment, education or training (NEET)",Ontario,Females,15 to 19 years,35,1
2024,"Unemployed, Not in employment, education or training (NEET)",Ontario,Both sexes,15 to 24 years,35,4
2024,"Unemployed, Not in employment, education or training (NEET)",Ontario,Males,15 to 24 years,35,5
2024,"Unemployed, Not in employment, education or training (NEET)",Ontario,Females,15 to 24 years,35,3
2024,"Unemployed, Not in employment, education or training (NEET)",Ontario,Both sexes,18 to 24 years,35,6
2024,"Unemployed, Not in employment, education or training (NEET)",Ontario,Males,18 to 24 years,35,7
2024,"Unemployed, Not in employment, education or training (NEET)",Ontario,Females,18 to 24 years,35,5
2024,"Unemployed, Not in employment, education or training (NEET)",Ontario,Both sexes,20 to 24 years,35,7
2024,"Unemployed, Not in employment, education or training (NEET)",Ontario,Males,20 to 24 years,35,8
2024,"Unemployed, Not in employment, education or training (NEET)",Ontario,Females,20 to 24 years,35,5
2024,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Both sexes,15 to 19 years,35,4
