Year,Distance-capacity public transit service area,Geography,Location,Gender,Demographic and socio-economic,GeoCode,Value
2023,500 metres from all public transit stops,"Fredericton, New Brunswick","Total, location",Men+,15 to 64 years,320,48.8
2023,500 metres from all public transit stops,"Fredericton, New Brunswick","Total, location",Men+,15 to 19 years,320,46.3
2023,500 metres from all public transit stops,"Fredericton, New Brunswick","Total, location",Men+,20 to 24 years,320,64.9
2023,500 metres from all public transit stops,"Fredericton, New Brunswick","Total, location",Men+,65 years and over,320,46.8
2023,500 metres from all public transit stops,"Fredericton, New Brunswick","Total, location",Women+,Total - Age groups of the population - 100% data,320,49.4
2023,500 metres from all public transit stops,"Fredericton, New Brunswick","Total, location",Women+,0 to 14 years,320,43.5
2023,500 metres from all public transit stops,"Fredericton, New Brunswick","Total, location",Women+,15 to 64 years,320,49.2
2023,500 metres from all public transit stops,"Fredericton, New Brunswick","Total, location",Women+,15 to 19 years,320,47.1
2023,500 metres from all public transit stops,"Fredericton, New Brunswick","Total, location",Women+,20 to 24 years,320,66.7
2023,500 metres from all public transit stops,"Fredericton, New Brunswick","Total, location",Women+,65 years and over,320,54.5
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Urban,"Total, gender",Total - Age groups of the population - 100% data,320,73.3
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Urban,"Total, gender",0 to 14 years,320,69.7
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Urban,"Total, gender",15 to 64 years,320,73.7
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Urban,"Total, gender",15 to 19 years,320,70.0
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Urban,"Total, gender",20 to 24 years,320,84.1
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Urban,"Total, gender",65 years and over,320,74.8
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Urban,Men+,Total - Age groups of the population - 100% data,320,72.9
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Urban,Men+,0 to 14 years,320,69.5
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Urban,Men+,15 to 64 years,320,73.8
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Urban,Men+,15 to 19 years,320,69.7
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Urban,Men+,20 to 24 years,320,83.5
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Urban,Men+,65 years and over,320,72.1
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Urban,Women+,Total - Age groups of the population - 100% data,320,73.6
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Urban,Women+,0 to 14 years,320,69.8
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Urban,Women+,15 to 64 years,320,73.5
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Urban,Women+,15 to 19 years,320,70.3
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Urban,Women+,20 to 24 years,320,84.7
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Urban,Women+,65 years and over,320,76.7
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Rural,"Total, gender",Total - Age groups of the population - 100% data,320,5.3
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Rural,"Total, gender",0 to 14 years,320,4.8
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Rural,"Total, gender",15 to 64 years,320,5.0
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Rural,"Total, gender",15 to 19 years,320,5.1
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Rural,"Total, gender",20 to 24 years,320,5.5
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Rural,"Total, gender",65 years and over,320,6.6
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Rural,Men+,Total - Age groups of the population - 100% data,320,5.0
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Rural,Men+,0 to 14 years,320,4.8
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Rural,Men+,15 to 64 years,320,4.8
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Rural,Men+,15 to 19 years,320,5.4
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Rural,Men+,20 to 24 years,320,5.8
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Rural,Men+,65 years and over,320,6.2
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Rural,Women+,Total - Age groups of the population - 100% data,320,5.6
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Rural,Women+,0 to 14 years,320,4.9
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Rural,Women+,15 to 64 years,320,5.3
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Rural,Women+,15 to 19 years,320,4.7
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Rural,Women+,20 to 24 years,320,5.8
2023,500 metres from all public transit stops,"Fredericton, New Brunswick",Rural,Women+,65 years and over,320,7.2
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick","Total, location","Total, gender",Total - Age groups of the population - 100% data,320,48.5
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick","Total, location","Total, gender",0 to 14 years,320,43.3
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick","Total, location","Total, gender",15 to 64 years,320,49.0
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick","Total, location","Total, gender",15 to 19 years,320,46.6
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick","Total, location","Total, gender",20 to 24 years,320,65.9
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick","Total, location","Total, gender",65 years and over,320,51.0
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick","Total, location",Men+,Total - Age groups of the population - 100% data,320,47.5
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick","Total, location",Men+,0 to 14 years,320,43.2
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick","Total, location",Men+,15 to 64 years,320,48.8
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick","Total, location",Men+,15 to 19 years,320,46.3
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick","Total, location",Men+,20 to 24 years,320,64.9
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick","Total, location",Men+,65 years and over,320,46.8
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick","Total, location",Women+,Total - Age groups of the population - 100% data,320,49.4
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick","Total, location",Women+,0 to 14 years,320,43.5
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick","Total, location",Women+,15 to 64 years,320,49.2
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick","Total, location",Women+,15 to 19 years,320,47.1
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick","Total, location",Women+,20 to 24 years,320,66.7
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick","Total, location",Women+,65 years and over,320,54.5
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Urban,"Total, gender",Total - Age groups of the population - 100% data,320,73.3
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Urban,"Total, gender",0 to 14 years,320,69.7
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Urban,"Total, gender",15 to 64 years,320,73.7
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Urban,"Total, gender",15 to 19 years,320,70.0
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Urban,"Total, gender",20 to 24 years,320,84.2
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Urban,"Total, gender",65 years and over,320,74.7
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Urban,Men+,Total - Age groups of the population - 100% data,320,72.9
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Urban,Men+,0 to 14 years,320,69.6
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Urban,Men+,15 to 64 years,320,73.8
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Urban,Men+,15 to 19 years,320,69.7
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Urban,Men+,20 to 24 years,320,83.7
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Urban,Men+,65 years and over,320,72.2
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Urban,Women+,Total - Age groups of the population - 100% data,320,73.7
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Urban,Women+,0 to 14 years,320,69.8
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Urban,Women+,15 to 64 years,320,73.5
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Urban,Women+,15 to 19 years,320,70.6
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Urban,Women+,20 to 24 years,320,84.5
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Urban,Women+,65 years and over,320,76.7
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Rural,"Total, gender",Total - Age groups of the population - 100% data,320,5.3
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Rural,"Total, gender",0 to 14 years,320,4.8
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Rural,"Total, gender",15 to 64 years,320,5.0
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Rural,"Total, gender",15 to 19 years,320,5.3
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Rural,"Total, gender",20 to 24 years,320,5.5
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Rural,"Total, gender",65 years and over,320,6.7
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Rural,Men+,Total - Age groups of the population - 100% data,320,5.0
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Rural,Men+,0 to 14 years,320,4.8
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Rural,Men+,15 to 64 years,320,4.8
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Rural,Men+,15 to 19 years,320,5.4
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Rural,Men+,20 to 24 years,320,5.8
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Rural,Men+,65 years and over,320,6.2
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Rural,Women+,Total - Age groups of the population - 100% data,320,5.6
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Rural,Women+,0 to 14 years,320,4.9
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Rural,Women+,15 to 64 years,320,5.3
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Rural,Women+,15 to 19 years,320,5.2
2023,500 metres from low-capacity public transit stops only,"Fredericton, New Brunswick",Rural,Women+,20 to 24 years,320,5.8
