Year,Causes de décès,Âge au décès,Sexe,Value
2017,Maladies cérébrovasculaires,45 à 54 ans,Femmes,5.5
2017,Athérosclérose,45 à 54 ans,Femmes,0.1
2017,Anévrisme aortique et dissection,45 à 54 ans,Femmes,0.4
2017,Maladies chroniques des voies respiratoires inférieures,45 à 54 ans,Femmes,3.4
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,45 à 54 ans,Femmes,0.0
2017,Pneumopathie due à des substances solides et liquides,45 à 54 ans,Femmes,0.5
2017,Tumeurs malignes,45 à 49 ans,Les deux sexes,58.2
2017,Diabète sucré,45 à 49 ans,Les deux sexes,4.9
2017,Maladies du coeur,45 à 49 ans,Les deux sexes,23.3
2017,Hypertension essentielle et néphropathie hypertensive,45 à 49 ans,Les deux sexes,0.2
2017,Maladies cérébrovasculaires,45 à 49 ans,Les deux sexes,4.7
2017,Athérosclérose,45 à 49 ans,Les deux sexes,0.1
2017,Anévrisme aortique et dissection,45 à 49 ans,Les deux sexes,1.0
2017,Maladies chroniques des voies respiratoires inférieures,45 à 49 ans,Les deux sexes,1.7
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,45 à 49 ans,Les deux sexes,0.0
2017,Pneumopathie due à des substances solides et liquides,45 à 49 ans,Les deux sexes,0.4
2017,Tumeurs malignes,45 à 49 ans,Hommes,53.6
2017,Diabète sucré,45 à 49 ans,Hommes,6.6
2017,Maladies du coeur,45 à 49 ans,Hommes,33.7
2017,Hypertension essentielle et néphropathie hypertensive,45 à 49 ans,Hommes,0.3
2017,Maladies cérébrovasculaires,45 à 49 ans,Hommes,5.5
2017,Athérosclérose,45 à 49 ans,Hommes,0.2
2017,Anévrisme aortique et dissection,45 à 49 ans,Hommes,1.7
2017,Maladies chroniques des voies respiratoires inférieures,45 à 49 ans,Hommes,1.9
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,45 à 49 ans,Hommes,0.0
2017,Pneumopathie due à des substances solides et liquides,45 à 49 ans,Hommes,0.6
2017,Tumeurs malignes,45 à 49 ans,Femmes,62.8
2017,Diabète sucré,45 à 49 ans,Femmes,3.3
2017,Maladies du coeur,45 à 49 ans,Femmes,13.2
2017,Hypertension essentielle et néphropathie hypertensive,45 à 49 ans,Femmes,0.2
2017,Maladies cérébrovasculaires,45 à 49 ans,Femmes,3.9
2017,Athérosclérose,45 à 49 ans,Femmes,0.0
2017,Anévrisme aortique et dissection,45 à 49 ans,Femmes,0.3
2017,Maladies chroniques des voies respiratoires inférieures,45 à 49 ans,Femmes,1.6
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,45 à 49 ans,Femmes,0.0
2017,Pneumopathie due à des substances solides et liquides,45 à 49 ans,Femmes,0.2
2017,Tumeurs malignes,50 à 54 ans,Les deux sexes,108.2
2017,Diabète sucré,50 à 54 ans,Les deux sexes,7.7
2017,Maladies du coeur,50 à 54 ans,Les deux sexes,46.1
2017,Hypertension essentielle et néphropathie hypertensive,50 à 54 ans,Les deux sexes,0.7
2017,Maladies cérébrovasculaires,50 à 54 ans,Les deux sexes,7.9
2017,Athérosclérose,50 à 54 ans,Les deux sexes,0.4
2017,Anévrisme aortique et dissection,50 à 54 ans,Les deux sexes,1.3
2017,Maladies chroniques des voies respiratoires inférieures,50 à 54 ans,Les deux sexes,5.6
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,50 à 54 ans,Les deux sexes,0.0
2017,Pneumopathie due à des substances solides et liquides,50 à 54 ans,Les deux sexes,0.6
2017,Tumeurs malignes,50 à 54 ans,Hommes,104.4
2017,Diabète sucré,50 à 54 ans,Hommes,10.0
2017,Maladies du coeur,50 à 54 ans,Hommes,73.2
2017,Hypertension essentielle et néphropathie hypertensive,50 à 54 ans,Hommes,1.1
2017,Maladies cérébrovasculaires,50 à 54 ans,Hommes,8.9
2017,Athérosclérose,50 à 54 ans,Hommes,0.7
2017,Anévrisme aortique et dissection,50 à 54 ans,Hommes,2.1
2017,Maladies chroniques des voies respiratoires inférieures,50 à 54 ans,Hommes,6.2
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,50 à 54 ans,Hommes,0.0
2017,Pneumopathie due à des substances solides et liquides,50 à 54 ans,Hommes,0.4
2017,Tumeurs malignes,50 à 54 ans,Femmes,112.0
2017,Diabète sucré,50 à 54 ans,Femmes,5.5
2017,Maladies du coeur,50 à 54 ans,Femmes,19.1
2017,Hypertension essentielle et néphropathie hypertensive,50 à 54 ans,Femmes,0.3
2017,Maladies cérébrovasculaires,50 à 54 ans,Femmes,7.0
2017,Athérosclérose,50 à 54 ans,Femmes,0.1
2017,Anévrisme aortique et dissection,50 à 54 ans,Femmes,0.5
2017,Maladies chroniques des voies respiratoires inférieures,50 à 54 ans,Femmes,5.1
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,50 à 54 ans,Femmes,0.0
2017,Pneumopathie due à des substances solides et liquides,50 à 54 ans,Femmes,0.8
2017,Tumeurs malignes,55 à 64 ans,Les deux sexes,260.1
2017,Diabète sucré,55 à 64 ans,Les deux sexes,16.4
2017,Maladies du coeur,55 à 64 ans,Les deux sexes,100.1
2017,Hypertension essentielle et néphropathie hypertensive,55 à 64 ans,Les deux sexes,1.4
2017,Maladies cérébrovasculaires,55 à 64 ans,Les deux sexes,15.9
2017,Athérosclérose,55 à 64 ans,Les deux sexes,0.7
2017,Anévrisme aortique et dissection,55 à 64 ans,Les deux sexes,2.9
2017,Maladies chroniques des voies respiratoires inférieures,55 à 64 ans,Les deux sexes,19.8
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,55 à 64 ans,Les deux sexes,0.3
2017,Pneumopathie due à des substances solides et liquides,55 à 64 ans,Les deux sexes,1.2
2017,Tumeurs malignes,55 à 64 ans,Hommes,277.1
2017,Diabète sucré,55 à 64 ans,Hommes,22.4
2017,Maladies du coeur,55 à 64 ans,Hommes,150.4
2017,Hypertension essentielle et néphropathie hypertensive,55 à 64 ans,Hommes,2.1
2017,Maladies cérébrovasculaires,55 à 64 ans,Hommes,17.9
2017,Athérosclérose,55 à 64 ans,Hommes,0.9
2017,Anévrisme aortique et dissection,55 à 64 ans,Hommes,4.3
2017,Maladies chroniques des voies respiratoires inférieures,55 à 64 ans,Hommes,20.9
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,55 à 64 ans,Hommes,0.4
2017,Pneumopathie due à des substances solides et liquides,55 à 64 ans,Hommes,1.5
2017,Tumeurs malignes,55 à 64 ans,Femmes,243.5
2017,Diabète sucré,55 à 64 ans,Femmes,10.5
2017,Maladies du coeur,55 à 64 ans,Femmes,51.0
2017,Hypertension essentielle et néphropathie hypertensive,55 à 64 ans,Femmes,0.8
2017,Maladies cérébrovasculaires,55 à 64 ans,Femmes,14.0
2017,Athérosclérose,55 à 64 ans,Femmes,0.5
2017,Anévrisme aortique et dissection,55 à 64 ans,Femmes,1.5
2017,Maladies chroniques des voies respiratoires inférieures,55 à 64 ans,Femmes,18.7
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,55 à 64 ans,Femmes,0.1
2017,Pneumopathie due à des substances solides et liquides,55 à 64 ans,Femmes,0.9
2017,Tumeurs malignes,55 à 59 ans,Les deux sexes,198.9
2017,Diabète sucré,55 à 59 ans,Les deux sexes,12.7
2017,Maladies du coeur,55 à 59 ans,Les deux sexes,77.8
2017,Hypertension essentielle et néphropathie hypertensive,55 à 59 ans,Les deux sexes,1.1
2017,Maladies cérébrovasculaires,55 à 59 ans,Les deux sexes,11.9
2017,Athérosclérose,55 à 59 ans,Les deux sexes,0.5
2017,Anévrisme aortique et dissection,55 à 59 ans,Les deux sexes,2.1
2017,Maladies chroniques des voies respiratoires inférieures,55 à 59 ans,Les deux sexes,12.9
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,55 à 59 ans,Les deux sexes,0.0
2017,Pneumopathie due à des substances solides et liquides,55 à 59 ans,Les deux sexes,0.8
2017,Tumeurs malignes,55 à 59 ans,Hommes,201.2
2017,Diabète sucré,55 à 59 ans,Hommes,17.2
2017,Maladies du coeur,55 à 59 ans,Hommes,118.0
2017,Hypertension essentielle et néphropathie hypertensive,55 à 59 ans,Hommes,1.6
2017,Maladies cérébrovasculaires,55 à 59 ans,Hommes,13.8
2017,Athérosclérose,55 à 59 ans,Hommes,0.7
2017,Anévrisme aortique et dissection,55 à 59 ans,Hommes,3.1
2017,Maladies chroniques des voies respiratoires inférieures,55 à 59 ans,Hommes,13.9
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,55 à 59 ans,Hommes,0.0
2017,Pneumopathie due à des substances solides et liquides,55 à 59 ans,Hommes,1.0
2017,Tumeurs malignes,55 à 59 ans,Femmes,196.8
2017,Diabète sucré,55 à 59 ans,Femmes,8.2
2017,Maladies du coeur,55 à 59 ans,Femmes,38.1
2017,Hypertension essentielle et néphropathie hypertensive,55 à 59 ans,Femmes,0.5
2017,Maladies cérébrovasculaires,55 à 59 ans,Femmes,10.0
2017,Athérosclérose,55 à 59 ans,Femmes,0.3
2017,Anévrisme aortique et dissection,55 à 59 ans,Femmes,1.0
2017,Maladies chroniques des voies respiratoires inférieures,55 à 59 ans,Femmes,12.0
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,55 à 59 ans,Femmes,0.0
2017,Pneumopathie due à des substances solides et liquides,55 à 59 ans,Femmes,0.6
2017,Tumeurs malignes,60 à 64 ans,Les deux sexes,329.1
2017,Diabète sucré,60 à 64 ans,Les deux sexes,20.5
2017,Maladies du coeur,60 à 64 ans,Les deux sexes,125.4
2017,Hypertension essentielle et néphropathie hypertensive,60 à 64 ans,Les deux sexes,1.8
2017,Maladies cérébrovasculaires,60 à 64 ans,Les deux sexes,20.4
2017,Athérosclérose,60 à 64 ans,Les deux sexes,0.9
2017,Anévrisme aortique et dissection,60 à 64 ans,Les deux sexes,3.9
2017,Maladies chroniques des voies respiratoires inférieures,60 à 64 ans,Les deux sexes,27.5
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,60 à 64 ans,Les deux sexes,0.3
2017,Pneumopathie due à des substances solides et liquides,60 à 64 ans,Les deux sexes,1.5
2017,Tumeurs malignes,60 à 64 ans,Hommes,363.9
2017,Diabète sucré,60 à 64 ans,Hommes,28.3
2017,Maladies du coeur,60 à 64 ans,Hommes,187.4
2017,Hypertension essentielle et néphropathie hypertensive,60 à 64 ans,Hommes,2.6
2017,Maladies cérébrovasculaires,60 à 64 ans,Hommes,22.5
2017,Athérosclérose,60 à 64 ans,Hommes,1.0
2017,Anévrisme aortique et dissection,60 à 64 ans,Hommes,5.7
2017,Maladies chroniques des voies respiratoires inférieures,60 à 64 ans,Hommes,29.0
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,60 à 64 ans,Hommes,0.4
2017,Pneumopathie due à des substances solides et liquides,60 à 64 ans,Hommes,2.0
2017,Tumeurs malignes,60 à 64 ans,Femmes,295.6
2017,Diabète sucré,60 à 64 ans,Femmes,13.0
2017,Maladies du coeur,60 à 64 ans,Femmes,65.4
2017,Hypertension essentielle et néphropathie hypertensive,60 à 64 ans,Femmes,1.1
2017,Maladies cérébrovasculaires,60 à 64 ans,Femmes,18.4
2017,Athérosclérose,60 à 64 ans,Femmes,0.7
2017,Anévrisme aortique et dissection,60 à 64 ans,Femmes,2.1
2017,Maladies chroniques des voies respiratoires inférieures,60 à 64 ans,Femmes,26.1
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,60 à 64 ans,Femmes,0.1
2017,Pneumopathie due à des substances solides et liquides,60 à 64 ans,Femmes,1.2
2017,Tumeurs malignes,65 à 74 ans,Les deux sexes,612.2
2017,Diabète sucré,65 à 74 ans,Les deux sexes,43.4
2017,Maladies du coeur,65 à 74 ans,Les deux sexes,247.3
2017,Hypertension essentielle et néphropathie hypertensive,65 à 74 ans,Les deux sexes,4.5
2017,Maladies cérébrovasculaires,65 à 74 ans,Les deux sexes,50.5
2017,Athérosclérose,65 à 74 ans,Les deux sexes,2.0
2017,Anévrisme aortique et dissection,65 à 74 ans,Les deux sexes,8.2
2017,Maladies chroniques des voies respiratoires inférieures,65 à 74 ans,Les deux sexes,80.5
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,65 à 74 ans,Les deux sexes,0.6
2017,Pneumopathie due à des substances solides et liquides,65 à 74 ans,Les deux sexes,4.1
2017,Tumeurs malignes,65 à 74 ans,Hommes,700.2
2017,Diabète sucré,65 à 74 ans,Hommes,56.9
2017,Maladies du coeur,65 à 74 ans,Hommes,349.8
2017,Hypertension essentielle et néphropathie hypertensive,65 à 74 ans,Hommes,5.1
2017,Maladies cérébrovasculaires,65 à 74 ans,Hommes,60.2
2017,Athérosclérose,65 à 74 ans,Hommes,2.5
2017,Anévrisme aortique et dissection,65 à 74 ans,Hommes,12.0
2017,Maladies chroniques des voies respiratoires inférieures,65 à 74 ans,Hommes,87.6
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,65 à 74 ans,Hommes,1.3
2017,Pneumopathie due à des substances solides et liquides,65 à 74 ans,Hommes,5.0
2017,Tumeurs malignes,65 à 74 ans,Femmes,529.8
2017,Diabète sucré,65 à 74 ans,Femmes,30.7
2017,Maladies du coeur,65 à 74 ans,Femmes,151.3
2017,Hypertension essentielle et néphropathie hypertensive,65 à 74 ans,Femmes,3.8
2017,Maladies cérébrovasculaires,65 à 74 ans,Femmes,41.5
2017,Athérosclérose,65 à 74 ans,Femmes,1.6
2017,Anévrisme aortique et dissection,65 à 74 ans,Femmes,4.7
2017,Maladies chroniques des voies respiratoires inférieures,65 à 74 ans,Femmes,73.8
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,65 à 74 ans,Femmes,0.0
2017,Pneumopathie due à des substances solides et liquides,65 à 74 ans,Femmes,3.2
2017,Tumeurs malignes,65 à 69 ans,Les deux sexes,502.5
2017,Diabète sucré,65 à 69 ans,Les deux sexes,34.9
2017,Maladies du coeur,65 à 69 ans,Les deux sexes,194.8
2017,Hypertension essentielle et néphropathie hypertensive,65 à 69 ans,Les deux sexes,3.2
2017,Maladies cérébrovasculaires,65 à 69 ans,Les deux sexes,34.4
2017,Athérosclérose,65 à 69 ans,Les deux sexes,1.3
2017,Anévrisme aortique et dissection,65 à 69 ans,Les deux sexes,6.4
2017,Maladies chroniques des voies respiratoires inférieures,65 à 69 ans,Les deux sexes,55.9
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,65 à 69 ans,Les deux sexes,0.3
2017,Pneumopathie due à des substances solides et liquides,65 à 69 ans,Les deux sexes,2.7
2017,Tumeurs malignes,65 à 69 ans,Hommes,568.7
2017,Diabète sucré,65 à 69 ans,Hommes,45.8
2017,Maladies du coeur,65 à 69 ans,Hommes,285.3
2017,Hypertension essentielle et néphropathie hypertensive,65 à 69 ans,Hommes,4.2
2017,Maladies cérébrovasculaires,65 à 69 ans,Hommes,43.1
2017,Athérosclérose,65 à 69 ans,Hommes,1.8
2017,Anévrisme aortique et dissection,65 à 69 ans,Hommes,9.5
2017,Maladies chroniques des voies respiratoires inférieures,65 à 69 ans,Hommes,59.6
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,65 à 69 ans,Hommes,0.6
2017,Pneumopathie due à des substances solides et liquides,65 à 69 ans,Hommes,3.0
2017,Tumeurs malignes,65 à 69 ans,Femmes,440.0
2017,Diabète sucré,65 à 69 ans,Femmes,24.6
2017,Maladies du coeur,65 à 69 ans,Femmes,109.2
2017,Hypertension essentielle et néphropathie hypertensive,65 à 69 ans,Femmes,2.2
2017,Maladies cérébrovasculaires,65 à 69 ans,Femmes,26.1
2017,Athérosclérose,65 à 69 ans,Femmes,0.9
2017,Anévrisme aortique et dissection,65 à 69 ans,Femmes,3.5
2017,Maladies chroniques des voies respiratoires inférieures,65 à 69 ans,Femmes,52.4
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,65 à 69 ans,Femmes,0.0
2017,Pneumopathie due à des substances solides et liquides,65 à 69 ans,Femmes,2.4
2017,Tumeurs malignes,70 à 74 ans,Les deux sexes,755.0
2017,Diabète sucré,70 à 74 ans,Les deux sexes,54.4
2017,Maladies du coeur,70 à 74 ans,Les deux sexes,315.6
2017,Hypertension essentielle et néphropathie hypertensive,70 à 74 ans,Les deux sexes,6.1
2017,Maladies cérébrovasculaires,70 à 74 ans,Les deux sexes,71.5
2017,Athérosclérose,70 à 74 ans,Les deux sexes,3.0
2017,Anévrisme aortique et dissection,70 à 74 ans,Les deux sexes,10.5
2017,Maladies chroniques des voies respiratoires inférieures,70 à 74 ans,Les deux sexes,112.4
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,70 à 74 ans,Les deux sexes,1.0
2017,Pneumopathie due à des substances solides et liquides,70 à 74 ans,Les deux sexes,5.9
2017,Tumeurs malignes,70 à 74 ans,Hommes,873.5
2017,Diabète sucré,70 à 74 ans,Hommes,71.5
2017,Maladies du coeur,70 à 74 ans,Hommes,434.7
2017,Hypertension essentielle et néphropathie hypertensive,70 à 74 ans,Hommes,6.2
2017,Maladies cérébrovasculaires,70 à 74 ans,Hommes,82.6
2017,Athérosclérose,70 à 74 ans,Hommes,3.5
2017,Anévrisme aortique et dissection,70 à 74 ans,Hommes,15.2
2017,Maladies chroniques des voies respiratoires inférieures,70 à 74 ans,Hommes,124.3
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,70 à 74 ans,Hommes,2.2
2017,Pneumopathie due à des substances solides et liquides,70 à 74 ans,Hommes,7.7
2017,Tumeurs malignes,70 à 74 ans,Femmes,645.4
2017,Diabète sucré,70 à 74 ans,Femmes,38.6
2017,Maladies du coeur,70 à 74 ans,Femmes,205.4
2017,Hypertension essentielle et néphropathie hypertensive,70 à 74 ans,Femmes,5.9
2017,Maladies cérébrovasculaires,70 à 74 ans,Femmes,61.3
2017,Athérosclérose,70 à 74 ans,Femmes,2.5
2017,Anévrisme aortique et dissection,70 à 74 ans,Femmes,6.2
2017,Maladies chroniques des voies respiratoires inférieures,70 à 74 ans,Femmes,101.4
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,70 à 74 ans,Femmes,0.0
2017,Pneumopathie due à des substances solides et liquides,70 à 74 ans,Femmes,4.3
2017,Tumeurs malignes,75 à 84 ans,Les deux sexes,1249.9
2017,Diabète sucré,75 à 84 ans,Les deux sexes,107.5
2017,Maladies du coeur,75 à 84 ans,Les deux sexes,725.1
2017,Hypertension essentielle et néphropathie hypertensive,75 à 84 ans,Les deux sexes,19.1
2017,Maladies cérébrovasculaires,75 à 84 ans,Les deux sexes,212.3
2017,Athérosclérose,75 à 84 ans,Les deux sexes,7.0
2017,Anévrisme aortique et dissection,75 à 84 ans,Les deux sexes,26.3
2017,Maladies chroniques des voies respiratoires inférieures,75 à 84 ans,Les deux sexes,229.0
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,75 à 84 ans,Les deux sexes,2.1
2017,Pneumopathie due à des substances solides et liquides,75 à 84 ans,Les deux sexes,21.0
2017,Tumeurs malignes,75 à 84 ans,Hommes,1530.4
2017,Diabète sucré,75 à 84 ans,Hommes,140.3
2017,Maladies du coeur,75 à 84 ans,Hommes,935.4
2017,Hypertension essentielle et néphropathie hypertensive,75 à 84 ans,Hommes,18.7
2017,Maladies cérébrovasculaires,75 à 84 ans,Hommes,235.9
2017,Athérosclérose,75 à 84 ans,Hommes,8.6
2017,Anévrisme aortique et dissection,75 à 84 ans,Hommes,33.1
2017,Maladies chroniques des voies respiratoires inférieures,75 à 84 ans,Hommes,251.9
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,75 à 84 ans,Hommes,4.5
2017,Pneumopathie due à des substances solides et liquides,75 à 84 ans,Hommes,27.1
2017,Tumeurs malignes,75 à 84 ans,Femmes,1018.5
2017,Diabète sucré,75 à 84 ans,Femmes,80.4
2017,Maladies du coeur,75 à 84 ans,Femmes,551.7
2017,Hypertension essentielle et néphropathie hypertensive,75 à 84 ans,Femmes,19.5
2017,Maladies cérébrovasculaires,75 à 84 ans,Femmes,192.8
2017,Athérosclérose,75 à 84 ans,Femmes,5.7
2017,Anévrisme aortique et dissection,75 à 84 ans,Femmes,20.8
2017,Maladies chroniques des voies respiratoires inférieures,75 à 84 ans,Femmes,210.1
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,75 à 84 ans,Femmes,0.2
2017,Pneumopathie due à des substances solides et liquides,75 à 84 ans,Femmes,16.0
2017,Tumeurs malignes,75 à 79 ans,Les deux sexes,1084.0
2017,Diabète sucré,75 à 79 ans,Les deux sexes,84.8
2017,Maladies du coeur,75 à 79 ans,Les deux sexes,528.2
2017,Hypertension essentielle et néphropathie hypertensive,75 à 79 ans,Les deux sexes,12.5
2017,Maladies cérébrovasculaires,75 à 79 ans,Les deux sexes,142.5
2017,Athérosclérose,75 à 79 ans,Les deux sexes,5.4
2017,Anévrisme aortique et dissection,75 à 79 ans,Les deux sexes,18.2
2017,Maladies chroniques des voies respiratoires inférieures,75 à 79 ans,Les deux sexes,181.2
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,75 à 79 ans,Les deux sexes,1.7
2017,Pneumopathie due à des substances solides et liquides,75 à 79 ans,Les deux sexes,13.7
2017,Tumeurs malignes,75 à 79 ans,Hommes,1292.8
2017,Diabète sucré,75 à 79 ans,Hommes,111.9
2017,Maladies du coeur,75 à 79 ans,Hommes,702.6
2017,Hypertension essentielle et néphropathie hypertensive,75 à 79 ans,Hommes,12.5
2017,Maladies cérébrovasculaires,75 à 79 ans,Hommes,164.8
2017,Athérosclérose,75 à 79 ans,Hommes,6.7
2017,Anévrisme aortique et dissection,75 à 79 ans,Hommes,22.3
2017,Maladies chroniques des voies respiratoires inférieures,75 à 79 ans,Hommes,203.1
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,75 à 79 ans,Hommes,3.5
2017,Pneumopathie due à des substances solides et liquides,75 à 79 ans,Hommes,17.8
2017,Tumeurs malignes,75 à 79 ans,Femmes,904.3
2017,Diabète sucré,75 à 79 ans,Femmes,61.4
2017,Maladies du coeur,75 à 79 ans,Femmes,378.0
2017,Hypertension essentielle et néphropathie hypertensive,75 à 79 ans,Femmes,12.5
2017,Maladies cérébrovasculaires,75 à 79 ans,Femmes,123.2
2017,Athérosclérose,75 à 79 ans,Femmes,4.2
2017,Anévrisme aortique et dissection,75 à 79 ans,Femmes,14.6
2017,Maladies chroniques des voies respiratoires inférieures,75 à 79 ans,Femmes,162.3
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,75 à 79 ans,Femmes,0.2
2017,Pneumopathie due à des substances solides et liquides,75 à 79 ans,Femmes,10.2
2017,Tumeurs malignes,80 à 84 ans,Les deux sexes,1483.6
2017,Diabète sucré,80 à 84 ans,Les deux sexes,139.5
2017,Maladies du coeur,80 à 84 ans,Les deux sexes,1002.7
2017,Hypertension essentielle et néphropathie hypertensive,80 à 84 ans,Les deux sexes,28.5
2017,Maladies cérébrovasculaires,80 à 84 ans,Les deux sexes,310.7
2017,Athérosclérose,80 à 84 ans,Les deux sexes,9.2
2017,Anévrisme aortique et dissection,80 à 84 ans,Les deux sexes,37.9
2017,Maladies chroniques des voies respiratoires inférieures,80 à 84 ans,Les deux sexes,296.4
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,80 à 84 ans,Les deux sexes,2.7
2017,Pneumopathie due à des substances solides et liquides,80 à 84 ans,Les deux sexes,31.2
2017,Tumeurs malignes,80 à 84 ans,Hommes,1884.7
2017,Diabète sucré,80 à 84 ans,Hommes,182.7
2017,Maladies du coeur,80 à 84 ans,Hommes,1282.6
2017,Hypertension essentielle et néphropathie hypertensive,80 à 84 ans,Hommes,28.1
2017,Maladies cérébrovasculaires,80 à 84 ans,Hommes,341.9
2017,Athérosclérose,80 à 84 ans,Hommes,11.3
2017,Anévrisme aortique et dissection,80 à 84 ans,Hommes,49.1
2017,Maladies chroniques des voies respiratoires inférieures,80 à 84 ans,Hommes,324.8
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,80 à 84 ans,Hommes,6.1
2017,Pneumopathie due à des substances solides et liquides,80 à 84 ans,Hommes,40.9
2017,Tumeurs malignes,80 à 84 ans,Femmes,1172.1
2017,Diabète sucré,80 à 84 ans,Femmes,105.9
2017,Maladies du coeur,80 à 84 ans,Femmes,785.3
2017,Hypertension essentielle et néphropathie hypertensive,80 à 84 ans,Femmes,28.9
2017,Maladies cérébrovasculaires,80 à 84 ans,Femmes,286.4
2017,Athérosclérose,80 à 84 ans,Femmes,7.6
2017,Anévrisme aortique et dissection,80 à 84 ans,Femmes,29.1
2017,Maladies chroniques des voies respiratoires inférieures,80 à 84 ans,Femmes,274.3
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,80 à 84 ans,Femmes,0.0
2017,Pneumopathie due à des substances solides et liquides,80 à 84 ans,Femmes,23.7
2017,Tumeurs malignes,85 ans et plus,Les deux sexes,2101.5
2017,Diabète sucré,85 ans et plus,Les deux sexes,271.8
2017,Maladies du coeur,85 ans et plus,Les deux sexes,3037.1
2017,Hypertension essentielle et néphropathie hypertensive,85 ans et plus,Les deux sexes,105.4
2017,Maladies cérébrovasculaires,85 ans et plus,Les deux sexes,888.3
2017,Athérosclérose,85 ans et plus,Les deux sexes,46.2
2017,Anévrisme aortique et dissection,85 ans et plus,Les deux sexes,64.7
2017,Maladies chroniques des voies respiratoires inférieures,85 ans et plus,Les deux sexes,591.9
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,85 ans et plus,Les deux sexes,4.5
2017,Pneumopathie due à des substances solides et liquides,85 ans et plus,Les deux sexes,114.5
2017,Tumeurs malignes,85 ans et plus,Hommes,2870.5
2017,Diabète sucré,85 ans et plus,Hommes,335.5
2017,Maladies du coeur,85 ans et plus,Hommes,3446.9
2017,Hypertension essentielle et néphropathie hypertensive,85 ans et plus,Hommes,92.4
2017,Maladies cérébrovasculaires,85 ans et plus,Hommes,844.1
2017,Athérosclérose,85 ans et plus,Hommes,45.3
2017,Anévrisme aortique et dissection,85 ans et plus,Hommes,101.4
2017,Maladies chroniques des voies respiratoires inférieures,85 ans et plus,Hommes,758.0
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,85 ans et plus,Hommes,12.8
2017,Pneumopathie due à des substances solides et liquides,85 ans et plus,Hommes,172.4
2017,Tumeurs malignes,85 ans et plus,Femmes,1681.1
2017,Diabète sucré,85 ans et plus,Femmes,237.0
2017,Maladies du coeur,85 ans et plus,Femmes,2813.1
2017,Hypertension essentielle et néphropathie hypertensive,85 ans et plus,Femmes,112.6
2017,Maladies cérébrovasculaires,85 ans et plus,Femmes,912.6
2017,Athérosclérose,85 ans et plus,Femmes,46.6
2017,Anévrisme aortique et dissection,85 ans et plus,Femmes,44.7
2017,Maladies chroniques des voies respiratoires inférieures,85 ans et plus,Femmes,501.1
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,85 ans et plus,Femmes,0.0
2017,Pneumopathie due à des substances solides et liquides,85 ans et plus,Femmes,82.9
2017,Tumeurs malignes,85 à 89 ans,Les deux sexes,1937.5
2017,Diabète sucré,85 à 89 ans,Les deux sexes,227.3
2017,Maladies du coeur,85 à 89 ans,Les deux sexes,2009.0
2017,Hypertension essentielle et néphropathie hypertensive,85 à 89 ans,Les deux sexes,54.6
2017,Maladies cérébrovasculaires,85 à 89 ans,Les deux sexes,578.3
2017,Athérosclérose,85 à 89 ans,Les deux sexes,25.2
2017,Anévrisme aortique et dissection,85 à 89 ans,Les deux sexes,53.0
2017,Maladies chroniques des voies respiratoires inférieures,85 à 89 ans,Les deux sexes,470.5
2017,Pneumoconioses et affections respiratoires dues à des agents chimiques,85 à 89 ans,Les deux sexes,4.3
2017,Pneumopathie due à des substances solides et liquides,85 à 89 ans,Les deux sexes,73.1
