Year,Type de violence physique ou sexuelle subie durant l'enfance,Géographie,Genre,Groupe d'âge,Status d'immigrant,Minorité visible,Identité autochtone,Incapacité,Orientation sexuelle,GeoCode,Value
2018,Violence sexuelle,Colombie-Britannique,Genre féminin,,,,,Personne ayant une incapacité,,59,20.09
2018,Violence sexuelle,Colombie-Britannique,"Total, genre",,,,,Personne n'ayant aucune incapacité,,59,6.01
2018,Violence sexuelle,Colombie-Britannique,Genre masculin,,,,,Personne n'ayant aucune incapacité,,59,3.05
2018,Violence sexuelle,Colombie-Britannique,Genre féminin,,,,,Personne n'ayant aucune incapacité,,59,9.3
2018,Violence physique ou sexuelle,Yukon,"Total, genre",,,,,"Total, incapacité",,60,37.95
2018,Violence physique ou sexuelle,Yukon,Genre masculin,,,,,"Total, incapacité",,60,39.34
2018,Violence physique ou sexuelle,Yukon,Genre féminin,,,,,"Total, incapacité",,60,36.5
2018,Violence physique ou sexuelle,Yukon,"Total, genre",,,,,Personne ayant une incapacité,,60,49.63
2018,Violence physique ou sexuelle,Yukon,Genre masculin,,,,,Personne ayant une incapacité,,60,55.15
2018,Violence physique ou sexuelle,Yukon,Genre féminin,,,,,Personne ayant une incapacité,,60,45.04
2018,Violence physique ou sexuelle,Yukon,"Total, genre",,,,,Personne n'ayant aucune incapacité,,60,29.84
2018,Violence physique ou sexuelle,Yukon,Genre masculin,,,,,Personne n'ayant aucune incapacité,,60,30.27
2018,Violence physique ou sexuelle,Yukon,Genre féminin,,,,,Personne n'ayant aucune incapacité,,60,29.31
2018,Violence physique,Yukon,"Total, genre",,,,,"Total, incapacité",,60,32.88
2018,Violence physique,Yukon,Genre masculin,,,,,"Total, incapacité",,60,36.91
2018,Violence physique,Yukon,Genre féminin,,,,,"Total, incapacité",,60,28.67
2018,Violence physique,Yukon,"Total, genre",,,,,Personne ayant une incapacité,,60,43.09
2018,Violence physique,Yukon,Genre masculin,,,,,Personne ayant une incapacité,,60,51.35
2018,Violence physique,Yukon,Genre féminin,,,,,Personne ayant une incapacité,,60,36.22
2018,Violence physique,Yukon,"Total, genre",,,,,Personne n'ayant aucune incapacité,,60,25.79
2018,Violence physique,Yukon,Genre masculin,,,,,Personne n'ayant aucune incapacité,,60,28.63
2018,Violence physique,Yukon,Genre féminin,,,,,Personne n'ayant aucune incapacité,,60,22.31
2018,Violence sexuelle,Yukon,"Total, genre",,,,,"Total, incapacité",,60,13.82
2018,Violence sexuelle,Yukon,Genre masculin,,,,,"Total, incapacité",,60,7.73
2018,Violence sexuelle,Yukon,Genre féminin,,,,,"Total, incapacité",,60,20.16
2018,Violence sexuelle,Yukon,"Total, genre",,,,,Personne ayant une incapacité,,60,19.39
2018,Violence sexuelle,Yukon,Genre masculin,,,,,Personne ayant une incapacité,,60,12.59
2018,Violence sexuelle,Yukon,Genre féminin,,,,,Personne ayant une incapacité,,60,25.04
2018,Violence sexuelle,Yukon,"Total, genre",,,,,Personne n'ayant aucune incapacité,,60,9.95
2018,Violence sexuelle,Yukon,Genre masculin,,,,,Personne n'ayant aucune incapacité,,60,4.94
2018,Violence sexuelle,Yukon,Genre féminin,,,,,Personne n'ayant aucune incapacité,,60,16.06
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,"Total, genre",,,,,"Total, incapacité",,61,33.36
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,Genre masculin,,,,,"Total, incapacité",,61,31.72
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,Genre féminin,,,,,"Total, incapacité",,61,34.95
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,"Total, genre",,,,,Personne ayant une incapacité,,61,44.52
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,Genre masculin,,,,,Personne ayant une incapacité,,61,42.94
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,Genre féminin,,,,,Personne ayant une incapacité,,61,45.81
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,"Total, genre",,,,,Personne n'ayant aucune incapacité,,61,27.51
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,Genre masculin,,,,,Personne n'ayant aucune incapacité,,61,26.83
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,Genre féminin,,,,,Personne n'ayant aucune incapacité,,61,28.12
2018,Violence physique,Territoires du Nord-Ouest,"Total, genre",,,,,"Total, incapacité",,61,28.47
2018,Violence physique,Territoires du Nord-Ouest,Genre masculin,,,,,"Total, incapacité",,61,28.28
2018,Violence physique,Territoires du Nord-Ouest,Genre féminin,,,,,"Total, incapacité",,61,28.55
2018,Violence physique,Territoires du Nord-Ouest,"Total, genre",,,,,Personne ayant une incapacité,,61,39.27
2018,Violence physique,Territoires du Nord-Ouest,Genre masculin,,,,,Personne ayant une incapacité,,61,36.36
2018,Violence physique,Territoires du Nord-Ouest,Genre féminin,,,,,Personne ayant une incapacité,,61,41.63
2018,Violence physique,Territoires du Nord-Ouest,"Total, genre",,,,,Personne n'ayant aucune incapacité,,61,22.8
2018,Violence physique,Territoires du Nord-Ouest,Genre masculin,,,,,Personne n'ayant aucune incapacité,,61,24.75
2018,Violence physique,Territoires du Nord-Ouest,Genre féminin,,,,,Personne n'ayant aucune incapacité,,61,20.3
2018,Violence sexuelle,Territoires du Nord-Ouest,"Total, genre",,,,,"Total, incapacité",,61,12.57
2018,Violence sexuelle,Territoires du Nord-Ouest,Genre masculin,,,,,"Total, incapacité",,61,7.03
2018,Violence sexuelle,Territoires du Nord-Ouest,Genre féminin,,,,,"Total, incapacité",,61,18.16
2018,Violence sexuelle,Territoires du Nord-Ouest,"Total, genre",,,,,Personne ayant une incapacité,,61,19.3
2018,Violence sexuelle,Territoires du Nord-Ouest,Genre masculin,,,,,Personne ayant une incapacité,,61,13.02
2018,Violence sexuelle,Territoires du Nord-Ouest,Genre féminin,,,,,Personne ayant une incapacité,,61,24.41
2018,Violence sexuelle,Territoires du Nord-Ouest,"Total, genre",,,,,Personne n'ayant aucune incapacité,,61,9.04
2018,Violence sexuelle,Territoires du Nord-Ouest,Genre masculin,,,,,Personne n'ayant aucune incapacité,,61,4.42
2018,Violence sexuelle,Territoires du Nord-Ouest,Genre féminin,,,,,Personne n'ayant aucune incapacité,,61,14.22
2018,Violence physique ou sexuelle,Nunavut,"Total, genre",,,,,"Total, incapacité",,62,26.1
2018,Violence physique ou sexuelle,Nunavut,Genre masculin,,,,,"Total, incapacité",,62,20.12
2018,Violence physique ou sexuelle,Nunavut,Genre féminin,,,,,"Total, incapacité",,62,32.64
2018,Violence physique ou sexuelle,Nunavut,"Total, genre",,,,,Personne ayant une incapacité,,62,36.64
2018,Violence physique ou sexuelle,Nunavut,Genre masculin,,,,,Personne ayant une incapacité,,62,35.07
2018,Violence physique ou sexuelle,Nunavut,Genre féminin,,,,,Personne ayant une incapacité,,62,37.88
2018,Violence physique ou sexuelle,Nunavut,"Total, genre",,,,,Personne n'ayant aucune incapacité,,62,20.88
2018,Violence physique ou sexuelle,Nunavut,Genre masculin,,,,,Personne n'ayant aucune incapacité,,62,14.33
2018,Violence physique ou sexuelle,Nunavut,Genre féminin,,,,,Personne n'ayant aucune incapacité,,62,29.31
2018,Violence physique,Nunavut,"Total, genre",,,,,"Total, incapacité",,62,19.2
2018,Violence physique,Nunavut,Genre masculin,,,,,"Total, incapacité",,62,18.87
2018,Violence physique,Nunavut,Genre féminin,,,,,"Total, incapacité",,62,19.56
2018,Violence physique,Nunavut,"Total, genre",,,,,Personne ayant une incapacité,,62,26.77
2018,Violence physique,Nunavut,Genre masculin,,,,,Personne ayant une incapacité,,62,33.19
2018,Violence physique,Nunavut,Genre féminin,,,,,Personne ayant une incapacité,,62,21.72
2018,Violence physique,Nunavut,"Total, genre",,,,,Personne n'ayant aucune incapacité,,62,15.45
2018,Violence physique,Nunavut,Genre masculin,,,,,Personne n'ayant aucune incapacité,,62,13.32
2018,Violence physique,Nunavut,Genre féminin,,,,,Personne n'ayant aucune incapacité,,62,18.2
2018,Violence sexuelle,Nunavut,"Total, genre",,,,,"Total, incapacité",,62,12.38
2018,Violence sexuelle,Nunavut,Genre masculin,,,,,"Total, incapacité",,62,5.13
2018,Violence sexuelle,Nunavut,Genre féminin,,,,,"Total, incapacité",,62,20.3
2018,Violence sexuelle,Nunavut,"Total, genre",,,,,Personne ayant une incapacité,,62,19.19
2018,Violence sexuelle,Nunavut,Genre masculin,,,,,Personne ayant une incapacité,,62,13.53
2018,Violence sexuelle,Nunavut,Genre féminin,,,,,Personne ayant une incapacité,,62,23.64
2018,Violence sexuelle,Nunavut,"Total, genre",,,,,Personne n'ayant aucune incapacité,,62,9.01
2018,Violence sexuelle,Nunavut,Genre féminin,,,,,Personne n'ayant aucune incapacité,,62,18.19
2018,Violence physique ou sexuelle,Canada,Genre masculin,,,,,,"Total, orientation sexuelle",,26.13
2018,Violence physique ou sexuelle,Canada,Genre féminin,,,,,,"Total, orientation sexuelle",,27.87
2018,Violence physique ou sexuelle,Canada,Genre masculin,,,,,,Hétérosexuel,,25.77
2018,Violence physique ou sexuelle,Canada,Genre féminin,,,,,,Hétérosexuel,,27.45
2018,Violence physique ou sexuelle,Canada,Genre masculin,,,,,,Minorité sexuelle,,40.71
2018,Violence physique ou sexuelle,Canada,Genre féminin,,,,,,Minorité sexuelle,,43.57
2018,Violence physique ou sexuelle,Canada,Genre masculin,,,,,,Lesbienne ou gai,,39.91
2018,Violence physique ou sexuelle,Canada,Genre féminin,,,,,,Lesbienne ou gai,,43.89
2018,Violence physique ou sexuelle,Canada,Genre masculin,,,,,,Bisexuel ou pansexuel,,39.32
2018,Violence physique ou sexuelle,Canada,Genre féminin,,,,,,Bisexuel ou pansexuel,,44.9
2018,Violence physique ou sexuelle,Canada,Genre masculin,,,,,,Orientation sexuelle non précisée,,20.6
2018,Violence physique ou sexuelle,Canada,Genre féminin,,,,,,Orientation sexuelle non précisée,,20.28
2018,Violence physique,Canada,"Total, genre",,,,,,"Total, orientation sexuelle",,23.54
2018,Violence physique,Canada,Genre masculin,,,,,,"Total, orientation sexuelle",,24.8
2018,Violence physique,Canada,Genre féminin,,,,,,"Total, orientation sexuelle",,22.26
2018,Violence physique,Canada,"Total, genre",,,,,,Hétérosexuel,,23.15
2018,Violence physique,Canada,Genre masculin,,,,,,Hétérosexuel,,24.5
2018,Violence physique,Canada,Genre féminin,,,,,,Hétérosexuel,,21.77
2018,Violence physique,Canada,"Total, genre",,,,,,Minorité sexuelle,,37.38
2018,Violence physique,Canada,Genre masculin,,,,,,Minorité sexuelle,,37.14
2018,Violence physique,Canada,Genre féminin,,,,,,Minorité sexuelle,,37.96
2018,Violence physique,Canada,"Total, genre",,,,,,Lesbienne ou gai,,36.18
2018,Violence physique,Canada,Genre masculin,,,,,,Lesbienne ou gai,,35.24
2018,Violence physique,Canada,Genre féminin,,,,,,Lesbienne ou gai,,37.6
2018,Violence physique,Canada,"Total, genre",,,,,,Bisexuel ou pansexuel,,38.11
2018,Violence physique,Canada,Genre masculin,,,,,,Bisexuel ou pansexuel,,37.34
2018,Violence physique,Canada,Genre féminin,,,,,,Bisexuel ou pansexuel,,39.52
2018,Violence physique,Canada,"Total, genre",,,,,,Orientation sexuelle non classée ailleurs,,39.49
2018,Violence physique,Canada,"Total, genre",,,,,,Orientation sexuelle non précisée,,18.36
2018,Violence physique,Canada,Genre masculin,,,,,,Orientation sexuelle non précisée,,19.51
2018,Violence physique,Canada,Genre féminin,,,,,,Orientation sexuelle non précisée,,17.44
2018,Violence sexuelle,Canada,"Total, genre",,,,,,"Total, orientation sexuelle",,7.77
2018,Violence sexuelle,Canada,Genre masculin,,,,,,"Total, orientation sexuelle",,3.7
2018,Violence sexuelle,Canada,Genre féminin,,,,,,"Total, orientation sexuelle",,11.76
2018,Violence sexuelle,Canada,"Total, genre",,,,,,Hétérosexuel,,7.59
2018,Violence sexuelle,Canada,Genre masculin,,,,,,Hétérosexuel,,3.52
2018,Violence sexuelle,Canada,Genre féminin,,,,,,Hétérosexuel,,11.59
2018,Violence sexuelle,Canada,"Total, genre",,,,,,Minorité sexuelle,,14.37
2018,Violence sexuelle,Canada,Genre masculin,,,,,,Minorité sexuelle,,9.3
2018,Violence sexuelle,Canada,Genre féminin,,,,,,Minorité sexuelle,,19.36
2018,Violence sexuelle,Canada,"Total, genre",,,,,,Lesbienne ou gai,,14.12
2018,Violence sexuelle,Canada,Genre masculin,,,,,,Lesbienne ou gai,,10.15
2018,Violence sexuelle,Canada,Genre féminin,,,,,,Lesbienne ou gai,,20.93
2018,Violence sexuelle,Canada,"Total, genre",,,,,,Bisexuel ou pansexuel,,14.01
2018,Violence sexuelle,Canada,Genre masculin,,,,,,Bisexuel ou pansexuel,,6.88
2018,Violence sexuelle,Canada,Genre féminin,,,,,,Bisexuel ou pansexuel,,18.3
2018,Violence sexuelle,Canada,"Total, genre",,,,,,Orientation sexuelle non classée ailleurs,,18.63
2018,Violence sexuelle,Canada,"Total, genre",,,,,,Orientation sexuelle non précisée,,5.09
2018,Violence sexuelle,Canada,Genre masculin,,,,,,Orientation sexuelle non précisée,,3.11
2018,Violence sexuelle,Canada,Genre féminin,,,,,,Orientation sexuelle non précisée,,7.06
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,"Total, genre",,,,,,"Total, orientation sexuelle",10,18.92
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,Genre masculin,,,,,,"Total, orientation sexuelle",10,18.91
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,Genre féminin,,,,,,"Total, orientation sexuelle",10,18.97
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,"Total, genre",,,,,,Hétérosexuel,10,18.69
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,Genre masculin,,,,,,Hétérosexuel,10,18.49
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,Genre féminin,,,,,,Hétérosexuel,10,18.88
2018,Violence physique,Terre-Neuve-et-Labrador,"Total, genre",,,,,,"Total, orientation sexuelle",10,15.92
2018,Violence physique,Terre-Neuve-et-Labrador,Genre masculin,,,,,,"Total, orientation sexuelle",10,18.32
2018,Violence physique,Terre-Neuve-et-Labrador,Genre féminin,,,,,,"Total, orientation sexuelle",10,13.69
2018,Violence physique,Terre-Neuve-et-Labrador,"Total, genre",,,,,,Hétérosexuel,10,15.67
2018,Violence physique,Terre-Neuve-et-Labrador,Genre masculin,,,,,,Hétérosexuel,10,17.94
2018,Violence physique,Terre-Neuve-et-Labrador,Genre féminin,,,,,,Hétérosexuel,10,13.48
2018,Violence sexuelle,Terre-Neuve-et-Labrador,"Total, genre",,,,,,"Total, orientation sexuelle",10,6.0
2018,Violence sexuelle,Terre-Neuve-et-Labrador,Genre masculin,,,,,,"Total, orientation sexuelle",10,2.63
2018,Violence sexuelle,Terre-Neuve-et-Labrador,Genre féminin,,,,,,"Total, orientation sexuelle",10,9.2
2018,Violence sexuelle,Terre-Neuve-et-Labrador,"Total, genre",,,,,,Hétérosexuel,10,5.71
2018,Violence sexuelle,Terre-Neuve-et-Labrador,Genre masculin,,,,,,Hétérosexuel,10,2.02
2018,Violence sexuelle,Terre-Neuve-et-Labrador,Genre féminin,,,,,,Hétérosexuel,10,9.27
2018,Violence physique ou sexuelle,Île-du-Prince-Édouard,"Total, genre",,,,,,"Total, orientation sexuelle",11,24.18
2018,Violence physique ou sexuelle,Île-du-Prince-Édouard,Genre masculin,,,,,,"Total, orientation sexuelle",11,22.29
2018,Violence physique ou sexuelle,Île-du-Prince-Édouard,Genre féminin,,,,,,"Total, orientation sexuelle",11,26.05
2018,Violence physique ou sexuelle,Île-du-Prince-Édouard,"Total, genre",,,,,,Hétérosexuel,11,22.73
2018,Violence physique ou sexuelle,Île-du-Prince-Édouard,Genre masculin,,,,,,Hétérosexuel,11,21.72
2018,Violence physique ou sexuelle,Île-du-Prince-Édouard,Genre féminin,,,,,,Hétérosexuel,11,23.76
2018,Violence physique,Île-du-Prince-Édouard,"Total, genre",,,,,,"Total, orientation sexuelle",11,21.11
2018,Violence physique,Île-du-Prince-Édouard,Genre masculin,,,,,,"Total, orientation sexuelle",11,21.56
2018,Violence physique,Île-du-Prince-Édouard,Genre féminin,,,,,,"Total, orientation sexuelle",11,20.67
2018,Violence physique,Île-du-Prince-Édouard,"Total, genre",,,,,,Hétérosexuel,11,19.59
2018,Violence physique,Île-du-Prince-Édouard,Genre masculin,,,,,,Hétérosexuel,11,21.01
2018,Violence physique,Île-du-Prince-Édouard,Genre féminin,,,,,,Hétérosexuel,11,18.14
2018,Violence sexuelle,Île-du-Prince-Édouard,"Total, genre",,,,,,"Total, orientation sexuelle",11,7.22
2018,Violence sexuelle,Île-du-Prince-Édouard,Genre masculin,,,,,,"Total, orientation sexuelle",11,2.18
2018,Violence sexuelle,Île-du-Prince-Édouard,Genre féminin,,,,,,"Total, orientation sexuelle",11,12.19
2018,Violence sexuelle,Île-du-Prince-Édouard,"Total, genre",,,,,,Hétérosexuel,11,6.25
2018,Violence sexuelle,Île-du-Prince-Édouard,Genre masculin,,,,,,Hétérosexuel,11,1.33
2018,Violence sexuelle,Île-du-Prince-Édouard,Genre féminin,,,,,,Hétérosexuel,11,11.24
2018,Violence physique ou sexuelle,Nouvelle-Écosse,"Total, genre",,,,,,"Total, orientation sexuelle",12,27.31
2018,Violence physique ou sexuelle,Nouvelle-Écosse,Genre masculin,,,,,,"Total, orientation sexuelle",12,26.14
2018,Violence physique ou sexuelle,Nouvelle-Écosse,Genre féminin,,,,,,"Total, orientation sexuelle",12,28.39
2018,Violence physique ou sexuelle,Nouvelle-Écosse,"Total, genre",,,,,,Hétérosexuel,12,27.0
2018,Violence physique ou sexuelle,Nouvelle-Écosse,Genre masculin,,,,,,Hétérosexuel,12,25.5
2018,Violence physique ou sexuelle,Nouvelle-Écosse,Genre féminin,,,,,,Hétérosexuel,12,28.45
2018,Violence physique ou sexuelle,Nouvelle-Écosse,"Total, genre",,,,,,Minorité sexuelle,12,40.8
2018,Violence physique ou sexuelle,Nouvelle-Écosse,Genre féminin,,,,,,Minorité sexuelle,12,36.69
2018,Violence physique ou sexuelle,Nouvelle-Écosse,"Total, genre",,,,,,Orientation sexuelle non précisée,12,14.64
2018,Violence physique,Nouvelle-Écosse,"Total, genre",,,,,,"Total, orientation sexuelle",12,22.92
2018,Violence physique,Nouvelle-Écosse,Genre masculin,,,,,,"Total, orientation sexuelle",12,24.49
2018,Violence physique,Nouvelle-Écosse,Genre féminin,,,,,,"Total, orientation sexuelle",12,21.45
2018,Violence physique,Nouvelle-Écosse,"Total, genre",,,,,,Hétérosexuel,12,22.75
2018,Violence physique,Nouvelle-Écosse,Genre masculin,,,,,,Hétérosexuel,12,24.26
2018,Violence physique,Nouvelle-Écosse,Genre féminin,,,,,,Hétérosexuel,12,21.32
2018,Violence physique,Nouvelle-Écosse,"Total, genre",,,,,,Minorité sexuelle,12,31.36
2018,Violence physique,Nouvelle-Écosse,Genre féminin,,,,,,Minorité sexuelle,12,30.3
2018,Violence physique,Nouvelle-Écosse,"Total, genre",,,,,,Orientation sexuelle non précisée,12,14.02
2018,Violence sexuelle,Nouvelle-Écosse,"Total, genre",,,,,,"Total, orientation sexuelle",12,9.66
2018,Violence sexuelle,Nouvelle-Écosse,Genre masculin,,,,,,"Total, orientation sexuelle",12,4.89
2018,Violence sexuelle,Nouvelle-Écosse,Genre féminin,,,,,,"Total, orientation sexuelle",12,14.17
2018,Violence sexuelle,Nouvelle-Écosse,"Total, genre",,,,,,Hétérosexuel,12,9.3
2018,Violence sexuelle,Nouvelle-Écosse,Genre masculin,,,,,,Hétérosexuel,12,4.3
2018,Violence sexuelle,Nouvelle-Écosse,Genre féminin,,,,,,Hétérosexuel,12,14.1
2018,Violence sexuelle,Nouvelle-Écosse,"Total, genre",,,,,,Minorité sexuelle,12,20.35
2018,Violence sexuelle,Nouvelle-Écosse,Genre féminin,,,,,,Minorité sexuelle,12,21.83
2018,Violence physique ou sexuelle,Nouveau-Brunswick,"Total, genre",,,,,,"Total, orientation sexuelle",13,24.6
2018,Violence physique ou sexuelle,Nouveau-Brunswick,Genre masculin,,,,,,"Total, orientation sexuelle",13,23.2
2018,Violence physique ou sexuelle,Nouveau-Brunswick,Genre féminin,,,,,,"Total, orientation sexuelle",13,25.89
2018,Violence physique ou sexuelle,Nouveau-Brunswick,"Total, genre",,,,,,Hétérosexuel,13,24.26
2018,Violence physique ou sexuelle,Nouveau-Brunswick,Genre masculin,,,,,,Hétérosexuel,13,22.92
2018,Violence physique ou sexuelle,Nouveau-Brunswick,Genre féminin,,,,,,Hétérosexuel,13,25.63
2018,Violence physique ou sexuelle,Nouveau-Brunswick,"Total, genre",,,,,,Minorité sexuelle,13,36.97
2018,Violence physique ou sexuelle,Nouveau-Brunswick,"Total, genre",,,,,,Orientation sexuelle non précisée,13,20.74
2018,Violence physique,Nouveau-Brunswick,"Total, genre",,,,,,"Total, orientation sexuelle",13,19.45
2018,Violence physique,Nouveau-Brunswick,Genre masculin,,,,,,"Total, orientation sexuelle",13,20.74
2018,Violence physique,Nouveau-Brunswick,Genre féminin,,,,,,"Total, orientation sexuelle",13,18.13
2018,Violence physique,Nouveau-Brunswick,"Total, genre",,,,,,Hétérosexuel,13,19.1
2018,Violence physique,Nouveau-Brunswick,Genre masculin,,,,,,Hétérosexuel,13,20.77
2018,Violence physique,Nouveau-Brunswick,Genre féminin,,,,,,Hétérosexuel,13,17.49
2018,Violence physique,Nouveau-Brunswick,"Total, genre",,,,,,Minorité sexuelle,13,28.54
2018,Violence physique,Nouveau-Brunswick,"Total, genre",,,,,,Orientation sexuelle non précisée,13,20.44
2018,Violence sexuelle,Nouveau-Brunswick,"Total, genre",,,,,,"Total, orientation sexuelle",13,9.22
2018,Violence sexuelle,Nouveau-Brunswick,Genre masculin,,,,,,"Total, orientation sexuelle",13,5.28
2018,Violence sexuelle,Nouveau-Brunswick,Genre féminin,,,,,,"Total, orientation sexuelle",13,13.08
2018,Violence sexuelle,Nouveau-Brunswick,"Total, genre",,,,,,Hétérosexuel,13,9.07
2018,Violence sexuelle,Nouveau-Brunswick,Genre masculin,,,,,,Hétérosexuel,13,4.8
2018,Violence sexuelle,Nouveau-Brunswick,Genre féminin,,,,,,Hétérosexuel,13,13.27
2018,Violence sexuelle,Nouveau-Brunswick,"Total, genre",,,,,,Minorité sexuelle,13,17.49
2018,Violence physique ou sexuelle,Québec,"Total, genre",,,,,,"Total, orientation sexuelle",24,25.11
2018,Violence physique ou sexuelle,Québec,Genre masculin,,,,,,"Total, orientation sexuelle",24,24.33
2018,Violence physique ou sexuelle,Québec,Genre féminin,,,,,,"Total, orientation sexuelle",24,25.79
2018,Violence physique ou sexuelle,Québec,"Total, genre",,,,,,Hétérosexuel,24,24.63
2018,Violence physique ou sexuelle,Québec,Genre masculin,,,,,,Hétérosexuel,24,23.86
2018,Violence physique ou sexuelle,Québec,Genre féminin,,,,,,Hétérosexuel,24,25.37
2018,Violence physique ou sexuelle,Québec,"Total, genre",,,,,,Minorité sexuelle,24,43.25
2018,Violence physique ou sexuelle,Québec,Genre masculin,,,,,,Minorité sexuelle,24,39.31
2018,Violence physique ou sexuelle,Québec,Genre féminin,,,,,,Minorité sexuelle,24,46.68
2018,Violence physique ou sexuelle,Québec,"Total, genre",,,,,,Lesbienne ou gai,24,42.61
2018,Violence physique ou sexuelle,Québec,Genre masculin,,,,,,Lesbienne ou gai,24,39.92
2018,Violence physique ou sexuelle,Québec,"Total, genre",,,,,,Bisexuel ou pansexuel,24,41.98
2018,Violence physique ou sexuelle,Québec,Genre féminin,,,,,,Bisexuel ou pansexuel,24,44.9
2018,Violence physique ou sexuelle,Québec,"Total, genre",,,,,,Orientation sexuelle non précisée,24,16.4
2018,Violence physique ou sexuelle,Québec,Genre féminin,,,,,,Orientation sexuelle non précisée,24,12.9
2018,Violence physique,Québec,"Total, genre",,,,,,"Total, orientation sexuelle",24,21.33
2018,Violence physique,Québec,Genre masculin,,,,,,"Total, orientation sexuelle",24,22.88
2018,Violence physique,Québec,Genre féminin,,,,,,"Total, orientation sexuelle",24,19.73
2018,Violence physique,Québec,"Total, genre",,,,,,Hétérosexuel,24,20.91
2018,Violence physique,Québec,Genre masculin,,,,,,Hétérosexuel,24,22.53
2018,Violence physique,Québec,Genre féminin,,,,,,Hétérosexuel,24,19.28
2018,Violence physique,Québec,"Total, genre",,,,,,Minorité sexuelle,24,38.39
2018,Violence physique,Québec,Genre masculin,,,,,,Minorité sexuelle,24,34.56
2018,Violence physique,Québec,Genre féminin,,,,,,Minorité sexuelle,24,41.51
2018,Violence physique,Québec,"Total, genre",,,,,,Lesbienne ou gai,24,37.17
2018,Violence physique,Québec,Genre masculin,,,,,,Lesbienne ou gai,24,34.35
2018,Violence physique,Québec,"Total, genre",,,,,,Bisexuel ou pansexuel,24,37.45
2018,Violence physique,Québec,Genre féminin,,,,,,Bisexuel ou pansexuel,24,39.46
2018,Violence physique,Québec,"Total, genre",,,,,,Orientation sexuelle non précisée,24,11.74
2018,Violence sexuelle,Québec,"Total, genre",,,,,,"Total, orientation sexuelle",24,7.5
2018,Violence sexuelle,Québec,Genre masculin,,,,,,"Total, orientation sexuelle",24,3.54
2018,Violence sexuelle,Québec,Genre féminin,,,,,,"Total, orientation sexuelle",24,11.31
2018,Violence sexuelle,Québec,"Total, genre",,,,,,Hétérosexuel,24,7.32
2018,Violence sexuelle,Québec,Genre masculin,,,,,,Hétérosexuel,24,3.37
2018,Violence sexuelle,Québec,Genre féminin,,,,,,Hétérosexuel,24,11.16
2018,Violence sexuelle,Québec,"Total, genre",,,,,,Minorité sexuelle,24,13.74
2018,Violence sexuelle,Québec,Genre masculin,,,,,,Minorité sexuelle,24,8.5
2018,Violence sexuelle,Québec,Genre féminin,,,,,,Minorité sexuelle,24,18.74
2018,Violence sexuelle,Québec,"Total, genre",,,,,,Lesbienne ou gai,24,12.98
2018,Violence sexuelle,Québec,"Total, genre",,,,,,Bisexuel ou pansexuel,24,11.98
2018,Violence sexuelle,Québec,Genre féminin,,,,,,Bisexuel ou pansexuel,24,17.11
2018,Violence sexuelle,Québec,"Total, genre",,,,,,Orientation sexuelle non précisée,24,5.18
2018,Violence physique ou sexuelle,Ontario,"Total, genre",,,,,,"Total, orientation sexuelle",35,26.93
2018,Violence physique ou sexuelle,Ontario,Genre masculin,,,,,,"Total, orientation sexuelle",35,26.38
2018,Violence physique ou sexuelle,Ontario,Genre féminin,,,,,,"Total, orientation sexuelle",35,27.4
2018,Violence physique ou sexuelle,Ontario,"Total, genre",,,,,,Hétérosexuel,35,26.59
2018,Violence physique ou sexuelle,Ontario,Genre masculin,,,,,,Hétérosexuel,35,26.2
2018,Violence physique ou sexuelle,Ontario,Genre féminin,,,,,,Hétérosexuel,35,26.87
2018,Violence physique ou sexuelle,Ontario,"Total, genre",,,,,,Minorité sexuelle,35,41.03
2018,Violence physique ou sexuelle,Ontario,Genre masculin,,,,,,Minorité sexuelle,35,38.66
2018,Violence physique ou sexuelle,Ontario,Genre féminin,,,,,,Minorité sexuelle,35,45.39
2018,Violence physique ou sexuelle,Ontario,"Total, genre",,,,,,Lesbienne ou gai,35,40.9
2018,Violence physique ou sexuelle,Ontario,Genre masculin,,,,,,Lesbienne ou gai,35,36.46
2018,Violence physique ou sexuelle,Ontario,"Total, genre",,,,,,Bisexuel ou pansexuel,35,42.5
2018,Violence physique ou sexuelle,Ontario,Genre féminin,,,,,,Bisexuel ou pansexuel,35,46.54
2018,Violence physique ou sexuelle,Ontario,"Total, genre",,,,,,Orientation sexuelle non précisée,35,20.7
2018,Violence physique ou sexuelle,Ontario,Genre masculin,,,,,,Orientation sexuelle non précisée,35,17.82
