Year,Type de violence physique ou sexuelle subie durant l'enfance,Géographie,Genre,Groupe d'âge,Status d'immigrant,Minorité visible,Identité autochtone,Incapacité,Orientation sexuelle,GeoCode,Value
2018,Violence physique,Canada,Genre féminin,,"Total, statut d'immigrant",,,,,,22.26
2018,Violence physique,Canada,"Total, genre",,Immigrants,,,,,,23.97
2018,Violence physique,Canada,Genre masculin,,Immigrants,,,,,,25.77
2018,Violence physique,Canada,Genre féminin,,Immigrants,,,,,,21.64
2018,Violence physique,Canada,"Total, genre",,Status d'immigrant non précisée,,,,,,12.99
2018,Violence physique,Canada,Genre masculin,,Status d'immigrant non précisée,,,,,,13.63
2018,Violence physique,Canada,Genre féminin,,Status d'immigrant non précisée,,,,,,12.71
2018,Violence sexuelle,Canada,"Total, genre",,"Total, statut d'immigrant",,,,,,7.77
2018,Violence sexuelle,Canada,Genre masculin,,"Total, statut d'immigrant",,,,,,3.7
2018,Violence sexuelle,Canada,Genre féminin,,"Total, statut d'immigrant",,,,,,11.76
2018,Violence sexuelle,Canada,"Total, genre",,Immigrants,,,,,,5.29
2018,Violence sexuelle,Canada,Genre masculin,,Immigrants,,,,,,3.26
2018,Violence sexuelle,Canada,Genre féminin,,Immigrants,,,,,,7.64
2018,Violence sexuelle,Canada,"Total, genre",,Status d'immigrant non précisée,,,,,,5.75
2018,Violence sexuelle,Canada,Genre féminin,,Status d'immigrant non précisée,,,,,,10.33
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,"Total, genre",,"Total, statut d'immigrant",,,,,10,18.92
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,Genre masculin,,"Total, statut d'immigrant",,,,,10,18.91
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,Genre féminin,,"Total, statut d'immigrant",,,,,10,18.97
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,"Total, genre",,Immigrants,,,,,10,30.86
2018,Violence physique,Terre-Neuve-et-Labrador,"Total, genre",,"Total, statut d'immigrant",,,,,10,15.92
2018,Violence physique,Terre-Neuve-et-Labrador,Genre masculin,,"Total, statut d'immigrant",,,,,10,18.32
2018,Violence physique,Terre-Neuve-et-Labrador,Genre féminin,,"Total, statut d'immigrant",,,,,10,13.69
2018,Violence physique,Terre-Neuve-et-Labrador,"Total, genre",,Immigrants,,,,,10,25.62
2018,Violence sexuelle,Terre-Neuve-et-Labrador,"Total, genre",,"Total, statut d'immigrant",,,,,10,6.0
2018,Violence sexuelle,Terre-Neuve-et-Labrador,Genre masculin,,"Total, statut d'immigrant",,,,,10,2.63
2018,Violence sexuelle,Terre-Neuve-et-Labrador,Genre féminin,,"Total, statut d'immigrant",,,,,10,9.2
2018,Violence physique ou sexuelle,Île-du-Prince-Édouard,"Total, genre",,"Total, statut d'immigrant",,,,,11,24.18
2018,Violence physique ou sexuelle,Île-du-Prince-Édouard,Genre masculin,,"Total, statut d'immigrant",,,,,11,22.29
2018,Violence physique ou sexuelle,Île-du-Prince-Édouard,Genre féminin,,"Total, statut d'immigrant",,,,,11,26.05
2018,Violence physique ou sexuelle,Île-du-Prince-Édouard,"Total, genre",,Immigrants,,,,,11,21.45
2018,Violence physique ou sexuelle,Île-du-Prince-Édouard,Genre masculin,,Immigrants,,,,,11,25.13
2018,Violence physique ou sexuelle,Île-du-Prince-Édouard,Genre féminin,,Immigrants,,,,,11,17.69
2018,Violence physique,Île-du-Prince-Édouard,"Total, genre",,"Total, statut d'immigrant",,,,,11,21.11
2018,Violence physique,Île-du-Prince-Édouard,Genre masculin,,"Total, statut d'immigrant",,,,,11,21.56
2018,Violence physique,Île-du-Prince-Édouard,Genre féminin,,"Total, statut d'immigrant",,,,,11,20.67
2018,Violence physique,Île-du-Prince-Édouard,"Total, genre",,Immigrants,,,,,11,19.04
2018,Violence physique,Île-du-Prince-Édouard,Genre masculin,,Immigrants,,,,,11,23.56
2018,Violence physique,Île-du-Prince-Édouard,Genre féminin,,Immigrants,,,,,11,14.42
2018,Violence sexuelle,Île-du-Prince-Édouard,"Total, genre",,"Total, statut d'immigrant",,,,,11,7.22
2018,Violence sexuelle,Île-du-Prince-Édouard,Genre masculin,,"Total, statut d'immigrant",,,,,11,2.18
2018,Violence sexuelle,Île-du-Prince-Édouard,Genre féminin,,"Total, statut d'immigrant",,,,,11,12.19
2018,Violence physique ou sexuelle,Nouvelle-Écosse,"Total, genre",,"Total, statut d'immigrant",,,,,12,27.31
2018,Violence physique ou sexuelle,Nouvelle-Écosse,Genre masculin,,"Total, statut d'immigrant",,,,,12,26.14
2018,Violence physique ou sexuelle,Nouvelle-Écosse,Genre féminin,,"Total, statut d'immigrant",,,,,12,28.39
2018,Violence physique ou sexuelle,Nouvelle-Écosse,"Total, genre",,Immigrants,,,,,12,25.57
2018,Violence physique ou sexuelle,Nouvelle-Écosse,Genre masculin,,Immigrants,,,,,12,23.32
2018,Violence physique ou sexuelle,Nouvelle-Écosse,Genre féminin,,Immigrants,,,,,12,27.95
2018,Violence physique,Nouvelle-Écosse,"Total, genre",,"Total, statut d'immigrant",,,,,12,22.92
2018,Violence physique,Nouvelle-Écosse,Genre masculin,,"Total, statut d'immigrant",,,,,12,24.49
2018,Violence physique,Nouvelle-Écosse,Genre féminin,,"Total, statut d'immigrant",,,,,12,21.45
2018,Violence physique,Nouvelle-Écosse,"Total, genre",,Immigrants,,,,,12,23.02
2018,Violence physique,Nouvelle-Écosse,Genre masculin,,Immigrants,,,,,12,22.47
2018,Violence physique,Nouvelle-Écosse,Genre féminin,,Immigrants,,,,,12,23.44
2018,Violence sexuelle,Nouvelle-Écosse,"Total, genre",,"Total, statut d'immigrant",,,,,12,9.66
2018,Violence sexuelle,Nouvelle-Écosse,Genre masculin,,"Total, statut d'immigrant",,,,,12,4.89
2018,Violence sexuelle,Nouvelle-Écosse,Genre féminin,,"Total, statut d'immigrant",,,,,12,14.17
2018,Violence sexuelle,Nouvelle-Écosse,"Total, genre",,Immigrants,,,,,12,7.27
2018,Violence sexuelle,Nouvelle-Écosse,Genre féminin,,Immigrants,,,,,12,9.77
2018,Violence physique ou sexuelle,Nouveau-Brunswick,"Total, genre",,"Total, statut d'immigrant",,,,,13,24.6
2018,Violence physique ou sexuelle,Nouveau-Brunswick,Genre masculin,,"Total, statut d'immigrant",,,,,13,23.2
2018,Violence physique ou sexuelle,Nouveau-Brunswick,Genre féminin,,"Total, statut d'immigrant",,,,,13,25.89
2018,Violence physique ou sexuelle,Nouveau-Brunswick,"Total, genre",,Immigrants,,,,,13,30.45
2018,Violence physique ou sexuelle,Nouveau-Brunswick,Genre masculin,,Immigrants,,,,,13,25.09
2018,Violence physique ou sexuelle,Nouveau-Brunswick,Genre féminin,,Immigrants,,,,,13,39.31
2018,Violence physique,Nouveau-Brunswick,"Total, genre",,"Total, statut d'immigrant",,,,,13,19.45
2018,Violence physique,Nouveau-Brunswick,Genre masculin,,"Total, statut d'immigrant",,,,,13,20.74
2018,Violence physique,Nouveau-Brunswick,Genre féminin,,"Total, statut d'immigrant",,,,,13,18.13
2018,Violence physique,Nouveau-Brunswick,"Total, genre",,Immigrants,,,,,13,25.81
2018,Violence physique,Nouveau-Brunswick,Genre masculin,,Immigrants,,,,,13,23.65
2018,Violence physique,Nouveau-Brunswick,Genre féminin,,Immigrants,,,,,13,29.54
2018,Violence sexuelle,Nouveau-Brunswick,"Total, genre",,"Total, statut d'immigrant",,,,,13,9.22
2018,Violence sexuelle,Nouveau-Brunswick,Genre masculin,,"Total, statut d'immigrant",,,,,13,5.28
2018,Violence sexuelle,Nouveau-Brunswick,Genre féminin,,"Total, statut d'immigrant",,,,,13,13.08
2018,Violence sexuelle,Nouveau-Brunswick,"Total, genre",,Immigrants,,,,,13,6.26
2018,Violence sexuelle,Nouveau-Brunswick,Genre féminin,,Immigrants,,,,,13,13.98
2018,Violence physique ou sexuelle,Québec,"Total, genre",,"Total, statut d'immigrant",,,,,24,25.11
2018,Violence physique ou sexuelle,Québec,Genre masculin,,"Total, statut d'immigrant",,,,,24,24.33
2018,Violence physique ou sexuelle,Québec,Genre féminin,,"Total, statut d'immigrant",,,,,24,25.79
2018,Violence physique ou sexuelle,Québec,"Total, genre",,Immigrants,,,,,24,25.97
2018,Violence physique ou sexuelle,Québec,Genre masculin,,Immigrants,,,,,24,28.04
2018,Violence physique ou sexuelle,Québec,Genre féminin,,Immigrants,,,,,24,23.4
2018,Violence physique,Québec,"Total, genre",,"Total, statut d'immigrant",,,,,24,21.33
2018,Violence physique,Québec,Genre masculin,,"Total, statut d'immigrant",,,,,24,22.88
2018,Violence physique,Québec,Genre féminin,,"Total, statut d'immigrant",,,,,24,19.73
2018,Violence physique,Québec,"Total, genre",,Immigrants,,,,,24,24.31
2018,Violence physique,Québec,Genre masculin,,Immigrants,,,,,24,27.73
2018,Violence physique,Québec,Genre féminin,,Immigrants,,,,,24,20.05
2018,Violence sexuelle,Québec,"Total, genre",,"Total, statut d'immigrant",,,,,24,7.5
2018,Violence sexuelle,Québec,Genre masculin,,"Total, statut d'immigrant",,,,,24,3.54
2018,Violence sexuelle,Québec,Genre féminin,,"Total, statut d'immigrant",,,,,24,11.31
2018,Violence sexuelle,Québec,"Total, genre",,Immigrants,,,,,24,4.34
2018,Violence sexuelle,Québec,Genre masculin,,Immigrants,,,,,24,1.78
2018,Violence sexuelle,Québec,Genre féminin,,Immigrants,,,,,24,7.53
2018,Violence physique ou sexuelle,Ontario,"Total, genre",,"Total, statut d'immigrant",,,,,35,26.93
2018,Violence physique ou sexuelle,Ontario,Genre masculin,,"Total, statut d'immigrant",,,,,35,26.38
2018,Violence physique ou sexuelle,Ontario,Genre féminin,,"Total, statut d'immigrant",,,,,35,27.4
2018,Violence physique ou sexuelle,Ontario,"Total, genre",,Immigrants,,,,,35,25.02
2018,Violence physique ou sexuelle,Ontario,Genre masculin,,Immigrants,,,,,35,26.23
2018,Violence physique ou sexuelle,Ontario,Genre féminin,,Immigrants,,,,,35,23.29
2018,Violence physique ou sexuelle,Ontario,"Total, genre",,Status d'immigrant non précisée,,,,,35,17.67
2018,Violence physique,Ontario,"Total, genre",,"Total, statut d'immigrant",,,,,35,23.9
2018,Violence physique,Ontario,Genre masculin,,"Total, statut d'immigrant",,,,,35,25.22
2018,Violence physique,Ontario,Genre féminin,,"Total, statut d'immigrant",,,,,35,22.57
2018,Violence physique,Ontario,"Total, genre",,Immigrants,,,,,35,23.57
2018,Violence physique,Ontario,Genre masculin,,Immigrants,,,,,35,25.42
2018,Violence physique,Ontario,Genre féminin,,Immigrants,,,,,35,21.14
2018,Violence physique,Ontario,"Total, genre",,Status d'immigrant non précisée,,,,,35,15.84
2018,Violence sexuelle,Ontario,"Total, genre",,"Total, statut d'immigrant",,,,,35,7.01
2018,Violence sexuelle,Ontario,Genre masculin,,"Total, statut d'immigrant",,,,,35,3.48
2018,Violence sexuelle,Ontario,Genre féminin,,"Total, statut d'immigrant",,,,,35,10.44
2018,Violence sexuelle,Ontario,"Total, genre",,Immigrants,,,,,35,4.78
2018,Violence sexuelle,Ontario,Genre masculin,,Immigrants,,,,,35,3.46
2018,Violence sexuelle,Ontario,Genre féminin,,Immigrants,,,,,35,6.24
2018,Violence physique ou sexuelle,Manitoba,"Total, genre",,"Total, statut d'immigrant",,,,,46,26.25
2018,Violence physique ou sexuelle,Manitoba,Genre masculin,,"Total, statut d'immigrant",,,,,46,26.84
2018,Violence physique ou sexuelle,Manitoba,Genre féminin,,"Total, statut d'immigrant",,,,,46,25.85
2018,Violence physique ou sexuelle,Manitoba,"Total, genre",,Immigrants,,,,,46,24.26
2018,Violence physique ou sexuelle,Manitoba,Genre masculin,,Immigrants,,,,,46,23.01
2018,Violence physique ou sexuelle,Manitoba,Genre féminin,,Immigrants,,,,,46,25.93
2018,Violence physique,Manitoba,"Total, genre",,"Total, statut d'immigrant",,,,,46,22.95
2018,Violence physique,Manitoba,Genre masculin,,"Total, statut d'immigrant",,,,,46,25.97
2018,Violence physique,Manitoba,Genre féminin,,"Total, statut d'immigrant",,,,,46,20.09
2018,Violence physique,Manitoba,"Total, genre",,Immigrants,,,,,46,22.73
2018,Violence physique,Manitoba,Genre masculin,,Immigrants,,,,,46,22.58
2018,Violence physique,Manitoba,Genre féminin,,Immigrants,,,,,46,23.03
2018,Violence sexuelle,Manitoba,"Total, genre",,"Total, statut d'immigrant",,,,,46,7.89
2018,Violence sexuelle,Manitoba,Genre masculin,,"Total, statut d'immigrant",,,,,46,3.66
2018,Violence sexuelle,Manitoba,Genre féminin,,"Total, statut d'immigrant",,,,,46,12.15
2018,Violence sexuelle,Manitoba,"Total, genre",,Immigrants,,,,,46,6.44
2018,Violence sexuelle,Manitoba,Genre masculin,,Immigrants,,,,,46,2.87
2018,Violence sexuelle,Manitoba,Genre féminin,,Immigrants,,,,,46,10.88
2018,Violence physique ou sexuelle,Saskatchewan,"Total, genre",,"Total, statut d'immigrant",,,,,47,26.92
2018,Violence physique ou sexuelle,Saskatchewan,Genre masculin,,"Total, statut d'immigrant",,,,,47,26.5
2018,Violence physique ou sexuelle,Saskatchewan,Genre féminin,,"Total, statut d'immigrant",,,,,47,27.12
2018,Violence physique ou sexuelle,Saskatchewan,"Total, genre",,Immigrants,,,,,47,24.78
2018,Violence physique ou sexuelle,Saskatchewan,Genre masculin,,Immigrants,,,,,47,27.36
2018,Violence physique ou sexuelle,Saskatchewan,Genre féminin,,Immigrants,,,,,47,21.34
2018,Violence physique,Saskatchewan,"Total, genre",,"Total, statut d'immigrant",,,,,47,23.7
2018,Violence physique,Saskatchewan,Genre masculin,,"Total, statut d'immigrant",,,,,47,25.53
2018,Violence physique,Saskatchewan,Genre féminin,,"Total, statut d'immigrant",,,,,47,21.69
2018,Violence physique,Saskatchewan,"Total, genre",,Immigrants,,,,,47,23.89
2018,Violence physique,Saskatchewan,Genre masculin,,Immigrants,,,,,47,26.55
2018,Violence physique,Saskatchewan,Genre féminin,,Immigrants,,,,,47,20.34
2018,Violence sexuelle,Saskatchewan,"Total, genre",,"Total, statut d'immigrant",,,,,47,6.81
2018,Violence sexuelle,Saskatchewan,Genre masculin,,"Total, statut d'immigrant",,,,,47,2.62
2018,Violence sexuelle,Saskatchewan,Genre féminin,,"Total, statut d'immigrant",,,,,47,11.0
2018,Violence sexuelle,Saskatchewan,"Total, genre",,Immigrants,,,,,47,4.72
2018,Violence sexuelle,Saskatchewan,Genre masculin,,Immigrants,,,,,47,2.74
2018,Violence sexuelle,Saskatchewan,Genre féminin,,Immigrants,,,,,47,7.36
2018,Violence physique ou sexuelle,Alberta,"Total, genre",,"Total, statut d'immigrant",,,,,48,28.82
2018,Violence physique ou sexuelle,Alberta,Genre masculin,,"Total, statut d'immigrant",,,,,48,26.18
2018,Violence physique ou sexuelle,Alberta,Genre féminin,,"Total, statut d'immigrant",,,,,48,31.47
2018,Violence physique ou sexuelle,Alberta,"Total, genre",,Immigrants,,,,,48,27.32
2018,Violence physique ou sexuelle,Alberta,Genre masculin,,Immigrants,,,,,48,25.9
2018,Violence physique ou sexuelle,Alberta,Genre féminin,,Immigrants,,,,,48,29.25
2018,Violence physique,Alberta,"Total, genre",,"Total, statut d'immigrant",,,,,48,25.15
2018,Violence physique,Alberta,Genre masculin,,"Total, statut d'immigrant",,,,,48,24.98
2018,Violence physique,Alberta,Genre féminin,,"Total, statut d'immigrant",,,,,48,25.27
2018,Violence physique,Alberta,"Total, genre",,Immigrants,,,,,48,24.86
2018,Violence physique,Alberta,Genre masculin,,Immigrants,,,,,48,25.15
2018,Violence physique,Alberta,Genre féminin,,Immigrants,,,,,48,24.59
2018,Violence sexuelle,Alberta,"Total, genre",,"Total, statut d'immigrant",,,,,48,8.61
2018,Violence sexuelle,Alberta,Genre masculin,,"Total, statut d'immigrant",,,,,48,3.21
2018,Violence sexuelle,Alberta,Genre féminin,,"Total, statut d'immigrant",,,,,48,14.14
2018,Violence sexuelle,Alberta,"Total, genre",,Immigrants,,,,,48,5.51
2018,Violence sexuelle,Alberta,Genre masculin,,Immigrants,,,,,48,2.72
2018,Violence sexuelle,Alberta,Genre féminin,,Immigrants,,,,,48,9.12
2018,Violence physique ou sexuelle,Colombie-Britannique,"Total, genre",,"Total, statut d'immigrant",,,,,59,30.47
2018,Violence physique ou sexuelle,Colombie-Britannique,Genre masculin,,"Total, statut d'immigrant",,,,,59,29.46
2018,Violence physique ou sexuelle,Colombie-Britannique,Genre féminin,,"Total, statut d'immigrant",,,,,59,31.44
2018,Violence physique ou sexuelle,Colombie-Britannique,"Total, genre",,Immigrants,,,,,59,27.29
2018,Violence physique ou sexuelle,Colombie-Britannique,Genre masculin,,Immigrants,,,,,59,27.02
2018,Violence physique ou sexuelle,Colombie-Britannique,Genre féminin,,Immigrants,,,,,59,27.33
2018,Violence physique,Colombie-Britannique,"Total, genre",,"Total, statut d'immigrant",,,,,59,26.58
2018,Violence physique,Colombie-Britannique,Genre masculin,,"Total, statut d'immigrant",,,,,59,27.7
2018,Violence physique,Colombie-Britannique,Genre féminin,,"Total, statut d'immigrant",,,,,59,25.46
2018,Violence physique,Colombie-Britannique,"Total, genre",,Immigrants,,,,,59,24.62
2018,Violence physique,Colombie-Britannique,Genre masculin,,Immigrants,,,,,59,26.17
2018,Violence physique,Colombie-Britannique,Genre féminin,,Immigrants,,,,,59,22.64
2018,Violence sexuelle,Colombie-Britannique,"Total, genre",,"Total, statut d'immigrant",,,,,59,9.38
2018,Violence sexuelle,Colombie-Britannique,Genre masculin,,"Total, statut d'immigrant",,,,,59,4.87
2018,Violence sexuelle,Colombie-Britannique,Genre féminin,,"Total, statut d'immigrant",,,,,59,13.82
2018,Violence sexuelle,Colombie-Britannique,"Total, genre",,Immigrants,,,,,59,7.18
2018,Violence sexuelle,Colombie-Britannique,Genre masculin,,Immigrants,,,,,59,4.46
2018,Violence sexuelle,Colombie-Britannique,Genre féminin,,Immigrants,,,,,59,10.21
2018,Violence physique ou sexuelle,Yukon,"Total, genre",,"Total, statut d'immigrant",,,,,60,37.95
2018,Violence physique ou sexuelle,Yukon,Genre masculin,,"Total, statut d'immigrant",,,,,60,39.34
2018,Violence physique ou sexuelle,Yukon,Genre féminin,,"Total, statut d'immigrant",,,,,60,36.5
2018,Violence physique ou sexuelle,Yukon,"Total, genre",,Immigrants,,,,,60,32.99
2018,Violence physique ou sexuelle,Yukon,Genre masculin,,Immigrants,,,,,60,38.37
2018,Violence physique ou sexuelle,Yukon,Genre féminin,,Immigrants,,,,,60,28.17
2018,Violence physique,Yukon,"Total, genre",,"Total, statut d'immigrant",,,,,60,32.88
2018,Violence physique,Yukon,Genre masculin,,"Total, statut d'immigrant",,,,,60,36.91
2018,Violence physique,Yukon,Genre féminin,,"Total, statut d'immigrant",,,,,60,28.67
2018,Violence physique,Yukon,"Total, genre",,Immigrants,,,,,60,26.47
2018,Violence physique,Yukon,Genre masculin,,Immigrants,,,,,60,31.67
2018,Violence physique,Yukon,Genre féminin,,Immigrants,,,,,60,21.8
2018,Violence sexuelle,Yukon,"Total, genre",,"Total, statut d'immigrant",,,,,60,13.82
2018,Violence sexuelle,Yukon,Genre masculin,,"Total, statut d'immigrant",,,,,60,7.73
2018,Violence sexuelle,Yukon,Genre féminin,,"Total, statut d'immigrant",,,,,60,20.16
2018,Violence sexuelle,Yukon,"Total, genre",,Immigrants,,,,,60,12.68
2018,Violence sexuelle,Yukon,Genre féminin,,Immigrants,,,,,60,11.96
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,"Total, genre",,"Total, statut d'immigrant",,,,,61,33.36
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,Genre masculin,,"Total, statut d'immigrant",,,,,61,31.72
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,Genre féminin,,"Total, statut d'immigrant",,,,,61,34.95
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,"Total, genre",,Immigrants,,,,,61,32.78
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,Genre masculin,,Immigrants,,,,,61,35.26
2018,Violence physique ou sexuelle,Territoires du Nord-Ouest,Genre féminin,,Immigrants,,,,,61,30.21
2018,Violence physique,Territoires du Nord-Ouest,"Total, genre",,"Total, statut d'immigrant",,,,,61,28.47
2018,Violence physique,Territoires du Nord-Ouest,Genre masculin,,"Total, statut d'immigrant",,,,,61,28.28
2018,Violence physique,Territoires du Nord-Ouest,Genre féminin,,"Total, statut d'immigrant",,,,,61,28.55
2018,Violence physique,Territoires du Nord-Ouest,"Total, genre",,Immigrants,,,,,61,26.81
2018,Violence physique,Territoires du Nord-Ouest,Genre masculin,,Immigrants,,,,,61,29.23
2018,Violence physique,Territoires du Nord-Ouest,Genre féminin,,Immigrants,,,,,61,24.3
2018,Violence sexuelle,Territoires du Nord-Ouest,"Total, genre",,"Total, statut d'immigrant",,,,,61,12.57
2018,Violence sexuelle,Territoires du Nord-Ouest,Genre masculin,,"Total, statut d'immigrant",,,,,61,7.03
2018,Violence sexuelle,Territoires du Nord-Ouest,Genre féminin,,"Total, statut d'immigrant",,,,,61,18.16
2018,Violence sexuelle,Territoires du Nord-Ouest,"Total, genre",,Immigrants,,,,,61,12.88
2018,Violence physique ou sexuelle,Nunavut,"Total, genre",,"Total, statut d'immigrant",,,,,62,26.1
2018,Violence physique ou sexuelle,Nunavut,Genre masculin,,"Total, statut d'immigrant",,,,,62,20.12
2018,Violence physique ou sexuelle,Nunavut,Genre féminin,,"Total, statut d'immigrant",,,,,62,32.64
2018,Violence physique ou sexuelle,Nunavut,"Total, genre",,Immigrants,,,,,62,35.24
2018,Violence physique,Nunavut,"Total, genre",,"Total, statut d'immigrant",,,,,62,19.2
2018,Violence physique,Nunavut,Genre masculin,,"Total, statut d'immigrant",,,,,62,18.87
2018,Violence physique,Nunavut,Genre féminin,,"Total, statut d'immigrant",,,,,62,19.56
2018,Violence physique,Nunavut,"Total, genre",,Immigrants,,,,,62,30.95
2018,Violence sexuelle,Nunavut,"Total, genre",,"Total, statut d'immigrant",,,,,62,12.38
2018,Violence sexuelle,Nunavut,Genre masculin,,"Total, statut d'immigrant",,,,,62,5.13
2018,Violence sexuelle,Nunavut,Genre féminin,,"Total, statut d'immigrant",,,,,62,20.3
2018,Violence physique ou sexuelle,Canada,Genre masculin,,,"Total, population des minorités visibles",,,,,26.13
2018,Violence physique ou sexuelle,Canada,Genre féminin,,,"Total, population des minorités visibles",,,,,27.87
2018,Violence physique ou sexuelle,Canada,Genre masculin,,,Population des minorités visibles,,,,,25.83
2018,Violence physique ou sexuelle,Canada,Genre féminin,,,Population des minorités visibles,,,,,23.61
2018,Violence physique ou sexuelle,Canada,Genre masculin,,,Pas une minorité visible,,,,,26.38
2018,Violence physique ou sexuelle,Canada,Genre féminin,,,Pas une minorité visible,,,,,29.1
2018,Violence physique ou sexuelle,Canada,Genre masculin,,,Population des minorités visibles non précisée,,,,,16.85
2018,Violence physique ou sexuelle,Canada,Genre féminin,,,Population des minorités visibles non précisée,,,,,16.32
2018,Violence physique,Canada,"Total, genre",,,"Total, population des minorités visibles",,,,,23.54
2018,Violence physique,Canada,Genre masculin,,,"Total, population des minorités visibles",,,,,24.8
2018,Violence physique,Canada,Genre féminin,,,"Total, population des minorités visibles",,,,,22.26
2018,Violence physique,Canada,"Total, genre",,,Population des minorités visibles,,,,,23.09
2018,Violence physique,Canada,Genre masculin,,,Population des minorités visibles,,,,,25.06
2018,Violence physique,Canada,Genre féminin,,,Population des minorités visibles,,,,,20.68
2018,Violence physique,Canada,"Total, genre",,,Pas une minorité visible,,,,,23.8
2018,Violence physique,Canada,Genre masculin,,,Pas une minorité visible,,,,,24.87
2018,Violence physique,Canada,Genre féminin,,,Pas une minorité visible,,,,,22.76
2018,Violence physique,Canada,"Total, genre",,,Population des minorités visibles non précisée,,,,,15.34
2018,Violence physique,Canada,Genre masculin,,,Population des minorités visibles non précisée,,,,,15.32
2018,Violence physique,Canada,Genre féminin,,,Population des minorités visibles non précisée,,,,,14.88
2018,Violence sexuelle,Canada,"Total, genre",,,"Total, population des minorités visibles",,,,,7.77
2018,Violence sexuelle,Canada,Genre masculin,,,"Total, population des minorités visibles",,,,,3.7
2018,Violence sexuelle,Canada,Genre féminin,,,"Total, population des minorités visibles",,,,,11.76
2018,Violence sexuelle,Canada,"Total, genre",,,Population des minorités visibles,,,,,5.24
2018,Violence sexuelle,Canada,Genre masculin,,,Population des minorités visibles,,,,,3.23
2018,Violence sexuelle,Canada,Genre féminin,,,Population des minorités visibles,,,,,7.56
2018,Violence sexuelle,Canada,"Total, genre",,,Pas une minorité visible,,,,,8.52
2018,Violence sexuelle,Canada,Genre masculin,,,Pas une minorité visible,,,,,3.83
2018,Violence sexuelle,Canada,Genre féminin,,,Pas une minorité visible,,,,,12.91
2018,Violence sexuelle,Canada,"Total, genre",,,Population des minorités visibles non précisée,,,,,4.08
2018,Violence sexuelle,Canada,Genre masculin,,,Population des minorités visibles non précisée,,,,,3.78
2018,Violence sexuelle,Canada,Genre féminin,,,Population des minorités visibles non précisée,,,,,4.62
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,"Total, genre",,,"Total, population des minorités visibles",,,,10,18.92
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,Genre masculin,,,"Total, population des minorités visibles",,,,10,18.91
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,Genre féminin,,,"Total, population des minorités visibles",,,,10,18.97
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,"Total, genre",,,Pas une minorité visible,,,,10,18.71
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,Genre masculin,,,Pas une minorité visible,,,,10,18.36
2018,Violence physique ou sexuelle,Terre-Neuve-et-Labrador,Genre féminin,,,Pas une minorité visible,,,,10,19.06
2018,Violence physique,Terre-Neuve-et-Labrador,"Total, genre",,,"Total, population des minorités visibles",,,,10,15.92
2018,Violence physique,Terre-Neuve-et-Labrador,Genre masculin,,,"Total, population des minorités visibles",,,,10,18.32
2018,Violence physique,Terre-Neuve-et-Labrador,Genre féminin,,,"Total, population des minorités visibles",,,,10,13.69
2018,Violence physique,Terre-Neuve-et-Labrador,"Total, genre",,,Pas une minorité visible,,,,10,15.61
2018,Violence physique,Terre-Neuve-et-Labrador,Genre masculin,,,Pas une minorité visible,,,,10,17.73
2018,Violence physique,Terre-Neuve-et-Labrador,Genre féminin,,,Pas une minorité visible,,,,10,13.69
2018,Violence sexuelle,Terre-Neuve-et-Labrador,"Total, genre",,,"Total, population des minorités visibles",,,,10,6.0
2018,Violence sexuelle,Terre-Neuve-et-Labrador,Genre masculin,,,"Total, population des minorités visibles",,,,10,2.63
2018,Violence sexuelle,Terre-Neuve-et-Labrador,Genre féminin,,,"Total, population des minorités visibles",,,,10,9.2
2018,Violence sexuelle,Terre-Neuve-et-Labrador,"Total, genre",,,Pas une minorité visible,,,,10,6.06
2018,Violence sexuelle,Terre-Neuve-et-Labrador,Genre masculin,,,Pas une minorité visible,,,,10,2.58
2018,Violence sexuelle,Terre-Neuve-et-Labrador,Genre féminin,,,Pas une minorité visible,,,,10,9.27
2018,Violence physique ou sexuelle,Île-du-Prince-Édouard,"Total, genre",,,"Total, population des minorités visibles",,,,11,24.18
2018,Violence physique ou sexuelle,Île-du-Prince-Édouard,Genre masculin,,,"Total, population des minorités visibles",,,,11,22.29
2018,Violence physique ou sexuelle,Île-du-Prince-Édouard,Genre féminin,,,"Total, population des minorités visibles",,,,11,26.05
2018,Violence physique ou sexuelle,Île-du-Prince-Édouard,"Total, genre",,,Population des minorités visibles,,,,11,17.79
2018,Violence physique ou sexuelle,Île-du-Prince-Édouard,"Total, genre",,,Pas une minorité visible,,,,11,24.77
