Year,Groupe d'activité,Genre,Groupe d'âge,Géographie,GeoCode,Progress,Value
2015,Soins des enfants de moins de 18 ans,Femmes+,15 à 24 ans,Québec,24,,
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",25 à 54 ans,Québec,24,1.80952380952381,2.9
2015,Soins des enfants de moins de 18 ans,Hommes+,25 à 54 ans,Québec,24,,2.1
2015,Soins des enfants de moins de 18 ans,Femmes+,25 à 54 ans,Québec,24,,3.8
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",25 à 34 ans,Québec,24,2.32,4.2
2015,Soins des enfants de moins de 18 ans,Hommes+,25 à 34 ans,Québec,24,,2.5
2015,Soins des enfants de moins de 18 ans,Femmes+,25 à 34 ans,Québec,24,,5.8
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",35 à 44 ans,Québec,24,1.72413793103448,3.8
2015,Soins des enfants de moins de 18 ans,Hommes+,35 à 44 ans,Québec,24,,2.9
2015,Soins des enfants de moins de 18 ans,Femmes+,35 à 44 ans,Québec,24,,5.0
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",45 à 54 ans,Québec,24,1.0,0.8
2015,Soins des enfants de moins de 18 ans,Hommes+,45 à 54 ans,Québec,24,,0.8
2015,Soins des enfants de moins de 18 ans,Femmes+,45 à 54 ans,Québec,24,,0.8
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",55 à 64 ans,Québec,24,,
2015,Soins des enfants de moins de 18 ans,Hommes+,55 à 64 ans,Québec,24,,
2015,Soins des enfants de moins de 18 ans,Femmes+,55 à 64 ans,Québec,24,,
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",65 ans et plus,Québec,24,,0.4
2015,Soins des enfants de moins de 18 ans,Hommes+,65 ans et plus,Québec,24,,
2015,Soins des enfants de moins de 18 ans,Femmes+,65 ans et plus,Québec,24,,
2015,Soins des adultes,"Total, toutes les personnes","Total, 15 ans et plus",Québec,24,,
2015,Soins des adultes,Hommes+,"Total, 15 ans et plus",Québec,24,,
2015,Soins des adultes,Femmes+,"Total, 15 ans et plus",Québec,24,,
2015,Soins des adultes,"Total, toutes les personnes",15 à 24 ans,Québec,24,,
2015,Soins des adultes,Hommes+,15 à 24 ans,Québec,24,,
2015,Soins des adultes,Femmes+,15 à 24 ans,Québec,24,,0.0
2015,Soins des adultes,"Total, toutes les personnes",25 à 54 ans,Québec,24,,
2015,Soins des adultes,Hommes+,25 à 54 ans,Québec,24,,
2015,Soins des adultes,Femmes+,25 à 54 ans,Québec,24,,
2015,Soins des adultes,"Total, toutes les personnes",25 à 34 ans,Québec,24,,
2015,Soins des adultes,Hommes+,25 à 34 ans,Québec,24,,
2015,Soins des adultes,Femmes+,25 à 34 ans,Québec,24,,
2015,Soins des adultes,"Total, toutes les personnes",35 à 44 ans,Québec,24,,
2015,Soins des adultes,Hommes+,35 à 44 ans,Québec,24,,
2015,Soins des adultes,Femmes+,35 à 44 ans,Québec,24,,
2015,Soins des adultes,"Total, toutes les personnes",45 à 54 ans,Québec,24,,
2015,Soins des adultes,Hommes+,45 à 54 ans,Québec,24,,
2015,Soins des adultes,Femmes+,45 à 54 ans,Québec,24,,
2015,Soins des adultes,"Total, toutes les personnes",55 à 64 ans,Québec,24,,
2015,Soins des adultes,Hommes+,55 à 64 ans,Québec,24,,
2015,Soins des adultes,Femmes+,55 à 64 ans,Québec,24,,
2015,Soins des adultes,"Total, toutes les personnes",65 ans et plus,Québec,24,,
2015,Soins des adultes,Hommes+,65 ans et plus,Québec,24,,
2015,Soins des adultes,Femmes+,65 ans et plus,Québec,24,,
2015,Magasinage de biens ou de services,"Total, toutes les personnes","Total, 15 ans et plus",Québec,24,1.47058823529412,2.1
2015,Magasinage de biens ou de services,Hommes+,"Total, 15 ans et plus",Québec,24,,1.7
2015,Magasinage de biens ou de services,Femmes+,"Total, 15 ans et plus",Québec,24,,2.5
2015,Magasinage de biens ou de services,"Total, toutes les personnes",15 à 24 ans,Québec,24,2.125,1.3
2015,Magasinage de biens ou de services,Hommes+,15 à 24 ans,Québec,24,,0.8
2015,Magasinage de biens ou de services,Femmes+,15 à 24 ans,Québec,24,,1.7
2015,Magasinage de biens ou de services,"Total, toutes les personnes",25 à 54 ans,Québec,24,1.61538461538462,1.7
2015,Magasinage de biens ou de services,Hommes+,25 à 54 ans,Québec,24,,1.3
2015,Magasinage de biens ou de services,Femmes+,25 à 54 ans,Québec,24,,2.1
2015,Magasinage de biens ou de services,"Total, toutes les personnes",25 à 34 ans,Québec,24,1.61538461538462,1.7
2015,Magasinage de biens ou de services,Hommes+,25 à 34 ans,Québec,24,,1.3
2015,Magasinage de biens ou de services,Femmes+,25 à 34 ans,Québec,24,,2.1
2015,Magasinage de biens ou de services,"Total, toutes les personnes",35 à 44 ans,Québec,24,1.61538461538462,1.7
2015,Magasinage de biens ou de services,Hommes+,35 à 44 ans,Québec,24,,1.3
2015,Magasinage de biens ou de services,Femmes+,35 à 44 ans,Québec,24,,2.1
2015,Magasinage de biens ou de services,"Total, toutes les personnes",45 à 54 ans,Québec,24,2.23076923076923,2.1
2015,Magasinage de biens ou de services,Hommes+,45 à 54 ans,Québec,24,,1.3
2015,Magasinage de biens ou de services,Femmes+,45 à 54 ans,Québec,24,,2.9
2015,Magasinage de biens ou de services,"Total, toutes les personnes",55 à 64 ans,Québec,24,1.19047619047619,2.5
2015,Magasinage de biens ou de services,Hommes+,55 à 64 ans,Québec,24,,2.1
2015,Magasinage de biens ou de services,Femmes+,55 à 64 ans,Québec,24,,2.5
2015,Magasinage de biens ou de services,"Total, toutes les personnes",65 ans et plus,Québec,24,1.19047619047619,2.5
2015,Magasinage de biens ou de services,Hommes+,65 ans et plus,Québec,24,,2.1
2015,Magasinage de biens ou de services,Femmes+,65 ans et plus,Québec,24,,2.5
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes","Total, 15 ans et plus",Ontario,35,1.5,12.5
2015,"Total, activités de travail non-rémunéré",Hommes+,"Total, 15 ans et plus",Ontario,35,,10.0
2015,"Total, activités de travail non-rémunéré",Femmes+,"Total, 15 ans et plus",Ontario,35,,15.0
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",15 à 24 ans,Ontario,35,1.3695652173913,5.4
2015,"Total, activités de travail non-rémunéré",Hommes+,15 à 24 ans,Ontario,35,,4.6
2015,"Total, activités de travail non-rémunéré",Femmes+,15 à 24 ans,Ontario,35,,6.3
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",25 à 54 ans,Ontario,35,1.63,13.3
2015,"Total, activités de travail non-rémunéré",Hommes+,25 à 54 ans,Ontario,35,,10.0
2015,"Total, activités de travail non-rémunéré",Femmes+,25 à 54 ans,Ontario,35,,16.3
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",25 à 34 ans,Ontario,35,2.22535211267606,11.7
2015,"Total, activités de travail non-rémunéré",Hommes+,25 à 34 ans,Ontario,35,,7.1
2015,"Total, activités de travail non-rémunéré",Femmes+,25 à 34 ans,Ontario,35,,15.8
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",35 à 44 ans,Ontario,35,1.56410256410256,15.0
2015,"Total, activités de travail non-rémunéré",Hommes+,35 à 44 ans,Ontario,35,,11.7
2015,"Total, activités de travail non-rémunéré",Femmes+,35 à 44 ans,Ontario,35,,18.3
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",45 à 54 ans,Ontario,35,1.44230769230769,12.9
2015,"Total, activités de travail non-rémunéré",Hommes+,45 à 54 ans,Ontario,35,,10.4
2015,"Total, activités de travail non-rémunéré",Femmes+,45 à 54 ans,Ontario,35,,15.0
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",55 à 64 ans,Ontario,35,1.4957264957265,14.6
2015,"Total, activités de travail non-rémunéré",Hommes+,55 à 64 ans,Ontario,35,,11.7
2015,"Total, activités de travail non-rémunéré",Femmes+,55 à 64 ans,Ontario,35,,17.5
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",65 ans et plus,Ontario,35,1.31578947368421,15.4
2015,"Total, activités de travail non-rémunéré",Hommes+,65 ans et plus,Ontario,35,,13.3
2015,"Total, activités de travail non-rémunéré",Femmes+,65 ans et plus,Ontario,35,,17.5
2015,Tâches ménagères,"Total, toutes les personnes","Total, 15 ans et plus",Ontario,35,1.40845070422535,8.8
2015,Tâches ménagères,Hommes+,"Total, 15 ans et plus",Ontario,35,,7.1
2015,Tâches ménagères,Femmes+,"Total, 15 ans et plus",Ontario,35,,10.0
2015,Tâches ménagères,"Total, toutes les personnes",15 à 24 ans,Ontario,35,1.31034482758621,3.3
2015,Tâches ménagères,Hommes+,15 à 24 ans,Ontario,35,,2.9
2015,Tâches ménagères,Femmes+,15 à 24 ans,Ontario,35,,3.8
2015,Tâches ménagères,"Total, toutes les personnes",25 à 54 ans,Ontario,35,1.52380952380952,7.9
2015,Tâches ménagères,Hommes+,25 à 54 ans,Ontario,35,,6.3
2015,Tâches ménagères,Femmes+,25 à 54 ans,Ontario,35,,9.6
2015,Tâches ménagères,"Total, toutes les personnes",25 à 34 ans,Ontario,35,1.88095238095238,6.3
2015,Tâches ménagères,Hommes+,25 à 34 ans,Ontario,35,,4.2
2015,Tâches ménagères,Femmes+,25 à 34 ans,Ontario,35,,7.9
2015,Tâches ménagères,"Total, toutes les personnes",35 à 44 ans,Ontario,35,1.55223880597015,8.3
2015,Tâches ménagères,Hommes+,35 à 44 ans,Ontario,35,,6.7
2015,Tâches ménagères,Femmes+,35 à 44 ans,Ontario,35,,10.4
2015,Tâches ménagères,"Total, toutes les personnes",45 à 54 ans,Ontario,35,1.44,9.2
2015,Tâches ménagères,Hommes+,45 à 54 ans,Ontario,35,,7.5
2015,Tâches ménagères,Femmes+,45 à 54 ans,Ontario,35,,10.8
2015,Tâches ménagères,"Total, toutes les personnes",55 à 64 ans,Ontario,35,1.34375,11.3
2015,Tâches ménagères,Hommes+,55 à 64 ans,Ontario,35,,9.6
2015,Tâches ménagères,Femmes+,55 à 64 ans,Ontario,35,,12.9
2015,Tâches ménagères,"Total, toutes les personnes",65 ans et plus,Ontario,35,1.32692307692308,12.1
2015,Tâches ménagères,Hommes+,65 ans et plus,Ontario,35,,10.4
2015,Tâches ménagères,Femmes+,65 ans et plus,Ontario,35,,13.8
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes","Total, 15 ans et plus",Ontario,35,1.61538461538462,1.7
2015,Soins des enfants de moins de 18 ans,Hommes+,"Total, 15 ans et plus",Ontario,35,,1.3
2015,Soins des enfants de moins de 18 ans,Femmes+,"Total, 15 ans et plus",Ontario,35,,2.1
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",15 à 24 ans,Ontario,35,,0.4
2015,Soins des enfants de moins de 18 ans,Hommes+,15 à 24 ans,Ontario,35,,
2015,Soins des enfants de moins de 18 ans,Femmes+,15 à 24 ans,Ontario,35,,
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",25 à 54 ans,Ontario,35,1.80952380952381,2.9
2015,Soins des enfants de moins de 18 ans,Hommes+,25 à 54 ans,Ontario,35,,2.1
2015,Soins des enfants de moins de 18 ans,Femmes+,25 à 54 ans,Ontario,35,,3.8
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",25 à 34 ans,Ontario,35,2.94117647058824,3.3
2015,Soins des enfants de moins de 18 ans,Hommes+,25 à 34 ans,Ontario,35,,1.7
2015,Soins des enfants de moins de 18 ans,Femmes+,25 à 34 ans,Ontario,35,,5.0
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",35 à 44 ans,Ontario,35,1.75757575757576,4.6
2015,Soins des enfants de moins de 18 ans,Hommes+,35 à 44 ans,Ontario,35,,3.3
2015,Soins des enfants de moins de 18 ans,Femmes+,35 à 44 ans,Ontario,35,,5.8
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",45 à 54 ans,Ontario,35,1.0,1.3
2015,Soins des enfants de moins de 18 ans,Hommes+,45 à 54 ans,Ontario,35,,1.3
2015,Soins des enfants de moins de 18 ans,Femmes+,45 à 54 ans,Ontario,35,,1.3
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",55 à 64 ans,Ontario,35,,0.4
2015,Soins des enfants de moins de 18 ans,Hommes+,55 à 64 ans,Ontario,35,,
2015,Soins des enfants de moins de 18 ans,Femmes+,55 à 64 ans,Ontario,35,,0.4
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",65 ans et plus,Ontario,35,,
2015,Soins des enfants de moins de 18 ans,Hommes+,65 ans et plus,Ontario,35,,
2015,Soins des enfants de moins de 18 ans,Femmes+,65 ans et plus,Ontario,35,,
2015,Soins des adultes,"Total, toutes les personnes","Total, 15 ans et plus",Ontario,35,,
2015,Soins des adultes,Hommes+,"Total, 15 ans et plus",Ontario,35,,
2015,Soins des adultes,Femmes+,"Total, 15 ans et plus",Ontario,35,,
2015,Soins des adultes,"Total, toutes les personnes",15 à 24 ans,Ontario,35,,
2015,Soins des adultes,Hommes+,15 à 24 ans,Ontario,35,,
2015,Soins des adultes,Femmes+,15 à 24 ans,Ontario,35,,0.0
2015,Soins des adultes,"Total, toutes les personnes",25 à 54 ans,Ontario,35,,
2015,Soins des adultes,Hommes+,25 à 54 ans,Ontario,35,,
2015,Soins des adultes,Femmes+,25 à 54 ans,Ontario,35,,
2015,Soins des adultes,"Total, toutes les personnes",25 à 34 ans,Ontario,35,,
2015,Soins des adultes,Hommes+,25 à 34 ans,Ontario,35,,
2015,Soins des adultes,Femmes+,25 à 34 ans,Ontario,35,,
2015,Soins des adultes,"Total, toutes les personnes",35 à 44 ans,Ontario,35,,
2015,Soins des adultes,Hommes+,35 à 44 ans,Ontario,35,,
2015,Soins des adultes,Femmes+,35 à 44 ans,Ontario,35,,
2015,Soins des adultes,"Total, toutes les personnes",45 à 54 ans,Ontario,35,,
2015,Soins des adultes,Hommes+,45 à 54 ans,Ontario,35,,
2015,Soins des adultes,Femmes+,45 à 54 ans,Ontario,35,,
2015,Soins des adultes,"Total, toutes les personnes",55 à 64 ans,Ontario,35,,
2015,Soins des adultes,Hommes+,55 à 64 ans,Ontario,35,,
2015,Soins des adultes,Femmes+,55 à 64 ans,Ontario,35,,
2015,Soins des adultes,"Total, toutes les personnes",65 ans et plus,Ontario,35,,
2015,Soins des adultes,Hommes+,65 ans et plus,Ontario,35,,
2015,Soins des adultes,Femmes+,65 ans et plus,Ontario,35,,
2015,Magasinage de biens ou de services,"Total, toutes les personnes","Total, 15 ans et plus",Ontario,35,1.47058823529412,2.1
2015,Magasinage de biens ou de services,Hommes+,"Total, 15 ans et plus",Ontario,35,,1.7
2015,Magasinage de biens ou de services,Femmes+,"Total, 15 ans et plus",Ontario,35,,2.5
2015,Magasinage de biens ou de services,"Total, toutes les personnes",15 à 24 ans,Ontario,35,2.125,1.3
2015,Magasinage de biens ou de services,Hommes+,15 à 24 ans,Ontario,35,,0.8
2015,Magasinage de biens ou de services,Femmes+,15 à 24 ans,Ontario,35,,1.7
2015,Magasinage de biens ou de services,"Total, toutes les personnes",25 à 54 ans,Ontario,35,1.61538461538462,1.7
2015,Magasinage de biens ou de services,Hommes+,25 à 54 ans,Ontario,35,,1.3
2015,Magasinage de biens ou de services,Femmes+,25 à 54 ans,Ontario,35,,2.1
2015,Magasinage de biens ou de services,"Total, toutes les personnes",25 à 34 ans,Ontario,35,1.92307692307692,1.7
2015,Magasinage de biens ou de services,Hommes+,25 à 34 ans,Ontario,35,,1.3
2015,Magasinage de biens ou de services,Femmes+,25 à 34 ans,Ontario,35,,2.5
2015,Magasinage de biens ou de services,"Total, toutes les personnes",35 à 44 ans,Ontario,35,1.23529411764706,1.7
2015,Magasinage de biens ou de services,Hommes+,35 à 44 ans,Ontario,35,,1.7
2015,Magasinage de biens ou de services,Femmes+,35 à 44 ans,Ontario,35,,2.1
2015,Magasinage de biens ou de services,"Total, toutes les personnes",45 à 54 ans,Ontario,35,1.47058823529412,2.1
2015,Magasinage de biens ou de services,Hommes+,45 à 54 ans,Ontario,35,,1.7
2015,Magasinage de biens ou de services,Femmes+,45 à 54 ans,Ontario,35,,2.5
2015,Magasinage de biens ou de services,"Total, toutes les personnes",55 à 64 ans,Ontario,35,1.70588235294118,2.5
2015,Magasinage de biens ou de services,Hommes+,55 à 64 ans,Ontario,35,,1.7
2015,Magasinage de biens ou de services,Femmes+,55 à 64 ans,Ontario,35,,2.9
2015,Magasinage de biens ou de services,"Total, toutes les personnes",65 ans et plus,Ontario,35,1.16,2.9
2015,Magasinage de biens ou de services,Hommes+,65 ans et plus,Ontario,35,,2.5
2015,Magasinage de biens ou de services,Femmes+,65 ans et plus,Ontario,35,,2.9
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes","Total, 15 ans et plus",Prairies,4,1.51923076923077,12.9
2015,"Total, activités de travail non-rémunéré",Hommes+,"Total, 15 ans et plus",Prairies,4,,10.4
2015,"Total, activités de travail non-rémunéré",Femmes+,"Total, 15 ans et plus",Prairies,4,,15.8
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",15 à 24 ans,Prairies,4,1.66,6.7
2015,"Total, activités de travail non-rémunéré",Hommes+,15 à 24 ans,Prairies,4,,5.0
2015,"Total, activités de travail non-rémunéré",Femmes+,15 à 24 ans,Prairies,4,,8.3
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",25 à 54 ans,Prairies,4,1.72115384615385,14.2
2015,"Total, activités de travail non-rémunéré",Hommes+,25 à 54 ans,Prairies,4,,10.4
2015,"Total, activités de travail non-rémunéré",Femmes+,25 à 54 ans,Prairies,4,,17.9
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",25 à 34 ans,Prairies,4,2.21518987341772,12.5
2015,"Total, activités de travail non-rémunéré",Hommes+,25 à 34 ans,Prairies,4,,7.9
2015,"Total, activités de travail non-rémunéré",Femmes+,25 à 34 ans,Prairies,4,,17.5
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",35 à 44 ans,Prairies,4,1.76991150442478,15.8
2015,"Total, activités de travail non-rémunéré",Hommes+,35 à 44 ans,Prairies,4,,11.3
2015,"Total, activités de travail non-rémunéré",Femmes+,35 à 44 ans,Prairies,4,,20.0
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",45 à 54 ans,Prairies,4,1.34710743801653,14.2
2015,"Total, activités de travail non-rémunéré",Hommes+,45 à 54 ans,Prairies,4,,12.1
2015,"Total, activités de travail non-rémunéré",Femmes+,45 à 54 ans,Prairies,4,,16.3
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",55 à 64 ans,Prairies,4,1.31623931623932,13.3
2015,"Total, activités de travail non-rémunéré",Hommes+,55 à 64 ans,Prairies,4,,11.7
2015,"Total, activités de travail non-rémunéré",Femmes+,55 à 64 ans,Prairies,4,,15.4
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",65 ans et plus,Prairies,4,1.14,16.3
2015,"Total, activités de travail non-rémunéré",Hommes+,65 ans et plus,Prairies,4,,15.0
2015,"Total, activités de travail non-rémunéré",Femmes+,65 ans et plus,Prairies,4,,17.1
2015,Tâches ménagères,"Total, toutes les personnes","Total, 15 ans et plus",Prairies,4,1.38666666666667,8.8
2015,Tâches ménagères,Hommes+,"Total, 15 ans et plus",Prairies,4,,7.5
2015,Tâches ménagères,Femmes+,"Total, 15 ans et plus",Prairies,4,,10.4
2015,Tâches ménagères,"Total, toutes les personnes",15 à 24 ans,Prairies,4,1.90909090909091,4.6
2015,Tâches ménagères,Hommes+,15 à 24 ans,Prairies,4,,3.3
2015,Tâches ménagères,Femmes+,15 à 24 ans,Prairies,4,,6.3
2015,Tâches ménagères,"Total, toutes les personnes",25 à 54 ans,Prairies,4,1.46478873239437,8.8
2015,Tâches ménagères,Hommes+,25 à 54 ans,Prairies,4,,7.1
2015,Tâches ménagères,Femmes+,25 à 54 ans,Prairies,4,,10.4
2015,Tâches ménagères,"Total, toutes les personnes",25 à 34 ans,Prairies,4,1.7037037037037,7.1
2015,Tâches ménagères,Hommes+,25 à 34 ans,Prairies,4,,5.4
2015,Tâches ménagères,Femmes+,25 à 34 ans,Prairies,4,,9.2
2015,Tâches ménagères,"Total, toutes les personnes",35 à 44 ans,Prairies,4,1.71428571428571,8.3
2015,Tâches ménagères,Hommes+,35 à 44 ans,Prairies,4,,6.3
2015,Tâches ménagères,Femmes+,35 à 44 ans,Prairies,4,,10.8
2015,Tâches ménagères,"Total, toutes les personnes",45 à 54 ans,Prairies,4,1.21875,10.4
2015,Tâches ménagères,Hommes+,45 à 54 ans,Prairies,4,,9.6
2015,Tâches ménagères,Femmes+,45 à 54 ans,Prairies,4,,11.7
2015,Tâches ménagères,"Total, toutes les personnes",55 à 64 ans,Prairies,4,1.22826086956522,10.0
2015,Tâches ménagères,Hommes+,55 à 64 ans,Prairies,4,,9.2
2015,Tâches ménagères,Femmes+,55 à 64 ans,Prairies,4,,11.3
2015,Tâches ménagères,"Total, toutes les personnes",65 ans et plus,Prairies,4,1.13675213675214,12.5
2015,Tâches ménagères,Hommes+,65 ans et plus,Prairies,4,,11.7
2015,Tâches ménagères,Femmes+,65 ans et plus,Prairies,4,,13.3
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes","Total, 15 ans et plus",Prairies,4,3.625,1.7
2015,Soins des enfants de moins de 18 ans,Hommes+,"Total, 15 ans et plus",Prairies,4,,0.8
2015,Soins des enfants de moins de 18 ans,Femmes+,"Total, 15 ans et plus",Prairies,4,,2.9
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",15 à 24 ans,Prairies,4,,0.4
2015,Soins des enfants de moins de 18 ans,Hommes+,15 à 24 ans,Prairies,4,,
2015,Soins des enfants de moins de 18 ans,Femmes+,15 à 24 ans,Prairies,4,,0.8
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",25 à 54 ans,Prairies,4,2.94117647058824,3.3
2015,Soins des enfants de moins de 18 ans,Hommes+,25 à 54 ans,Prairies,4,,1.7
2015,Soins des enfants de moins de 18 ans,Femmes+,25 à 54 ans,Prairies,4,,5.0
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",25 à 34 ans,Prairies,4,4.46153846153846,3.3
2015,Soins des enfants de moins de 18 ans,Hommes+,25 à 34 ans,Prairies,4,,1.3
2015,Soins des enfants de moins de 18 ans,Femmes+,25 à 34 ans,Prairies,4,,5.8
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",35 à 44 ans,Prairies,4,2.44827586206897,5.0
2015,Soins des enfants de moins de 18 ans,Hommes+,35 à 44 ans,Prairies,4,,2.9
2015,Soins des enfants de moins de 18 ans,Femmes+,35 à 44 ans,Prairies,4,,7.1
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",45 à 54 ans,Prairies,4,1.625,1.3
2015,Soins des enfants de moins de 18 ans,Hommes+,45 à 54 ans,Prairies,4,,0.8
2015,Soins des enfants de moins de 18 ans,Femmes+,45 à 54 ans,Prairies,4,,1.3
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",55 à 64 ans,Prairies,4,,
2015,Soins des enfants de moins de 18 ans,Hommes+,55 à 64 ans,Prairies,4,,
2015,Soins des enfants de moins de 18 ans,Femmes+,55 à 64 ans,Prairies,4,,
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",65 ans et plus,Prairies,4,,
2015,Soins des enfants de moins de 18 ans,Hommes+,65 ans et plus,Prairies,4,,
2015,Soins des enfants de moins de 18 ans,Femmes+,65 ans et plus,Prairies,4,,
2015,Soins des adultes,"Total, toutes les personnes","Total, 15 ans et plus",Prairies,4,,
2015,Soins des adultes,Hommes+,"Total, 15 ans et plus",Prairies,4,,
2015,Soins des adultes,Femmes+,"Total, 15 ans et plus",Prairies,4,,
2015,Soins des adultes,"Total, toutes les personnes",15 à 24 ans,Prairies,4,,
2015,Soins des adultes,Hommes+,15 à 24 ans,Prairies,4,,
2015,Soins des adultes,Femmes+,15 à 24 ans,Prairies,4,,0.0
2015,Soins des adultes,"Total, toutes les personnes",25 à 54 ans,Prairies,4,,
2015,Soins des adultes,Hommes+,25 à 54 ans,Prairies,4,,
2015,Soins des adultes,Femmes+,25 à 54 ans,Prairies,4,,
2015,Soins des adultes,"Total, toutes les personnes",25 à 34 ans,Prairies,4,,
2015,Soins des adultes,Hommes+,25 à 34 ans,Prairies,4,,
2015,Soins des adultes,Femmes+,25 à 34 ans,Prairies,4,,
2015,Soins des adultes,"Total, toutes les personnes",35 à 44 ans,Prairies,4,,
2015,Soins des adultes,Hommes+,35 à 44 ans,Prairies,4,,
2015,Soins des adultes,Femmes+,35 à 44 ans,Prairies,4,,
2015,Soins des adultes,"Total, toutes les personnes",45 à 54 ans,Prairies,4,,
2015,Soins des adultes,Hommes+,45 à 54 ans,Prairies,4,,
2015,Soins des adultes,Femmes+,45 à 54 ans,Prairies,4,,
2015,Soins des adultes,"Total, toutes les personnes",55 à 64 ans,Prairies,4,,
2015,Soins des adultes,Hommes+,55 à 64 ans,Prairies,4,,
2015,Soins des adultes,Femmes+,55 à 64 ans,Prairies,4,,
2015,Soins des adultes,"Total, toutes les personnes",65 ans et plus,Prairies,4,,
2015,Soins des adultes,Hommes+,65 ans et plus,Prairies,4,,
2015,Soins des adultes,Femmes+,65 ans et plus,Prairies,4,,
2015,Magasinage de biens ou de services,"Total, toutes les personnes","Total, 15 ans et plus",Prairies,4,1.23529411764706,2.1
2015,Magasinage de biens ou de services,Hommes+,"Total, 15 ans et plus",Prairies,4,,1.7
2015,Magasinage de biens ou de services,Femmes+,"Total, 15 ans et plus",Prairies,4,,2.1
2015,Magasinage de biens ou de services,"Total, toutes les personnes",15 à 24 ans,Prairies,4,2.125,1.3
2015,Magasinage de biens ou de services,Hommes+,15 à 24 ans,Prairies,4,,1.7
2015,Magasinage de biens ou de services,Femmes+,15 à 24 ans,Prairies,4,,0.8
2015,Magasinage de biens ou de services,"Total, toutes les personnes",25 à 54 ans,Prairies,4,1.61538461538462,1.7
2015,Magasinage de biens ou de services,Hommes+,25 à 54 ans,Prairies,4,,1.3
2015,Magasinage de biens ou de services,Femmes+,25 à 54 ans,Prairies,4,,2.1
2015,Magasinage de biens ou de services,"Total, toutes les personnes",25 à 34 ans,Prairies,4,2.625,1.7
2015,Magasinage de biens ou de services,Hommes+,25 à 34 ans,Prairies,4,,0.8
2015,Magasinage de biens ou de services,Femmes+,25 à 34 ans,Prairies,4,,2.1
2015,Magasinage de biens ou de services,"Total, toutes les personnes",35 à 44 ans,Prairies,4,1.0,2.1
2015,Magasinage de biens ou de services,Hommes+,35 à 44 ans,Prairies,4,,2.1
2015,Magasinage de biens ou de services,Femmes+,35 à 44 ans,Prairies,4,,2.1
2015,Magasinage de biens ou de services,"Total, toutes les personnes",45 à 54 ans,Prairies,4,1.92307692307692,2.1
2015,Magasinage de biens ou de services,Hommes+,45 à 54 ans,Prairies,4,,1.3
2015,Magasinage de biens ou de services,Femmes+,45 à 54 ans,Prairies,4,,2.5
2015,Magasinage de biens ou de services,"Total, toutes les personnes",55 à 64 ans,Prairies,4,1.19047619047619,2.5
2015,Magasinage de biens ou de services,Hommes+,55 à 64 ans,Prairies,4,,2.1
2015,Magasinage de biens ou de services,Femmes+,55 à 64 ans,Prairies,4,,2.5
2015,Magasinage de biens ou de services,"Total, toutes les personnes",65 ans et plus,Prairies,4,1.0,2.9
2015,Magasinage de biens ou de services,Hommes+,65 ans et plus,Prairies,4,,2.9
2015,Magasinage de biens ou de services,Femmes+,65 ans et plus,Prairies,4,,2.9
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes","Total, 15 ans et plus",Colombie-Britannique,59,1.36538461538462,12.5
