Year,Groupe d'activité,Genre,Groupe d'âge,Géographie,GeoCode,Progress,Value
2015,"Total, activités de travail non-rémunéré",Hommes+,"Total, 15 ans et plus",Colombie-Britannique,59,,10.4
2015,"Total, activités de travail non-rémunéré",Femmes+,"Total, 15 ans et plus",Colombie-Britannique,59,,14.2
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",15 à 24 ans,Colombie-Britannique,59,2.39393939393939,5.4
2015,"Total, activités de travail non-rémunéré",Hommes+,15 à 24 ans,Colombie-Britannique,59,,3.3
2015,"Total, activités de travail non-rémunéré",Femmes+,15 à 24 ans,Colombie-Britannique,59,,7.9
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",25 à 54 ans,Colombie-Britannique,59,1.42592592592593,13.3
2015,"Total, activités de travail non-rémunéré",Hommes+,25 à 54 ans,Colombie-Britannique,59,,10.8
2015,"Total, activités de travail non-rémunéré",Femmes+,25 à 54 ans,Colombie-Britannique,59,,15.4
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",25 à 34 ans,Colombie-Britannique,59,1.71084337349398,11.3
2015,"Total, activités de travail non-rémunéré",Hommes+,25 à 34 ans,Colombie-Britannique,59,,8.3
2015,"Total, activités de travail non-rémunéré",Femmes+,25 à 34 ans,Colombie-Britannique,59,,14.2
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",35 à 44 ans,Colombie-Britannique,59,1.50925925925926,13.3
2015,"Total, activités de travail non-rémunéré",Hommes+,35 à 44 ans,Colombie-Britannique,59,,10.8
2015,"Total, activités de travail non-rémunéré",Femmes+,35 à 44 ans,Colombie-Britannique,59,,16.3
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",45 à 54 ans,Colombie-Britannique,59,1.22556390977444,14.6
2015,"Total, activités de travail non-rémunéré",Hommes+,45 à 54 ans,Colombie-Britannique,59,,13.3
2015,"Total, activités de travail non-rémunéré",Femmes+,45 à 54 ans,Colombie-Britannique,59,,16.3
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",55 à 64 ans,Colombie-Britannique,59,1.168,13.3
2015,"Total, activités de travail non-rémunéré",Hommes+,55 à 64 ans,Colombie-Britannique,59,,12.5
2015,"Total, activités de travail non-rémunéré",Femmes+,55 à 64 ans,Colombie-Britannique,59,,14.6
2015,"Total, activités de travail non-rémunéré","Total, toutes les personnes",65 ans et plus,Colombie-Britannique,59,1.18796992481203,15.0
2015,"Total, activités de travail non-rémunéré",Hommes+,65 ans et plus,Colombie-Britannique,59,,13.3
2015,"Total, activités de travail non-rémunéré",Femmes+,65 ans et plus,Colombie-Britannique,59,,15.8
2015,Tâches ménagères,"Total, toutes les personnes","Total, 15 ans et plus",Colombie-Britannique,59,1.28,8.3
2015,Tâches ménagères,Hommes+,"Total, 15 ans et plus",Colombie-Britannique,59,,7.5
2015,Tâches ménagères,Femmes+,"Total, 15 ans et plus",Colombie-Britannique,59,,9.6
2015,Tâches ménagères,"Total, toutes les personnes",15 à 24 ans,Colombie-Britannique,59,1.80952380952381,2.9
2015,Tâches ménagères,Hommes+,15 à 24 ans,Colombie-Britannique,59,,2.1
2015,Tâches ménagères,Femmes+,15 à 24 ans,Colombie-Britannique,59,,3.8
2015,Tâches ménagères,"Total, toutes les personnes",25 à 54 ans,Colombie-Britannique,59,1.35211267605634,8.3
2015,Tâches ménagères,Hommes+,25 à 54 ans,Colombie-Britannique,59,,7.1
2015,Tâches ménagères,Femmes+,25 à 54 ans,Colombie-Britannique,59,,9.6
2015,Tâches ménagères,"Total, toutes les personnes",25 à 34 ans,Colombie-Britannique,59,1.66,6.7
2015,Tâches ménagères,Hommes+,25 à 34 ans,Colombie-Britannique,59,,5.0
2015,Tâches ménagères,Femmes+,25 à 34 ans,Colombie-Britannique,59,,8.3
2015,Tâches ménagères,"Total, toutes les personnes",35 à 44 ans,Colombie-Britannique,59,1.51724137931034,7.5
2015,Tâches ménagères,Hommes+,35 à 44 ans,Colombie-Britannique,59,,5.8
2015,Tâches ménagères,Femmes+,35 à 44 ans,Colombie-Britannique,59,,8.8
2015,Tâches ménagères,"Total, toutes les personnes",45 à 54 ans,Colombie-Britannique,59,1.16346153846154,11.3
2015,Tâches ménagères,Hommes+,45 à 54 ans,Colombie-Britannique,59,,10.4
2015,Tâches ménagères,Femmes+,45 à 54 ans,Colombie-Britannique,59,,12.1
2015,Tâches ménagères,"Total, toutes les personnes",55 à 64 ans,Colombie-Britannique,59,1.125,10.4
2015,Tâches ménagères,Hommes+,55 à 64 ans,Colombie-Britannique,59,,9.6
2015,Tâches ménagères,Femmes+,55 à 64 ans,Colombie-Britannique,59,,10.8
2015,Tâches ménagères,"Total, toutes les personnes",65 ans et plus,Colombie-Britannique,59,1.25,11.3
2015,Tâches ménagères,Hommes+,65 ans et plus,Colombie-Britannique,59,,10.0
2015,Tâches ménagères,Femmes+,65 ans et plus,Colombie-Britannique,59,,12.5
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes","Total, 15 ans et plus",Colombie-Britannique,59,1.30769230769231,1.3
2015,Soins des enfants de moins de 18 ans,Hommes+,"Total, 15 ans et plus",Colombie-Britannique,59,,1.3
2015,Soins des enfants de moins de 18 ans,Femmes+,"Total, 15 ans et plus",Colombie-Britannique,59,,1.7
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",15 à 24 ans,Colombie-Britannique,59,,
2015,Soins des enfants de moins de 18 ans,Hommes+,15 à 24 ans,Colombie-Britannique,59,,0.0
2015,Soins des enfants de moins de 18 ans,Femmes+,15 à 24 ans,Colombie-Britannique,59,,
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",25 à 54 ans,Colombie-Britannique,59,1.38095238095238,2.5
2015,Soins des enfants de moins de 18 ans,Hommes+,25 à 54 ans,Colombie-Britannique,59,,2.1
2015,Soins des enfants de moins de 18 ans,Femmes+,25 à 54 ans,Colombie-Britannique,59,,2.9
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",25 à 34 ans,Colombie-Britannique,59,1.94117647058824,2.5
2015,Soins des enfants de moins de 18 ans,Hommes+,25 à 34 ans,Colombie-Britannique,59,,1.7
2015,Soins des enfants de moins de 18 ans,Femmes+,25 à 34 ans,Colombie-Britannique,59,,3.3
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",35 à 44 ans,Colombie-Britannique,59,1.31578947368421,4.2
2015,Soins des enfants de moins de 18 ans,Hommes+,35 à 44 ans,Colombie-Britannique,59,,3.8
2015,Soins des enfants de moins de 18 ans,Femmes+,35 à 44 ans,Colombie-Britannique,59,,5.0
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",45 à 54 ans,Colombie-Britannique,59,1.625,1.3
2015,Soins des enfants de moins de 18 ans,Hommes+,45 à 54 ans,Colombie-Britannique,59,,0.8
2015,Soins des enfants de moins de 18 ans,Femmes+,45 à 54 ans,Colombie-Britannique,59,,1.3
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",55 à 64 ans,Colombie-Britannique,59,,
2015,Soins des enfants de moins de 18 ans,Hommes+,55 à 64 ans,Colombie-Britannique,59,,
2015,Soins des enfants de moins de 18 ans,Femmes+,55 à 64 ans,Colombie-Britannique,59,,
2015,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",65 ans et plus,Colombie-Britannique,59,,
2015,Soins des enfants de moins de 18 ans,Hommes+,65 ans et plus,Colombie-Britannique,59,,
2015,Soins des enfants de moins de 18 ans,Femmes+,65 ans et plus,Colombie-Britannique,59,,
2015,Soins des adultes,"Total, toutes les personnes","Total, 15 ans et plus",Colombie-Britannique,59,,
2015,Soins des adultes,Hommes+,"Total, 15 ans et plus",Colombie-Britannique,59,,
2015,Soins des adultes,Femmes+,"Total, 15 ans et plus",Colombie-Britannique,59,,
2015,Soins des adultes,"Total, toutes les personnes",15 à 24 ans,Colombie-Britannique,59,,
2015,Soins des adultes,Hommes+,15 à 24 ans,Colombie-Britannique,59,,
2015,Soins des adultes,Femmes+,15 à 24 ans,Colombie-Britannique,59,,0.0
2015,Soins des adultes,"Total, toutes les personnes",25 à 54 ans,Colombie-Britannique,59,,
2015,Soins des adultes,Hommes+,25 à 54 ans,Colombie-Britannique,59,,
2015,Soins des adultes,Femmes+,25 à 54 ans,Colombie-Britannique,59,,
2015,Soins des adultes,"Total, toutes les personnes",25 à 34 ans,Colombie-Britannique,59,,
2015,Soins des adultes,Hommes+,25 à 34 ans,Colombie-Britannique,59,,0.0
2015,Soins des adultes,Femmes+,25 à 34 ans,Colombie-Britannique,59,,
2015,Soins des adultes,"Total, toutes les personnes",35 à 44 ans,Colombie-Britannique,59,,
2015,Soins des adultes,Hommes+,35 à 44 ans,Colombie-Britannique,59,,
2015,Soins des adultes,Femmes+,35 à 44 ans,Colombie-Britannique,59,,
2015,Soins des adultes,"Total, toutes les personnes",45 à 54 ans,Colombie-Britannique,59,,
2015,Soins des adultes,Hommes+,45 à 54 ans,Colombie-Britannique,59,,
2015,Soins des adultes,Femmes+,45 à 54 ans,Colombie-Britannique,59,,
2015,Soins des adultes,"Total, toutes les personnes",55 à 64 ans,Colombie-Britannique,59,,
2015,Soins des adultes,Hommes+,55 à 64 ans,Colombie-Britannique,59,,
2015,Soins des adultes,Femmes+,55 à 64 ans,Colombie-Britannique,59,,
2015,Soins des adultes,"Total, toutes les personnes",65 ans et plus,Colombie-Britannique,59,,
2015,Soins des adultes,Hommes+,65 ans et plus,Colombie-Britannique,59,,
2015,Soins des adultes,Femmes+,65 ans et plus,Colombie-Britannique,59,,
2015,Magasinage de biens ou de services,"Total, toutes les personnes","Total, 15 ans et plus",Colombie-Britannique,59,1.47058823529412,2.1
2015,Magasinage de biens ou de services,Hommes+,"Total, 15 ans et plus",Colombie-Britannique,59,,1.7
2015,Magasinage de biens ou de services,Femmes+,"Total, 15 ans et plus",Colombie-Britannique,59,,2.5
2015,Magasinage de biens ou de services,"Total, toutes les personnes",15 à 24 ans,Colombie-Britannique,59,,2.5
2015,Magasinage de biens ou de services,Hommes+,15 à 24 ans,Colombie-Britannique,59,,
2015,Magasinage de biens ou de services,Femmes+,15 à 24 ans,Colombie-Britannique,59,,3.8
2015,Magasinage de biens ou de services,"Total, toutes les personnes",25 à 54 ans,Colombie-Britannique,59,1.61538461538462,1.7
2015,Magasinage de biens ou de services,Hommes+,25 à 54 ans,Colombie-Britannique,59,,1.3
2015,Magasinage de biens ou de services,Femmes+,25 à 54 ans,Colombie-Britannique,59,,2.1
2015,Magasinage de biens ou de services,"Total, toutes les personnes",25 à 34 ans,Colombie-Britannique,59,1.30769230769231,1.7
2015,Magasinage de biens ou de services,Hommes+,25 à 34 ans,Colombie-Britannique,59,,1.3
2015,Magasinage de biens ou de services,Femmes+,25 à 34 ans,Colombie-Britannique,59,,1.7
2015,Magasinage de biens ou de services,"Total, toutes les personnes",35 à 44 ans,Colombie-Britannique,59,2.625,1.7
2015,Magasinage de biens ou de services,Hommes+,35 à 44 ans,Colombie-Britannique,59,,0.8
2015,Magasinage de biens ou de services,Femmes+,35 à 44 ans,Colombie-Britannique,59,,2.1
2015,Magasinage de biens ou de services,"Total, toutes les personnes",45 à 54 ans,Colombie-Britannique,59,1.19047619047619,2.1
2015,Magasinage de biens ou de services,Hommes+,45 à 54 ans,Colombie-Britannique,59,,2.1
2015,Magasinage de biens ou de services,Femmes+,45 à 54 ans,Colombie-Britannique,59,,2.5
2015,Magasinage de biens ou de services,"Total, toutes les personnes",55 à 64 ans,Colombie-Britannique,59,1.0,2.5
2015,Magasinage de biens ou de services,Hommes+,55 à 64 ans,Colombie-Britannique,59,,2.5
2015,Magasinage de biens ou de services,Femmes+,55 à 64 ans,Colombie-Britannique,59,,2.5
2015,Magasinage de biens ou de services,"Total, toutes les personnes",65 ans et plus,Colombie-Britannique,59,1.0,2.5
2015,Magasinage de biens ou de services,Hommes+,65 ans et plus,Colombie-Britannique,59,,2.5
2015,Magasinage de biens ou de services,Femmes+,65 ans et plus,Colombie-Britannique,59,,2.5
2022,"Total, activités de travail non-rémunéré","Total, toutes les personnes","Total, 15 ans et plus",Canada,,1.42592592592593,13.3
2022,"Total, activités de travail non-rémunéré",Hommes+,"Total, 15 ans et plus",Canada,,,10.8
2022,"Total, activités de travail non-rémunéré",Femmes+,"Total, 15 ans et plus",Canada,,,15.4
2022,"Total, activités de travail non-rémunéré","Total, toutes les personnes",15 à 24 ans,Canada,,1.5,5.0
2022,"Total, activités de travail non-rémunéré",Hommes+,15 à 24 ans,Canada,,,4.2
2022,"Total, activités de travail non-rémunéré",Femmes+,15 à 24 ans,Canada,,,6.3
2022,"Total, activités de travail non-rémunéré","Total, toutes les personnes",25 à 54 ans,Canada,,1.65740740740741,14.6
2022,"Total, activités de travail non-rémunéré",Hommes+,25 à 54 ans,Canada,,,10.8
2022,"Total, activités de travail non-rémunéré",Femmes+,25 à 54 ans,Canada,,,17.9
2022,"Total, activités de travail non-rémunéré","Total, toutes les personnes",25 à 34 ans,Canada,,1.85227272727273,12.5
2022,"Total, activités de travail non-rémunéré",Hommes+,25 à 34 ans,Canada,,,8.8
2022,"Total, activités de travail non-rémunéré",Femmes+,25 à 34 ans,Canada,,,16.3
2022,"Total, activités de travail non-rémunéré","Total, toutes les personnes",35 à 44 ans,Canada,,1.632,16.3
2022,"Total, activités de travail non-rémunéré",Hommes+,35 à 44 ans,Canada,,,12.5
2022,"Total, activités de travail non-rémunéré",Femmes+,35 à 44 ans,Canada,,,20.4
2022,"Total, activités de travail non-rémunéré","Total, toutes les personnes",45 à 54 ans,Canada,,1.3801652892562,14.2
2022,"Total, activités de travail non-rémunéré",Hommes+,45 à 54 ans,Canada,,,12.1
2022,"Total, activités de travail non-rémunéré",Femmes+,45 à 54 ans,Canada,,,16.7
2022,"Total, activités de travail non-rémunéré","Total, toutes les personnes",55 à 64 ans,Canada,,1.29457364341085,14.6
2022,"Total, activités de travail non-rémunéré",Hommes+,55 à 64 ans,Canada,,,12.9
2022,"Total, activités de travail non-rémunéré",Femmes+,55 à 64 ans,Canada,,,16.7
2022,"Total, activités de travail non-rémunéré","Total, toutes les personnes",65 ans et plus,Canada,,1.18796992481203,14.6
2022,"Total, activités de travail non-rémunéré",Hommes+,65 ans et plus,Canada,,,13.3
2022,"Total, activités de travail non-rémunéré",Femmes+,65 ans et plus,Canada,,,15.8
2022,Tâches ménagères,"Total, toutes les personnes","Total, 15 ans et plus",Canada,,1.33333333333333,8.8
2022,Tâches ménagères,Hommes+,"Total, 15 ans et plus",Canada,,,7.5
2022,Tâches ménagères,Femmes+,"Total, 15 ans et plus",Canada,,,10.0
2022,Tâches ménagères,"Total, toutes les personnes",15 à 24 ans,Canada,,1.15151515151515,3.8
2022,Tâches ménagères,Hommes+,15 à 24 ans,Canada,,,3.3
2022,Tâches ménagères,Femmes+,15 à 24 ans,Canada,,,3.8
2022,Tâches ménagères,"Total, toutes les personnes",25 à 54 ans,Canada,,1.43283582089552,7.9
2022,Tâches ménagères,Hommes+,25 à 54 ans,Canada,,,6.7
2022,Tâches ménagères,Femmes+,25 à 54 ans,Canada,,,9.6
2022,Tâches ménagères,"Total, toutes les personnes",25 à 34 ans,Canada,,1.22413793103448,6.3
2022,Tâches ménagères,Hommes+,25 à 34 ans,Canada,,,5.8
2022,Tâches ménagères,Femmes+,25 à 34 ans,Canada,,,7.1
2022,Tâches ménagères,"Total, toutes les personnes",35 à 44 ans,Canada,,1.65079365079365,8.3
2022,Tâches ménagères,Hommes+,35 à 44 ans,Canada,,,6.3
2022,Tâches ménagères,Femmes+,35 à 44 ans,Canada,,,10.4
2022,Tâches ménagères,"Total, toutes les personnes",45 à 54 ans,Canada,,1.43037974683544,9.6
2022,Tâches ménagères,Hommes+,45 à 54 ans,Canada,,,7.9
2022,Tâches ménagères,Femmes+,45 à 54 ans,Canada,,,11.3
2022,Tâches ménagères,"Total, toutes les personnes",55 à 64 ans,Canada,,1.24038461538462,11.7
2022,Tâches ménagères,Hommes+,55 à 64 ans,Canada,,,10.4
2022,Tâches ménagères,Femmes+,55 à 64 ans,Canada,,,12.9
2022,Tâches ménagères,"Total, toutes les personnes",65 ans et plus,Canada,,1.20192307692308,11.7
2022,Tâches ménagères,Hommes+,65 ans et plus,Canada,,,10.4
2022,Tâches ménagères,Femmes+,65 ans et plus,Canada,,,12.5
2022,Soins des enfants de moins de 18 ans,"Total, toutes les personnes","Total, 15 ans et plus",Canada,,1.70588235294118,2.1
2022,Soins des enfants de moins de 18 ans,Hommes+,"Total, 15 ans et plus",Canada,,,1.7
2022,Soins des enfants de moins de 18 ans,Femmes+,"Total, 15 ans et plus",Canada,,,2.9
2022,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",15 à 24 ans,Canada,,,0.4
2022,Soins des enfants de moins de 18 ans,Hommes+,15 à 24 ans,Canada,,,
2022,Soins des enfants de moins de 18 ans,Femmes+,15 à 24 ans,Canada,,,
2022,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",25 à 54 ans,Canada,,2.0,4.6
2022,Soins des enfants de moins de 18 ans,Hommes+,25 à 54 ans,Canada,,,2.9
2022,Soins des enfants de moins de 18 ans,Femmes+,25 à 54 ans,Canada,,,5.8
2022,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",25 à 34 ans,Canada,,4.17647058823529,4.6
2022,Soins des enfants de moins de 18 ans,Hommes+,25 à 34 ans,Canada,,,1.7
2022,Soins des enfants de moins de 18 ans,Femmes+,25 à 34 ans,Canada,,,7.1
2022,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",35 à 44 ans,Canada,,1.80434782608696,6.3
2022,Soins des enfants de moins de 18 ans,Hommes+,35 à 44 ans,Canada,,,4.6
2022,Soins des enfants de moins de 18 ans,Femmes+,35 à 44 ans,Canada,,,8.3
2022,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",45 à 54 ans,Canada,,1.0,2.5
2022,Soins des enfants de moins de 18 ans,Hommes+,45 à 54 ans,Canada,,,2.5
2022,Soins des enfants de moins de 18 ans,Femmes+,45 à 54 ans,Canada,,,2.5
2022,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",55 à 64 ans,Canada,,1.0,0.4
2022,Soins des enfants de moins de 18 ans,Hommes+,55 à 64 ans,Canada,,,0.4
2022,Soins des enfants de moins de 18 ans,Femmes+,55 à 64 ans,Canada,,,0.4
2022,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",65 ans et plus,Canada,,,
2022,Soins des enfants de moins de 18 ans,Hommes+,65 ans et plus,Canada,,,
2022,Soins des enfants de moins de 18 ans,Femmes+,65 ans et plus,Canada,,,0.4
2022,Soins des adultes,"Total, toutes les personnes","Total, 15 ans et plus",Canada,,1.0,0.4
2022,Soins des adultes,Hommes+,"Total, 15 ans et plus",Canada,,,0.4
2022,Soins des adultes,Femmes+,"Total, 15 ans et plus",Canada,,,0.4
2022,Soins des adultes,"Total, toutes les personnes",15 à 24 ans,Canada,,,
2022,Soins des adultes,Hommes+,15 à 24 ans,Canada,,,
2022,Soins des adultes,Femmes+,15 à 24 ans,Canada,,,
2022,Soins des adultes,"Total, toutes les personnes",25 à 54 ans,Canada,,1.0,0.4
2022,Soins des adultes,Hommes+,25 à 54 ans,Canada,,,0.4
2022,Soins des adultes,Femmes+,25 à 54 ans,Canada,,,0.4
2022,Soins des adultes,"Total, toutes les personnes",25 à 34 ans,Canada,,,
2022,Soins des adultes,Hommes+,25 à 34 ans,Canada,,,
2022,Soins des adultes,Femmes+,25 à 34 ans,Canada,,,0.4
2022,Soins des adultes,"Total, toutes les personnes",35 à 44 ans,Canada,,1.0,0.4
2022,Soins des adultes,Hommes+,35 à 44 ans,Canada,,,0.4
2022,Soins des adultes,Femmes+,35 à 44 ans,Canada,,,0.4
2022,Soins des adultes,"Total, toutes les personnes",45 à 54 ans,Canada,,2.0,0.4
2022,Soins des adultes,Hommes+,45 à 54 ans,Canada,,,0.4
2022,Soins des adultes,Femmes+,45 à 54 ans,Canada,,,0.8
2022,Soins des adultes,"Total, toutes les personnes",55 à 64 ans,Canada,,3.25,0.8
2022,Soins des adultes,Hommes+,55 à 64 ans,Canada,,,0.4
2022,Soins des adultes,Femmes+,55 à 64 ans,Canada,,,1.3
2022,Soins des adultes,"Total, toutes les personnes",65 ans et plus,Canada,,1.0,0.4
2022,Soins des adultes,Hommes+,65 ans et plus,Canada,,,0.4
2022,Soins des adultes,Femmes+,65 ans et plus,Canada,,,0.4
2022,Magasinage de biens ou de services,"Total, toutes les personnes","Total, 15 ans et plus",Canada,,1.61538461538462,1.7
2022,Magasinage de biens ou de services,Hommes+,"Total, 15 ans et plus",Canada,,,1.3
2022,Magasinage de biens ou de services,Femmes+,"Total, 15 ans et plus",Canada,,,2.1
2022,Magasinage de biens ou de services,"Total, toutes les personnes",15 à 24 ans,Canada,,4.25,1.3
2022,Magasinage de biens ou de services,Hommes+,15 à 24 ans,Canada,,,0.4
2022,Magasinage de biens ou de services,Femmes+,15 à 24 ans,Canada,,,1.7
2022,Magasinage de biens ou de services,"Total, toutes les personnes",25 à 54 ans,Canada,,1.30769230769231,1.7
2022,Magasinage de biens ou de services,Hommes+,25 à 54 ans,Canada,,,1.3
2022,Magasinage de biens ou de services,Femmes+,25 à 54 ans,Canada,,,1.7
2022,Magasinage de biens ou de services,"Total, toutes les personnes",25 à 34 ans,Canada,,1.30769230769231,1.3
2022,Magasinage de biens ou de services,Hommes+,25 à 34 ans,Canada,,,1.3
2022,Magasinage de biens ou de services,Femmes+,25 à 34 ans,Canada,,,1.7
2022,Magasinage de biens ou de services,"Total, toutes les personnes",35 à 44 ans,Canada,,1.30769230769231,1.7
2022,Magasinage de biens ou de services,Hommes+,35 à 44 ans,Canada,,,1.3
2022,Magasinage de biens ou de services,Femmes+,35 à 44 ans,Canada,,,1.7
2022,Magasinage de biens ou de services,"Total, toutes les personnes",45 à 54 ans,Canada,,1.30769230769231,1.7
2022,Magasinage de biens ou de services,Hommes+,45 à 54 ans,Canada,,,1.3
2022,Magasinage de biens ou de services,Femmes+,45 à 54 ans,Canada,,,1.7
2022,Magasinage de biens ou de services,"Total, toutes les personnes",55 à 64 ans,Canada,,1.23529411764706,1.7
2022,Magasinage de biens ou de services,Hommes+,55 à 64 ans,Canada,,,1.7
2022,Magasinage de biens ou de services,Femmes+,55 à 64 ans,Canada,,,2.1
2022,Magasinage de biens ou de services,"Total, toutes les personnes",65 ans et plus,Canada,,1.19047619047619,2.5
2022,Magasinage de biens ou de services,Hommes+,65 ans et plus,Canada,,,2.1
2022,Magasinage de biens ou de services,Femmes+,65 ans et plus,Canada,,,2.5
2022,"Total, activités de travail non-rémunéré","Total, toutes les personnes","Total, 15 ans et plus",Atlantique,1,1.42735042735043,14.2
2022,"Total, activités de travail non-rémunéré",Hommes+,"Total, 15 ans et plus",Atlantique,1,,11.7
2022,"Total, activités de travail non-rémunéré",Femmes+,"Total, 15 ans et plus",Atlantique,1,,16.7
2022,"Total, activités de travail non-rémunéré","Total, toutes les personnes",15 à 24 ans,Atlantique,1,,
2022,"Total, activités de travail non-rémunéré",Hommes+,15 à 24 ans,Atlantique,1,,
2022,"Total, activités de travail non-rémunéré",Femmes+,15 à 24 ans,Atlantique,1,,
2022,"Total, activités de travail non-rémunéré","Total, toutes les personnes",25 à 54 ans,Atlantique,1,1.4957264957265,14.6
2022,"Total, activités de travail non-rémunéré",Hommes+,25 à 54 ans,Atlantique,1,,11.7
2022,"Total, activités de travail non-rémunéré",Femmes+,25 à 54 ans,Atlantique,1,,17.5
2022,"Total, activités de travail non-rémunéré","Total, toutes les personnes",25 à 34 ans,Atlantique,1,,13.8
2022,"Total, activités de travail non-rémunéré",Hommes+,25 à 34 ans,Atlantique,1,,
2022,"Total, activités de travail non-rémunéré",Femmes+,25 à 34 ans,Atlantique,1,,16.3
2022,"Total, activités de travail non-rémunéré","Total, toutes les personnes",35 à 44 ans,Atlantique,1,,17.5
2022,"Total, activités de travail non-rémunéré",Hommes+,35 à 44 ans,Atlantique,1,,
2022,"Total, activités de travail non-rémunéré",Femmes+,35 à 44 ans,Atlantique,1,,20.0
2022,"Total, activités de travail non-rémunéré","Total, toutes les personnes",45 à 54 ans,Atlantique,1,1.85869565217391,13.3
2022,"Total, activités de travail non-rémunéré",Hommes+,45 à 54 ans,Atlantique,1,,9.2
2022,"Total, activités de travail non-rémunéré",Femmes+,45 à 54 ans,Atlantique,1,,17.1
2022,"Total, activités de travail non-rémunéré","Total, toutes les personnes",55 à 64 ans,Atlantique,1,1.18796992481203,14.6
2022,"Total, activités de travail non-rémunéré",Hommes+,55 à 64 ans,Atlantique,1,,13.3
2022,"Total, activités de travail non-rémunéré",Femmes+,55 à 64 ans,Atlantique,1,,15.8
2022,"Total, activités de travail non-rémunéré","Total, toutes les personnes",65 ans et plus,Atlantique,1,1.14,16.3
2022,"Total, activités de travail non-rémunéré",Hommes+,65 ans et plus,Atlantique,1,,15.0
2022,"Total, activités de travail non-rémunéré",Femmes+,65 ans et plus,Atlantique,1,,17.1
2022,Tâches ménagères,"Total, toutes les personnes","Total, 15 ans et plus",Atlantique,1,1.40963855421687,10.0
2022,Tâches ménagères,Hommes+,"Total, 15 ans et plus",Atlantique,1,,8.3
2022,Tâches ménagères,Femmes+,"Total, 15 ans et plus",Atlantique,1,,11.7
2022,Tâches ménagères,"Total, toutes les personnes",15 à 24 ans,Atlantique,1,,
2022,Tâches ménagères,Hommes+,15 à 24 ans,Atlantique,1,,
2022,Tâches ménagères,Femmes+,15 à 24 ans,Atlantique,1,,
2022,Tâches ménagères,"Total, toutes les personnes",25 à 54 ans,Atlantique,1,1.33333333333333,8.8
2022,Tâches ménagères,Hommes+,25 à 54 ans,Atlantique,1,,7.5
2022,Tâches ménagères,Femmes+,25 à 54 ans,Atlantique,1,,10.0
2022,Tâches ménagères,"Total, toutes les personnes",25 à 34 ans,Atlantique,1,,7.1
2022,Tâches ménagères,Hommes+,25 à 34 ans,Atlantique,1,,
2022,Tâches ménagères,Femmes+,25 à 34 ans,Atlantique,1,,6.7
2022,Tâches ménagères,"Total, toutes les personnes",35 à 44 ans,Atlantique,1,,9.2
2022,Tâches ménagères,Hommes+,35 à 44 ans,Atlantique,1,,
2022,Tâches ménagères,Femmes+,35 à 44 ans,Atlantique,1,,10.0
2022,Tâches ménagères,"Total, toutes les personnes",45 à 54 ans,Atlantique,1,1.76056338028169,9.6
2022,Tâches ménagères,Hommes+,45 à 54 ans,Atlantique,1,,7.1
2022,Tâches ménagères,Femmes+,45 à 54 ans,Atlantique,1,,12.5
2022,Tâches ménagères,"Total, toutes les personnes",55 à 64 ans,Atlantique,1,1.20192307692308,11.3
2022,Tâches ménagères,Hommes+,55 à 64 ans,Atlantique,1,,10.4
2022,Tâches ménagères,Femmes+,55 à 64 ans,Atlantique,1,,12.5
2022,Tâches ménagères,"Total, toutes les personnes",65 ans et plus,Atlantique,1,1.17355371900826,13.3
2022,Tâches ménagères,Hommes+,65 ans et plus,Atlantique,1,,12.1
2022,Tâches ménagères,Femmes+,65 ans et plus,Atlantique,1,,14.2
2022,Soins des enfants de moins de 18 ans,"Total, toutes les personnes","Total, 15 ans et plus",Atlantique,1,1.70588235294118,2.1
2022,Soins des enfants de moins de 18 ans,Hommes+,"Total, 15 ans et plus",Atlantique,1,,1.7
2022,Soins des enfants de moins de 18 ans,Femmes+,"Total, 15 ans et plus",Atlantique,1,,2.9
2022,Soins des enfants de moins de 18 ans,"Total, toutes les personnes",15 à 24 ans,Atlantique,1,,
2022,Soins des enfants de moins de 18 ans,Hommes+,15 à 24 ans,Atlantique,1,,
2022,Soins des enfants de moins de 18 ans,Femmes+,15 à 24 ans,Atlantique,1,,
