Year,Household food security status,Geography,Sex,Age group,Economic family type,Visible minority,Indigenous population,GeoCode,Value
2021,"Food insecure, moderate",Alberta,,,,,Indigenous population,48,11.6
2021,Food secure,Alberta,,,,,Non-Indigenous population,48,78.5
2021,Food insecure,Alberta,,,,,Non-Indigenous population,48,21.5
2021,"Food insecure, marginal",Alberta,,,,,Non-Indigenous population,48,5.8
2021,"Food insecure, moderate or severe",Alberta,,,,,Non-Indigenous population,48,15.7
2021,"Food insecure, moderate",Alberta,,,,,Non-Indigenous population,48,9.3
2021,"Food insecure, severe",Alberta,,,,,Non-Indigenous population,48,6.4
2021,Food secure,Alberta,,,,,Not a visible minority nor Indigenous,48,79.8
2021,Food insecure,Alberta,,,,,Not a visible minority nor Indigenous,48,20.2
2021,"Food insecure, marginal",Alberta,,,,,Not a visible minority nor Indigenous,48,6.2
2021,"Food insecure, moderate or severe",Alberta,,,,,Not a visible minority nor Indigenous,48,14.0
2021,"Food insecure, moderate",Alberta,,,,,Not a visible minority nor Indigenous,48,7.5
2021,"Food insecure, severe",Alberta,,,,,Not a visible minority nor Indigenous,48,6.5
2021,Food secure,British Columbia,Both sexes,Under 18 years,,,,59,78.2
2021,Food insecure,British Columbia,Both sexes,Under 18 years,,,,59,21.8
2021,"Food insecure, marginal",British Columbia,Both sexes,Under 18 years,,,,59,6.0
2021,"Food insecure, moderate or severe",British Columbia,Both sexes,Under 18 years,,,,59,15.8
2021,"Food insecure, moderate",British Columbia,Both sexes,Under 18 years,,,,59,12.6
2021,"Food insecure, severe",British Columbia,Both sexes,Under 18 years,,,,59,3.2
2021,Food secure,British Columbia,Both sexes,18 to 64 years,,,,59,82.3
2021,Food insecure,British Columbia,Both sexes,18 to 64 years,,,,59,17.7
2021,"Food insecure, marginal",British Columbia,Both sexes,18 to 64 years,,,,59,5.3
2021,"Food insecure, moderate or severe",British Columbia,Both sexes,18 to 64 years,,,,59,12.4
2021,"Food insecure, moderate",British Columbia,Both sexes,18 to 64 years,,,,59,8.2
2021,"Food insecure, severe",British Columbia,Both sexes,18 to 64 years,,,,59,4.2
2021,Food secure,British Columbia,Both sexes,18 to 24 years,,,,59,79.7
2021,Food insecure,British Columbia,Both sexes,18 to 24 years,,,,59,20.3
2021,"Food insecure, marginal",British Columbia,Both sexes,18 to 24 years,,,,59,7.9
2021,"Food insecure, moderate or severe",British Columbia,Both sexes,18 to 24 years,,,,59,12.4
2021,"Food insecure, moderate",British Columbia,Both sexes,18 to 24 years,,,,59,8.1
2021,"Food insecure, severe",British Columbia,Both sexes,18 to 24 years,,,,59,4.3
2021,Food secure,British Columbia,Both sexes,25 to 34 years,,,,59,82.9
2021,Food insecure,British Columbia,Both sexes,25 to 34 years,,,,59,17.1
2021,"Food insecure, marginal",British Columbia,Both sexes,25 to 34 years,,,,59,4.4
2021,"Food insecure, moderate or severe",British Columbia,Both sexes,25 to 34 years,,,,59,12.8
2021,"Food insecure, moderate",British Columbia,Both sexes,25 to 34 years,,,,59,8.1
2021,"Food insecure, severe",British Columbia,Both sexes,25 to 34 years,,,,59,4.7
2021,Food secure,British Columbia,Both sexes,35 to 44 years,,,,59,81.4
2021,Food insecure,British Columbia,Both sexes,35 to 44 years,,,,59,18.6
2021,"Food insecure, marginal",British Columbia,Both sexes,35 to 44 years,,,,59,5.2
2021,"Food insecure, moderate or severe",British Columbia,Both sexes,35 to 44 years,,,,59,13.4
2021,"Food insecure, moderate",British Columbia,Both sexes,35 to 44 years,,,,59,9.6
2021,"Food insecure, severe",British Columbia,Both sexes,35 to 44 years,,,,59,3.8
2021,Food secure,British Columbia,Both sexes,45 to 54 years,,,,59,82.8
2021,Food insecure,British Columbia,Both sexes,45 to 54 years,,,,59,17.2
2021,"Food insecure, marginal",British Columbia,Both sexes,45 to 54 years,,,,59,5.4
2021,"Food insecure, moderate or severe",British Columbia,Both sexes,45 to 54 years,,,,59,11.8
2021,"Food insecure, moderate",British Columbia,Both sexes,45 to 54 years,,,,59,7.9
2021,"Food insecure, severe",British Columbia,Both sexes,45 to 54 years,,,,59,3.9
2021,Food secure,British Columbia,Both sexes,55 to 64 years,,,,59,83.6
2021,Food insecure,British Columbia,Both sexes,55 to 64 years,,,,59,16.4
2021,"Food insecure, marginal",British Columbia,Both sexes,55 to 64 years,,,,59,4.8
2021,"Food insecure, moderate or severe",British Columbia,Both sexes,55 to 64 years,,,,59,11.6
2021,"Food insecure, moderate",British Columbia,Both sexes,55 to 64 years,,,,59,7.2
2021,"Food insecure, severe",British Columbia,Both sexes,55 to 64 years,,,,59,4.5
2021,Food secure,British Columbia,Both sexes,65 years and over,,,,59,90.7
2021,Food insecure,British Columbia,Both sexes,65 years and over,,,,59,9.3
2021,"Food insecure, marginal",British Columbia,Both sexes,65 years and over,,,,59,4.0
2021,"Food insecure, moderate or severe",British Columbia,Both sexes,65 years and over,,,,59,5.3
2021,"Food insecure, moderate",British Columbia,Both sexes,65 years and over,,,,59,3.9
2021,"Food insecure, severe",British Columbia,Both sexes,65 years and over,,,,59,1.4
2021,Food secure,British Columbia,Male,,All persons,,,59,83.5
2021,Food insecure,British Columbia,Male,,All persons,,,59,16.5
2021,"Food insecure, marginal",British Columbia,Male,,All persons,,,59,4.9
2021,"Food insecure, moderate or severe",British Columbia,Male,,All persons,,,59,11.6
2021,"Food insecure, moderate",British Columbia,Male,,All persons,,,59,8.2
2021,"Food insecure, severe",British Columbia,Male,,All persons,,,59,3.5
2021,Food secure,British Columbia,Male,Under 18 years,,,,59,75.6
2021,Food insecure,British Columbia,Male,Under 18 years,,,,59,24.4
2021,"Food insecure, marginal",British Columbia,Male,Under 18 years,,,,59,5.6
2021,"Food insecure, moderate or severe",British Columbia,Male,Under 18 years,,,,59,18.8
2021,"Food insecure, moderate",British Columbia,Male,Under 18 years,,,,59,15.0
2021,"Food insecure, severe",British Columbia,Male,Under 18 years,,,,59,3.8
2021,Food secure,British Columbia,Male,18 to 64 years,,,,59,83.5
2021,Food insecure,British Columbia,Male,18 to 64 years,,,,59,16.5
2021,"Food insecure, marginal",British Columbia,Male,18 to 64 years,,,,59,5.0
2021,"Food insecure, moderate or severe",British Columbia,Male,18 to 64 years,,,,59,11.5
2021,"Food insecure, moderate",British Columbia,Male,18 to 64 years,,,,59,7.6
2021,"Food insecure, severe",British Columbia,Male,18 to 64 years,,,,59,3.9
2021,Food secure,British Columbia,Male,65 years and over,,,,59,91.0
2021,Food insecure,British Columbia,Male,65 years and over,,,,59,9.0
2021,"Food insecure, marginal",British Columbia,Male,65 years and over,,,,59,3.9
2021,"Food insecure, moderate or severe",British Columbia,Male,65 years and over,,,,59,5.2
2021,"Food insecure, moderate",British Columbia,Male,65 years and over,,,,59,3.5
2021,"Food insecure, severe",British Columbia,Male,65 years and over,,,,59,1.7
2021,Food secure,British Columbia,Female,,All persons,,,59,83.0
2021,Food insecure,British Columbia,Female,,All persons,,,59,17.0
2021,"Food insecure, marginal",British Columbia,Female,,All persons,,,59,5.4
2021,"Food insecure, moderate or severe",British Columbia,Female,,All persons,,,59,11.6
2021,"Food insecure, moderate",British Columbia,Female,,All persons,,,59,8.1
2021,"Food insecure, severe",British Columbia,Female,,All persons,,,59,3.5
2021,Food secure,British Columbia,Female,Under 18 years,,,,59,80.8
2021,Food insecure,British Columbia,Female,Under 18 years,,,,59,19.2
2021,"Food insecure, marginal",British Columbia,Female,Under 18 years,,,,59,6.5
2021,"Food insecure, moderate or severe",British Columbia,Female,Under 18 years,,,,59,12.7
2021,"Food insecure, moderate",British Columbia,Female,Under 18 years,,,,59,10.2
2021,"Food insecure, severe",British Columbia,Female,Under 18 years,,,,59,2.5
2021,Food secure,British Columbia,Female,18 to 64 years,,,,59,81.1
2021,Food insecure,British Columbia,Female,18 to 64 years,,,,59,18.9
2021,"Food insecure, marginal",British Columbia,Female,18 to 64 years,,,,59,5.6
2021,"Food insecure, moderate or severe",British Columbia,Female,18 to 64 years,,,,59,13.3
2021,"Food insecure, moderate",British Columbia,Female,18 to 64 years,,,,59,8.7
2021,"Food insecure, severe",British Columbia,Female,18 to 64 years,,,,59,4.6
2021,Food secure,British Columbia,Female,65 years and over,,,,59,90.6
2021,Food insecure,British Columbia,Female,65 years and over,,,,59,9.4
2021,"Food insecure, marginal",British Columbia,Female,65 years and over,,,,59,4.1
2021,"Food insecure, moderate or severe",British Columbia,Female,65 years and over,,,,59,5.4
2021,"Food insecure, moderate",British Columbia,Female,65 years and over,,,,59,4.2
2021,"Food insecure, severe",British Columbia,Female,65 years and over,,,,59,1.1
2021,Food secure,British Columbia,,,,Visible minority population,,59,81.8
2021,Food insecure,British Columbia,,,,Visible minority population,,59,18.2
2021,"Food insecure, marginal",British Columbia,,,,Visible minority population,,59,6.5
2021,"Food insecure, moderate or severe",British Columbia,,,,Visible minority population,,59,11.7
2021,"Food insecure, moderate",British Columbia,,,,Visible minority population,,59,9.6
2021,"Food insecure, severe",British Columbia,,,,Visible minority population,,59,2.0
2021,Food secure,British Columbia,,,,South Asian,,59,82.3
2021,Food insecure,British Columbia,,,,South Asian,,59,17.7
2021,"Food insecure, moderate or severe",British Columbia,,,,South Asian,,59,10.3
2021,Food secure,British Columbia,,,,Chinese,,59,82.0
2021,Food insecure,British Columbia,,,,Chinese,,59,18.0
2021,"Food insecure, moderate or severe",British Columbia,,,,Chinese,,59,10.9
2021,"Food insecure, moderate",British Columbia,,,,Chinese,,59,7.6
2021,"Food insecure, severe",British Columbia,,,,Chinese,,59,3.2
2021,Food secure,British Columbia,,,,Black,,59,73.2
2021,Food secure,British Columbia,,,,Filipino,,59,76.1
2021,Food insecure,British Columbia,,,,Filipino,,59,23.9
2021,Food secure,British Columbia,,,,Arab,,59,78.1
2021,Food secure,British Columbia,,,,Latin American,,59,88.3
2021,Food secure,British Columbia,,,,Southeast Asian,,59,74.8
2021,Food insecure,British Columbia,,,,Southeast Asian,,59,25.2
2021,"Food insecure, moderate or severe",British Columbia,,,,Southeast Asian,,59,24.2
2021,"Food insecure, moderate",British Columbia,,,,Southeast Asian,,59,23.7
2021,Food secure,British Columbia,,,,Other visible minority,,59,89.1
2021,Food insecure,British Columbia,,,,Other visible minority,,59,10.9
2021,"Food insecure, moderate or severe",British Columbia,,,,Other visible minority,,59,8.3
2021,"Food insecure, moderate",British Columbia,,,,Other visible minority,,59,6.9
2021,Food secure,British Columbia,,,,Not a visible minority,,59,84.0
2021,Food insecure,British Columbia,,,,Not a visible minority,,59,16.0
2021,"Food insecure, marginal",British Columbia,,,,Not a visible minority,,59,4.4
2021,"Food insecure, moderate or severe",British Columbia,,,,Not a visible minority,,59,11.6
2021,"Food insecure, moderate",British Columbia,,,,Not a visible minority,,59,7.3
2021,"Food insecure, severe",British Columbia,,,,Not a visible minority,,59,4.3
2021,Food secure,British Columbia,,,,,Indigenous population,59,63.1
2021,Food insecure,British Columbia,,,,,Indigenous population,59,36.9
2021,"Food insecure, marginal",British Columbia,,,,,Indigenous population,59,11.0
2021,"Food insecure, moderate or severe",British Columbia,,,,,Indigenous population,59,26.0
2021,"Food insecure, moderate",British Columbia,,,,,Indigenous population,59,15.9
2021,"Food insecure, severe",British Columbia,,,,,Indigenous population,59,10.0
2021,Food secure,British Columbia,,,,,Non-Indigenous population,59,84.0
2021,Food insecure,British Columbia,,,,,Non-Indigenous population,59,16.0
2021,"Food insecure, marginal",British Columbia,,,,,Non-Indigenous population,59,5.0
2021,"Food insecure, moderate or severe",British Columbia,,,,,Non-Indigenous population,59,11.1
2021,"Food insecure, moderate",British Columbia,,,,,Non-Indigenous population,59,7.8
2021,"Food insecure, severe",British Columbia,,,,,Non-Indigenous population,59,3.3
2021,Food secure,British Columbia,,,,,Not a visible minority nor Indigenous,59,85.2
2021,Food insecure,British Columbia,,,,,Not a visible minority nor Indigenous,59,14.8
2021,"Food insecure, marginal",British Columbia,,,,,Not a visible minority nor Indigenous,59,4.1
2021,"Food insecure, moderate or severe",British Columbia,,,,,Not a visible minority nor Indigenous,59,10.7
2021,"Food insecure, moderate",British Columbia,,,,,Not a visible minority nor Indigenous,59,6.8
2021,"Food insecure, severe",British Columbia,,,,,Not a visible minority nor Indigenous,59,4.0
2022,Food secure,Canada,Both sexes,Under 18 years,,,,,71.6
2022,Food insecure,Canada,Both sexes,Under 18 years,,,,,28.4
2022,"Food insecure, marginal",Canada,Both sexes,Under 18 years,,,,,7.5
2022,"Food insecure, moderate",Canada,Both sexes,Under 18 years,,,,,14.5
2022,"Food insecure, severe",Canada,Both sexes,Under 18 years,,,,,6.4
2022,Food secure,Canada,Both sexes,18 to 64 years,,,,,75.5
2022,Food insecure,Canada,Both sexes,18 to 64 years,,,,,24.5
2022,"Food insecure, marginal",Canada,Both sexes,18 to 64 years,,,,,6.1
2022,"Food insecure, moderate",Canada,Both sexes,18 to 64 years,,,,,11.3
2022,"Food insecure, severe",Canada,Both sexes,18 to 64 years,,,,,7.0
2022,Food secure,Canada,Both sexes,18 to 24 years,,,,,75.6
2022,Food insecure,Canada,Both sexes,18 to 24 years,,,,,24.4
2022,"Food insecure, marginal",Canada,Both sexes,18 to 24 years,,,,,6.7
2022,"Food insecure, moderate",Canada,Both sexes,18 to 24 years,,,,,10.3
2022,"Food insecure, severe",Canada,Both sexes,18 to 24 years,,,,,7.4
2022,Food secure,Canada,Both sexes,25 to 34 years,,,,,72.0
2022,Food insecure,Canada,Both sexes,25 to 34 years,,,,,28.0
2022,"Food insecure, marginal",Canada,Both sexes,25 to 34 years,,,,,6.8
2022,"Food insecure, moderate",Canada,Both sexes,25 to 34 years,,,,,13.7
2022,"Food insecure, severe",Canada,Both sexes,25 to 34 years,,,,,7.5
2022,Food secure,Canada,Both sexes,35 to 44 years,,,,,73.1
2022,Food insecure,Canada,Both sexes,35 to 44 years,,,,,26.9
2022,"Food insecure, marginal",Canada,Both sexes,35 to 44 years,,,,,6.4
2022,"Food insecure, moderate",Canada,Both sexes,35 to 44 years,,,,,13.4
2022,"Food insecure, severe",Canada,Both sexes,35 to 44 years,,,,,7.1
2022,Food secure,Canada,Both sexes,45 to 54 years,,,,,76.7
2022,Food insecure,Canada,Both sexes,45 to 54 years,,,,,23.3
2022,"Food insecure, marginal",Canada,Both sexes,45 to 54 years,,,,,6.0
2022,"Food insecure, moderate",Canada,Both sexes,45 to 54 years,,,,,10.0
2022,"Food insecure, severe",Canada,Both sexes,45 to 54 years,,,,,7.3
2022,Food secure,Canada,Both sexes,55 to 64 years,,,,,80.4
2022,Food insecure,Canada,Both sexes,55 to 64 years,,,,,19.6
2022,"Food insecure, marginal",Canada,Both sexes,55 to 64 years,,,,,5.0
2022,"Food insecure, moderate",Canada,Both sexes,55 to 64 years,,,,,8.7
2022,"Food insecure, severe",Canada,Both sexes,55 to 64 years,,,,,5.9
2022,Food secure,Canada,Both sexes,65 years and over,,,,,88.3
2022,Food insecure,Canada,Both sexes,65 years and over,,,,,11.7
2022,"Food insecure, marginal",Canada,Both sexes,65 years and over,,,,,3.8
2022,"Food insecure, moderate",Canada,Both sexes,65 years and over,,,,,5.6
2022,"Food insecure, severe",Canada,Both sexes,65 years and over,,,,,2.4
2022,Food secure,Canada,Male,,All persons,,,,77.4
2022,Food insecure,Canada,Male,,All persons,,,,22.6
2022,"Food insecure, marginal",Canada,Male,,All persons,,,,5.9
2022,"Food insecure, moderate or severe",Canada,Male,,All persons,,,,16.7
2022,"Food insecure, moderate",Canada,Male,,All persons,,,,10.6
2022,"Food insecure, severe",Canada,Male,,All persons,,,,6.1
2022,Food secure,Canada,Male,Under 18 years,,,,,71.4
2022,Food insecure,Canada,Male,Under 18 years,,,,,28.6
2022,"Food insecure, marginal",Canada,Male,Under 18 years,,,,,7.2
2022,"Food insecure, moderate or severe",Canada,Male,Under 18 years,,,,,21.4
2022,"Food insecure, moderate",Canada,Male,Under 18 years,,,,,14.7
2022,"Food insecure, severe",Canada,Male,Under 18 years,,,,,6.7
2022,Food secure,Canada,Male,18 to 64 years,,,,,76.2
2022,Food insecure,Canada,Male,18 to 64 years,,,,,23.8
2022,"Food insecure, marginal",Canada,Male,18 to 64 years,,,,,6.1
2022,"Food insecure, moderate or severe",Canada,Male,18 to 64 years,,,,,17.7
2022,"Food insecure, moderate",Canada,Male,18 to 64 years,,,,,10.8
2022,"Food insecure, severe",Canada,Male,18 to 64 years,,,,,6.9
2022,Food secure,Canada,Male,65 years and over,,,,,88.5
2022,Food insecure,Canada,Male,65 years and over,,,,,11.5
2022,"Food insecure, marginal",Canada,Male,65 years and over,,,,,3.7
2022,"Food insecure, moderate or severe",Canada,Male,65 years and over,,,,,7.9
2022,"Food insecure, moderate",Canada,Male,65 years and over,,,,,5.4
2022,"Food insecure, severe",Canada,Male,65 years and over,,,,,2.4
2022,Food secure,Canada,Female,,All persons,,,,76.9
2022,Food insecure,Canada,Female,,All persons,,,,23.1
2022,"Food insecure, marginal",Canada,Female,,All persons,,,,6.0
2022,"Food insecure, moderate or severe",Canada,Female,,All persons,,,,17.1
2022,"Food insecure, moderate",Canada,Female,,All persons,,,,11.1
2022,"Food insecure, severe",Canada,Female,,All persons,,,,6.0
2022,Food secure,Canada,Female,Under 18 years,,,,,71.7
2022,Food insecure,Canada,Female,Under 18 years,,,,,28.3
2022,"Food insecure, marginal",Canada,Female,Under 18 years,,,,,7.8
2022,"Food insecure, moderate or severe",Canada,Female,Under 18 years,,,,,20.5
2022,"Food insecure, moderate",Canada,Female,Under 18 years,,,,,14.4
2022,"Food insecure, severe",Canada,Female,Under 18 years,,,,,6.1
2022,Food secure,Canada,Female,18 to 64 years,,,,,74.8
2022,Food insecure,Canada,Female,18 to 64 years,,,,,25.2
2022,"Food insecure, marginal",Canada,Female,18 to 64 years,,,,,6.2
2022,"Food insecure, moderate or severe",Canada,Female,18 to 64 years,,,,,19.0
2022,"Food insecure, moderate",Canada,Female,18 to 64 years,,,,,11.9
2022,"Food insecure, severe",Canada,Female,18 to 64 years,,,,,7.1
2022,Food secure,Canada,Female,65 years and over,,,,,88.1
2022,Food insecure,Canada,Female,65 years and over,,,,,11.9
2022,"Food insecure, marginal",Canada,Female,65 years and over,,,,,3.9
2022,"Food insecure, moderate or severe",Canada,Female,65 years and over,,,,,8.0
2022,"Food insecure, moderate",Canada,Female,65 years and over,,,,,5.7
2022,"Food insecure, severe",Canada,Female,65 years and over,,,,,2.4
2022,Food secure,Canada,,,,Visible minority population,,,72.7
2022,Food insecure,Canada,,,,Visible minority population,,,27.3
2022,"Food insecure, marginal",Canada,,,,Visible minority population,,,6.6
2022,"Food insecure, moderate",Canada,,,,Visible minority population,,,14.5
2022,"Food insecure, severe",Canada,,,,Visible minority population,,,6.2
2022,Food secure,Canada,,,,South Asian,,,76.2
2022,Food insecure,Canada,,,,South Asian,,,23.8
2022,"Food insecure, marginal",Canada,,,,South Asian,,,6.2
2022,"Food insecure, moderate",Canada,,,,South Asian,,,11.3
2022,"Food insecure, severe",Canada,,,,South Asian,,,6.3
2022,Food secure,Canada,,,,Chinese,,,81.0
2022,Food insecure,Canada,,,,Chinese,,,19.0
2022,"Food insecure, marginal",Canada,,,,Chinese,,,5.7
2022,"Food insecure, moderate",Canada,,,,Chinese,,,10.1
2022,"Food insecure, severe",Canada,,,,Chinese,,,3.3
2022,Food secure,Canada,,,,Black,,,59.6
2022,Food insecure,Canada,,,,Black,,,40.4
2022,"Food insecure, marginal",Canada,,,,Black,,,8.5
2022,"Food insecure, moderate",Canada,,,,Black,,,20.1
2022,"Food insecure, severe",Canada,,,,Black,,,11.8
2022,Food secure,Canada,,,,Filipino,,,73.0
2022,Food insecure,Canada,,,,Filipino,,,27.0
2022,"Food insecure, marginal",Canada,,,,Filipino,,,6.4
2022,"Food insecure, moderate",Canada,,,,Filipino,,,16.4
2022,"Food insecure, severe",Canada,,,,Filipino,,,4.1
2022,Food secure,Canada,,,,Arab,,,74.2
2022,Food insecure,Canada,,,,Arab,,,25.8
2022,"Food insecure, marginal",Canada,,,,Arab,,,7.5
2022,"Food insecure, moderate",Canada,,,,Arab,,,14.9
2022,"Food insecure, severe",Canada,,,,Arab,,,3.4
2022,Food secure,Canada,,,,Latin American,,,68.9
2022,Food insecure,Canada,,,,Latin American,,,31.1
2022,"Food insecure, marginal",Canada,,,,Latin American,,,7.6
2022,"Food insecure, moderate",Canada,,,,Latin American,,,15.6
2022,"Food insecure, severe",Canada,,,,Latin American,,,7.8
2022,Food secure,Canada,,,,Southeast Asian,,,74.7
2022,Food insecure,Canada,,,,Southeast Asian,,,25.3
2022,"Food insecure, marginal",Canada,,,,Southeast Asian,,,8.7
2022,"Food insecure, moderate",Canada,,,,Southeast Asian,,,11.1
2022,Food secure,Canada,,,,Other visible minority,,,68.6
2022,Food insecure,Canada,,,,Other visible minority,,,31.4
2022,"Food insecure, marginal",Canada,,,,Other visible minority,,,4.6
2022,"Food insecure, moderate",Canada,,,,Other visible minority,,,20.2
2022,"Food insecure, severe",Canada,,,,Other visible minority,,,6.7
2022,Food secure,Canada,,,,Not a visible minority,,,79.0
2022,Food insecure,Canada,,,,Not a visible minority,,,21.0
2022,"Food insecure, marginal",Canada,,,,Not a visible minority,,,5.7
2022,"Food insecure, moderate",Canada,,,,Not a visible minority,,,9.4
2022,"Food insecure, severe",Canada,,,,Not a visible minority,,,5.9
2022,Food secure,Canada,,,,,Indigenous population,,63.2
2022,Food insecure,Canada,,,,,Indigenous population,,36.8
2022,"Food insecure, marginal",Canada,,,,,Indigenous population,,7.8
2022,"Food insecure, moderate",Canada,,,,,Indigenous population,,14.7
2022,"Food insecure, severe",Canada,,,,,Indigenous population,,14.3
2022,Food secure,Canada,,,,,Non-Indigenous population,,77.6
2022,Food insecure,Canada,,,,,Non-Indigenous population,,22.4
2022,"Food insecure, marginal",Canada,,,,,Non-Indigenous population,,5.9
2022,"Food insecure, moderate",Canada,,,,,Non-Indigenous population,,10.8
2022,"Food insecure, severe",Canada,,,,,Non-Indigenous population,,5.8
2022,Food secure,Canada,,,,,Not a visible minority nor Indigenous,,79.7
2022,Food insecure,Canada,,,,,Not a visible minority nor Indigenous,,20.3
2022,"Food insecure, marginal",Canada,,,,,Not a visible minority nor Indigenous,,5.6
2022,"Food insecure, moderate",Canada,,,,,Not a visible minority nor Indigenous,,9.2
2022,"Food insecure, severe",Canada,,,,,Not a visible minority nor Indigenous,,5.6
2022,Food secure,Atlantic provinces,Both sexes,Under 18 years,,,,,63.4
2022,Food insecure,Atlantic provinces,Both sexes,Under 18 years,,,,,36.6
2022,"Food insecure, marginal",Atlantic provinces,Both sexes,Under 18 years,,,,,7.9
2022,"Food insecure, moderate or severe",Atlantic provinces,Both sexes,Under 18 years,,,,,28.7
2022,"Food insecure, moderate",Atlantic provinces,Both sexes,Under 18 years,,,,,18.4
2022,"Food insecure, severe",Atlantic provinces,Both sexes,Under 18 years,,,,,10.3
2022,Food secure,Atlantic provinces,Both sexes,18 to 64 years,,,,,70.5
2022,Food insecure,Atlantic provinces,Both sexes,18 to 64 years,,,,,29.5
2022,"Food insecure, marginal",Atlantic provinces,Both sexes,18 to 64 years,,,,,6.4
2022,"Food insecure, moderate or severe",Atlantic provinces,Both sexes,18 to 64 years,,,,,23.1
2022,"Food insecure, moderate",Atlantic provinces,Both sexes,18 to 64 years,,,,,14.3
2022,"Food insecure, severe",Atlantic provinces,Both sexes,18 to 64 years,,,,,8.9
2022,Food secure,Atlantic provinces,Both sexes,18 to 24 years,,,,,67.2
2022,Food insecure,Atlantic provinces,Both sexes,18 to 24 years,,,,,32.8
2022,"Food insecure, marginal",Atlantic provinces,Both sexes,18 to 24 years,,,,,6.6
2022,"Food insecure, moderate or severe",Atlantic provinces,Both sexes,18 to 24 years,,,,,26.2
2022,"Food insecure, moderate",Atlantic provinces,Both sexes,18 to 24 years,,,,,16.2
2022,"Food insecure, severe",Atlantic provinces,Both sexes,18 to 24 years,,,,,10.0
2022,Food secure,Atlantic provinces,Both sexes,25 to 34 years,,,,,67.1
2022,Food insecure,Atlantic provinces,Both sexes,25 to 34 years,,,,,32.9
2022,"Food insecure, marginal",Atlantic provinces,Both sexes,25 to 34 years,,,,,6.7
2022,"Food insecure, moderate or severe",Atlantic provinces,Both sexes,25 to 34 years,,,,,26.3
2022,"Food insecure, moderate",Atlantic provinces,Both sexes,25 to 34 years,,,,,15.1
2022,"Food insecure, severe",Atlantic provinces,Both sexes,25 to 34 years,,,,,11.2
2022,Food secure,Atlantic provinces,Both sexes,35 to 44 years,,,,,67.1
2022,Food insecure,Atlantic provinces,Both sexes,35 to 44 years,,,,,32.9
2022,"Food insecure, marginal",Atlantic provinces,Both sexes,35 to 44 years,,,,,6.7
2022,"Food insecure, moderate or severe",Atlantic provinces,Both sexes,35 to 44 years,,,,,26.2
2022,"Food insecure, moderate",Atlantic provinces,Both sexes,35 to 44 years,,,,,17.0
2022,"Food insecure, severe",Atlantic provinces,Both sexes,35 to 44 years,,,,,9.2
2022,Food secure,Atlantic provinces,Both sexes,45 to 54 years,,,,,70.8
2022,Food insecure,Atlantic provinces,Both sexes,45 to 54 years,,,,,29.2
2022,"Food insecure, marginal",Atlantic provinces,Both sexes,45 to 54 years,,,,,6.7
2022,"Food insecure, moderate or severe",Atlantic provinces,Both sexes,45 to 54 years,,,,,22.4
2022,"Food insecure, moderate",Atlantic provinces,Both sexes,45 to 54 years,,,,,13.9
2022,"Food insecure, severe",Atlantic provinces,Both sexes,45 to 54 years,,,,,8.5
2022,Food secure,Atlantic provinces,Both sexes,55 to 64 years,,,,,77.2
2022,Food insecure,Atlantic provinces,Both sexes,55 to 64 years,,,,,22.8
2022,"Food insecure, marginal",Atlantic provinces,Both sexes,55 to 64 years,,,,,5.6
2022,"Food insecure, moderate or severe",Atlantic provinces,Both sexes,55 to 64 years,,,,,17.3
2022,"Food insecure, moderate",Atlantic provinces,Both sexes,55 to 64 years,,,,,10.8
2022,"Food insecure, severe",Atlantic provinces,Both sexes,55 to 64 years,,,,,6.5
2022,Food secure,Atlantic provinces,Both sexes,65 years and over,,,,,86.4
2022,Food insecure,Atlantic provinces,Both sexes,65 years and over,,,,,13.6
2022,"Food insecure, marginal",Atlantic provinces,Both sexes,65 years and over,,,,,4.6
2022,"Food insecure, moderate or severe",Atlantic provinces,Both sexes,65 years and over,,,,,9.0
2022,"Food insecure, moderate",Atlantic provinces,Both sexes,65 years and over,,,,,6.1
2022,"Food insecure, severe",Atlantic provinces,Both sexes,65 years and over,,,,,2.9
2022,Food secure,Atlantic provinces,Male,,All persons,,,,72.4
2022,Food insecure,Atlantic provinces,Male,,All persons,,,,27.6
2022,"Food insecure, marginal",Atlantic provinces,Male,,All persons,,,,6.4
2022,"Food insecure, moderate or severe",Atlantic provinces,Male,,All persons,,,,21.3
2022,"Food insecure, moderate",Atlantic provinces,Male,,All persons,,,,13.2
2022,"Food insecure, severe",Atlantic provinces,Male,,All persons,,,,8.1
2022,Food secure,Atlantic provinces,Male,Under 18 years,,,,,60.3
2022,Food insecure,Atlantic provinces,Male,Under 18 years,,,,,39.7
2022,"Food insecure, marginal",Atlantic provinces,Male,Under 18 years,,,,,9.0
2022,"Food insecure, moderate or severe",Atlantic provinces,Male,Under 18 years,,,,,30.7
2022,"Food insecure, moderate",Atlantic provinces,Male,Under 18 years,,,,,18.9
2022,"Food insecure, severe",Atlantic provinces,Male,Under 18 years,,,,,11.8
2022,Food secure,Atlantic provinces,Male,18 to 64 years,,,,,71.1
2022,Food insecure,Atlantic provinces,Male,18 to 64 years,,,,,28.9
2022,"Food insecure, marginal",Atlantic provinces,Male,18 to 64 years,,,,,6.2
2022,"Food insecure, moderate or severe",Atlantic provinces,Male,18 to 64 years,,,,,22.7
2022,"Food insecure, moderate",Atlantic provinces,Male,18 to 64 years,,,,,13.9
