Year,Household food security status,Geography,Sex,Age group,Economic family type,Visible minority,Indigenous population,GeoCode,Value
2018,,,,,,,,,11.6
2019,,,,,,,,,10.8
2020,,,,,,,,,11.2
2021,,,,,,,,,12.9
2022,,,,,,,,,16.9
2023,,,,,,,,,19.1
2020,Food insecure,Yukon,,,,,,60,21.2
2020,Food insecure,Northwest Territories,,,,,,61,20.4
2020,Food insecure,Nunavut,,,,,,62,49.5
2021,Food insecure,Yukon,,,,,,60,12.8
2021,Food insecure,Northwest Territories,,,,,,61,22.2
2021,Food insecure,Nunavut,,,,,,62,46.1
2022,Food insecure,Yukon,,,,,,60,21.4
2022,Food insecure,Northwest Territories,,,,,,61,27.6
2022,Food insecure,Nunavut,,,,,,62,62.6
2020,Food secure,Yukon,,,,,,60,78.8
2020,Food secure,Northwest Territories,,,,,,61,79.6
2020,Food secure,Nunavut,,,,,,62,50.5
2021,Food secure,Yukon,,,,,,60,87.2
2021,Food secure,Northwest Territories,,,,,,61,77.8
2021,Food secure,Nunavut,,,,,,62,53.9
2022,Food secure,Yukon,,,,,,60,78.6
2022,Food secure,Northwest Territories,,,,,,61,72.4
2022,Food secure,Nunavut,,,,,,62,37.4
2018,Food secure,Canada,Both sexes,,All persons,,,,83.2
2018,Food insecure,Canada,Both sexes,,All persons,,,,16.8
2018,"Food insecure, marginal",Canada,Both sexes,,All persons,,,,5.2
2018,"Food insecure, moderate",Canada,Both sexes,,All persons,,,,8.0
2018,"Food insecure, severe",Canada,Both sexes,,All persons,,,,3.6
2018,Food secure,Canada,Both sexes,,Persons in economic families,,,,83.9
2018,Food insecure,Canada,Both sexes,,Persons in economic families,,,,16.1
2018,"Food insecure, marginal",Canada,Both sexes,,Persons in economic families,,,,5.2
2018,"Food insecure, moderate or severe",Canada,Both sexes,,Persons in economic families,,,,10.9
2018,"Food insecure, moderate",Canada,Both sexes,,Persons in economic families,,,,7.9
2018,"Food insecure, severe",Canada,Both sexes,,Persons in economic families,,,,3.0
2018,Food secure,Canada,Both sexes,,Persons in senior families,,,,92.9
2018,Food insecure,Canada,Both sexes,,Persons in senior families,,,,7.1
2018,"Food insecure, marginal",Canada,Both sexes,,Persons in senior families,,,,2.7
2018,"Food insecure, moderate or severe",Canada,Both sexes,,Persons in senior families,,,,4.5
2018,"Food insecure, moderate",Canada,Both sexes,,Persons in senior families,,,,3.0
2018,"Food insecure, severe",Canada,Both sexes,,Persons in senior families,,,,1.5
2018,Food secure,Canada,Both sexes,,Persons in senior couples,,,,95.1
2018,Food insecure,Canada,Both sexes,,Persons in senior couples,,,,4.9
2018,"Food insecure, marginal",Canada,Both sexes,,Persons in senior couples,,,,2.0
2018,"Food insecure, moderate or severe",Canada,Both sexes,,Persons in senior couples,,,,2.9
2018,"Food insecure, moderate",Canada,Both sexes,,Persons in senior couples,,,,2.1
2018,"Food insecure, severe",Canada,Both sexes,,Persons in senior couples,,,,0.8
2018,Food secure,Canada,Both sexes,,Persons in other senior families,,,,87.4
2018,Food insecure,Canada,Both sexes,,Persons in other senior families,,,,12.6
2018,"Food insecure, marginal",Canada,Both sexes,,Persons in other senior families,,,,4.2
2018,"Food insecure, moderate or severe",Canada,Both sexes,,Persons in other senior families,,,,8.3
2018,"Food insecure, moderate",Canada,Both sexes,,Persons in other senior families,,,,5.1
2018,"Food insecure, severe",Canada,Both sexes,,Persons in other senior families,,,,3.2
2018,Food secure,Canada,Both sexes,,Persons in non-senior families,,,,82.4
2018,Food insecure,Canada,Both sexes,,Persons in non-senior families,,,,17.6
2018,"Food insecure, marginal",Canada,Both sexes,,Persons in non-senior families,,,,5.7
2018,"Food insecure, moderate or severe",Canada,Both sexes,,Persons in non-senior families,,,,12.0
2018,"Food insecure, moderate",Canada,Both sexes,,Persons in non-senior families,,,,8.8
2018,"Food insecure, severe",Canada,Both sexes,,Persons in non-senior families,,,,3.2
2018,Food secure,Canada,Both sexes,,Persons in couples,,,,88.5
2018,Food insecure,Canada,Both sexes,,Persons in couples,,,,11.5
2018,"Food insecure, marginal",Canada,Both sexes,,Persons in couples,,,,3.9
2018,"Food insecure, moderate or severe",Canada,Both sexes,,Persons in couples,,,,7.6
2018,"Food insecure, moderate",Canada,Both sexes,,Persons in couples,,,,4.7
2018,"Food insecure, severe",Canada,Both sexes,,Persons in couples,,,,2.9
2018,Food secure,Canada,Both sexes,,Persons in couple families with children,,,,82.1
2018,Food insecure,Canada,Both sexes,,Persons in couple families with children,,,,17.9
2018,"Food insecure, marginal",Canada,Both sexes,,Persons in couple families with children,,,,6.6
2018,"Food insecure, moderate or severe",Canada,Both sexes,,Persons in couple families with children,,,,11.2
2018,"Food insecure, moderate",Canada,Both sexes,,Persons in couple families with children,,,,8.9
2018,"Food insecure, severe",Canada,Both sexes,,Persons in couple families with children,,,,2.3
2018,Food secure,Canada,Both sexes,,Persons in couple families with other relatives,,,,89.1
2018,Food insecure,Canada,Both sexes,,Persons in couple families with other relatives,,,,10.9
2018,"Food insecure, marginal",Canada,Both sexes,,Persons in couple families with other relatives,,,,2.7
2018,"Food insecure, moderate or severe",Canada,Both sexes,,Persons in couple families with other relatives,,,,8.2
2018,"Food insecure, moderate",Canada,Both sexes,,Persons in couple families with other relatives,,,,6.5
2018,"Food insecure, severe",Canada,Both sexes,,Persons in couple families with other relatives,,,,1.6
2018,Food secure,Canada,Both sexes,,Persons in lone-parent families,,,,57.8
2018,Food insecure,Canada,Both sexes,,Persons in lone-parent families,,,,42.2
2018,"Food insecure, marginal",Canada,Both sexes,,Persons in lone-parent families,,,,9.8
2018,"Food insecure, moderate or severe",Canada,Both sexes,,Persons in lone-parent families,,,,32.3
2018,"Food insecure, moderate",Canada,Both sexes,,Persons in lone-parent families,,,,21.4
2018,"Food insecure, severe",Canada,Both sexes,,Persons in lone-parent families,,,,11.0
2018,Food secure,Canada,Male,,Persons in lone-parent families,,,,69.1
2018,Food insecure,Canada,Male,,Persons in lone-parent families,,,,30.9
2018,"Food insecure, marginal",Canada,Male,,Persons in lone-parent families,,,,7.7
2018,"Food insecure, moderate or severe",Canada,Male,,Persons in lone-parent families,,,,23.2
2018,"Food insecure, moderate",Canada,Male,,Persons in lone-parent families,,,,17.1
2018,"Food insecure, severe",Canada,Male,,Persons in lone-parent families,,,,6.1
2018,Food secure,Canada,Female,,Persons in lone-parent families,,,,55.6
2018,Food insecure,Canada,Female,,Persons in lone-parent families,,,,44.4
2018,"Food insecure, marginal",Canada,Female,,Persons in lone-parent families,,,,10.3
2018,"Food insecure, moderate or severe",Canada,Female,,Persons in lone-parent families,,,,34.1
2018,"Food insecure, moderate",Canada,Female,,Persons in lone-parent families,,,,22.2
2018,"Food insecure, severe",Canada,Female,,Persons in lone-parent families,,,,11.9
2018,Food secure,Canada,Both sexes,,Persons in other non-senior families,,,,78.5
2018,Food insecure,Canada,Both sexes,,Persons in other non-senior families,,,,21.5
2018,"Food insecure, marginal",Canada,Both sexes,,Persons in other non-senior families,,,,5.7
2018,"Food insecure, moderate or severe",Canada,Both sexes,,Persons in other non-senior families,,,,15.8
2018,"Food insecure, moderate",Canada,Both sexes,,Persons in other non-senior families,,,,10.4
2018,"Food insecure, severe",Canada,Both sexes,,Persons in other non-senior families,,,,5.4
2018,Food secure,Canada,Both sexes,,Persons not in an economic family,,,,79.8
2018,Food insecure,Canada,Both sexes,,Persons not in an economic family,,,,20.2
2018,"Food insecure, marginal",Canada,Both sexes,,Persons not in an economic family,,,,4.9
2018,"Food insecure, moderate or severe",Canada,Both sexes,,Persons not in an economic family,,,,15.3
2018,"Food insecure, moderate",Canada,Both sexes,,Persons not in an economic family,,,,8.4
2018,"Food insecure, severe",Canada,Both sexes,,Persons not in an economic family,,,,6.9
2018,Food secure,Canada,Both sexes,,Seniors not in an economic family,,,,89.6
2018,Food insecure,Canada,Both sexes,,Seniors not in an economic family,,,,10.4
2018,"Food insecure, marginal",Canada,Both sexes,,Seniors not in an economic family,,,,3.5
2018,"Food insecure, moderate or severe",Canada,Both sexes,,Seniors not in an economic family,,,,6.9
2018,"Food insecure, moderate",Canada,Both sexes,,Seniors not in an economic family,,,,4.8
2018,"Food insecure, severe",Canada,Both sexes,,Seniors not in an economic family,,,,2.1
2018,Food secure,Canada,Male,,Seniors not in an economic family,,,,87.3
2018,Food insecure,Canada,Male,,Seniors not in an economic family,,,,12.7
2018,"Food insecure, marginal",Canada,Male,,Seniors not in an economic family,,,,3.3
2018,"Food insecure, moderate or severe",Canada,Male,,Seniors not in an economic family,,,,9.4
2018,"Food insecure, moderate",Canada,Male,,Seniors not in an economic family,,,,6.1
2018,"Food insecure, severe",Canada,Male,,Seniors not in an economic family,,,,3.2
2018,Food secure,Canada,Female,,Seniors not in an economic family,,,,90.7
2018,Food insecure,Canada,Female,,Seniors not in an economic family,,,,9.3
2018,"Food insecure, marginal",Canada,Female,,Seniors not in an economic family,,,,3.7
2018,"Food insecure, moderate or severe",Canada,Female,,Seniors not in an economic family,,,,5.6
2018,"Food insecure, moderate",Canada,Female,,Seniors not in an economic family,,,,4.1
2018,"Food insecure, severe",Canada,Female,,Seniors not in an economic family,,,,1.6
2018,Food secure,Canada,Both sexes,,Non-seniors not in an economic family,,,,75.5
2018,Food insecure,Canada,Both sexes,,Non-seniors not in an economic family,,,,24.5
2018,"Food insecure, marginal",Canada,Both sexes,,Non-seniors not in an economic family,,,,5.5
2018,"Food insecure, moderate or severe",Canada,Both sexes,,Non-seniors not in an economic family,,,,18.9
2018,"Food insecure, moderate",Canada,Both sexes,,Non-seniors not in an economic family,,,,9.9
2018,"Food insecure, severe",Canada,Both sexes,,Non-seniors not in an economic family,,,,9.0
2018,Food secure,Canada,Male,,Non-seniors not in an economic family,,,,75.5
2018,Food insecure,Canada,Male,,Non-seniors not in an economic family,,,,24.5
2018,"Food insecure, marginal",Canada,Male,,Non-seniors not in an economic family,,,,5.8
2018,"Food insecure, moderate or severe",Canada,Male,,Non-seniors not in an economic family,,,,18.7
2018,"Food insecure, moderate",Canada,Male,,Non-seniors not in an economic family,,,,9.0
2018,"Food insecure, severe",Canada,Male,,Non-seniors not in an economic family,,,,9.7
2018,Food secure,Canada,Female,,Non-seniors not in an economic family,,,,75.6
2018,Food insecure,Canada,Female,,Non-seniors not in an economic family,,,,24.4
2018,"Food insecure, marginal",Canada,Female,,Non-seniors not in an economic family,,,,5.2
2018,"Food insecure, moderate or severe",Canada,Female,,Non-seniors not in an economic family,,,,19.2
2018,"Food insecure, moderate",Canada,Female,,Non-seniors not in an economic family,,,,11.1
2018,"Food insecure, severe",Canada,Female,,Non-seniors not in an economic family,,,,8.1
2018,Food secure,Atlantic provinces,Both sexes,,All persons,,,,80.8
2018,Food insecure,Atlantic provinces,Both sexes,,All persons,,,,19.2
2018,"Food insecure, marginal",Atlantic provinces,Both sexes,,All persons,,,,5.6
2018,"Food insecure, moderate or severe",Atlantic provinces,Both sexes,,All persons,,,,13.6
2018,"Food insecure, moderate",Atlantic provinces,Both sexes,,All persons,,,,8.6
2018,"Food insecure, severe",Atlantic provinces,Both sexes,,All persons,,,,5.0
2018,Food secure,Atlantic provinces,Both sexes,,Persons in economic families,,,,81.6
2018,Food insecure,Atlantic provinces,Both sexes,,Persons in economic families,,,,18.4
2018,"Food insecure, marginal",Atlantic provinces,Both sexes,,Persons in economic families,,,,5.6
2018,"Food insecure, moderate or severe",Atlantic provinces,Both sexes,,Persons in economic families,,,,12.8
2018,"Food insecure, moderate",Atlantic provinces,Both sexes,,Persons in economic families,,,,8.5
2018,"Food insecure, severe",Atlantic provinces,Both sexes,,Persons in economic families,,,,4.3
2018,Food secure,Atlantic provinces,Both sexes,,Persons in senior families,,,,90.8
2018,Food insecure,Atlantic provinces,Both sexes,,Persons in senior families,,,,9.2
2018,"Food insecure, marginal",Atlantic provinces,Both sexes,,Persons in senior families,,,,3.6
2018,"Food insecure, moderate or severe",Atlantic provinces,Both sexes,,Persons in senior families,,,,5.6
2018,"Food insecure, moderate",Atlantic provinces,Both sexes,,Persons in senior families,,,,3.7
2018,"Food insecure, severe",Atlantic provinces,Both sexes,,Persons in senior families,,,,1.9
2018,Food secure,Atlantic provinces,Both sexes,,Persons in senior couples,,,,92.7
2018,Food insecure,Atlantic provinces,Both sexes,,Persons in senior couples,,,,7.3
2018,"Food insecure, marginal",Atlantic provinces,Both sexes,,Persons in senior couples,,,,2.9
2018,"Food insecure, moderate or severe",Atlantic provinces,Both sexes,,Persons in senior couples,,,,4.5
2018,"Food insecure, moderate",Atlantic provinces,Both sexes,,Persons in senior couples,,,,3.0
2018,"Food insecure, severe",Atlantic provinces,Both sexes,,Persons in senior couples,,,,1.5
2018,Food secure,Atlantic provinces,Both sexes,,Persons in other senior families,,,,84.9
2018,Food insecure,Atlantic provinces,Both sexes,,Persons in other senior families,,,,15.1
2018,"Food insecure, marginal",Atlantic provinces,Both sexes,,Persons in other senior families,,,,6.0
2018,"Food insecure, moderate or severe",Atlantic provinces,Both sexes,,Persons in other senior families,,,,9.1
2018,"Food insecure, moderate",Atlantic provinces,Both sexes,,Persons in other senior families,,,,5.9
2018,Food secure,Atlantic provinces,Both sexes,,Persons in non-senior families,,,,79.6
2018,Food insecure,Atlantic provinces,Both sexes,,Persons in non-senior families,,,,20.4
2018,"Food insecure, marginal",Atlantic provinces,Both sexes,,Persons in non-senior families,,,,6.0
2018,"Food insecure, moderate or severe",Atlantic provinces,Both sexes,,Persons in non-senior families,,,,14.4
2018,"Food insecure, moderate",Atlantic provinces,Both sexes,,Persons in non-senior families,,,,9.5
2018,"Food insecure, severe",Atlantic provinces,Both sexes,,Persons in non-senior families,,,,4.8
2018,Food secure,Atlantic provinces,Both sexes,,Persons in couples,,,,85.9
2018,Food insecure,Atlantic provinces,Both sexes,,Persons in couples,,,,14.1
2018,"Food insecure, marginal",Atlantic provinces,Both sexes,,Persons in couples,,,,3.9
2018,"Food insecure, moderate or severe",Atlantic provinces,Both sexes,,Persons in couples,,,,10.2
2018,"Food insecure, moderate",Atlantic provinces,Both sexes,,Persons in couples,,,,5.7
2018,"Food insecure, severe",Atlantic provinces,Both sexes,,Persons in couples,,,,4.5
2018,Food secure,Atlantic provinces,Both sexes,,Persons in couple families with children,,,,79.2
2018,Food insecure,Atlantic provinces,Both sexes,,Persons in couple families with children,,,,20.8
2018,"Food insecure, marginal",Atlantic provinces,Both sexes,,Persons in couple families with children,,,,7.8
2018,"Food insecure, moderate or severe",Atlantic provinces,Both sexes,,Persons in couple families with children,,,,13.0
2018,"Food insecure, moderate",Atlantic provinces,Both sexes,,Persons in couple families with children,,,,9.5
2018,"Food insecure, severe",Atlantic provinces,Both sexes,,Persons in couple families with children,,,,3.5
2018,Food secure,Atlantic provinces,Both sexes,,Persons in couple families with other relatives,,,,88.4
2018,Food insecure,Atlantic provinces,Both sexes,,Persons in couple families with other relatives,,,,11.6
2018,"Food insecure, moderate or severe",Atlantic provinces,Both sexes,,Persons in couple families with other relatives,,,,9.9
2018,"Food insecure, moderate",Atlantic provinces,Both sexes,,Persons in couple families with other relatives,,,,8.3
2018,Food secure,Atlantic provinces,Both sexes,,Persons in lone-parent families,,,,56.3
2018,Food insecure,Atlantic provinces,Both sexes,,Persons in lone-parent families,,,,43.7
2018,"Food insecure, marginal",Atlantic provinces,Both sexes,,Persons in lone-parent families,,,,7.3
2018,"Food insecure, moderate or severe",Atlantic provinces,Both sexes,,Persons in lone-parent families,,,,36.4
2018,"Food insecure, moderate",Atlantic provinces,Both sexes,,Persons in lone-parent families,,,,21.7
2018,"Food insecure, severe",Atlantic provinces,Both sexes,,Persons in lone-parent families,,,,14.7
2018,Food secure,Atlantic provinces,Male,,Persons in lone-parent families,,,,65.7
2018,Food insecure,Atlantic provinces,Male,,Persons in lone-parent families,,,,34.3
2018,"Food insecure, moderate or severe",Atlantic provinces,Male,,Persons in lone-parent families,,,,26.4
2018,Food secure,Atlantic provinces,Female,,Persons in lone-parent families,,,,54.3
2018,Food insecure,Atlantic provinces,Female,,Persons in lone-parent families,,,,45.7
2018,"Food insecure, marginal",Atlantic provinces,Female,,Persons in lone-parent families,,,,7.3
2018,"Food insecure, moderate or severe",Atlantic provinces,Female,,Persons in lone-parent families,,,,38.4
2018,"Food insecure, moderate",Atlantic provinces,Female,,Persons in lone-parent families,,,,22.5
2018,"Food insecure, severe",Atlantic provinces,Female,,Persons in lone-parent families,,,,16.0
2018,Food secure,Atlantic provinces,Both sexes,,Persons in other non-senior families,,,,73.8
2018,Food insecure,Atlantic provinces,Both sexes,,Persons in other non-senior families,,,,26.2
2018,"Food insecure, marginal",Atlantic provinces,Both sexes,,Persons in other non-senior families,,,,8.7
2018,"Food insecure, moderate or severe",Atlantic provinces,Both sexes,,Persons in other non-senior families,,,,17.4
2018,"Food insecure, moderate",Atlantic provinces,Both sexes,,Persons in other non-senior families,,,,9.8
2018,"Food insecure, severe",Atlantic provinces,Both sexes,,Persons in other non-senior families,,,,7.6
2018,Food secure,Atlantic provinces,Both sexes,,Persons not in an economic family,,,,76.6
2018,Food insecure,Atlantic provinces,Both sexes,,Persons not in an economic family,,,,23.4
2018,"Food insecure, marginal",Atlantic provinces,Both sexes,,Persons not in an economic family,,,,5.7
2018,"Food insecure, moderate or severe",Atlantic provinces,Both sexes,,Persons not in an economic family,,,,17.6
2018,"Food insecure, moderate",Atlantic provinces,Both sexes,,Persons not in an economic family,,,,9.0
2018,"Food insecure, severe",Atlantic provinces,Both sexes,,Persons not in an economic family,,,,8.6
2018,Food secure,Atlantic provinces,Both sexes,,Seniors not in an economic family,,,,84.2
2018,Food insecure,Atlantic provinces,Both sexes,,Seniors not in an economic family,,,,15.8
2018,"Food insecure, marginal",Atlantic provinces,Both sexes,,Seniors not in an economic family,,,,4.9
2018,"Food insecure, moderate or severe",Atlantic provinces,Both sexes,,Seniors not in an economic family,,,,10.9
2018,"Food insecure, moderate",Atlantic provinces,Both sexes,,Seniors not in an economic family,,,,6.6
2018,"Food insecure, severe",Atlantic provinces,Both sexes,,Seniors not in an economic family,,,,4.3
2018,Food secure,Atlantic provinces,Male,,Seniors not in an economic family,,,,78.9
2018,Food insecure,Atlantic provinces,Male,,Seniors not in an economic family,,,,21.1
2018,"Food insecure, marginal",Atlantic provinces,Male,,Seniors not in an economic family,,,,6.8
2018,"Food insecure, moderate or severe",Atlantic provinces,Male,,Seniors not in an economic family,,,,14.3
2018,"Food insecure, moderate",Atlantic provinces,Male,,Seniors not in an economic family,,,,8.2
2018,"Food insecure, severe",Atlantic provinces,Male,,Seniors not in an economic family,,,,6.1
2018,Food secure,Atlantic provinces,Female,,Seniors not in an economic family,,,,87.2
2018,Food insecure,Atlantic provinces,Female,,Seniors not in an economic family,,,,12.8
2018,"Food insecure, marginal",Atlantic provinces,Female,,Seniors not in an economic family,,,,3.9
2018,"Food insecure, moderate or severe",Atlantic provinces,Female,,Seniors not in an economic family,,,,9.0
2018,"Food insecure, moderate",Atlantic provinces,Female,,Seniors not in an economic family,,,,5.7
2018,"Food insecure, severe",Atlantic provinces,Female,,Seniors not in an economic family,,,,3.3
2018,Food secure,Atlantic provinces,Both sexes,,Non-seniors not in an economic family,,,,72.7
2018,Food insecure,Atlantic provinces,Both sexes,,Non-seniors not in an economic family,,,,27.3
2018,"Food insecure, marginal",Atlantic provinces,Both sexes,,Non-seniors not in an economic family,,,,6.2
2018,"Food insecure, moderate or severe",Atlantic provinces,Both sexes,,Non-seniors not in an economic family,,,,21.1
2018,"Food insecure, moderate",Atlantic provinces,Both sexes,,Non-seniors not in an economic family,,,,10.3
2018,"Food insecure, severe",Atlantic provinces,Both sexes,,Non-seniors not in an economic family,,,,10.8
2018,Food secure,Atlantic provinces,Male,,Non-seniors not in an economic family,,,,73.2
2018,Food insecure,Atlantic provinces,Male,,Non-seniors not in an economic family,,,,26.8
2018,"Food insecure, marginal",Atlantic provinces,Male,,Non-seniors not in an economic family,,,,6.2
2018,"Food insecure, moderate or severe",Atlantic provinces,Male,,Non-seniors not in an economic family,,,,20.6
2018,"Food insecure, moderate",Atlantic provinces,Male,,Non-seniors not in an economic family,,,,10.2
2018,"Food insecure, severe",Atlantic provinces,Male,,Non-seniors not in an economic family,,,,10.4
2018,Food secure,Atlantic provinces,Female,,Non-seniors not in an economic family,,,,72.1
2018,Food insecure,Atlantic provinces,Female,,Non-seniors not in an economic family,,,,27.9
2018,"Food insecure, marginal",Atlantic provinces,Female,,Non-seniors not in an economic family,,,,6.1
2018,"Food insecure, moderate or severe",Atlantic provinces,Female,,Non-seniors not in an economic family,,,,21.8
2018,"Food insecure, moderate",Atlantic provinces,Female,,Non-seniors not in an economic family,,,,10.5
2018,"Food insecure, severe",Atlantic provinces,Female,,Non-seniors not in an economic family,,,,11.3
2018,Food secure,Newfoundland and Labrador,Both sexes,,All persons,,,10,81.1
2018,Food insecure,Newfoundland and Labrador,Both sexes,,All persons,,,10,18.9
2018,"Food insecure, marginal",Newfoundland and Labrador,Both sexes,,All persons,,,10,6.9
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,Both sexes,,All persons,,,10,12.0
2018,"Food insecure, moderate",Newfoundland and Labrador,Both sexes,,All persons,,,10,8.0
2018,"Food insecure, severe",Newfoundland and Labrador,Both sexes,,All persons,,,10,4.0
2018,Food secure,Newfoundland and Labrador,Both sexes,,Persons in economic families,,,10,81.8
2018,Food insecure,Newfoundland and Labrador,Both sexes,,Persons in economic families,,,10,18.2
2018,"Food insecure, marginal",Newfoundland and Labrador,Both sexes,,Persons in economic families,,,10,7.4
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,Both sexes,,Persons in economic families,,,10,10.9
2018,"Food insecure, moderate",Newfoundland and Labrador,Both sexes,,Persons in economic families,,,10,7.3
2018,"Food insecure, severe",Newfoundland and Labrador,Both sexes,,Persons in economic families,,,10,3.6
2018,Food secure,Newfoundland and Labrador,Both sexes,,Persons in senior families,,,10,90.3
2018,Food insecure,Newfoundland and Labrador,Both sexes,,Persons in senior families,,,10,9.7
2018,"Food insecure, marginal",Newfoundland and Labrador,Both sexes,,Persons in senior families,,,10,3.3
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,Both sexes,,Persons in senior families,,,10,6.4
2018,"Food insecure, moderate",Newfoundland and Labrador,Both sexes,,Persons in senior families,,,10,4.5
2018,Food secure,Newfoundland and Labrador,Both sexes,,Persons in senior couples,,,10,89.4
2018,Food insecure,Newfoundland and Labrador,Both sexes,,Persons in senior couples,,,10,10.6
2018,"Food insecure, marginal",Newfoundland and Labrador,Both sexes,,Persons in senior couples,,,10,4.2
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,Both sexes,,Persons in senior couples,,,10,6.4
2018,"Food insecure, moderate",Newfoundland and Labrador,Both sexes,,Persons in senior couples,,,10,4.0
2018,Food secure,Newfoundland and Labrador,Both sexes,,Persons in other senior families,,,10,93.7
2018,Food secure,Newfoundland and Labrador,Both sexes,,Persons in non-senior families,,,10,79.9
2018,Food insecure,Newfoundland and Labrador,Both sexes,,Persons in non-senior families,,,10,20.1
2018,"Food insecure, marginal",Newfoundland and Labrador,Both sexes,,Persons in non-senior families,,,10,8.3
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,Both sexes,,Persons in non-senior families,,,10,11.9
2018,"Food insecure, moderate",Newfoundland and Labrador,Both sexes,,Persons in non-senior families,,,10,7.9
2018,"Food insecure, severe",Newfoundland and Labrador,Both sexes,,Persons in non-senior families,,,10,3.9
2018,Food secure,Newfoundland and Labrador,Both sexes,,Persons in couples,,,10,88.9
2018,Food insecure,Newfoundland and Labrador,Both sexes,,Persons in couples,,,10,11.1
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,Both sexes,,Persons in couples,,,10,8.1
2018,"Food insecure, moderate",Newfoundland and Labrador,Both sexes,,Persons in couples,,,10,5.0
2018,Food secure,Newfoundland and Labrador,Both sexes,,Persons in couple families with children,,,10,80.2
2018,Food insecure,Newfoundland and Labrador,Both sexes,,Persons in couple families with children,,,10,19.8
2018,"Food insecure, marginal",Newfoundland and Labrador,Both sexes,,Persons in couple families with children,,,10,10.9
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,Both sexes,,Persons in couple families with children,,,10,8.8
2018,"Food insecure, moderate",Newfoundland and Labrador,Both sexes,,Persons in couple families with children,,,10,5.8
2018,Food secure,Newfoundland and Labrador,Both sexes,,Persons in couple families with other relatives,,,10,89.1
2018,Food insecure,Newfoundland and Labrador,Both sexes,,Persons in couple families with other relatives,,,10,10.9
2018,Food secure,Newfoundland and Labrador,Both sexes,,Persons in lone-parent families,,,10,52.7
2018,Food insecure,Newfoundland and Labrador,Both sexes,,Persons in lone-parent families,,,10,47.3
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,Both sexes,,Persons in lone-parent families,,,10,37.5
2018,"Food insecure, moderate",Newfoundland and Labrador,Both sexes,,Persons in lone-parent families,,,10,26.0
2018,Food secure,Newfoundland and Labrador,Female,,Persons in lone-parent families,,,10,52.5
2018,Food insecure,Newfoundland and Labrador,Female,,Persons in lone-parent families,,,10,47.5
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,Female,,Persons in lone-parent families,,,10,36.1
2018,"Food insecure, moderate",Newfoundland and Labrador,Female,,Persons in lone-parent families,,,10,22.6
2018,Food secure,Newfoundland and Labrador,Both sexes,,Persons in other non-senior families,,,10,70.7
2018,Food insecure,Newfoundland and Labrador,Both sexes,,Persons in other non-senior families,,,10,29.3
2018,"Food insecure, marginal",Newfoundland and Labrador,Both sexes,,Persons in other non-senior families,,,10,10.8
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,Both sexes,,Persons in other non-senior families,,,10,18.5
2018,"Food insecure, moderate",Newfoundland and Labrador,Both sexes,,Persons in other non-senior families,,,10,10.6
2018,Food secure,Newfoundland and Labrador,Both sexes,,Persons not in an economic family,,,10,77.1
2018,Food insecure,Newfoundland and Labrador,Both sexes,,Persons not in an economic family,,,10,22.9
2018,"Food insecure, marginal",Newfoundland and Labrador,Both sexes,,Persons not in an economic family,,,10,4.3
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,Both sexes,,Persons not in an economic family,,,10,18.6
2018,"Food insecure, moderate",Newfoundland and Labrador,Both sexes,,Persons not in an economic family,,,10,11.8
2018,"Food insecure, severe",Newfoundland and Labrador,Both sexes,,Persons not in an economic family,,,10,6.8
2018,Food secure,Newfoundland and Labrador,Both sexes,,Seniors not in an economic family,,,10,82.9
2018,Food insecure,Newfoundland and Labrador,Both sexes,,Seniors not in an economic family,,,10,17.1
2018,"Food insecure, marginal",Newfoundland and Labrador,Both sexes,,Seniors not in an economic family,,,10,4.8
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,Both sexes,,Seniors not in an economic family,,,10,12.3
2018,"Food insecure, moderate",Newfoundland and Labrador,Both sexes,,Seniors not in an economic family,,,10,9.7
2018,Food secure,Newfoundland and Labrador,Male,,Seniors not in an economic family,,,10,77.7
2018,Food insecure,Newfoundland and Labrador,Male,,Seniors not in an economic family,,,10,22.3
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,Male,,Seniors not in an economic family,,,10,14.3
2018,Food secure,Newfoundland and Labrador,Female,,Seniors not in an economic family,,,10,86.0
2018,Food insecure,Newfoundland and Labrador,Female,,Seniors not in an economic family,,,10,14.0
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,Female,,Seniors not in an economic family,,,10,11.0
2018,"Food insecure, moderate",Newfoundland and Labrador,Female,,Seniors not in an economic family,,,10,7.9
2018,Food secure,Newfoundland and Labrador,Both sexes,,Non-seniors not in an economic family,,,10,73.9
2018,Food insecure,Newfoundland and Labrador,Both sexes,,Non-seniors not in an economic family,,,10,26.1
2018,"Food insecure, marginal",Newfoundland and Labrador,Both sexes,,Non-seniors not in an economic family,,,10,4.0
