Year,Industry,Geography,GeoCode,Value
2015,Grain and oilseed milling,Saskatchewan,47,0.18
2015,Meat product manufacturing,Saskatchewan,47,0.33
2015,Bakeries and tortilla manufacturing,Saskatchewan,47,0.09
2015,Other food manufacturing,Saskatchewan,47,0.05
2015,Beverage and tobacco product manufacturing,Saskatchewan,47,0.13
2015,Textile product mills,Saskatchewan,47,0.06
2015,Apparel manufacturing,Saskatchewan,47,0.03
2015,Printing and related support activities,Saskatchewan,47,0.13
2015,Chemical manufacturing,Saskatchewan,47,0.28
2015,Basic chemical manufacturing,Saskatchewan,47,0.09
2015,"Pesticide, fertilizer and other agricultural chemical manufacturing",Saskatchewan,47,0.14
2015,"Soap, cleaning compound and toilet preparation manufacturing",Saskatchewan,47,0.01
2015,Other chemical product manufacturing,Saskatchewan,47,0.02
2015,Plastics and rubber products manufacturing,Saskatchewan,47,0.13
2015,Durable goods,Saskatchewan,47,3.33
2015,Wood product manufacturing,Saskatchewan,47,0.32
2015,Sawmills and wood preservation,Saskatchewan,47,0.1
2015,"Veneer, plywood and engineered wood product manufacturing",Saskatchewan,47,0.12
2015,Other wood product manufacturing,Saskatchewan,47,0.1
2015,Non-metallic mineral product manufacturing,Saskatchewan,47,0.22
2015,Cement and concrete product manufacturing,Saskatchewan,47,0.19
2015,Fabricated metal product manufacturing,Saskatchewan,47,0.7
2015,Architectural and structural metals manufacturing,Saskatchewan,47,0.3
2015,"Boiler, tank and shipping container manufacturing",Saskatchewan,47,0.15
2015,"Machine shops, turned product, and screw, nut and bolt manufacturing",Saskatchewan,47,0.14
2015,Other fabricated metal product manufacturing,Saskatchewan,47,0.05
2015,Machinery manufacturing,Saskatchewan,47,1.13
2015,"Agricultural, construction and mining machinery manufacturing",Saskatchewan,47,0.81
2015,Metalworking machinery manufacturing,Saskatchewan,47,0.04
2015,Other general-purpose machinery manufacturing,Saskatchewan,47,0.12
2015,Transportation equipment manufacturing,Saskatchewan,47,0.22
2015,Motor vehicle body and trailer manufacturing,Saskatchewan,47,0.17
2015,Furniture and related product manufacturing,Saskatchewan,47,0.16
2015,Household and institutional furniture and kitchen cabinet manufacturing,Saskatchewan,47,0.15
2015,Miscellaneous manufacturing,Saskatchewan,47,0.14
2015,Medical equipment and supplies manufacturing,Saskatchewan,47,0.06
2015,Other miscellaneous manufacturing,Saskatchewan,47,0.08
2015,Total manufacturing,Alberta,48,6.43
2015,Non-durable goods,Alberta,48,2.54
2015,Food manufacturing,Alberta,48,0.91
2015,Animal food manufacturing,Alberta,48,0.07
2015,Grain and oilseed milling,Alberta,48,0.04
2015,Fruit and vegetable preserving and specialty food manufacturing,Alberta,48,0.04
2015,Dairy product manufacturing,Alberta,48,0.05
2015,Meat product manufacturing,Alberta,48,0.43
2015,Bakeries and tortilla manufacturing,Alberta,48,0.14
2015,Other food manufacturing,Alberta,48,0.13
2015,Beverage and tobacco product manufacturing,Alberta,48,0.12
2015,Textile mills,Alberta,48,0.01
2015,Textile and fabric finishing and fabric coating,Alberta,48,0.0
2015,Textile product mills,Alberta,48,0.03
2015,Apparel manufacturing,Alberta,48,0.02
2015,Leather and allied product manufacturing,Alberta,48,0.0
2015,Paper manufacturing,Alberta,48,0.17
2015,"Pulp, paper and paperboard mills",Alberta,48,0.14
2015,Converted paper product manufacturing,Alberta,48,0.03
2015,Printing and related support activities,Alberta,48,0.23
2015,Petroleum and coal product manufacturing,Alberta,48,0.29
2015,Chemical manufacturing,Alberta,48,0.5
2015,Basic chemical manufacturing,Alberta,48,0.14
2015,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",Alberta,48,0.05
2015,"Pesticide, fertilizer and other agricultural chemical manufacturing",Alberta,48,0.14
2015,"Paint, coating and adhesive manufacturing",Alberta,48,0.02
2015,Other chemical product manufacturing,Alberta,48,0.09
2015,Plastics and rubber products manufacturing,Alberta,48,0.28
2015,Plastic product manufacturing,Alberta,48,0.24
2015,Rubber product manufacturing,Alberta,48,0.03
2015,Durable goods,Alberta,48,3.89
2015,Wood product manufacturing,Alberta,48,0.51
2015,Sawmills and wood preservation,Alberta,48,0.18
2015,"Veneer, plywood and engineered wood product manufacturing",Alberta,48,0.14
2015,Other wood product manufacturing,Alberta,48,0.19
2015,Non-metallic mineral product manufacturing,Alberta,48,0.31
2015,Cement and concrete product manufacturing,Alberta,48,0.2
2015,Other non-metallic mineral product manufacturing,Alberta,48,0.06
2015,Primary metal manufacturing,Alberta,48,0.15
2015,Steel product manufacturing from purchased steel,Alberta,48,0.09
2015,Fabricated metal product manufacturing,Alberta,48,1.16
2015,Architectural and structural metals manufacturing,Alberta,48,0.48
2015,"Boiler, tank and shipping container manufacturing",Alberta,48,0.18
2015,Spring and wire product manufacturing,Alberta,48,0.03
2015,"Machine shops, turned product, and screw, nut and bolt manufacturing",Alberta,48,0.21
2015,"Coating, engraving, cold and heat treating and allied activities",Alberta,48,0.09
2015,Other fabricated metal product manufacturing,Alberta,48,0.17
2015,Machinery manufacturing,Alberta,48,0.96
2015,"Agricultural, construction and mining machinery manufacturing",Alberta,48,0.53
2015,Industrial machinery manufacturing,Alberta,48,0.02
2015,Commercial and service industry machinery manufacturing,Alberta,48,0.02
2015,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",Alberta,48,0.08
2015,Metalworking machinery manufacturing,Alberta,48,0.04
2015,"Engine, turbine and power transmission equipment manufacturing",Alberta,48,0.02
2015,Other general-purpose machinery manufacturing,Alberta,48,0.26
2015,Computer and electronic product manufacturing,Alberta,48,0.16
2015,Computer and peripheral equipment manufacturing,Alberta,48,0.02
2015,Communications equipment manufacturing,Alberta,48,0.02
2015,Semiconductor and other electronic component manufacturing,Alberta,48,0.03
2015,"Navigational, measuring, medical and control instruments manufacturing",Alberta,48,0.09
2015,"Electrical equipment, appliance and component manufacturing",Alberta,48,0.12
2015,Electrical equipment manufacturing,Alberta,48,0.07
2015,Other electrical equipment and component manufacturing,Alberta,48,0.04
2015,Transportation equipment manufacturing,Alberta,48,0.11
2015,Motor vehicle body and trailer manufacturing,Alberta,48,0.06
2015,Motor vehicle parts manufacturing,Alberta,48,0.02
2015,Other transportation equipment manufacturing,Alberta,48,0.0
2015,Furniture and related product manufacturing,Alberta,48,0.19
2015,Household and institutional furniture and kitchen cabinet manufacturing,Alberta,48,0.12
2015,Office furniture (including fixtures) manufacturing,Alberta,48,0.04
2015,Other furniture-related product manufacturing,Alberta,48,0.03
2015,Miscellaneous manufacturing,Alberta,48,0.23
2015,Medical equipment and supplies manufacturing,Alberta,48,0.09
2015,Other miscellaneous manufacturing,Alberta,48,0.14
2015,Total manufacturing,British Columbia,59,6.89
2015,Non-durable goods,British Columbia,59,2.8
2015,Food manufacturing,British Columbia,59,1.2
2015,Animal food manufacturing,British Columbia,59,0.04
2015,Grain and oilseed milling,British Columbia,59,0.01
2015,Sugar and confectionery product manufacturing,British Columbia,59,0.06
2015,Fruit and vegetable preserving and specialty food manufacturing,British Columbia,59,0.07
2015,Dairy product manufacturing,British Columbia,59,0.11
2015,Meat product manufacturing,British Columbia,59,0.23
2015,Seafood product preparation and packaging,British Columbia,59,0.18
2015,Bakeries and tortilla manufacturing,British Columbia,59,0.28
2015,Other food manufacturing,British Columbia,59,0.22
2015,Beverage and tobacco product manufacturing,British Columbia,59,0.26
2015,Textile mills,British Columbia,59,0.01
2015,Textile and fabric finishing and fabric coating,British Columbia,59,0.0
2015,Textile product mills,British Columbia,59,0.04
2015,Textile furnishings mills,British Columbia,59,0.01
2015,Other textile product mills,British Columbia,59,0.03
2015,Apparel manufacturing,British Columbia,59,0.1
2015,Cut and sew clothing manufacturing,British Columbia,59,0.08
2015,Leather and allied product manufacturing,British Columbia,59,0.01
2015,Other leather and allied product manufacturing,British Columbia,59,0.0
2015,Paper manufacturing,British Columbia,59,0.41
2015,"Pulp, paper and paperboard mills",British Columbia,59,0.31
2015,Converted paper product manufacturing,British Columbia,59,0.1
2015,Printing and related support activities,British Columbia,59,0.21
2015,Petroleum and coal product manufacturing,British Columbia,59,0.04
2015,Chemical manufacturing,British Columbia,59,0.27
2015,Basic chemical manufacturing,British Columbia,59,0.03
2015,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",British Columbia,59,0.01
2015,"Pesticide, fertilizer and other agricultural chemical manufacturing",British Columbia,59,0.03
2015,Pharmaceutical and medicine manufacturing,British Columbia,59,0.1
2015,"Paint, coating and adhesive manufacturing",British Columbia,59,0.03
2015,"Soap, cleaning compound and toilet preparation manufacturing",British Columbia,59,0.05
2015,Other chemical product manufacturing,British Columbia,59,0.03
2015,Plastics and rubber products manufacturing,British Columbia,59,0.26
2015,Durable goods,British Columbia,59,4.09
2015,Wood product manufacturing,British Columbia,59,1.27
2015,Sawmills and wood preservation,British Columbia,59,0.72
2015,"Veneer, plywood and engineered wood product manufacturing",British Columbia,59,0.22
2015,Other wood product manufacturing,British Columbia,59,0.33
2015,Non-metallic mineral product manufacturing,British Columbia,59,0.28
2015,Clay product and refractory manufacturing,British Columbia,59,0.01
2015,Glass and glass product manufacturing,British Columbia,59,0.06
2015,Cement and concrete product manufacturing,British Columbia,59,0.16
2015,Lime and gypsum product manufacturing,British Columbia,59,0.01
2015,Other non-metallic mineral product manufacturing,British Columbia,59,0.03
2015,Primary metal manufacturing,British Columbia,59,0.19
2015,Foundries,British Columbia,59,0.03
2015,Fabricated metal product manufacturing,British Columbia,59,0.56
2015,Forging and stamping,British Columbia,59,0.01
2015,Cutlery and hand tool manufacturing,British Columbia,59,0.01
2015,Architectural and structural metals manufacturing,British Columbia,59,0.29
2015,"Boiler, tank and shipping container manufacturing",British Columbia,59,0.03
2015,Hardware manufacturing,British Columbia,59,0.01
2015,Spring and wire product manufacturing,British Columbia,59,0.01
2015,"Machine shops, turned product, and screw, nut and bolt manufacturing",British Columbia,59,0.1
2015,"Coating, engraving, cold and heat treating and allied activities",British Columbia,59,0.03
2015,Other fabricated metal product manufacturing,British Columbia,59,0.06
2015,Machinery manufacturing,British Columbia,59,0.42
2015,"Agricultural, construction and mining machinery manufacturing",British Columbia,59,0.06
2015,Industrial machinery manufacturing,British Columbia,59,0.08
2015,Commercial and service industry machinery manufacturing,British Columbia,59,0.03
2015,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",British Columbia,59,0.08
2015,Metalworking machinery manufacturing,British Columbia,59,0.04
2015,"Engine, turbine and power transmission equipment manufacturing",British Columbia,59,0.02
2015,Other general-purpose machinery manufacturing,British Columbia,59,0.11
2015,Computer and electronic product manufacturing,British Columbia,59,0.27
2015,Computer and peripheral equipment manufacturing,British Columbia,59,0.04
2015,Communications equipment manufacturing,British Columbia,59,0.04
2015,Semiconductor and other electronic component manufacturing,British Columbia,59,0.07
2015,"Navigational, measuring, medical and control instruments manufacturing",British Columbia,59,0.11
2015,"Electrical equipment, appliance and component manufacturing",British Columbia,59,0.14
2015,Electric lighting equipment manufacturing,British Columbia,59,0.02
2015,Household appliance manufacturing,British Columbia,59,0.0
2015,Electrical equipment manufacturing,British Columbia,59,0.04
2015,Other electrical equipment and component manufacturing,British Columbia,59,0.08
2015,Transportation equipment manufacturing,British Columbia,59,0.34
2015,Motor vehicle body and trailer manufacturing,British Columbia,59,0.08
2015,Motor vehicle parts manufacturing,British Columbia,59,0.07
2015,Aerospace product and parts manufacturing,British Columbia,59,0.1
2015,Ship and boat building,British Columbia,59,0.08
2015,Furniture and related product manufacturing,British Columbia,59,0.3
2015,Household and institutional furniture and kitchen cabinet manufacturing,British Columbia,59,0.23
2015,Office furniture (including fixtures) manufacturing,British Columbia,59,0.03
2015,Other furniture-related product manufacturing,British Columbia,59,0.03
2015,Miscellaneous manufacturing,British Columbia,59,0.32
2015,Medical equipment and supplies manufacturing,British Columbia,59,0.1
2015,Other miscellaneous manufacturing,British Columbia,59,0.22
2016,Non-durable goods,Canada,,3.8
2016,Food manufacturing,Canada,,1.39
2016,Animal food manufacturing,Canada,,0.06
2016,Grain and oilseed milling,Canada,,0.04
2016,Sugar and confectionery product manufacturing,Canada,,0.06
2016,Fruit and vegetable preserving and specialty food manufacturing,Canada,,0.11
2016,Dairy product manufacturing,Canada,,0.14
2016,Meat product manufacturing,Canada,,0.35
2016,Seafood product preparation and packaging,Canada,,0.14
2016,Bakeries and tortilla manufacturing,Canada,,0.28
2016,Other food manufacturing,Canada,,0.19
2016,Beverage and tobacco product manufacturing,Canada,,0.23
2016,Beverage manufacturing,Canada,,0.22
2016,Tobacco manufacturing,Canada,,0.02
2016,Textile mills,Canada,,0.05
2016,"Fibre, yarn and thread mills",Canada,,0.01
2016,Fabric mills,Canada,,0.03
2016,Textile and fabric finishing and fabric coating,Canada,,0.01
2016,Textile product mills,Canada,,0.06
2016,Textile furnishings mills,Canada,,0.02
2016,Other textile product mills,Canada,,0.04
2016,Apparel manufacturing,Canada,,0.12
2016,Apparel knitting mills,Canada,,0.01
2016,Cut and sew clothing manufacturing,Canada,,0.1
2016,Clothing accessories and other clothing manufacturing,Canada,,0.01
2016,Leather and allied product manufacturing,Canada,,0.02
2016,Leather and hide tanning and finishing,Canada,,0.0
2016,Footwear manufacturing,Canada,,0.01
2016,Other leather and allied product manufacturing,Canada,,0.01
2016,Paper manufacturing,Canada,,0.33
2016,"Pulp, paper and paperboard mills",Canada,,0.15
2016,Converted paper product manufacturing,Canada,,0.19
2016,Printing and related support activities,Canada,,0.31
2016,Petroleum and coal product manufacturing,Canada,,0.12
2016,Chemical manufacturing,Canada,,0.56
2016,Basic chemical manufacturing,Canada,,0.07
2016,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",Canada,,0.04
