Year,Géographie,Déchets ménagers dangereux,GeoCode,Value
2013,"Ottawa-Gatineau, Ontario/Québec",Des restes de médicaments ou des médicaments périmés,,49.0
2013,"Ottawa-Gatineau, Ontario/Québec",Des objets médicaux piquants ou tranchants,,13.0
2013,"Ottawa-Gatineau, Ontario/Québec",Restes de peinture ou solvants,,37.0
2013,"Ottawa-Gatineau, Ontario/Québec",Huiles pour moteur ou de l'antigel,,14.0
2013,"Ottawa-Gatineau, Ontario/Québec","Piles déchargées, excluant les batteries de voiture",,61.0
2013,"Ottawa-Gatineau, Ontario/Québec",Pesticides,,4.0
2013,Ottawa-Gatineau (Quebec part),Des restes de médicaments ou des médicaments périmés,,55.0
2013,Ottawa-Gatineau (Quebec part),Des objets médicaux piquants ou tranchants,,
2013,Ottawa-Gatineau (Quebec part),Restes de peinture ou solvants,,46.0
2013,Ottawa-Gatineau (Quebec part),Huiles pour moteur ou de l'antigel,,22.0
2013,Ottawa-Gatineau (Quebec part),"Piles déchargées, excluant les batteries de voiture",,68.0
2013,Ottawa-Gatineau (Quebec part),Pesticides,,
2013,Ottawa-Gatineau (Ontario part),Des restes de médicaments ou des médicaments périmés,,47.0
2013,Ottawa-Gatineau (Ontario part),Des objets médicaux piquants ou tranchants,,13.0
2013,Ottawa-Gatineau (Ontario part),Restes de peinture ou solvants,,34.0
2013,Ottawa-Gatineau (Ontario part),Huiles pour moteur ou de l'antigel,,12.0
2013,Ottawa-Gatineau (Ontario part),"Piles déchargées, excluant les batteries de voiture",,59.0
2013,Ottawa-Gatineau (Ontario part),Pesticides,,4.0
2013,"Kingston, Ontario",Des restes de médicaments ou des médicaments périmés,,38.0
2013,"Kingston, Ontario",Des objets médicaux piquants ou tranchants,,10.0
2013,"Kingston, Ontario",Restes de peinture ou solvants,,46.0
2013,"Kingston, Ontario",Huiles pour moteur ou de l'antigel,,12.0
2013,"Kingston, Ontario","Piles déchargées, excluant les batteries de voiture",,59.0
2013,"Kingston, Ontario",Pesticides,,
2013,"Peterborough, Ontario",Des restes de médicaments ou des médicaments périmés,,53.0
2013,"Peterborough, Ontario",Des objets médicaux piquants ou tranchants,,13.0
2013,"Peterborough, Ontario",Restes de peinture ou solvants,,54.0
2013,"Peterborough, Ontario",Huiles pour moteur ou de l'antigel,,20.0
2013,"Peterborough, Ontario","Piles déchargées, excluant les batteries de voiture",,72.0
2013,"Peterborough, Ontario",Pesticides,,
2013,"Oshawa, Ontario",Des restes de médicaments ou des médicaments périmés,,33.0
2013,"Oshawa, Ontario",Des objets médicaux piquants ou tranchants,,15.0
2013,"Oshawa, Ontario",Restes de peinture ou solvants,,34.0
2013,"Oshawa, Ontario",Huiles pour moteur ou de l'antigel,,10.0
2013,"Oshawa, Ontario","Piles déchargées, excluant les batteries de voiture",,64.0
2013,"Oshawa, Ontario",Pesticides,,
2013,"Toronto, Ontario",Des restes de médicaments ou des médicaments périmés,,32.0
2013,"Toronto, Ontario",Des objets médicaux piquants ou tranchants,,9.0
2013,"Toronto, Ontario",Restes de peinture ou solvants,,30.0
2013,"Toronto, Ontario",Huiles pour moteur ou de l'antigel,,9.0
2013,"Toronto, Ontario","Piles déchargées, excluant les batteries de voiture",,53.0
2013,"Toronto, Ontario",Pesticides,,3.0
2013,"Hamilton, Ontario",Des restes de médicaments ou des médicaments périmés,,42.0
2013,"Hamilton, Ontario",Des objets médicaux piquants ou tranchants,,9.0
2013,"Hamilton, Ontario",Restes de peinture ou solvants,,36.0
2013,"Hamilton, Ontario",Huiles pour moteur ou de l'antigel,,13.0
2013,"Hamilton, Ontario","Piles déchargées, excluant les batteries de voiture",,55.0
2013,"Hamilton, Ontario",Pesticides,,7.0
2013,"St. Catharines-Niagara, Ontario",Des restes de médicaments ou des médicaments périmés,,32.0
2013,"St. Catharines-Niagara, Ontario",Des objets médicaux piquants ou tranchants,,6.0
2013,"St. Catharines-Niagara, Ontario",Restes de peinture ou solvants,,49.0
2013,"St. Catharines-Niagara, Ontario",Huiles pour moteur ou de l'antigel,,16.0
2013,"St. Catharines-Niagara, Ontario","Piles déchargées, excluant les batteries de voiture",,50.0
2013,"St. Catharines-Niagara, Ontario",Pesticides,,
2013,"Kitchener-Cambridge-Waterloo, Ontario",Des restes de médicaments ou des médicaments périmés,,32.0
2013,"Kitchener-Cambridge-Waterloo, Ontario",Des objets médicaux piquants ou tranchants,,12.0
2013,"Kitchener-Cambridge-Waterloo, Ontario",Restes de peinture ou solvants,,39.0
2013,"Kitchener-Cambridge-Waterloo, Ontario",Huiles pour moteur ou de l'antigel,,13.0
2013,"Kitchener-Cambridge-Waterloo, Ontario","Piles déchargées, excluant les batteries de voiture",,54.0
2013,"Kitchener-Cambridge-Waterloo, Ontario",Pesticides,,
2013,"Brantford, Ontario",Des restes de médicaments ou des médicaments périmés,,28.0
2013,"Brantford, Ontario",Des objets médicaux piquants ou tranchants,,
2013,"Brantford, Ontario",Restes de peinture ou solvants,,43.0
2013,"Brantford, Ontario",Huiles pour moteur ou de l'antigel,,14.0
2013,"Brantford, Ontario","Piles déchargées, excluant les batteries de voiture",,44.0
2013,"Brantford, Ontario",Pesticides,,
2013,"Guelph, Ontario",Des restes de médicaments ou des médicaments périmés,,36.0
2013,"Guelph, Ontario",Des objets médicaux piquants ou tranchants,,11.0
2013,"Guelph, Ontario",Restes de peinture ou solvants,,43.0
2013,"Guelph, Ontario",Huiles pour moteur ou de l'antigel,,14.0
2013,"Guelph, Ontario","Piles déchargées, excluant les batteries de voiture",,61.0
2013,"Guelph, Ontario",Pesticides,,
2013,"London, Ontario",Des restes de médicaments ou des médicaments périmés,,32.0
2013,"London, Ontario",Des objets médicaux piquants ou tranchants,,8.0
2013,"London, Ontario",Restes de peinture ou solvants,,36.0
2013,"London, Ontario",Huiles pour moteur ou de l'antigel,,9.0
2013,"London, Ontario","Piles déchargées, excluant les batteries de voiture",,53.0
2013,"London, Ontario",Pesticides,,
2013,"Windsor, Ontario",Des restes de médicaments ou des médicaments périmés,,32.0
2013,"Windsor, Ontario",Des objets médicaux piquants ou tranchants,,10.0
2013,"Windsor, Ontario",Restes de peinture ou solvants,,34.0
2013,"Windsor, Ontario",Huiles pour moteur ou de l'antigel,,17.0
2013,"Windsor, Ontario","Piles déchargées, excluant les batteries de voiture",,42.0
2013,"Windsor, Ontario",Pesticides,,
2013,"Barrie, Ontario",Des restes de médicaments ou des médicaments périmés,,42.0
2013,"Barrie, Ontario",Des objets médicaux piquants ou tranchants,,12.0
2013,"Barrie, Ontario",Restes de peinture ou solvants,,44.0
2013,"Barrie, Ontario",Huiles pour moteur ou de l'antigel,,18.0
2013,"Barrie, Ontario","Piles déchargées, excluant les batteries de voiture",,57.0
2013,"Barrie, Ontario",Pesticides,,
2013,"Grand Sudbury, Ontario",Des restes de médicaments ou des médicaments périmés,,41.0
2013,"Grand Sudbury, Ontario",Des objets médicaux piquants ou tranchants,,11.0
2013,"Grand Sudbury, Ontario",Restes de peinture ou solvants,,42.0
2013,"Grand Sudbury, Ontario",Huiles pour moteur ou de l'antigel,,14.0
2013,"Grand Sudbury, Ontario","Piles déchargées, excluant les batteries de voiture",,47.0
2013,"Grand Sudbury, Ontario",Pesticides,,
2013,"Thunder Bay, Ontario",Des restes de médicaments ou des médicaments périmés,,44.0
2013,"Thunder Bay, Ontario",Des objets médicaux piquants ou tranchants,,17.0
2013,"Thunder Bay, Ontario",Restes de peinture ou solvants,,38.0
2013,"Thunder Bay, Ontario",Huiles pour moteur ou de l'antigel,,15.0
2013,"Thunder Bay, Ontario","Piles déchargées, excluant les batteries de voiture",,51.0
2013,"Thunder Bay, Ontario",Pesticides,,
2013,"Winnipeg, Manitoba",Des restes de médicaments ou des médicaments périmés,,35.0
2013,"Winnipeg, Manitoba",Des objets médicaux piquants ou tranchants,,7.0
2013,"Winnipeg, Manitoba",Restes de peinture ou solvants,,30.0
2013,"Winnipeg, Manitoba",Huiles pour moteur ou de l'antigel,,16.0
2013,"Winnipeg, Manitoba","Piles déchargées, excluant les batteries de voiture",,44.0
2013,"Winnipeg, Manitoba",Pesticides,,
2013,"Regina, Saskatchewan",Des restes de médicaments ou des médicaments périmés,,36.0
2013,"Regina, Saskatchewan",Des objets médicaux piquants ou tranchants,,9.0
2013,"Regina, Saskatchewan",Restes de peinture ou solvants,,35.0
2013,"Regina, Saskatchewan",Huiles pour moteur ou de l'antigel,,19.0
2013,"Regina, Saskatchewan","Piles déchargées, excluant les batteries de voiture",,56.0
2013,"Regina, Saskatchewan",Pesticides,,
2013,"Saskatoon, Saskatchewan",Des restes de médicaments ou des médicaments périmés,,36.0
2013,"Saskatoon, Saskatchewan",Des objets médicaux piquants ou tranchants,,
2013,"Saskatoon, Saskatchewan",Restes de peinture ou solvants,,36.0
2013,"Saskatoon, Saskatchewan",Huiles pour moteur ou de l'antigel,,20.0
2013,"Saskatoon, Saskatchewan","Piles déchargées, excluant les batteries de voiture",,55.0
2013,"Saskatoon, Saskatchewan",Pesticides,,
2013,"Calgary, Alberta",Des restes de médicaments ou des médicaments périmés,,29.0
2013,"Calgary, Alberta",Des objets médicaux piquants ou tranchants,,7.0
2013,"Calgary, Alberta",Restes de peinture ou solvants,,38.0
2013,"Calgary, Alberta",Huiles pour moteur ou de l'antigel,,13.0
2013,"Calgary, Alberta","Piles déchargées, excluant les batteries de voiture",,50.0
2013,"Calgary, Alberta",Pesticides,,4.0
2013,"Edmonton, Alberta",Des restes de médicaments ou des médicaments périmés,,33.0
2013,"Edmonton, Alberta",Des objets médicaux piquants ou tranchants,,8.0
2013,"Edmonton, Alberta",Restes de peinture ou solvants,,43.0
2013,"Edmonton, Alberta",Huiles pour moteur ou de l'antigel,,25.0
2013,"Edmonton, Alberta","Piles déchargées, excluant les batteries de voiture",,59.0
2013,"Edmonton, Alberta",Pesticides,,4.0
2013,"Kelowna, Colombie-Britannique",Des restes de médicaments ou des médicaments périmés,,26.0
2013,"Kelowna, Colombie-Britannique",Des objets médicaux piquants ou tranchants,,
2013,"Kelowna, Colombie-Britannique",Restes de peinture ou solvants,,25.0
2013,"Kelowna, Colombie-Britannique",Huiles pour moteur ou de l'antigel,,
2013,"Kelowna, Colombie-Britannique","Piles déchargées, excluant les batteries de voiture",,42.0
2013,"Kelowna, Colombie-Britannique",Pesticides,,
2013,"Abbotsford-Mission, Colombie-Britannique",Des restes de médicaments ou des médicaments périmés,,34.0
2013,"Abbotsford-Mission, Colombie-Britannique",Des objets médicaux piquants ou tranchants,,
2013,"Abbotsford-Mission, Colombie-Britannique",Restes de peinture ou solvants,,37.0
2013,"Abbotsford-Mission, Colombie-Britannique",Huiles pour moteur ou de l'antigel,,15.0
2013,"Abbotsford-Mission, Colombie-Britannique","Piles déchargées, excluant les batteries de voiture",,34.0
2013,"Abbotsford-Mission, Colombie-Britannique",Pesticides,,
2013,"Vancouver, Colombie-Britannique",Des restes de médicaments ou des médicaments périmés,,30.0
2013,"Vancouver, Colombie-Britannique",Des objets médicaux piquants ou tranchants,,7.0
2013,"Vancouver, Colombie-Britannique",Restes de peinture ou solvants,,24.0
2013,"Vancouver, Colombie-Britannique",Huiles pour moteur ou de l'antigel,,13.0
2013,"Vancouver, Colombie-Britannique","Piles déchargées, excluant les batteries de voiture",,45.0
2013,"Vancouver, Colombie-Britannique",Pesticides,,3.0
2013,"Victoria, Colombie-Britannique",Des restes de médicaments ou des médicaments périmés,,32.0
2013,"Victoria, Colombie-Britannique",Des objets médicaux piquants ou tranchants,,
2013,"Victoria, Colombie-Britannique",Restes de peinture ou solvants,,29.0
2013,"Victoria, Colombie-Britannique",Huiles pour moteur ou de l'antigel,,17.0
2013,"Victoria, Colombie-Britannique","Piles déchargées, excluant les batteries de voiture",,55.0
2013,"Victoria, Colombie-Britannique",Pesticides,,
2013,Non-census metropolitan areas,Des restes de médicaments ou des médicaments périmés,,37.0
2013,Non-census metropolitan areas,Des objets médicaux piquants ou tranchants,,10.0
2013,Non-census metropolitan areas,Restes de peinture ou solvants,,39.0
2013,Non-census metropolitan areas,Huiles pour moteur ou de l'antigel,,20.0
2013,Non-census metropolitan areas,"Piles déchargées, excluant les batteries de voiture",,54.0
2013,Non-census metropolitan areas,Pesticides,,3.0
2015,Canada,Des restes de médicaments ou des médicaments périmés,,40.0
2015,Canada,Des objets médicaux piquants ou tranchants,,10.0
2015,Canada,Restes de peinture ou solvants,,38.0
2015,Canada,Huiles pour moteur ou de l'antigel,,15.0
2015,Canada,"Piles déchargées, excluant les batteries de voiture",,58.0
2015,Canada,Pesticides,,3.0
2015,Terre-Neuve-et-Labrador,Des restes de médicaments ou des médicaments périmés,10,33.0
2015,Terre-Neuve-et-Labrador,Des objets médicaux piquants ou tranchants,10,9.0
2015,Terre-Neuve-et-Labrador,Restes de peinture ou solvants,10,43.0
2015,Terre-Neuve-et-Labrador,Huiles pour moteur ou de l'antigel,10,16.0
2015,Terre-Neuve-et-Labrador,"Piles déchargées, excluant les batteries de voiture",10,44.0
2015,Terre-Neuve-et-Labrador,Pesticides,10,
2015,Île-du-Prince-Édouard,Des restes de médicaments ou des médicaments périmés,11,48.0
2015,Île-du-Prince-Édouard,Des objets médicaux piquants ou tranchants,11,13.0
2015,Île-du-Prince-Édouard,Restes de peinture ou solvants,11,41.0
2015,Île-du-Prince-Édouard,Huiles pour moteur ou de l'antigel,11,21.0
2015,Île-du-Prince-Édouard,"Piles déchargées, excluant les batteries de voiture",11,66.0
2015,Île-du-Prince-Édouard,Pesticides,11,
2015,Nouvelle-Écosse,Des restes de médicaments ou des médicaments périmés,12,37.0
2015,Nouvelle-Écosse,Des objets médicaux piquants ou tranchants,12,16.0
2015,Nouvelle-Écosse,Restes de peinture ou solvants,12,39.0
2015,Nouvelle-Écosse,Huiles pour moteur ou de l'antigel,12,13.0
2015,Nouvelle-Écosse,"Piles déchargées, excluant les batteries de voiture",12,54.0
2015,Nouvelle-Écosse,Pesticides,12,
2015,Nouveau-Brunswick,Des restes de médicaments ou des médicaments périmés,13,40.0
2015,Nouveau-Brunswick,Des objets médicaux piquants ou tranchants,13,14.0
2015,Nouveau-Brunswick,Restes de peinture ou solvants,13,40.0
2015,Nouveau-Brunswick,Huiles pour moteur ou de l'antigel,13,22.0
2015,Nouveau-Brunswick,"Piles déchargées, excluant les batteries de voiture",13,53.0
2015,Nouveau-Brunswick,Pesticides,13,
2015,Québec,Des restes de médicaments ou des médicaments périmés,24,48.0
2015,Québec,Des objets médicaux piquants ou tranchants,24,10.0
2015,Québec,Restes de peinture ou solvants,24,46.0
2015,Québec,Huiles pour moteur ou de l'antigel,24,14.0
2015,Québec,"Piles déchargées, excluant les batteries de voiture",24,68.0
2015,Québec,Pesticides,24,2.0
2015,Ontario,Des restes de médicaments ou des médicaments périmés,35,39.0
2015,Ontario,Des objets médicaux piquants ou tranchants,35,10.0
2015,Ontario,Restes de peinture ou solvants,35,37.0
2015,Ontario,Huiles pour moteur ou de l'antigel,35,12.0
2015,Ontario,"Piles déchargées, excluant les batteries de voiture",35,58.0
2015,Ontario,Pesticides,35,3.0
2015,Manitoba,Des restes de médicaments ou des médicaments périmés,46,29.0
2015,Manitoba,Des objets médicaux piquants ou tranchants,46,11.0
2015,Manitoba,Restes de peinture ou solvants,46,26.0
2015,Manitoba,Huiles pour moteur ou de l'antigel,46,21.0
2015,Manitoba,"Piles déchargées, excluant les batteries de voiture",46,48.0
2015,Manitoba,Pesticides,46,3.0
2015,Saskatchewan,Des restes de médicaments ou des médicaments périmés,47,28.0
2015,Saskatchewan,Des objets médicaux piquants ou tranchants,47,10.0
2015,Saskatchewan,Restes de peinture ou solvants,47,31.0
2015,Saskatchewan,Huiles pour moteur ou de l'antigel,47,19.0
2015,Saskatchewan,"Piles déchargées, excluant les batteries de voiture",47,41.0
2015,Saskatchewan,Pesticides,47,3.0
2015,Alberta,Des restes de médicaments ou des médicaments périmés,48,37.0
2015,Alberta,Des objets médicaux piquants ou tranchants,48,12.0
2015,Alberta,Restes de peinture ou solvants,48,37.0
2015,Alberta,Huiles pour moteur ou de l'antigel,48,21.0
2015,Alberta,"Piles déchargées, excluant les batteries de voiture",48,51.0
2015,Alberta,Pesticides,48,5.0
2015,Colombie-Britannique,Des restes de médicaments ou des médicaments périmés,59,33.0
2015,Colombie-Britannique,Des objets médicaux piquants ou tranchants,59,9.0
2015,Colombie-Britannique,Restes de peinture ou solvants,59,28.0
2015,Colombie-Britannique,Huiles pour moteur ou de l'antigel,59,14.0
2015,Colombie-Britannique,"Piles déchargées, excluant les batteries de voiture",59,56.0
2015,Colombie-Britannique,Pesticides,59,3.0
2015,Total census metropolitan areas,Des restes de médicaments ou des médicaments périmés,,40.0
2015,Total census metropolitan areas,Des objets médicaux piquants ou tranchants,,10.0
2015,Total census metropolitan areas,Restes de peinture ou solvants,,37.0
2015,Total census metropolitan areas,Huiles pour moteur ou de l'antigel,,13.0
2015,Total census metropolitan areas,"Piles déchargées, excluant les batteries de voiture",,59.0
2015,Total census metropolitan areas,Pesticides,,3.0
2015,"St. John's, Terre-Neuve-et-Labrador",Des restes de médicaments ou des médicaments périmés,,38.0
2015,"St. John's, Terre-Neuve-et-Labrador",Des objets médicaux piquants ou tranchants,,
2015,"St. John's, Terre-Neuve-et-Labrador",Restes de peinture ou solvants,,52.0
2015,"St. John's, Terre-Neuve-et-Labrador",Huiles pour moteur ou de l'antigel,,16.0
2015,"St. John's, Terre-Neuve-et-Labrador","Piles déchargées, excluant les batteries de voiture",,52.0
2015,"St. John's, Terre-Neuve-et-Labrador",Pesticides,,
2015,"Halifax, Nouvelle-Écosse",Des restes de médicaments ou des médicaments périmés,,37.0
2015,"Halifax, Nouvelle-Écosse",Des objets médicaux piquants ou tranchants,,17.0
2015,"Halifax, Nouvelle-Écosse",Restes de peinture ou solvants,,37.0
2015,"Halifax, Nouvelle-Écosse",Huiles pour moteur ou de l'antigel,,12.0
2015,"Halifax, Nouvelle-Écosse","Piles déchargées, excluant les batteries de voiture",,62.0
2015,"Halifax, Nouvelle-Écosse",Pesticides,,
2015,"Moncton, Nouveau-Brunswick",Des restes de médicaments ou des médicaments périmés,,39.0
2015,"Moncton, Nouveau-Brunswick",Des objets médicaux piquants ou tranchants,,
2015,"Moncton, Nouveau-Brunswick",Restes de peinture ou solvants,,50.0
2015,"Moncton, Nouveau-Brunswick",Huiles pour moteur ou de l'antigel,,22.0
2015,"Moncton, Nouveau-Brunswick","Piles déchargées, excluant les batteries de voiture",,62.0
2015,"Moncton, Nouveau-Brunswick",Pesticides,,
2015,"Saint John, Nouveau-Brunswick",Des restes de médicaments ou des médicaments périmés,,47.0
2015,"Saint John, Nouveau-Brunswick",Des objets médicaux piquants ou tranchants,,
2015,"Saint John, Nouveau-Brunswick",Restes de peinture ou solvants,,33.0
2015,"Saint John, Nouveau-Brunswick",Huiles pour moteur ou de l'antigel,,27.0
2015,"Saint John, Nouveau-Brunswick","Piles déchargées, excluant les batteries de voiture",,50.0
2015,"Saint John, Nouveau-Brunswick",Pesticides,,
2015,"Saguenay, Québec",Des restes de médicaments ou des médicaments périmés,,50.0
2015,"Saguenay, Québec",Des objets médicaux piquants ou tranchants,,16.0
2015,"Saguenay, Québec",Restes de peinture ou solvants,,44.0
2015,"Saguenay, Québec",Huiles pour moteur ou de l'antigel,,23.0
2015,"Saguenay, Québec","Piles déchargées, excluant les batteries de voiture",,69.0
2015,"Saguenay, Québec",Pesticides,,
2015,"Québec, Québec",Des restes de médicaments ou des médicaments périmés,,43.0
2015,"Québec, Québec",Des objets médicaux piquants ou tranchants,,8.0
2015,"Québec, Québec",Restes de peinture ou solvants,,47.0
2015,"Québec, Québec",Huiles pour moteur ou de l'antigel,,13.0
2015,"Québec, Québec","Piles déchargées, excluant les batteries de voiture",,67.0
2015,"Québec, Québec",Pesticides,,
2015,"Sherbrooke, Québec",Des restes de médicaments ou des médicaments périmés,,44.0
2015,"Sherbrooke, Québec",Des objets médicaux piquants ou tranchants,,10.0
2015,"Sherbrooke, Québec",Restes de peinture ou solvants,,52.0
2015,"Sherbrooke, Québec",Huiles pour moteur ou de l'antigel,,24.0
2015,"Sherbrooke, Québec","Piles déchargées, excluant les batteries de voiture",,77.0
2015,"Sherbrooke, Québec",Pesticides,,
2015,"Trois-Rivières, Québec",Des restes de médicaments ou des médicaments périmés,,48.0
2015,"Trois-Rivières, Québec",Des objets médicaux piquants ou tranchants,,
2015,"Trois-Rivières, Québec",Restes de peinture ou solvants,,45.0
2015,"Trois-Rivières, Québec",Huiles pour moteur ou de l'antigel,,
2015,"Trois-Rivières, Québec","Piles déchargées, excluant les batteries de voiture",,52.0
2015,"Trois-Rivières, Québec",Pesticides,,
2015,"Montréal, Québec",Des restes de médicaments ou des médicaments périmés,,51.0
2015,"Montréal, Québec",Des objets médicaux piquants ou tranchants,,11.0
2015,"Montréal, Québec",Restes de peinture ou solvants,,42.0
2015,"Montréal, Québec",Huiles pour moteur ou de l'antigel,,8.0
2015,"Montréal, Québec","Piles déchargées, excluant les batteries de voiture",,70.0
2015,"Montréal, Québec",Pesticides,,3.0
2015,"Ottawa-Gatineau, Ontario/Québec",Des restes de médicaments ou des médicaments périmés,,42.0
2015,"Ottawa-Gatineau, Ontario/Québec",Des objets médicaux piquants ou tranchants,,8.0
2015,"Ottawa-Gatineau, Ontario/Québec",Restes de peinture ou solvants,,44.0
2015,"Ottawa-Gatineau, Ontario/Québec",Huiles pour moteur ou de l'antigel,,10.0
2015,"Ottawa-Gatineau, Ontario/Québec","Piles déchargées, excluant les batteries de voiture",,69.0
2015,"Ottawa-Gatineau, Ontario/Québec",Pesticides,,4.0
2015,Ottawa-Gatineau (Quebec part),Des restes de médicaments ou des médicaments périmés,,53.0
2015,Ottawa-Gatineau (Quebec part),Des objets médicaux piquants ou tranchants,,9.0
2015,Ottawa-Gatineau (Quebec part),Restes de peinture ou solvants,,54.0
2015,Ottawa-Gatineau (Quebec part),Huiles pour moteur ou de l'antigel,,17.0
2015,Ottawa-Gatineau (Quebec part),"Piles déchargées, excluant les batteries de voiture",,70.0
2015,Ottawa-Gatineau (Quebec part),Pesticides,,
2015,Ottawa-Gatineau (Ontario part),Des restes de médicaments ou des médicaments périmés,,36.0
2015,Ottawa-Gatineau (Ontario part),Des objets médicaux piquants ou tranchants,,7.0
2015,Ottawa-Gatineau (Ontario part),Restes de peinture ou solvants,,39.0
2015,Ottawa-Gatineau (Ontario part),Huiles pour moteur ou de l'antigel,,7.0
2015,Ottawa-Gatineau (Ontario part),"Piles déchargées, excluant les batteries de voiture",,69.0
2015,Ottawa-Gatineau (Ontario part),Pesticides,,
2015,"Kingston, Ontario",Des restes de médicaments ou des médicaments périmés,,45.0
2015,"Kingston, Ontario",Des objets médicaux piquants ou tranchants,,13.0
2015,"Kingston, Ontario",Restes de peinture ou solvants,,56.0
2015,"Kingston, Ontario",Huiles pour moteur ou de l'antigel,,18.0
2015,"Kingston, Ontario","Piles déchargées, excluant les batteries de voiture",,73.0
2015,"Kingston, Ontario",Pesticides,,
2015,"Peterborough, Ontario",Des restes de médicaments ou des médicaments périmés,,44.0
2015,"Peterborough, Ontario",Des objets médicaux piquants ou tranchants,,13.0
2015,"Peterborough, Ontario",Restes de peinture ou solvants,,49.0
2015,"Peterborough, Ontario",Huiles pour moteur ou de l'antigel,,14.0
2015,"Peterborough, Ontario","Piles déchargées, excluant les batteries de voiture",,64.0
2015,"Peterborough, Ontario",Pesticides,,
2015,"Oshawa, Ontario",Des restes de médicaments ou des médicaments périmés,,52.0
2015,"Oshawa, Ontario",Des objets médicaux piquants ou tranchants,,
2015,"Oshawa, Ontario",Restes de peinture ou solvants,,47.0
2015,"Oshawa, Ontario",Huiles pour moteur ou de l'antigel,,21.0
2015,"Oshawa, Ontario","Piles déchargées, excluant les batteries de voiture",,74.0
2015,"Oshawa, Ontario",Pesticides,,
2015,"Toronto, Ontario",Des restes de médicaments ou des médicaments périmés,,37.0
2015,"Toronto, Ontario",Des objets médicaux piquants ou tranchants,,9.0
2015,"Toronto, Ontario",Restes de peinture ou solvants,,33.0
2015,"Toronto, Ontario",Huiles pour moteur ou de l'antigel,,7.0
2015,"Toronto, Ontario","Piles déchargées, excluant les batteries de voiture",,50.0
2015,"Toronto, Ontario",Pesticides,,2.0
2015,"Hamilton, Ontario",Des restes de médicaments ou des médicaments périmés,,40.0
2015,"Hamilton, Ontario",Des objets médicaux piquants ou tranchants,,13.0
2015,"Hamilton, Ontario",Restes de peinture ou solvants,,39.0
2015,"Hamilton, Ontario",Huiles pour moteur ou de l'antigel,,9.0
2015,"Hamilton, Ontario","Piles déchargées, excluant les batteries de voiture",,60.0
2015,"Hamilton, Ontario",Pesticides,,
2015,"St. Catharines-Niagara, Ontario",Des restes de médicaments ou des médicaments périmés,,42.0
2015,"St. Catharines-Niagara, Ontario",Des objets médicaux piquants ou tranchants,,10.0
2015,"St. Catharines-Niagara, Ontario",Restes de peinture ou solvants,,41.0
2015,"St. Catharines-Niagara, Ontario",Huiles pour moteur ou de l'antigel,,11.0
2015,"St. Catharines-Niagara, Ontario","Piles déchargées, excluant les batteries de voiture",,62.0
2015,"St. Catharines-Niagara, Ontario",Pesticides,,
2015,"Kitchener-Cambridge-Waterloo, Ontario",Des restes de médicaments ou des médicaments périmés,,35.0
2015,"Kitchener-Cambridge-Waterloo, Ontario",Des objets médicaux piquants ou tranchants,,9.0
2015,"Kitchener-Cambridge-Waterloo, Ontario",Restes de peinture ou solvants,,33.0
2015,"Kitchener-Cambridge-Waterloo, Ontario",Huiles pour moteur ou de l'antigel,,21.0
2015,"Kitchener-Cambridge-Waterloo, Ontario","Piles déchargées, excluant les batteries de voiture",,54.0
2015,"Kitchener-Cambridge-Waterloo, Ontario",Pesticides,,
2015,"Brantford, Ontario",Des restes de médicaments ou des médicaments périmés,,34.0
2015,"Brantford, Ontario",Des objets médicaux piquants ou tranchants,,15.0
2015,"Brantford, Ontario",Restes de peinture ou solvants,,37.0
2015,"Brantford, Ontario",Huiles pour moteur ou de l'antigel,,20.0
2015,"Brantford, Ontario","Piles déchargées, excluant les batteries de voiture",,54.0
2015,"Brantford, Ontario",Pesticides,,
2015,"Guelph, Ontario",Des restes de médicaments ou des médicaments périmés,,56.0
2015,"Guelph, Ontario",Des objets médicaux piquants ou tranchants,,
2015,"Guelph, Ontario",Restes de peinture ou solvants,,43.0
2015,"Guelph, Ontario",Huiles pour moteur ou de l'antigel,,
2015,"Guelph, Ontario","Piles déchargées, excluant les batteries de voiture",,77.0
2015,"Guelph, Ontario",Pesticides,,
2015,"London, Ontario",Des restes de médicaments ou des médicaments périmés,,40.0
2015,"London, Ontario",Des objets médicaux piquants ou tranchants,,7.0
2015,"London, Ontario",Restes de peinture ou solvants,,28.0
2015,"London, Ontario",Huiles pour moteur ou de l'antigel,,12.0
2015,"London, Ontario","Piles déchargées, excluant les batteries de voiture",,54.0
2015,"London, Ontario",Pesticides,,
2015,"Windsor, Ontario",Des restes de médicaments ou des médicaments périmés,,44.0
2015,"Windsor, Ontario",Des objets médicaux piquants ou tranchants,,13.0
2015,"Windsor, Ontario",Restes de peinture ou solvants,,38.0
2015,"Windsor, Ontario",Huiles pour moteur ou de l'antigel,,22.0
2015,"Windsor, Ontario","Piles déchargées, excluant les batteries de voiture",,53.0
2015,"Windsor, Ontario",Pesticides,,
2015,"Barrie, Ontario",Des restes de médicaments ou des médicaments périmés,,35.0
2015,"Barrie, Ontario",Des objets médicaux piquants ou tranchants,,
2015,"Barrie, Ontario",Restes de peinture ou solvants,,28.0
2015,"Barrie, Ontario",Huiles pour moteur ou de l'antigel,,
2015,"Barrie, Ontario","Piles déchargées, excluant les batteries de voiture",,60.0
2015,"Barrie, Ontario",Pesticides,,
