Year,Géographie,Déchets ménagers dangereux,GeoCode,Value
2015,"Grand Sudbury, Ontario",Des restes de médicaments ou des médicaments périmés,,43.0
2015,"Grand Sudbury, Ontario",Des objets médicaux piquants ou tranchants,,14.0
2015,"Grand Sudbury, Ontario",Restes de peinture ou solvants,,46.0
2015,"Grand Sudbury, Ontario",Huiles pour moteur ou de l'antigel,,28.0
2015,"Grand Sudbury, Ontario","Piles déchargées, excluant les batteries de voiture",,43.0
2015,"Grand Sudbury, Ontario",Pesticides,,
2015,"Thunder Bay, Ontario",Des restes de médicaments ou des médicaments périmés,,48.0
2015,"Thunder Bay, Ontario",Des objets médicaux piquants ou tranchants,,12.0
2015,"Thunder Bay, Ontario",Restes de peinture ou solvants,,35.0
2015,"Thunder Bay, Ontario",Huiles pour moteur ou de l'antigel,,22.0
2015,"Thunder Bay, Ontario","Piles déchargées, excluant les batteries de voiture",,76.0
2015,"Thunder Bay, Ontario",Pesticides,,
2015,"Winnipeg, Manitoba",Des restes de médicaments ou des médicaments périmés,,29.0
2015,"Winnipeg, Manitoba",Des objets médicaux piquants ou tranchants,,11.0
2015,"Winnipeg, Manitoba",Restes de peinture ou solvants,,26.0
2015,"Winnipeg, Manitoba",Huiles pour moteur ou de l'antigel,,15.0
2015,"Winnipeg, Manitoba","Piles déchargées, excluant les batteries de voiture",,49.0
2015,"Winnipeg, Manitoba",Pesticides,,
2015,"Regina, Saskatchewan",Des restes de médicaments ou des médicaments périmés,,30.0
2015,"Regina, Saskatchewan",Des objets médicaux piquants ou tranchants,,
2015,"Regina, Saskatchewan",Restes de peinture ou solvants,,27.0
2015,"Regina, Saskatchewan",Huiles pour moteur ou de l'antigel,,
2015,"Regina, Saskatchewan","Piles déchargées, excluant les batteries de voiture",,45.0
2015,"Regina, Saskatchewan",Pesticides,,
2015,"Saskatoon, Saskatchewan",Des restes de médicaments ou des médicaments périmés,,25.0
2015,"Saskatoon, Saskatchewan",Des objets médicaux piquants ou tranchants,,
2015,"Saskatoon, Saskatchewan",Restes de peinture ou solvants,,37.0
2015,"Saskatoon, Saskatchewan",Huiles pour moteur ou de l'antigel,,21.0
2015,"Saskatoon, Saskatchewan","Piles déchargées, excluant les batteries de voiture",,37.0
2015,"Saskatoon, Saskatchewan",Pesticides,,
2015,"Calgary, Alberta",Des restes de médicaments ou des médicaments périmés,,32.0
2015,"Calgary, Alberta",Des objets médicaux piquants ou tranchants,,12.0
2015,"Calgary, Alberta",Restes de peinture ou solvants,,38.0
2015,"Calgary, Alberta",Huiles pour moteur ou de l'antigel,,17.0
2015,"Calgary, Alberta","Piles déchargées, excluant les batteries de voiture",,48.0
2015,"Calgary, Alberta",Pesticides,,
2015,"Edmonton, Alberta",Des restes de médicaments ou des médicaments périmés,,42.0
2015,"Edmonton, Alberta",Des objets médicaux piquants ou tranchants,,11.0
2015,"Edmonton, Alberta",Restes de peinture ou solvants,,35.0
2015,"Edmonton, Alberta",Huiles pour moteur ou de l'antigel,,22.0
2015,"Edmonton, Alberta","Piles déchargées, excluant les batteries de voiture",,55.0
2015,"Edmonton, Alberta",Pesticides,,8.0
2015,"Kelowna, Colombie-Britannique",Des restes de médicaments ou des médicaments périmés,,31.0
2015,"Kelowna, Colombie-Britannique",Des objets médicaux piquants ou tranchants,,
2015,"Kelowna, Colombie-Britannique",Restes de peinture ou solvants,,29.0
2015,"Kelowna, Colombie-Britannique",Huiles pour moteur ou de l'antigel,,
2015,"Kelowna, Colombie-Britannique","Piles déchargées, excluant les batteries de voiture",,68.0
2015,"Kelowna, Colombie-Britannique",Pesticides,,
2015,"Abbotsford-Mission, Colombie-Britannique",Des restes de médicaments ou des médicaments périmés,,32.0
2015,"Abbotsford-Mission, Colombie-Britannique",Des objets médicaux piquants ou tranchants,,
2015,"Abbotsford-Mission, Colombie-Britannique",Restes de peinture ou solvants,,33.0
2015,"Abbotsford-Mission, Colombie-Britannique",Huiles pour moteur ou de l'antigel,,25.0
2015,"Abbotsford-Mission, Colombie-Britannique","Piles déchargées, excluant les batteries de voiture",,49.0
2015,"Abbotsford-Mission, Colombie-Britannique",Pesticides,,
2015,"Vancouver, Colombie-Britannique",Des restes de médicaments ou des médicaments périmés,,33.0
2015,"Vancouver, Colombie-Britannique",Des objets médicaux piquants ou tranchants,,9.0
2015,"Vancouver, Colombie-Britannique",Restes de peinture ou solvants,,25.0
2015,"Vancouver, Colombie-Britannique",Huiles pour moteur ou de l'antigel,,10.0
2015,"Vancouver, Colombie-Britannique","Piles déchargées, excluant les batteries de voiture",,56.0
2015,"Vancouver, Colombie-Britannique",Pesticides,,3.0
2015,"Victoria, Colombie-Britannique",Des restes de médicaments ou des médicaments périmés,,32.0
2015,"Victoria, Colombie-Britannique",Des objets médicaux piquants ou tranchants,,10.0
2015,"Victoria, Colombie-Britannique",Restes de peinture ou solvants,,31.0
2015,"Victoria, Colombie-Britannique",Huiles pour moteur ou de l'antigel,,18.0
2015,"Victoria, Colombie-Britannique","Piles déchargées, excluant les batteries de voiture",,62.0
2015,"Victoria, Colombie-Britannique",Pesticides,,
2015,Non-census metropolitan areas,Des restes de médicaments ou des médicaments périmés,,40.0
2015,Non-census metropolitan areas,Des objets médicaux piquants ou tranchants,,12.0
2015,Non-census metropolitan areas,Restes de peinture ou solvants,,40.0
2015,Non-census metropolitan areas,Huiles pour moteur ou de l'antigel,,22.0
2015,Non-census metropolitan areas,"Piles déchargées, excluant les batteries de voiture",,55.0
2015,Non-census metropolitan areas,Pesticides,,3.0
2017,Canada,Des restes de médicaments ou des médicaments périmés,,39.0
2017,Canada,Des objets médicaux piquants ou tranchants,,12.0
2017,Canada,Restes de peinture ou solvants,,39.0
2017,Canada,Huiles pour moteur ou de l'antigel,,16.0
2017,Canada,"Piles déchargées, excluant les batteries de voiture",,57.0
2017,Canada,Pesticides,,2.0
2017,Canada,Matelas,,10.0
2017,Canada,Textiles,,47.0
2017,Terre-Neuve-et-Labrador,Des restes de médicaments ou des médicaments périmés,10,31.0
2017,Terre-Neuve-et-Labrador,Des objets médicaux piquants ou tranchants,10,12.0
2017,Terre-Neuve-et-Labrador,Restes de peinture ou solvants,10,45.0
2017,Terre-Neuve-et-Labrador,Huiles pour moteur ou de l'antigel,10,11.0
2017,Terre-Neuve-et-Labrador,"Piles déchargées, excluant les batteries de voiture",10,35.0
2017,Terre-Neuve-et-Labrador,Pesticides,10,
2017,Terre-Neuve-et-Labrador,Matelas,10,5.0
2017,Terre-Neuve-et-Labrador,Textiles,10,42.0
2017,Île-du-Prince-Édouard,Des restes de médicaments ou des médicaments périmés,11,44.0
2017,Île-du-Prince-Édouard,Des objets médicaux piquants ou tranchants,11,19.0
2017,Île-du-Prince-Édouard,Restes de peinture ou solvants,11,34.0
2017,Île-du-Prince-Édouard,Huiles pour moteur ou de l'antigel,11,20.0
2017,Île-du-Prince-Édouard,"Piles déchargées, excluant les batteries de voiture",11,57.0
2017,Île-du-Prince-Édouard,Pesticides,11,
2017,Île-du-Prince-Édouard,Matelas,11,11.0
2017,Île-du-Prince-Édouard,Textiles,11,46.0
2017,Nouvelle-Écosse,Des restes de médicaments ou des médicaments périmés,12,36.0
2017,Nouvelle-Écosse,Des objets médicaux piquants ou tranchants,12,15.0
2017,Nouvelle-Écosse,Restes de peinture ou solvants,12,40.0
2017,Nouvelle-Écosse,Huiles pour moteur ou de l'antigel,12,13.0
2017,Nouvelle-Écosse,"Piles déchargées, excluant les batteries de voiture",12,51.0
2017,Nouvelle-Écosse,Pesticides,12,
2017,Nouvelle-Écosse,Matelas,12,12.0
2017,Nouvelle-Écosse,Textiles,12,49.0
2017,Nouveau-Brunswick,Des restes de médicaments ou des médicaments périmés,13,43.0
2017,Nouveau-Brunswick,Des objets médicaux piquants ou tranchants,13,7.0
2017,Nouveau-Brunswick,Restes de peinture ou solvants,13,43.0
2017,Nouveau-Brunswick,Huiles pour moteur ou de l'antigel,13,14.0
2017,Nouveau-Brunswick,"Piles déchargées, excluant les batteries de voiture",13,48.0
2017,Nouveau-Brunswick,Pesticides,13,
2017,Nouveau-Brunswick,Matelas,13,9.0
2017,Nouveau-Brunswick,Textiles,13,48.0
2017,Québec,Des restes de médicaments ou des médicaments périmés,24,49.0
2017,Québec,Des objets médicaux piquants ou tranchants,24,10.0
2017,Québec,Restes de peinture ou solvants,24,47.0
2017,Québec,Huiles pour moteur ou de l'antigel,24,13.0
2017,Québec,"Piles déchargées, excluant les batteries de voiture",24,63.0
2017,Québec,Pesticides,24,2.0
2017,Québec,Matelas,24,7.0
2017,Québec,Textiles,24,47.0
2017,Ontario,Des restes de médicaments ou des médicaments périmés,35,38.0
2017,Ontario,Des objets médicaux piquants ou tranchants,35,12.0
2017,Ontario,Restes de peinture ou solvants,35,36.0
2017,Ontario,Huiles pour moteur ou de l'antigel,35,14.0
2017,Ontario,"Piles déchargées, excluant les batteries de voiture",35,59.0
2017,Ontario,Pesticides,35,2.0
2017,Ontario,Matelas,35,10.0
2017,Ontario,Textiles,35,51.0
2017,Manitoba,Des restes de médicaments ou des médicaments périmés,46,30.0
2017,Manitoba,Des objets médicaux piquants ou tranchants,46,15.0
2017,Manitoba,Restes de peinture ou solvants,46,34.0
2017,Manitoba,Huiles pour moteur ou de l'antigel,46,19.0
2017,Manitoba,"Piles déchargées, excluant les batteries de voiture",46,49.0
2017,Manitoba,Pesticides,46,3.0
2017,Manitoba,Matelas,46,11.0
2017,Manitoba,Textiles,46,33.0
2017,Saskatchewan,Des restes de médicaments ou des médicaments périmés,47,32.0
2017,Saskatchewan,Des objets médicaux piquants ou tranchants,47,10.0
2017,Saskatchewan,Restes de peinture ou solvants,47,29.0
2017,Saskatchewan,Huiles pour moteur ou de l'antigel,47,19.0
2017,Saskatchewan,"Piles déchargées, excluant les batteries de voiture",47,44.0
2017,Saskatchewan,Pesticides,47,
2017,Saskatchewan,Matelas,47,7.0
2017,Saskatchewan,Textiles,47,32.0
2017,Alberta,Des restes de médicaments ou des médicaments périmés,48,35.0
2017,Alberta,Des objets médicaux piquants ou tranchants,48,12.0
2017,Alberta,Restes de peinture ou solvants,48,37.0
2017,Alberta,Huiles pour moteur ou de l'antigel,48,24.0
2017,Alberta,"Piles déchargées, excluant les batteries de voiture",48,52.0
2017,Alberta,Pesticides,48,4.0
2017,Alberta,Matelas,48,11.0
2017,Alberta,Textiles,48,41.0
2017,Colombie-Britannique,Des restes de médicaments ou des médicaments périmés,59,34.0
2017,Colombie-Britannique,Des objets médicaux piquants ou tranchants,59,12.0
2017,Colombie-Britannique,Restes de peinture ou solvants,59,32.0
2017,Colombie-Britannique,Huiles pour moteur ou de l'antigel,59,16.0
2017,Colombie-Britannique,"Piles déchargées, excluant les batteries de voiture",59,53.0
2017,Colombie-Britannique,Pesticides,59,1.0
2017,Colombie-Britannique,Matelas,59,10.0
2017,Colombie-Britannique,Textiles,59,47.0
2017,Total census metropolitan areas,Des restes de médicaments ou des médicaments périmés,,39.0
2017,Total census metropolitan areas,Des objets médicaux piquants ou tranchants,,12.0
2017,Total census metropolitan areas,Restes de peinture ou solvants,,37.0
2017,Total census metropolitan areas,Huiles pour moteur ou de l'antigel,,14.0
2017,Total census metropolitan areas,"Piles déchargées, excluant les batteries de voiture",,58.0
2017,Total census metropolitan areas,Pesticides,,2.0
2017,Total census metropolitan areas,Matelas,,10.0
2017,Total census metropolitan areas,Textiles,,48.0
2017,"St. John's, Terre-Neuve-et-Labrador",Des restes de médicaments ou des médicaments périmés,,31.0
2017,"St. John's, Terre-Neuve-et-Labrador",Des objets médicaux piquants ou tranchants,,
2017,"St. John's, Terre-Neuve-et-Labrador",Restes de peinture ou solvants,,42.0
2017,"St. John's, Terre-Neuve-et-Labrador",Huiles pour moteur ou de l'antigel,,
2017,"St. John's, Terre-Neuve-et-Labrador","Piles déchargées, excluant les batteries de voiture",,34.0
2017,"St. John's, Terre-Neuve-et-Labrador",Pesticides,,
2017,"St. John's, Terre-Neuve-et-Labrador",Matelas,,
2017,"St. John's, Terre-Neuve-et-Labrador",Textiles,,48.0
2017,"Halifax, Nouvelle-Écosse",Des restes de médicaments ou des médicaments périmés,,37.0
2017,"Halifax, Nouvelle-Écosse",Des objets médicaux piquants ou tranchants,,12.0
2017,"Halifax, Nouvelle-Écosse",Restes de peinture ou solvants,,39.0
2017,"Halifax, Nouvelle-Écosse",Huiles pour moteur ou de l'antigel,,11.0
2017,"Halifax, Nouvelle-Écosse","Piles déchargées, excluant les batteries de voiture",,52.0
2017,"Halifax, Nouvelle-Écosse",Pesticides,,
2017,"Halifax, Nouvelle-Écosse",Matelas,,11.0
2017,"Halifax, Nouvelle-Écosse",Textiles,,51.0
2017,"Moncton, Nouveau-Brunswick",Des restes de médicaments ou des médicaments périmés,,50.0
2017,"Moncton, Nouveau-Brunswick",Des objets médicaux piquants ou tranchants,,
2017,"Moncton, Nouveau-Brunswick",Restes de peinture ou solvants,,42.0
2017,"Moncton, Nouveau-Brunswick",Huiles pour moteur ou de l'antigel,,
2017,"Moncton, Nouveau-Brunswick","Piles déchargées, excluant les batteries de voiture",,49.0
2017,"Moncton, Nouveau-Brunswick",Pesticides,,
2017,"Moncton, Nouveau-Brunswick",Matelas,,
2017,"Moncton, Nouveau-Brunswick",Textiles,,58.0
2017,"Saint John, Nouveau-Brunswick",Des restes de médicaments ou des médicaments périmés,,34.0
2017,"Saint John, Nouveau-Brunswick",Des objets médicaux piquants ou tranchants,,
2017,"Saint John, Nouveau-Brunswick",Restes de peinture ou solvants,,42.0
2017,"Saint John, Nouveau-Brunswick",Huiles pour moteur ou de l'antigel,,
2017,"Saint John, Nouveau-Brunswick","Piles déchargées, excluant les batteries de voiture",,52.0
2017,"Saint John, Nouveau-Brunswick",Pesticides,,
2017,"Saint John, Nouveau-Brunswick",Matelas,,
2017,"Saint John, Nouveau-Brunswick",Textiles,,53.0
2017,"Saguenay, Québec",Des restes de médicaments ou des médicaments périmés,,47.0
2017,"Saguenay, Québec",Des objets médicaux piquants ou tranchants,,15.0
2017,"Saguenay, Québec",Restes de peinture ou solvants,,47.0
2017,"Saguenay, Québec",Huiles pour moteur ou de l'antigel,,18.0
2017,"Saguenay, Québec","Piles déchargées, excluant les batteries de voiture",,65.0
2017,"Saguenay, Québec",Pesticides,,
2017,"Saguenay, Québec",Matelas,,
2017,"Saguenay, Québec",Textiles,,46.0
2017,"Québec, Québec",Des restes de médicaments ou des médicaments périmés,,50.0
2017,"Québec, Québec",Des objets médicaux piquants ou tranchants,,8.0
2017,"Québec, Québec",Restes de peinture ou solvants,,38.0
2017,"Québec, Québec",Huiles pour moteur ou de l'antigel,,12.0
2017,"Québec, Québec","Piles déchargées, excluant les batteries de voiture",,63.0
2017,"Québec, Québec",Pesticides,,
2017,"Québec, Québec",Matelas,,8.0
2017,"Québec, Québec",Textiles,,49.0
2017,"Sherbrooke, Québec",Des restes de médicaments ou des médicaments périmés,,49.0
2017,"Sherbrooke, Québec",Des objets médicaux piquants ou tranchants,,
2017,"Sherbrooke, Québec",Restes de peinture ou solvants,,58.0
2017,"Sherbrooke, Québec",Huiles pour moteur ou de l'antigel,,20.0
2017,"Sherbrooke, Québec","Piles déchargées, excluant les batteries de voiture",,74.0
2017,"Sherbrooke, Québec",Pesticides,,
2017,"Sherbrooke, Québec",Matelas,,
2017,"Sherbrooke, Québec",Textiles,,45.0
2017,"Trois-Rivières, Québec",Des restes de médicaments ou des médicaments périmés,,47.0
2017,"Trois-Rivières, Québec",Des objets médicaux piquants ou tranchants,,
2017,"Trois-Rivières, Québec",Restes de peinture ou solvants,,42.0
2017,"Trois-Rivières, Québec",Huiles pour moteur ou de l'antigel,,
2017,"Trois-Rivières, Québec","Piles déchargées, excluant les batteries de voiture",,73.0
2017,"Trois-Rivières, Québec",Pesticides,,
2017,"Trois-Rivières, Québec",Matelas,,
2017,"Trois-Rivières, Québec",Textiles,,53.0
2017,"Montréal, Québec",Des restes de médicaments ou des médicaments périmés,,48.0
2017,"Montréal, Québec",Des objets médicaux piquants ou tranchants,,10.0
2017,"Montréal, Québec",Restes de peinture ou solvants,,45.0
2017,"Montréal, Québec",Huiles pour moteur ou de l'antigel,,9.0
2017,"Montréal, Québec","Piles déchargées, excluant les batteries de voiture",,60.0
2017,"Montréal, Québec",Pesticides,,2.0
2017,"Montréal, Québec",Matelas,,7.0
2017,"Montréal, Québec",Textiles,,45.0
2017,"Ottawa-Gatineau, Ontario/Québec",Des restes de médicaments ou des médicaments périmés,,48.0
2017,"Ottawa-Gatineau, Ontario/Québec",Des objets médicaux piquants ou tranchants,,13.0
2017,"Ottawa-Gatineau, Ontario/Québec",Restes de peinture ou solvants,,45.0
2017,"Ottawa-Gatineau, Ontario/Québec",Huiles pour moteur ou de l'antigel,,12.0
2017,"Ottawa-Gatineau, Ontario/Québec","Piles déchargées, excluant les batteries de voiture",,65.0
2017,"Ottawa-Gatineau, Ontario/Québec",Pesticides,,
2017,"Ottawa-Gatineau, Ontario/Québec",Matelas,,11.0
2017,"Ottawa-Gatineau, Ontario/Québec",Textiles,,51.0
2017,Ottawa-Gatineau (Quebec part),Des restes de médicaments ou des médicaments périmés,,49.0
2017,Ottawa-Gatineau (Quebec part),Des objets médicaux piquants ou tranchants,,10.0
2017,Ottawa-Gatineau (Quebec part),Restes de peinture ou solvants,,49.0
2017,Ottawa-Gatineau (Quebec part),Huiles pour moteur ou de l'antigel,,16.0
2017,Ottawa-Gatineau (Quebec part),"Piles déchargées, excluant les batteries de voiture",,63.0
2017,Ottawa-Gatineau (Quebec part),Pesticides,,
2017,Ottawa-Gatineau (Quebec part),Matelas,,10.0
2017,Ottawa-Gatineau (Quebec part),Textiles,,45.0
2017,Ottawa-Gatineau (Ontario part),Des restes de médicaments ou des médicaments périmés,,47.0
2017,Ottawa-Gatineau (Ontario part),Des objets médicaux piquants ou tranchants,,14.0
2017,Ottawa-Gatineau (Ontario part),Restes de peinture ou solvants,,44.0
2017,Ottawa-Gatineau (Ontario part),Huiles pour moteur ou de l'antigel,,10.0
2017,Ottawa-Gatineau (Ontario part),"Piles déchargées, excluant les batteries de voiture",,65.0
2017,Ottawa-Gatineau (Ontario part),Pesticides,,
2017,Ottawa-Gatineau (Ontario part),Matelas,,11.0
2017,Ottawa-Gatineau (Ontario part),Textiles,,53.0
2017,"Kingston, Ontario",Des restes de médicaments ou des médicaments périmés,,46.0
2017,"Kingston, Ontario",Des objets médicaux piquants ou tranchants,,
2017,"Kingston, Ontario",Restes de peinture ou solvants,,48.0
2017,"Kingston, Ontario",Huiles pour moteur ou de l'antigel,,21.0
2017,"Kingston, Ontario","Piles déchargées, excluant les batteries de voiture",,71.0
2017,"Kingston, Ontario",Pesticides,,
2017,"Kingston, Ontario",Matelas,,
2017,"Kingston, Ontario",Textiles,,49.0
2017,"Peterborough, Ontario",Des restes de médicaments ou des médicaments périmés,,48.0
2017,"Peterborough, Ontario",Des objets médicaux piquants ou tranchants,,
2017,"Peterborough, Ontario",Restes de peinture ou solvants,,50.0
2017,"Peterborough, Ontario",Huiles pour moteur ou de l'antigel,,14.0
2017,"Peterborough, Ontario","Piles déchargées, excluant les batteries de voiture",,64.0
2017,"Peterborough, Ontario",Pesticides,,
2017,"Peterborough, Ontario",Matelas,,
2017,"Peterborough, Ontario",Textiles,,54.0
2017,"Oshawa, Ontario",Des restes de médicaments ou des médicaments périmés,,45.0
2017,"Oshawa, Ontario",Des objets médicaux piquants ou tranchants,,9.0
2017,"Oshawa, Ontario",Restes de peinture ou solvants,,51.0
2017,"Oshawa, Ontario",Huiles pour moteur ou de l'antigel,,17.0
2017,"Oshawa, Ontario","Piles déchargées, excluant les batteries de voiture",,71.0
2017,"Oshawa, Ontario",Pesticides,,
2017,"Oshawa, Ontario",Matelas,,
2017,"Oshawa, Ontario",Textiles,,64.0
2017,"Toronto, Ontario",Des restes de médicaments ou des médicaments périmés,,34.0
2017,"Toronto, Ontario",Des objets médicaux piquants ou tranchants,,12.0
2017,"Toronto, Ontario",Restes de peinture ou solvants,,29.0
2017,"Toronto, Ontario",Huiles pour moteur ou de l'antigel,,11.0
2017,"Toronto, Ontario","Piles déchargées, excluant les batteries de voiture",,56.0
2017,"Toronto, Ontario",Pesticides,,3.0
2017,"Toronto, Ontario",Matelas,,11.0
2017,"Toronto, Ontario",Textiles,,51.0
2017,"Hamilton, Ontario",Des restes de médicaments ou des médicaments périmés,,35.0
2017,"Hamilton, Ontario",Des objets médicaux piquants ou tranchants,,11.0
2017,"Hamilton, Ontario",Restes de peinture ou solvants,,44.0
2017,"Hamilton, Ontario",Huiles pour moteur ou de l'antigel,,17.0
2017,"Hamilton, Ontario","Piles déchargées, excluant les batteries de voiture",,66.0
2017,"Hamilton, Ontario",Pesticides,,
2017,"Hamilton, Ontario",Matelas,,12.0
2017,"Hamilton, Ontario",Textiles,,56.0
2017,"St. Catharines-Niagara, Ontario",Des restes de médicaments ou des médicaments périmés,,43.0
2017,"St. Catharines-Niagara, Ontario",Des objets médicaux piquants ou tranchants,,16.0
2017,"St. Catharines-Niagara, Ontario",Restes de peinture ou solvants,,43.0
2017,"St. Catharines-Niagara, Ontario",Huiles pour moteur ou de l'antigel,,22.0
2017,"St. Catharines-Niagara, Ontario","Piles déchargées, excluant les batteries de voiture",,71.0
2017,"St. Catharines-Niagara, Ontario",Pesticides,,
2017,"St. Catharines-Niagara, Ontario",Matelas,,7.0
2017,"St. Catharines-Niagara, Ontario",Textiles,,58.0
2017,"Kitchener-Cambridge-Waterloo, Ontario",Des restes de médicaments ou des médicaments périmés,,45.0
2017,"Kitchener-Cambridge-Waterloo, Ontario",Des objets médicaux piquants ou tranchants,,22.0
2017,"Kitchener-Cambridge-Waterloo, Ontario",Restes de peinture ou solvants,,35.0
2017,"Kitchener-Cambridge-Waterloo, Ontario",Huiles pour moteur ou de l'antigel,,
2017,"Kitchener-Cambridge-Waterloo, Ontario","Piles déchargées, excluant les batteries de voiture",,62.0
2017,"Kitchener-Cambridge-Waterloo, Ontario",Pesticides,,
2017,"Kitchener-Cambridge-Waterloo, Ontario",Matelas,,9.0
2017,"Kitchener-Cambridge-Waterloo, Ontario",Textiles,,47.0
2017,"Brantford, Ontario",Des restes de médicaments ou des médicaments périmés,,43.0
2017,"Brantford, Ontario",Des objets médicaux piquants ou tranchants,,
2017,"Brantford, Ontario",Restes de peinture ou solvants,,41.0
2017,"Brantford, Ontario",Huiles pour moteur ou de l'antigel,,
2017,"Brantford, Ontario","Piles déchargées, excluant les batteries de voiture",,58.0
2017,"Brantford, Ontario",Pesticides,,
2017,"Brantford, Ontario",Matelas,,
2017,"Brantford, Ontario",Textiles,,46.0
2017,"Guelph, Ontario",Des restes de médicaments ou des médicaments périmés,,28.0
2017,"Guelph, Ontario",Des objets médicaux piquants ou tranchants,,
2017,"Guelph, Ontario",Restes de peinture ou solvants,,30.0
2017,"Guelph, Ontario",Huiles pour moteur ou de l'antigel,,
2017,"Guelph, Ontario","Piles déchargées, excluant les batteries de voiture",,44.0
2017,"Guelph, Ontario",Pesticides,,
2017,"Guelph, Ontario",Matelas,,
2017,"Guelph, Ontario",Textiles,,36.0
2017,"London, Ontario",Des restes de médicaments ou des médicaments périmés,,35.0
2017,"London, Ontario",Des objets médicaux piquants ou tranchants,,11.0
2017,"London, Ontario",Restes de peinture ou solvants,,31.0
2017,"London, Ontario",Huiles pour moteur ou de l'antigel,,15.0
2017,"London, Ontario","Piles déchargées, excluant les batteries de voiture",,68.0
2017,"London, Ontario",Pesticides,,
2017,"London, Ontario",Matelas,,9.0
2017,"London, Ontario",Textiles,,53.0
2017,"Windsor, Ontario",Des restes de médicaments ou des médicaments périmés,,34.0
2017,"Windsor, Ontario",Des objets médicaux piquants ou tranchants,,8.0
2017,"Windsor, Ontario",Restes de peinture ou solvants,,28.0
2017,"Windsor, Ontario",Huiles pour moteur ou de l'antigel,,10.0
2017,"Windsor, Ontario","Piles déchargées, excluant les batteries de voiture",,40.0
2017,"Windsor, Ontario",Pesticides,,
2017,"Windsor, Ontario",Matelas,,10.0
2017,"Windsor, Ontario",Textiles,,57.0
2017,"Barrie, Ontario",Des restes de médicaments ou des médicaments périmés,,48.0
2017,"Barrie, Ontario",Des objets médicaux piquants ou tranchants,,
2017,"Barrie, Ontario",Restes de peinture ou solvants,,54.0
2017,"Barrie, Ontario",Huiles pour moteur ou de l'antigel,,
2017,"Barrie, Ontario","Piles déchargées, excluant les batteries de voiture",,69.0
2017,"Barrie, Ontario",Pesticides,,
2017,"Barrie, Ontario",Matelas,,
2017,"Barrie, Ontario",Textiles,,64.0
2017,"Grand Sudbury, Ontario",Des restes de médicaments ou des médicaments périmés,,38.0
2017,"Grand Sudbury, Ontario",Des objets médicaux piquants ou tranchants,,21.0
2017,"Grand Sudbury, Ontario",Restes de peinture ou solvants,,49.0
2017,"Grand Sudbury, Ontario",Huiles pour moteur ou de l'antigel,,27.0
2017,"Grand Sudbury, Ontario","Piles déchargées, excluant les batteries de voiture",,62.0
2017,"Grand Sudbury, Ontario",Pesticides,,
2017,"Grand Sudbury, Ontario",Matelas,,
2017,"Grand Sudbury, Ontario",Textiles,,48.0
2017,"Thunder Bay, Ontario",Des restes de médicaments ou des médicaments périmés,,41.0
2017,"Thunder Bay, Ontario",Des objets médicaux piquants ou tranchants,,
2017,"Thunder Bay, Ontario",Restes de peinture ou solvants,,39.0
2017,"Thunder Bay, Ontario",Huiles pour moteur ou de l'antigel,,17.0
2017,"Thunder Bay, Ontario","Piles déchargées, excluant les batteries de voiture",,66.0
2017,"Thunder Bay, Ontario",Pesticides,,
2017,"Thunder Bay, Ontario",Matelas,,
2017,"Thunder Bay, Ontario",Textiles,,51.0
2017,"Winnipeg, Manitoba",Des restes de médicaments ou des médicaments périmés,,31.0
2017,"Winnipeg, Manitoba",Des objets médicaux piquants ou tranchants,,16.0
2017,"Winnipeg, Manitoba",Restes de peinture ou solvants,,36.0
2017,"Winnipeg, Manitoba",Huiles pour moteur ou de l'antigel,,18.0
2017,"Winnipeg, Manitoba","Piles déchargées, excluant les batteries de voiture",,50.0
2017,"Winnipeg, Manitoba",Pesticides,,
2017,"Winnipeg, Manitoba",Matelas,,11.0
2017,"Winnipeg, Manitoba",Textiles,,34.0
2017,"Regina, Saskatchewan",Des restes de médicaments ou des médicaments périmés,,31.0
2017,"Regina, Saskatchewan",Des objets médicaux piquants ou tranchants,,
2017,"Regina, Saskatchewan",Restes de peinture ou solvants,,25.0
2017,"Regina, Saskatchewan",Huiles pour moteur ou de l'antigel,,
2017,"Regina, Saskatchewan","Piles déchargées, excluant les batteries de voiture",,39.0
2017,"Regina, Saskatchewan",Pesticides,,
2017,"Regina, Saskatchewan",Matelas,,
2017,"Regina, Saskatchewan",Textiles,,24.0
2017,"Saskatoon, Saskatchewan",Des restes de médicaments ou des médicaments périmés,,33.0
2017,"Saskatoon, Saskatchewan",Des objets médicaux piquants ou tranchants,,
2017,"Saskatoon, Saskatchewan",Restes de peinture ou solvants,,28.0
2017,"Saskatoon, Saskatchewan",Huiles pour moteur ou de l'antigel,,17.0
2017,"Saskatoon, Saskatchewan","Piles déchargées, excluant les batteries de voiture",,44.0
2017,"Saskatoon, Saskatchewan",Pesticides,,
2017,"Saskatoon, Saskatchewan",Matelas,,
2017,"Saskatoon, Saskatchewan",Textiles,,45.0
2017,"Calgary, Alberta",Des restes de médicaments ou des médicaments périmés,,36.0
2017,"Calgary, Alberta",Des objets médicaux piquants ou tranchants,,11.0
2017,"Calgary, Alberta",Restes de peinture ou solvants,,33.0
2017,"Calgary, Alberta",Huiles pour moteur ou de l'antigel,,17.0
2017,"Calgary, Alberta","Piles déchargées, excluant les batteries de voiture",,54.0
2017,"Calgary, Alberta",Pesticides,,3.0
2017,"Calgary, Alberta",Matelas,,12.0
