Year,Distance-capacité de la zone de service de transport public,Géographie,Emplacement,Genre,Démographique et socio-économique,GeoCode,Value
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement",Hommes+,15 à 64 ans,539,61.9
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement",Hommes+,15 à 19 ans,539,60.4
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement",Hommes+,20 à 24 ans,539,64.4
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement",Hommes+,65 ans et plus,539,56.5
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement",Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),539,61.3
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement",Femmes+,0 to 14 years,539,59.3
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement",Femmes+,15 à 64 ans,539,62.0
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement",Femmes+,15 à 19 ans,539,59.4
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement",Femmes+,20 à 24 ans,539,64.2
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement",Femmes+,65 ans et plus,539,60.4
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),539,68.1
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,"Total, genre",0 to 14 years,539,66.5
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,"Total, genre",15 à 64 ans,539,69.3
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,"Total, genre",15 à 19 ans,539,67.2
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,"Total, genre",20 à 24 ans,539,71.1
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,"Total, genre",65 ans et plus,539,65.9
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),539,68.0
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,Hommes+,0 to 14 years,539,66.6
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,Hommes+,15 à 64 ans,539,69.5
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,Hommes+,15 à 19 ans,539,67.7
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,Hommes+,20 à 24 ans,539,71.3
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,Hommes+,65 ans et plus,539,64.4
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),539,68.2
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,Femmes+,0 to 14 years,539,66.4
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,Femmes+,15 à 64 ans,539,69.0
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,Femmes+,15 à 19 ans,539,66.7
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,Femmes+,20 à 24 ans,539,71.0
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,Femmes+,65 ans et plus,539,67.2
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),539,2.6
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,"Total, genre",0 to 14 years,539,2.6
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,"Total, genre",15 à 64 ans,539,2.6
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,"Total, genre",15 à 19 ans,539,2.9
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,"Total, genre",20 à 24 ans,539,2.6
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,"Total, genre",65 ans et plus,539,2.5
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),539,2.5
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,Hommes+,0 to 14 years,539,2.6
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,Hommes+,15 à 64 ans,539,2.6
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,Hommes+,15 à 19 ans,539,2.3
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,Hommes+,20 à 24 ans,539,2.3
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,Hommes+,65 ans et plus,539,2.3
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),539,2.7
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,Femmes+,0 to 14 years,539,2.5
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,Femmes+,15 à 64 ans,539,2.7
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,Femmes+,15 à 19 ans,539,3.6
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,Femmes+,20 à 24 ans,539,2.5
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,Femmes+,65 ans et plus,539,2.7
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement","Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),539,0.4
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement","Total, genre",0 to 14 years,539,0.3
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement","Total, genre",15 à 64 ans,539,0.5
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement","Total, genre",15 à 19 ans,539,0.3
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement","Total, genre",20 à 24 ans,539,0.4
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement","Total, genre",65 ans et plus,539,0.4
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement",Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),539,0.4
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement",Hommes+,0 to 14 years,539,0.3
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement",Hommes+,15 à 64 ans,539,0.5
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement",Hommes+,15 à 19 ans,539,0.3
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement",Hommes+,20 à 24 ans,539,0.4
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement",Hommes+,65 ans et plus,539,0.4
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement",Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),539,0.4
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement",Femmes+,0 to 14 years,539,0.3
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement",Femmes+,15 à 64 ans,539,0.4
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement",Femmes+,15 à 19 ans,539,0.2
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement",Femmes+,20 à 24 ans,539,0.4
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario","Total, emplacement",Femmes+,65 ans et plus,539,0.4
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),539,0.5
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,"Total, genre",0 to 14 years,539,0.3
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,"Total, genre",15 à 64 ans,539,0.5
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,"Total, genre",15 à 19 ans,539,0.3
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,"Total, genre",20 à 24 ans,539,0.4
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,"Total, genre",65 ans et plus,539,0.4
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),539,0.5
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,Hommes+,0 to 14 years,539,0.4
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,Hommes+,15 à 64 ans,539,0.6
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,Hommes+,15 à 19 ans,539,0.3
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,Hommes+,20 à 24 ans,539,0.5
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,Hommes+,65 ans et plus,539,0.4
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),539,0.4
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,Femmes+,0 to 14 years,539,0.3
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,Femmes+,15 à 64 ans,539,0.5
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,Femmes+,15 à 19 ans,539,0.3
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,Femmes+,20 à 24 ans,539,0.4
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Urbain,Femmes+,65 ans et plus,539,0.4
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),539,
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,"Total, genre",0 to 14 years,539,
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,"Total, genre",15 à 64 ans,539,
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,"Total, genre",15 à 19 ans,539,
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,"Total, genre",20 à 24 ans,539,
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,"Total, genre",65 ans et plus,539,
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),539,
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,Hommes+,0 to 14 years,539,
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,Hommes+,15 à 64 ans,539,
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,Hommes+,15 à 19 ans,539,
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,Hommes+,20 à 24 ans,539,
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,Hommes+,65 ans et plus,539,
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),539,
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,Femmes+,0 to 14 years,539,
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,Femmes+,15 à 64 ans,539,
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,Femmes+,15 à 19 ans,539,
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,Femmes+,20 à 24 ans,539,
2023,1000 mètres des arrêts de transport en commun à grande capacité uniquement,"St. Catharines - Niagara, Ontario",Rural,Femmes+,65 ans et plus,539,
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario","Total, emplacement","Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),595,74.9
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario","Total, emplacement","Total, genre",0 to 14 years,595,72.1
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario","Total, emplacement","Total, genre",15 à 64 ans,595,75.1
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario","Total, emplacement","Total, genre",15 à 19 ans,595,72.2
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario","Total, emplacement","Total, genre",20 à 24 ans,595,79.9
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario","Total, emplacement","Total, genre",65 ans et plus,595,76.2
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario","Total, emplacement",Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),595,74.2
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario","Total, emplacement",Hommes+,0 to 14 years,595,71.9
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario","Total, emplacement",Hommes+,15 à 64 ans,595,75.1
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario","Total, emplacement",Hommes+,15 à 19 ans,595,71.4
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario","Total, emplacement",Hommes+,20 à 24 ans,595,80.4
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario","Total, emplacement",Hommes+,65 ans et plus,595,73.1
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario","Total, emplacement",Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),595,75.5
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario","Total, emplacement",Femmes+,0 to 14 years,595,72.3
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario","Total, emplacement",Femmes+,15 à 64 ans,595,75.0
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario","Total, emplacement",Femmes+,15 à 19 ans,595,73.0
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario","Total, emplacement",Femmes+,20 à 24 ans,595,79.3
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario","Total, emplacement",Femmes+,65 ans et plus,595,78.9
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Urbain,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),595,94.0
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Urbain,"Total, genre",0 to 14 years,595,92.7
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Urbain,"Total, genre",15 à 64 ans,595,94.1
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Urbain,"Total, genre",15 à 19 ans,595,92.3
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Urbain,"Total, genre",20 à 24 ans,595,94.9
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Urbain,"Total, genre",65 ans et plus,595,94.5
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Urbain,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),595,94.0
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Urbain,Hommes+,0 to 14 years,595,92.9
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Urbain,Hommes+,15 à 64 ans,595,94.3
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Urbain,Hommes+,15 à 19 ans,595,92.4
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Urbain,Hommes+,20 à 24 ans,595,95.3
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Urbain,Hommes+,65 ans et plus,595,93.9
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Urbain,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),595,94.0
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Urbain,Femmes+,0 to 14 years,595,92.4
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Urbain,Femmes+,15 à 64 ans,595,94.0
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Urbain,Femmes+,15 à 19 ans,595,92.0
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Urbain,Femmes+,20 à 24 ans,595,94.6
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Urbain,Femmes+,65 ans et plus,595,95.0
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Rural,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),595,9.9
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Rural,"Total, genre",0 to 14 years,595,10.2
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Rural,"Total, genre",15 à 64 ans,595,9.8
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Rural,"Total, genre",15 à 19 ans,595,10.6
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Rural,"Total, genre",20 à 24 ans,595,10.6
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Rural,"Total, genre",65 ans et plus,595,10.1
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Rural,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),595,9.6
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Rural,Hommes+,0 to 14 years,595,10.4
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Rural,Hommes+,15 à 64 ans,595,9.5
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Rural,Hommes+,15 à 19 ans,595,8.2
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Rural,Hommes+,20 à 24 ans,595,11.3
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Rural,Hommes+,65 ans et plus,595,9.4
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Rural,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),595,10.2
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Rural,Femmes+,0 to 14 years,595,10.2
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Rural,Femmes+,15 à 64 ans,595,10.1
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Rural,Femmes+,15 à 19 ans,595,13.2
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Rural,Femmes+,20 à 24 ans,595,10.4
2023,500 mètres de tous les arrêts de transport en commun,"Thunder Bay, Ontario",Rural,Femmes+,65 ans et plus,595,10.9
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario","Total, emplacement","Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),595,74.9
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario","Total, emplacement","Total, genre",0 to 14 years,595,72.1
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario","Total, emplacement","Total, genre",15 à 64 ans,595,75.1
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario","Total, emplacement","Total, genre",15 à 19 ans,595,72.2
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario","Total, emplacement","Total, genre",20 à 24 ans,595,79.9
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario","Total, emplacement","Total, genre",65 ans et plus,595,76.2
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario","Total, emplacement",Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),595,74.2
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario","Total, emplacement",Hommes+,0 to 14 years,595,71.9
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario","Total, emplacement",Hommes+,15 à 64 ans,595,75.1
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario","Total, emplacement",Hommes+,15 à 19 ans,595,71.4
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario","Total, emplacement",Hommes+,20 à 24 ans,595,80.4
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario","Total, emplacement",Hommes+,65 ans et plus,595,73.1
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario","Total, emplacement",Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),595,75.5
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario","Total, emplacement",Femmes+,0 to 14 years,595,72.3
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario","Total, emplacement",Femmes+,15 à 64 ans,595,75.0
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario","Total, emplacement",Femmes+,15 à 19 ans,595,73.0
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario","Total, emplacement",Femmes+,20 à 24 ans,595,79.3
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario","Total, emplacement",Femmes+,65 ans et plus,595,78.9
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario",Urbain,"Total, genre",Total - Groupes d'âge de la population - Données intégrales (100 %),595,94.0
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario",Urbain,"Total, genre",0 to 14 years,595,92.7
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario",Urbain,"Total, genre",15 à 64 ans,595,94.1
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario",Urbain,"Total, genre",15 à 19 ans,595,92.3
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario",Urbain,"Total, genre",20 à 24 ans,595,94.9
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario",Urbain,"Total, genre",65 ans et plus,595,94.5
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario",Urbain,Hommes+,Total - Groupes d'âge de la population - Données intégrales (100 %),595,94.0
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario",Urbain,Hommes+,0 to 14 years,595,92.9
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario",Urbain,Hommes+,15 à 64 ans,595,94.3
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario",Urbain,Hommes+,15 à 19 ans,595,92.4
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario",Urbain,Hommes+,20 à 24 ans,595,95.3
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario",Urbain,Hommes+,65 ans et plus,595,93.9
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario",Urbain,Femmes+,Total - Groupes d'âge de la population - Données intégrales (100 %),595,94.0
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario",Urbain,Femmes+,0 to 14 years,595,92.4
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario",Urbain,Femmes+,15 à 64 ans,595,94.0
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario",Urbain,Femmes+,15 à 19 ans,595,92.0
2023,500 mètres des arrêts de transport en commun à faible capacité uniquement,"Thunder Bay, Ontario",Urbain,Femmes+,20 à 24 ans,595,94.6
