Year,Type de patrimoine,Niveau de gouvernement,Géographie,GeoCode,Value
2018,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Saskatchewan,47,19.02769
2018,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Saskatchewan,47,119.35548
2018,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Alberta,48,68.72362
2018,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Alberta,48,119.50922
2018,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Colombie-Britannique,59,9.16156
2018,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Colombie-Britannique,59,61.54178
2018,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Yukon,60,495.01275
2018,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Yukon,60,396.0102
2018,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Territoires du Nord-Ouest,61,314.35243
2018,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Territoires du Nord-Ouest,61,224.53745
2018,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Nunavut,62,156.56803
2018,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Nunavut,62,704.55613
2019,Préservation de la diversité biologique et protection de la nature,Administration publique générale canadienne consolidée,Canada,,58.53504
2019,Services culturels,Administration publique générale canadienne consolidée,Canada,,178.02413
2019,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Canada,,44.28673
2019,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Canada,,112.23203
2019,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Terre-Neuve-et-Labrador,10,13.26655
2019,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Terre-Neuve-et-Labrador,10,70.12317
2019,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Île-du-Prince-Édouard,11,12.83763
2019,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Île-du-Prince-Édouard,11,70.60696
2019,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Nouvelle-Écosse,12,30.74404
2019,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Nouvelle-Écosse,12,28.69443
2019,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Nouveau-Brunswick,13,23.15449
2019,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Nouveau-Brunswick,13,82.32708
2019,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Québec,24,12.49531
2019,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Québec,24,157.84164
2019,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Ontario,35,57.98169
2019,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Ontario,35,101.34789
2019,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Manitoba,46,25.54683
2019,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Manitoba,46,156.93053
2019,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Saskatchewan,47,19.75567
2019,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Saskatchewan,47,137.43072
2019,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Alberta,48,114.57102
2019,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Alberta,48,115.03023
2019,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Colombie-Britannique,59,9.00016
2019,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Colombie-Britannique,59,66.13159
2019,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Yukon,60,704.10566
2019,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Yukon,60,412.7516
2019,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Territoires du Nord-Ouest,61,382.52104
2019,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Territoires du Nord-Ouest,61,225.01238
2019,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Nunavut,62,180.23121
2019,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Nunavut,62,617.93558
2020,Préservation de la diversité biologique et protection de la nature,Administration publique générale canadienne consolidée,Canada,,49.88346
2020,Services culturels,Administration publique générale canadienne consolidée,Canada,,187.06954
2020,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Canada,,33.08033
2020,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Canada,,121.80294
2020,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Terre-Neuve-et-Labrador,10,13.28566
2020,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Terre-Neuve-et-Labrador,10,72.12214
2020,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Île-du-Prince-Édouard,11,12.56337
2020,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Île-du-Prince-Édouard,11,62.81683
2020,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Nouvelle-Écosse,12,35.38327
2020,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Nouvelle-Écosse,12,47.51468
2020,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Nouveau-Brunswick,13,20.42296
2020,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Nouveau-Brunswick,13,80.4154
2020,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Québec,24,19.17883
2020,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Québec,24,225.81903
2020,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Ontario,35,54.26163
2020,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Ontario,35,90.36832
2020,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Manitoba,46,47.82151
2020,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Manitoba,46,156.50677
2020,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Saskatchewan,47,18.84552
2020,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Saskatchewan,47,132.77528
2020,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Alberta,48,7.26036
2020,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Alberta,48,104.14079
2020,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Colombie-Britannique,59,11.20535
2020,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Colombie-Britannique,59,63.36816
2020,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Yukon,60,762.66743
2020,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Yukon,60,357.50036
2020,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Territoires du Nord-Ouest,61,359.51825
2020,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Territoires du Nord-Ouest,61,224.6989
2020,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Nunavut,62,151.97953
2020,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Nunavut,62,633.24806
2021,Préservation de la diversité biologique et protection de la nature,Administration publique générale canadienne consolidée,Canada,,53.81818
2021,Services culturels,Administration publique générale canadienne consolidée,Canada,,196.49651
2021,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Canada,,34.4405
2021,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Canada,,121.02554
2021,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Terre-Neuve-et-Labrador,10,17.07598
2021,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Terre-Neuve-et-Labrador,10,77.7906
2021,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Île-du-Prince-Édouard,11,12.33555
2021,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Île-du-Prince-Édouard,11,61.67776
2021,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Nouvelle-Écosse,12,42.00386
2021,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Nouvelle-Écosse,12,74.00681
2021,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Nouveau-Brunswick,13,21.49716
2021,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Nouveau-Brunswick,13,64.49149
2021,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Québec,24,19.01535
2021,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Québec,24,206.48575
2021,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Ontario,35,57.67227
2021,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Ontario,35,98.50101
2021,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Manitoba,46,25.14505
2021,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Manitoba,46,137.22014
2021,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Saskatchewan,47,21.40941
2021,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Saskatchewan,47,149.86585
2021,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Alberta,48,8.1236
2021,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Alberta,48,95.67799
2021,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Colombie-Britannique,59,12.43623
2021,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Colombie-Britannique,59,72.89543
2021,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Yukon,60,931.07702
2021,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Yukon,60,349.15388
2021,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Territoires du Nord-Ouest,61,426.20965
2021,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Territoires du Nord-Ouest,61,224.32087
2021,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Nunavut,62,149.67819
2021,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Nunavut,62,573.7664
2022,Préservation de la diversité biologique et protection de la nature,Administration publique générale canadienne consolidée,Canada,,62.48726
2022,Services culturels,Administration publique générale canadienne consolidée,Canada,,204.97775
2022,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Canada,,37.21498
2022,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Canada,,123.30512
2022,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Terre-Neuve-et-Labrador,10,18.82147
2022,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Terre-Neuve-et-Labrador,10,92.22523
2022,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Île-du-Prince-Édouard,11,17.94119
2022,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Île-du-Prince-Édouard,11,59.80396
2022,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Nouvelle-Écosse,12,62.42301
2022,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Nouvelle-Écosse,12,70.22588
2022,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Nouveau-Brunswick,13,23.47812
2022,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Nouveau-Brunswick,13,56.84177
2022,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Québec,24,15.91111
2022,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Québec,24,208.80452
2022,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Ontario,35,62.54353
2022,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Ontario,35,101.04709
2022,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Manitoba,46,33.27273
2022,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Manitoba,46,130.96715
2022,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Saskatchewan,47,20.36565
2022,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Saskatchewan,47,169.71374
2022,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Alberta,48,8.64602
2022,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Alberta,48,101.75698
2022,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Colombie-Britannique,59,16.61227
2022,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Colombie-Britannique,59,72.04872
2022,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Yukon,60,1002.2779
2022,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Yukon,60,387.24374
2022,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Territoires du Nord-Ouest,61,403.28001
2022,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Territoires du Nord-Ouest,61,224.04445
2022,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Nunavut,62,197.74081
2022,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Nunavut,62,593.22243
2023,Préservation de la diversité biologique et protection de la nature,Administration publique générale canadienne consolidée,Canada,,59.7004
2023,Services culturels,Administration publique générale canadienne consolidée,Canada,,206.51897
2023,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Canada,,36.37408
2023,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Canada,,130.35294
2023,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Terre-Neuve-et-Labrador,10,18.55608
2023,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Terre-Neuve-et-Labrador,10,94.63599
2023,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Île-du-Prince-Édouard,11,17.26986
2023,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Île-du-Prince-Édouard,11,63.32284
2023,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Nouvelle-Écosse,12,59.63165
2023,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Nouvelle-Écosse,12,75.72273
2023,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Nouveau-Brunswick,13,21.62968
2023,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Nouveau-Brunswick,13,55.27584
2023,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Québec,24,14.12745
2023,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Québec,24,258.47591
2023,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Ontario,35,66.11959
2023,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Ontario,35,94.53885
2023,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Manitoba,46,6.18666
2023,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Manitoba,46,129.91986
2023,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Saskatchewan,47,14.88456
2023,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Saskatchewan,47,163.73014
2023,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Alberta,48,4.48286
2023,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Alberta,48,97.76895
2023,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Colombie-Britannique,59,15.54717
2023,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Colombie-Britannique,59,67.97368
2023,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Yukon,60,989.81589
2023,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Yukon,60,373.93045
2023,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Territoires du Nord-Ouest,61,425.23668
2023,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Territoires du Nord-Ouest,61,223.80878
2023,Préservation de la diversité biologique et protection de la nature,Administrations publiques provinciales-territoriales et locales consolidées,Nunavut,62,196.5602
2023,Services culturels,Administrations publiques provinciales-territoriales et locales consolidées,Nunavut,62,614.25061
