Year,Géographie,Value
2015,Canada,
2015,Île-du-Prince-Édouard,
2015,Nouvelle-Écosse,
2015,Nouveau-Brunswick,
2015,Terre-Neuve-et-Labrador,
2015,Alberta,
2015,Manitoba,
2015,Saskatchewan,
2015,Colombie-Britannique,
2015,Ontario,
2015,Québec,
2015,Nunavut,
2015,Yukon,
2015,Territoires du Nord-Ouest,
