Year,Industrie,Géographie,GeoCode,Value
2016,"Revêtement, gravure, traitement thermique et par le froid, et activités analogues",Colombie-Britannique,59,0.03
2016,Fabrication d'autres produits métalliques,Colombie-Britannique,59,0.06
2016,Fabrication de machines,Colombie-Britannique,59,0.42
2016,"Fabrication de machines pour l'agriculture, la construction et l'extraction minière",Colombie-Britannique,59,0.05
2016,Fabrication de machines industrielles,Colombie-Britannique,59,0.09
2016,Fabrication de machines pour le commerce et les industries de services,Colombie-Britannique,59,0.04
2016,"Fabrication d'appareils de ventilation, de chauffage, de climatisation et de réfrigération commerciale",Colombie-Britannique,59,0.07
2016,Fabrication de machines-outils pour le travail du métal,Colombie-Britannique,59,0.04
2016,"Fabrication de moteurs, de turbines et de matériel de transmission de puissance",Colombie-Britannique,59,0.02
2016,Fabrication d'autres machines d'usage général,Colombie-Britannique,59,0.11
2016,Fabrication de produits informatiques et électroniques,Colombie-Britannique,59,0.25
2016,Fabrication de matériel informatique et périphérique,Colombie-Britannique,59,0.04
2016,Fabrication de matériel de communication,Colombie-Britannique,59,0.04
2016,Fabrication de matériel audio et vidéo,Colombie-Britannique,59,0.01
2016,Fabrication de semi-conducteurs et d'autres composants électroniques,Colombie-Britannique,59,0.06
2016,"Fabrication d'instruments de navigation, de mesure et de commande et d'instruments médicaux",Colombie-Britannique,59,0.09
2016,Fabrication et reproduction de supports magnétiques et optiques,Colombie-Britannique,59,0.0
2016,"Fabrication de matériel, d'appareils et de composants électriques",Colombie-Britannique,59,0.13
2016,Fabrication de matériel électrique,Colombie-Britannique,59,0.04
2016,Fabrication d'autres types de matériel et de composants électriques,Colombie-Britannique,59,0.07
2016,Fabrication de matériel de transport,Colombie-Britannique,59,0.32
2016,Fabrication de carrosseries et de remorques de véhicules automobiles,Colombie-Britannique,59,0.07
2016,Fabrication de pièces pour véhicules automobiles,Colombie-Britannique,59,0.07
2016,Fabrication de produits aérospatiaux et de leurs pièces,Colombie-Britannique,59,0.08
2016,Construction de navires et d'embarcations,Colombie-Britannique,59,0.09
2016,Fabrication de meubles et de produits connexes,Colombie-Britannique,59,0.28
2016,Fabrication de meubles de maison et d'établissement institutionnel et d'armoires de cuisine,Colombie-Britannique,59,0.23
2016,Fabrication de meubles de bureau (y compris les articles d'ameublement),Colombie-Britannique,59,0.03
2016,Fabrication d'autres produits connexes aux meubles,Colombie-Britannique,59,0.02
2016,Activités diverses de fabrication,Colombie-Britannique,59,0.32
2016,Fabrication de fournitures et de matériel médicaux,Colombie-Britannique,59,0.1
2016,Autres activités diverses de fabrication,Colombie-Britannique,59,0.22
2016,Impression et activités connexes de soutien,Territoires du Nord-Ouest,61,0.13
2017,Biens non durables,Canada,,3.8
2017,Fabrication d’aliments,Canada,,1.39
2017,Fabrication d'aliments pour animaux,Canada,,0.06
2017,Mouture de grains céréaliers et de graines oléagineuses,Canada,,0.04
2017,Fabrication de sucre et de confiseries,Canada,,0.06
2017,Mise en conserve de fruits et de légumes et fabrication de spécialités alimentaires,Canada,,0.11
2017,Fabrication de produits laitiers,Canada,,0.14
2017,Fabrication de produits de viande,Canada,,0.36
2017,Préparation et conditionnement de poissons et de fruits de mer,Canada,,0.13
2017,Boulangeries et fabrication de tortillas,Canada,,0.28
2017,Fabrication d'autres aliments,Canada,,0.2
2017,Fabrication de boissons et de produits du tabac,Canada,,0.25
2017,Fabrication de boissons,Canada,,0.24
2017,Fabrication du tabac,Canada,,0.02
2017,Usines de textiles,Canada,,0.04
2017,"Usines de fibres, de filés et de fils",Canada,,0.01
2017,Usines de tissus,Canada,,0.02
2017,Finissage de textiles et de tissus et revêtement de tissus,Canada,,0.01
2017,Usines de produits textiles,Canada,,0.06
2017,Usines de textiles domestiques,Canada,,0.02
2017,Usines d'autres produits textiles,Canada,,0.04
2017,Fabrication de vêtements,Canada,,0.12
2017,Usines de tricotage de vêtements,Canada,,0.01
2017,Fabrication de vêtements coupés-cousus,Canada,,0.1
2017,Fabrication d'accessoires vestimentaires et d'autres vêtements,Canada,,0.01
2017,Fabrication de produits en cuir et de produits analogues,Canada,,0.02
2017,Tannage et finissage du cuir et des peaux,Canada,,0.0
2017,Fabrication de chaussures,Canada,,0.01
2017,Fabrication d'autres produits en cuir et produits analogues,Canada,,0.01
2017,Fabrication du papier,Canada,,0.33
2017,"Usines de pâte à papier, de papier et de carton",Canada,,0.14
2017,Fabrication de produits en papier transformé,Canada,,0.19
2017,Impression et activités connexes de soutien,Canada,,0.3
2017,Fabrication de produits du pétrole et du charbon,Canada,,0.11
2017,Fabrication de produits chimiques,Canada,,0.57
2017,Fabrication de produits chimiques de base,Canada,,0.07
2017,"Fabrication de résines, de caoutchouc synthétique et de fibres et de filaments artificiels et synthétiques",Canada,,0.04
2017,"Fabrication de pesticides, d'engrais et d'autres produits chimiques agricoles",Canada,,0.05
2017,Fabrication de produits pharmaceutiques et de médicaments,Canada,,0.18
2017,"Fabrication de peintures, de revêtements et d'adhésifs",Canada,,0.05
2017,"Fabrication de savons, de détachants et de produits de toilette",Canada,,0.1
2017,Fabrication d'autres produits chimiques,Canada,,0.07
2017,Fabrication de produits en plastique et en caoutchouc,Canada,,0.61
2017,Fabrication de produits en plastique,Canada,,0.5
2017,Fabrication de produits en caoutchouc,Canada,,0.11
2017,Biens durables,Canada,,5.45
2017,Fabrication de produits en bois,Canada,,0.58
2017,Scieries et préservation du bois,Canada,,0.23
2017,"Fabrication de placages, de contreplaqués et de produits en bois reconstitué",Canada,,0.11
2017,Fabrication d'autres produits en bois,Canada,,0.23
2017,Fabrication de produits minéraux non métalliques,Canada,,0.31
2017,Fabrication de produits en argile et produits réfractaires,Canada,,0.01
2017,Fabrication de verre et de produits en verre,Canada,,0.05
2017,Fabrication de ciment et de produits en béton,Canada,,0.18
2017,Fabrication de chaux et de produits en gypse,Canada,,0.01
2017,Fabrication d'autres produits minéraux non métalliques,Canada,,0.06
2017,Première transformation des métaux,Canada,,0.34
2017,Sidérurgie,Canada,,0.1
2017,Fabrication de produits en acier à partir d'acier acheté,Canada,,0.05
2017,Production et transformation d'alumine et d'aluminium,Canada,,0.06
2017,Production et transformation de métaux non ferreux (sauf l'aluminium),Canada,,0.08
2017,Fonderies,Canada,,0.06
2017,Fabrication de produits métalliques,Canada,,0.94
2017,Forgeage et estampage,Canada,,0.03
2017,Fabrication de coutellerie et d'outils à main,Canada,,0.02
2017,Fabrication de produits d'architecture et d'éléments de charpentes métalliques,Canada,,0.36
2017,"Fabrication de chaudières, de réservoirs et de contenants d'expédition",Canada,,0.07
2017,Fabrication d'articles de quincaillerie,Canada,,0.03
2017,Fabrication de ressorts et de produits en fil métallique,Canada,,0.03
2017,"Ateliers d'usinage, fabrication de produits tournés, de vis, d'écrous et de boulons",Canada,,0.19
2017,"Revêtement, gravure, traitement thermique et par le froid, et activités analogues",Canada,,0.07
2017,Fabrication d'autres produits métalliques,Canada,,0.13
2017,Fabrication de machines,Canada,,0.8
2017,"Fabrication de machines pour l'agriculture, la construction et l'extraction minière",Canada,,0.17
2017,Fabrication de machines industrielles,Canada,,0.09
2017,Fabrication de machines pour le commerce et les industries de services,Canada,,0.09
2017,"Fabrication d'appareils de ventilation, de chauffage, de climatisation et de réfrigération commerciale",Canada,,0.1
2017,Fabrication de machines-outils pour le travail du métal,Canada,,0.13
2017,"Fabrication de moteurs, de turbines et de matériel de transmission de puissance",Canada,,0.04
2017,Fabrication d'autres machines d'usage général,Canada,,0.18
2017,Fabrication de produits informatiques et électroniques,Canada,,0.33
2017,Fabrication de matériel informatique et périphérique,Canada,,0.03
2017,Fabrication de matériel de communication,Canada,,0.08
2017,Fabrication de matériel audio et vidéo,Canada,,0.01
2017,Fabrication de semi-conducteurs et d'autres composants électroniques,Canada,,0.09
2017,"Fabrication d'instruments de navigation, de mesure et de commande et d'instruments médicaux",Canada,,0.12
2017,Fabrication et reproduction de supports magnétiques et optiques,Canada,,0.01
2017,"Fabrication de matériel, d'appareils et de composants électriques",Canada,,0.2
2017,Fabrication de matériel électrique d'éclairage,Canada,,0.03
2017,Fabrication d'appareils ménagers,Canada,,0.01
2017,Fabrication de matériel électrique,Canada,,0.09
2017,Fabrication d'autres types de matériel et de composants électriques,Canada,,0.07
2017,Fabrication de matériel de transport,Canada,,1.19
2017,Fabrication de véhicules automobiles,Canada,,0.27
2017,Fabrication de carrosseries et de remorques de véhicules automobiles,Canada,,0.08
2017,Fabrication de pièces pour véhicules automobiles,Canada,,0.45
2017,Fabrication de produits aérospatiaux et de leurs pièces,Canada,,0.26
2017,Fabrication de matériel ferroviaire roulant,Canada,,0.02
2017,Construction de navires et d'embarcations,Canada,,0.05
2017,Fabrication d'autres types de matériel de transport,Canada,,0.06
2017,Fabrication de meubles et de produits connexes,Canada,,0.41
2017,Fabrication de meubles de maison et d'établissement institutionnel et d'armoires de cuisine,Canada,,0.26
2017,Fabrication de meubles de bureau (y compris les articles d'ameublement),Canada,,0.13
2017,Fabrication d'autres produits connexes aux meubles,Canada,,0.03
2017,Activités diverses de fabrication,Canada,,0.35
2017,Fabrication de fournitures et de matériel médicaux,Canada,,0.11
2017,Autres activités diverses de fabrication,Canada,,0.24
2017,Total de l’industrie manufacturière,Terre-Neuve-et-Labrador,10,4.63
2017,Biens non durables,Terre-Neuve-et-Labrador,10,3.52
2017,Fabrication d’aliments,Terre-Neuve-et-Labrador,10,2.56
2017,Fabrication de produits laitiers,Terre-Neuve-et-Labrador,10,0.11
2017,Préparation et conditionnement de poissons et de fruits de mer,Terre-Neuve-et-Labrador,10,2.04
2017,Boulangeries et fabrication de tortillas,Terre-Neuve-et-Labrador,10,0.15
2017,Fabrication de boissons et de produits du tabac,Terre-Neuve-et-Labrador,10,0.21
2017,Usines de produits textiles,Terre-Neuve-et-Labrador,10,0.04
2017,Fabrication de vêtements coupés-cousus,Terre-Neuve-et-Labrador,10,0.01
2017,Impression et activités connexes de soutien,Terre-Neuve-et-Labrador,10,0.09
2017,Biens durables,Terre-Neuve-et-Labrador,10,1.12
2017,Fabrication de produits en bois,Terre-Neuve-et-Labrador,10,0.18
2017,Fabrication d'autres produits en bois,Terre-Neuve-et-Labrador,10,0.07
2017,Fabrication de ciment et de produits en béton,Terre-Neuve-et-Labrador,10,0.13
2017,Fabrication de produits métalliques,Terre-Neuve-et-Labrador,10,0.12
2017,Fabrication de produits d'architecture et d'éléments de charpentes métalliques,Terre-Neuve-et-Labrador,10,0.05
2017,"Ateliers d'usinage, fabrication de produits tournés, de vis, d'écrous et de boulons",Terre-Neuve-et-Labrador,10,0.02
2017,"Fabrication de machines pour l'agriculture, la construction et l'extraction minière",Terre-Neuve-et-Labrador,10,0.05
2017,Fabrication de matériel de transport,Terre-Neuve-et-Labrador,10,0.19
2017,Construction de navires et d'embarcations,Terre-Neuve-et-Labrador,10,0.17
2017,Fabrication de meubles et de produits connexes,Terre-Neuve-et-Labrador,10,0.1
2017,Activités diverses de fabrication,Terre-Neuve-et-Labrador,10,0.13
2017,Fabrication de fournitures et de matériel médicaux,Terre-Neuve-et-Labrador,10,0.05
2017,Autres activités diverses de fabrication,Terre-Neuve-et-Labrador,10,0.07
2017,Total de l’industrie manufacturière,Île-du-Prince-Édouard,11,7.77
2017,Biens non durables,Île-du-Prince-Édouard,11,4.92
2017,Fabrication d’aliments,Île-du-Prince-Édouard,11,3.33
2017,Fabrication de vêtements,Île-du-Prince-Édouard,11,0.03
2017,Impression et activités connexes de soutien,Île-du-Prince-Édouard,11,0.15
2017,Fabrication de produits chimiques,Île-du-Prince-Édouard,11,0.86
2017,Biens durables,Île-du-Prince-Édouard,11,2.85
2017,Fabrication de produits en bois,Île-du-Prince-Édouard,11,0.2
2017,Scieries et préservation du bois,Île-du-Prince-Édouard,11,0.03
2017,Fabrication de machines,Île-du-Prince-Édouard,11,0.42
2017,"Fabrication de machines pour l'agriculture, la construction et l'extraction minière",Île-du-Prince-Édouard,11,0.07
2017,Fabrication de machines industrielles,Île-du-Prince-Édouard,11,0.2
2017,Fabrication de matériel de transport,Île-du-Prince-Édouard,11,0.95
2017,Fabrication de meubles et de produits connexes,Île-du-Prince-Édouard,11,0.05
2017,Autres activités diverses de fabrication,Île-du-Prince-Édouard,11,0.04
2017,Total de l’industrie manufacturière,Nouvelle-Écosse,12,7.48
2017,Biens non durables,Nouvelle-Écosse,12,4.74
2017,Fabrication d’aliments,Nouvelle-Écosse,12,2.24
2017,Fabrication de produits de viande,Nouvelle-Écosse,12,0.13
2017,Préparation et conditionnement de poissons et de fruits de mer,Nouvelle-Écosse,12,1.33
2017,Boulangeries et fabrication de tortillas,Nouvelle-Écosse,12,0.2
2017,Fabrication d'autres aliments,Nouvelle-Écosse,12,0.11
2017,Fabrication de boissons et de produits du tabac,Nouvelle-Écosse,12,0.27
2017,Usines de textiles,Nouvelle-Écosse,12,0.05
2017,Usines de produits textiles,Nouvelle-Écosse,12,0.09
2017,Fabrication de vêtements,Nouvelle-Écosse,12,0.08
2017,Fabrication du papier,Nouvelle-Écosse,12,0.26
2017,Impression et activités connexes de soutien,Nouvelle-Écosse,12,0.21
2017,Fabrication de produits chimiques,Nouvelle-Écosse,12,0.17
2017,Fabrication d'autres produits chimiques,Nouvelle-Écosse,12,0.03
2017,Fabrication de produits en plastique et en caoutchouc,Nouvelle-Écosse,12,1.2
2017,Biens durables,Nouvelle-Écosse,12,2.74
2017,Fabrication de produits en bois,Nouvelle-Écosse,12,0.44
2017,Scieries et préservation du bois,Nouvelle-Écosse,12,0.23
2017,"Fabrication de placages, de contreplaqués et de produits en bois reconstitué",Nouvelle-Écosse,12,0.09
2017,Fabrication d'autres produits en bois,Nouvelle-Écosse,12,0.11
2017,Fabrication de produits minéraux non métalliques,Nouvelle-Écosse,12,0.18
2017,Fabrication de ciment et de produits en béton,Nouvelle-Écosse,12,0.14
2017,Première transformation des métaux,Nouvelle-Écosse,12,0.01
2017,Fabrication de produits métalliques,Nouvelle-Écosse,12,0.46
2017,Fabrication de produits d'architecture et d'éléments de charpentes métalliques,Nouvelle-Écosse,12,0.22
2017,Fabrication de ressorts et de produits en fil métallique,Nouvelle-Écosse,12,0.03
2017,"Ateliers d'usinage, fabrication de produits tournés, de vis, d'écrous et de boulons",Nouvelle-Écosse,12,0.11
2017,Fabrication d'autres produits métalliques,Nouvelle-Écosse,12,0.06
2017,Fabrication de machines,Nouvelle-Écosse,12,0.21
2017,Fabrication de machines industrielles,Nouvelle-Écosse,12,0.04
2017,Fabrication de machines pour le commerce et les industries de services,Nouvelle-Écosse,12,0.06
2017,Fabrication d'autres machines d'usage général,Nouvelle-Écosse,12,0.03
2017,Fabrication de produits informatiques et électroniques,Nouvelle-Écosse,12,0.19
2017,Fabrication de matériel de communication,Nouvelle-Écosse,12,0.05
2017,"Fabrication d'instruments de navigation, de mesure et de commande et d'instruments médicaux",Nouvelle-Écosse,12,0.1
2017,"Fabrication de matériel, d'appareils et de composants électriques",Nouvelle-Écosse,12,0.05
2017,Fabrication de matériel de transport,Nouvelle-Écosse,12,0.95
2017,Fabrication de produits aérospatiaux et de leurs pièces,Nouvelle-Écosse,12,0.39
2017,Construction de navires et d'embarcations,Nouvelle-Écosse,12,0.53
2017,Fabrication de meubles et de produits connexes,Nouvelle-Écosse,12,0.1
2017,Fabrication de meubles de maison et d'établissement institutionnel et d'armoires de cuisine,Nouvelle-Écosse,12,0.09
2017,Activités diverses de fabrication,Nouvelle-Écosse,12,0.15
2017,Fabrication de fournitures et de matériel médicaux,Nouvelle-Écosse,12,0.05
2017,Autres activités diverses de fabrication,Nouvelle-Écosse,12,0.1
2017,Total de l’industrie manufacturière,Nouveau-Brunswick,13,9.26
2017,Biens non durables,Nouveau-Brunswick,13,5.26
2017,Fabrication d’aliments,Nouveau-Brunswick,13,3.3
2017,Fabrication d'aliments pour animaux,Nouveau-Brunswick,13,0.07
2017,Fabrication de produits laitiers,Nouveau-Brunswick,13,0.16
2017,Fabrication de produits de viande,Nouveau-Brunswick,13,0.35
2017,Préparation et conditionnement de poissons et de fruits de mer,Nouveau-Brunswick,13,1.41
2017,Boulangeries et fabrication de tortillas,Nouveau-Brunswick,13,0.21
2017,Fabrication d'autres aliments,Nouveau-Brunswick,13,0.17
2017,Fabrication de boissons et de produits du tabac,Nouveau-Brunswick,13,0.24
2017,Usines de produits textiles,Nouveau-Brunswick,13,0.05
2017,Fabrication du papier,Nouveau-Brunswick,13,0.86
2017,"Usines de pâte à papier, de papier et de carton",Nouveau-Brunswick,13,0.62
2017,Fabrication de produits en papier transformé,Nouveau-Brunswick,13,0.24
2017,Impression et activités connexes de soutien,Nouveau-Brunswick,13,0.07
2017,Fabrication de produits chimiques,Nouveau-Brunswick,13,0.12
2017,"Fabrication de pesticides, d'engrais et d'autres produits chimiques agricoles",Nouveau-Brunswick,13,0.07
2017,Fabrication de produits en plastique et en caoutchouc,Nouveau-Brunswick,13,0.42
2017,Fabrication de produits en plastique,Nouveau-Brunswick,13,0.41
2017,Fabrication de produits en caoutchouc,Nouveau-Brunswick,13,0.02
2017,Biens durables,Nouveau-Brunswick,13,4.0
2017,Fabrication de produits en bois,Nouveau-Brunswick,13,1.51
2017,Scieries et préservation du bois,Nouveau-Brunswick,13,0.81
2017,"Fabrication de placages, de contreplaqués et de produits en bois reconstitué",Nouveau-Brunswick,13,0.22
2017,Fabrication d'autres produits en bois,Nouveau-Brunswick,13,0.48
2017,Fabrication de produits minéraux non métalliques,Nouveau-Brunswick,13,0.28
2017,Fabrication de ciment et de produits en béton,Nouveau-Brunswick,13,0.11
2017,Fabrication de chaux et de produits en gypse,Nouveau-Brunswick,13,0.06
2017,Fabrication de produits métalliques,Nouveau-Brunswick,13,0.65
2017,Fabrication de produits d'architecture et d'éléments de charpentes métalliques,Nouveau-Brunswick,13,0.42
2017,"Fabrication de chaudières, de réservoirs et de contenants d'expédition",Nouveau-Brunswick,13,0.06
2017,"Ateliers d'usinage, fabrication de produits tournés, de vis, d'écrous et de boulons",Nouveau-Brunswick,13,0.08
2017,Fabrication d'autres produits métalliques,Nouveau-Brunswick,13,0.06
2017,Fabrication de machines,Nouveau-Brunswick,13,0.34
2017,"Fabrication d'appareils de ventilation, de chauffage, de climatisation et de réfrigération commerciale",Nouveau-Brunswick,13,0.15
2017,Fabrication de machines-outils pour le travail du métal,Nouveau-Brunswick,13,0.01
2017,Fabrication d'autres machines d'usage général,Nouveau-Brunswick,13,0.07
2017,"Fabrication d'instruments de navigation, de mesure et de commande et d'instruments médicaux",Nouveau-Brunswick,13,0.07
2017,Fabrication de carrosseries et de remorques de véhicules automobiles,Nouveau-Brunswick,13,0.08
2017,Fabrication de pièces pour véhicules automobiles,Nouveau-Brunswick,13,0.02
2017,Fabrication de meubles et de produits connexes,Nouveau-Brunswick,13,0.24
2017,Fabrication de meubles de maison et d'établissement institutionnel et d'armoires de cuisine,Nouveau-Brunswick,13,0.23
2017,Activités diverses de fabrication,Nouveau-Brunswick,13,0.48
2017,Fabrication de fournitures et de matériel médicaux,Nouveau-Brunswick,13,0.03
2017,Autres activités diverses de fabrication,Nouveau-Brunswick,13,0.45
2017,Total de l’industrie manufacturière,Québec,24,11.64
2017,Biens non durables,Québec,24,4.88
2017,Fabrication d’aliments,Québec,24,1.66
2017,Fabrication d'aliments pour animaux,Québec,24,0.07
2017,Mouture de grains céréaliers et de graines oléagineuses,Québec,24,0.03
2017,Fabrication de sucre et de confiseries,Québec,24,0.1
2017,Mise en conserve de fruits et de légumes et fabrication de spécialités alimentaires,Québec,24,0.14
2017,Fabrication de produits laitiers,Québec,24,0.24
2017,Fabrication de produits de viande,Québec,24,0.46
2017,Préparation et conditionnement de poissons et de fruits de mer,Québec,24,0.04
2017,Boulangeries et fabrication de tortillas,Québec,24,0.34
2017,Fabrication d'autres aliments,Québec,24,0.24
2017,Fabrication de boissons et de produits du tabac,Québec,24,0.26
2017,Usines de textiles,Québec,24,0.09
2017,"Usines de fibres, de filés et de fils",Québec,24,0.01
2017,Usines de tissus,Québec,24,0.06
2017,Finissage de textiles et de tissus et revêtement de tissus,Québec,24,0.01
2017,Usines de produits textiles,Québec,24,0.09
2017,Usines de textiles domestiques,Québec,24,0.04
2017,Usines d'autres produits textiles,Québec,24,0.05
2017,Fabrication de vêtements,Québec,24,0.29
2017,Usines de tricotage de vêtements,Québec,24,0.03
2017,Fabrication de vêtements coupés-cousus,Québec,24,0.24
2017,Fabrication d'accessoires vestimentaires et d'autres vêtements,Québec,24,0.02
2017,Fabrication de produits en cuir et de produits analogues,Québec,24,0.03
2017,Tannage et finissage du cuir et des peaux,Québec,24,0.0
2017,Fabrication de chaussures,Québec,24,0.02
2017,Fabrication d'autres produits en cuir et produits analogues,Québec,24,0.01
2017,Fabrication du papier,Québec,24,0.58
2017,"Usines de pâte à papier, de papier et de carton",Québec,24,0.22
2017,Fabrication de produits en papier transformé,Québec,24,0.36
2017,Impression et activités connexes de soutien,Québec,24,0.33
2017,Fabrication de produits du pétrole et du charbon,Québec,24,0.09
2017,Fabrication de produits chimiques,Québec,24,0.68
2017,Fabrication de produits chimiques de base,Québec,24,0.07
2017,"Fabrication de résines, de caoutchouc synthétique et de fibres et de filaments artificiels et synthétiques",Québec,24,0.02
2017,"Fabrication de pesticides, d'engrais et d'autres produits chimiques agricoles",Québec,24,0.06
2017,Fabrication de produits pharmaceutiques et de médicaments,Québec,24,0.24
2017,"Fabrication de peintures, de revêtements et d'adhésifs",Québec,24,0.07
2017,"Fabrication de savons, de détachants et de produits de toilette",Québec,24,0.12
2017,Fabrication d'autres produits chimiques,Québec,24,0.09
2017,Fabrication de produits en plastique et en caoutchouc,Québec,24,0.79
2017,Fabrication de produits en plastique,Québec,24,0.59
2017,Fabrication de produits en caoutchouc,Québec,24,0.19
2017,Biens durables,Québec,24,6.76
2017,Fabrication de produits en bois,Québec,24,0.83
2017,Scieries et préservation du bois,Québec,24,0.31
2017,"Fabrication de placages, de contreplaqués et de produits en bois reconstitué",Québec,24,0.14
2017,Fabrication d'autres produits en bois,Québec,24,0.38
2017,Fabrication de produits minéraux non métalliques,Québec,24,0.37
2017,Fabrication de produits en argile et produits réfractaires,Québec,24,0.01
2017,Fabrication de verre et de produits en verre,Québec,24,0.07
2017,Fabrication de ciment et de produits en béton,Québec,24,0.2
2017,Fabrication de chaux et de produits en gypse,Québec,24,0.02
2017,Fabrication d'autres produits minéraux non métalliques,Québec,24,0.07
2017,Première transformation des métaux,Québec,24,0.47
2017,Sidérurgie,Québec,24,0.05
2017,Fabrication de produits en acier à partir d'acier acheté,Québec,24,0.03
2017,Production et transformation d'alumine et d'aluminium,Québec,24,0.18
2017,Production et transformation de métaux non ferreux (sauf l'aluminium),Québec,24,0.12
2017,Fonderies,Québec,24,0.09
2017,Fabrication de produits métalliques,Québec,24,1.2
2017,Forgeage et estampage,Québec,24,0.06
2017,Fabrication de coutellerie et d'outils à main,Québec,24,0.02
2017,Fabrication de produits d'architecture et d'éléments de charpentes métalliques,Québec,24,0.48
2017,"Fabrication de chaudières, de réservoirs et de contenants d'expédition",Québec,24,0.07
2017,Fabrication d'articles de quincaillerie,Québec,24,0.02
2017,Fabrication de ressorts et de produits en fil métallique,Québec,24,0.03
2017,"Ateliers d'usinage, fabrication de produits tournés, de vis, d'écrous et de boulons",Québec,24,0.26
2017,"Revêtement, gravure, traitement thermique et par le froid, et activités analogues",Québec,24,0.08
2017,Fabrication d'autres produits métalliques,Québec,24,0.17
2017,Fabrication de machines,Québec,24,0.87
2017,"Fabrication de machines pour l'agriculture, la construction et l'extraction minière",Québec,24,0.09
2017,Fabrication de machines industrielles,Québec,24,0.15
2017,Fabrication de machines pour le commerce et les industries de services,Québec,24,0.17
2017,"Fabrication d'appareils de ventilation, de chauffage, de climatisation et de réfrigération commerciale",Québec,24,0.15
2017,Fabrication de machines-outils pour le travail du métal,Québec,24,0.06
2017,"Fabrication de moteurs, de turbines et de matériel de transmission de puissance",Québec,24,0.07
2017,Fabrication d'autres machines d'usage général,Québec,24,0.18
2017,Fabrication de produits informatiques et électroniques,Québec,24,0.4
2017,Fabrication de matériel informatique et périphérique,Québec,24,0.02
2017,Fabrication de matériel de communication,Québec,24,0.08
2017,Fabrication de matériel audio et vidéo,Québec,24,0.01
2017,Fabrication de semi-conducteurs et d'autres composants électroniques,Québec,24,0.12
2017,"Fabrication d'instruments de navigation, de mesure et de commande et d'instruments médicaux",Québec,24,0.16
2017,Fabrication et reproduction de supports magnétiques et optiques,Québec,24,0.01
2017,"Fabrication de matériel, d'appareils et de composants électriques",Québec,24,0.3
2017,Fabrication de matériel électrique d'éclairage,Québec,24,0.07
2017,Fabrication d'appareils ménagers,Québec,24,0.02
2017,Fabrication de matériel électrique,Québec,24,0.11
2017,Fabrication d'autres types de matériel et de composants électriques,Québec,24,0.11
2017,Fabrication de matériel de transport,Québec,24,1.22
2017,Fabrication de véhicules automobiles,Québec,24,0.09
2017,Fabrication de carrosseries et de remorques de véhicules automobiles,Québec,24,0.13
2017,Fabrication de pièces pour véhicules automobiles,Québec,24,0.12
2017,Fabrication de produits aérospatiaux et de leurs pièces,Québec,24,0.66
2017,Fabrication de matériel ferroviaire roulant,Québec,24,0.03
2017,Construction de navires et d'embarcations,Québec,24,0.06
2017,Fabrication d'autres types de matériel de transport,Québec,24,0.13
2017,Fabrication de meubles et de produits connexes,Québec,24,0.63
2017,Fabrication de meubles de maison et d'établissement institutionnel et d'armoires de cuisine,Québec,24,0.44
2017,Fabrication de meubles de bureau (y compris les articles d'ameublement),Québec,24,0.15
2017,Fabrication d'autres produits connexes aux meubles,Québec,24,0.04
2017,Activités diverses de fabrication,Québec,24,0.47
2017,Fabrication de fournitures et de matériel médicaux,Québec,24,0.13
2017,Autres activités diverses de fabrication,Québec,24,0.33
2017,Total de l’industrie manufacturière,Ontario,35,10.52
2017,Biens non durables,Ontario,35,4.0
2017,Fabrication d’aliments,Ontario,35,1.24
2017,Fabrication d'aliments pour animaux,Ontario,35,0.06
2017,Mouture de grains céréaliers et de graines oléagineuses,Ontario,35,0.05
2017,Fabrication de sucre et de confiseries,Ontario,35,0.07
2017,Mise en conserve de fruits et de légumes et fabrication de spécialités alimentaires,Ontario,35,0.09
2017,Fabrication de produits laitiers,Ontario,35,0.14
2017,Fabrication de produits de viande,Ontario,35,0.3
2017,Préparation et conditionnement de poissons et de fruits de mer,Ontario,35,0.01
2017,Boulangeries et fabrication de tortillas,Ontario,35,0.32
2017,Fabrication d'autres aliments,Ontario,35,0.21
2017,Fabrication de boissons et de produits du tabac,Ontario,35,0.28
2017,Usines de textiles,Ontario,35,0.05
2017,"Usines de fibres, de filés et de fils",Ontario,35,0.01
2017,Usines de tissus,Ontario,35,0.02
2017,Finissage de textiles et de tissus et revêtement de tissus,Ontario,35,0.02
2017,Usines de produits textiles,Ontario,35,0.06
2017,Usines de textiles domestiques,Ontario,35,0.02
2017,Usines d'autres produits textiles,Ontario,35,0.04
2017,Fabrication de vêtements,Ontario,35,0.09
2017,Usines de tricotage de vêtements,Ontario,35,0.0
2017,Fabrication de vêtements coupés-cousus,Ontario,35,0.07
2017,Fabrication d'accessoires vestimentaires et d'autres vêtements,Ontario,35,0.01
2017,Fabrication de produits en cuir et de produits analogues,Ontario,35,0.02
2017,Tannage et finissage du cuir et des peaux,Ontario,35,0.0
2017,Fabrication de chaussures,Ontario,35,0.0
2017,Fabrication d'autres produits en cuir et produits analogues,Ontario,35,0.02
2017,Fabrication du papier,Ontario,35,0.27
2017,"Usines de pâte à papier, de papier et de carton",Ontario,35,0.06
2017,Fabrication de produits en papier transformé,Ontario,35,0.21
2017,Impression et activités connexes de soutien,Ontario,35,0.37
2017,Fabrication de produits du pétrole et du charbon,Ontario,35,0.1
2017,Fabrication de produits chimiques,Ontario,35,0.74
